,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1,Luis Abram\1f462f95,pe PER,DF,Granada,25-349,1996,6.2,290,63,186,113,7,5,282,0,0,,0,0,156,803,478,7,0,0,2,0,187,182,97.3,1,Matches
2,Marcos Acuña\81442ecb,ar ARG,DF,Sevilla,30-106,1991,15.6,1391,35,409,677,392,14,1191,32,41,78.0,33,3,944,4213,2496,99,22,3,17,19,996,952,95.6,47,Matches
3,Martin Agirregabiria\355c883a,es ESP,DF,Alavés,25-277,1996,16.2,891,48,276,433,220,9,720,14,19,73.7,14,1,420,1658,983,43,16,0,8,9,487,422,86.7,18,Matches
4,Julen Agirrezabala\a2c1a8d3,es ESP,GK,Athletic Club,21-047,2000,4.0,95,75,95,0,0,0,61,0,0,,0,0,38,159,75,0,0,0,0,0,26,25,96.2,0,Matches
5,Sergio Agüero\4d034881,ar ARG,FW,Barcelona,33-254,1988,1.7,59,0,1,28,33,15,57,1,1,100.0,1,0,38,237,110,7,2,2,5,2,78,53,67.9,16,Matches
6,Álvaro Aguirre\93b054dc,es ESP,FW,Rayo Vallecano,22-008,2000,0.1,3,0,1,1,1,0,3,0,0,,0,0,1,2,2,0,0,0,0,0,1,1,100.0,0,Matches
7,Joseph Aidoo\18abe173,gh GHA,DF,Celta Vigo,26-135,1995,14.3,824,120,455,400,18,7,807,2,3,66.7,2,0,505,3025,1691,43,3,0,6,4,505,497,98.4,2,Matches
8,Carlos Akapo\f2a68b97,gq EQG,DF,Cádiz,28-336,1993,8.6,402,48,177,150,90,2,328,2,3,66.7,3,1,165,820,413,19,8,0,7,2,166,139,83.7,11,Matches
9,Ilias Akhomach\b8bd60fe,es ESP,FW,Barcelona,17-301,2004,1.4,70,0,6,20,50,8,70,1,3,33.3,1,1,62,272,169,12,2,3,0,3,60,56,93.3,5,Matches
10,Paul Akouokou\31f5b89b,ci CIV,MF,Betis,24-053,1997,2.0,117,6,33,79,10,1,117,2,2,100.0,2,0,76,374,211,9,1,0,2,0,85,84,98.8,0,Matches
11,David Alaba\05439de2,at AUT,DF,Real Madrid,29-232,1992,20.9,1519,177,685,753,214,36,1451,4,6,66.7,4,0,1107,7093,3873,89,27,7,10,6,1220,1175,96.3,39,Matches
12,Tomás Alarcón\99ea2ddd,cl CHI,MF,Cádiz,23-023,1999,13.9,658,54,204,344,137,10,598,4,9,44.4,5,0,342,1333,526,12,6,0,10,12,344,312,90.7,18,Matches
13,Jordi Alba\4601e194,es ESP,DF,Barcelona,32-327,1989,15.8,1569,45,379,736,513,47,1370,7,17,41.2,8,3,974,3039,1528,66,18,6,10,6,1178,1100,93.4,66,Matches
14,Raúl Albiol\4bd414c1,es ESP,DF,Villarreal,36-160,1985,18.0,1190,177,668,601,25,4,1153,3,4,75.0,3,0,753,5203,2997,56,2,0,2,0,822,812,98.8,0,Matches
15,Paco Alcácer\a7a9d95a,es ESP,FW,Villarreal,28-165,1993,5.2,153,1,9,63,84,29,142,3,5,60.0,3,0,82,301,117,6,2,0,12,6,198,113,57.1,37,Matches
16,Rubén Alcaraz\036bba5f,es ESP,MF,Cádiz,30-286,1991,1.3,88,4,29,55,13,3,86,0,0,,0,0,60,359,203,8,3,0,2,2,63,59,93.7,1,Matches
17,Omar Alderete\bb08bce9,py PAR,DF,Valencia,25-047,1996,17.0,775,137,437,351,38,17,748,3,4,75.0,3,0,350,2687,1561,30,4,0,3,6,342,334,97.7,3,Matches
18,Iván Alejo\3d7e48ce,es ESP,MF,Cádiz,27-001,1995,5.0,188,12,61,81,68,6,187,5,13,38.5,5,0,128,858,523,23,9,1,14,15,164,108,65.9,13,Matches
19,Carles Aleñá\6c811eb7,es ESP,MF,Getafe,24-037,1998,19.3,822,7,94,499,282,12,787,11,27,40.7,14,1,596,2861,1329,66,23,2,28,29,739,600,81.2,58,Matches
20,Mircea Alexandru Tirlea\683a1d81,ro ROU,DF,Alavés,21-320,2000,0.2,17,2,6,9,3,0,11,2,3,66.7,2,0,7,24,14,0,0,0,0,0,4,4,100.0,0,Matches
21,Hugo Álvarez\6f392eb8,es ESP,FW,Celta Vigo,36-235,1985,0.1,8,1,1,5,3,1,8,0,0,,0,0,2,13,3,0,0,0,0,1,5,4,80.0,1,Matches
22,Yeray Álvarez\3ecc11d8,es ESP,DF,Athletic Club,27-018,1995,12.0,742,112,390,373,37,6,717,4,6,66.7,5,0,384,2819,1583,33,10,0,2,4,409,404,98.8,1,Matches
23,Dani Alves\c9e99e49,br BRA,DF,Barcelona,38-281,1983,1.8,136,2,25,85,34,4,119,0,0,,0,0,89,331,203,14,7,0,0,1,84,82,97.6,5,Matches
24,Emmanuel Amankwaa Akurugu\69c5633e,gh GHA,DF,Getafe,20-083,2001,0.9,49,1,11,27,14,3,41,3,4,75.0,3,0,26,165,110,6,1,1,2,0,33,25,75.8,2,Matches
25,Amath\f3b1d9a2,sn SEN,FWMF,Mallorca,25-210,1996,7.5,239,10,45,119,92,21,235,10,18,55.6,11,2,160,806,444,27,8,3,16,14,254,150,59.1,29,Matches
26,Florin Andone\dc008610,ro ROU,FW,Cádiz,28-306,1993,2.0,58,1,4,30,29,6,54,2,4,50.0,2,1,35,116,22,1,1,0,6,2,106,41,38.7,10,Matches
27,José Ángel\3024e383,es ESP,DF,Osasuna,32-159,1989,7.3,572,20,112,324,162,5,473,9,14,64.3,10,1,338,1732,773,36,10,0,3,10,340,312,91.8,6,Matches
28,Josep Antoni Gayá\4a5f2032,es ESP,DF,Mallorca,21-219,2000,0.6,32,9,24,11,0,0,30,0,0,,0,0,14,76,28,0,0,0,1,0,19,19,100.0,0,Matches
29,Mauro Arambarri\58afe001,uy URU,MF,Getafe,26-134,1995,17.9,948,18,170,608,216,12,888,31,43,72.1,31,1,593,3186,1280,54,13,1,21,16,626,573,91.5,31,Matches
30,Néstor Araujo\27a013f7,mx MEX,DF,Celta Vigo,30-166,1991,15.8,950,122,554,450,37,7,930,5,5,100.0,5,0,571,4073,2269,44,18,0,2,3,620,608,98.1,1,Matches
31,Ronald Araújo\2bef2bca,uy URU,DF,Barcelona,22-341,1999,13.4,1001,140,468,537,62,18,950,2,5,40.0,2,0,678,3996,2306,56,9,1,4,4,723,709,98.1,5,Matches
32,Jesús Areso\94e01ec6,es ESP,DF,Osasuna,22-224,1999,1.9,83,6,21,43,22,1,55,0,2,0.0,0,0,28,155,64,4,1,0,2,2,34,24,70.6,3,Matches
33,Matias Arezo\484ebdb0,uy URU,FW,Granada,19-082,2002,0.1,3,0,0,1,2,0,3,0,0,,0,0,1,4,4,0,0,0,0,0,1,1,100.0,0,Matches
34,Santiago Arias\fdd60087,co COL,DF,Granada,30-029,1992,3.6,212,17,69,79,75,4,174,2,6,33.3,2,1,106,480,269,14,7,0,5,2,105,87,82.9,8,Matches
35,Santiago Arzamendia\759d8dd7,py PAR,MF,Cádiz,23-282,1998,3.9,149,11,55,55,48,2,139,2,10,20.0,3,3,81,431,234,5,2,0,6,6,112,74,66.1,7,Matches
36,Sergio Asenjo\9f0ea33f,es ESP,GK,Villarreal,32-228,1989,2.0,55,45,54,1,0,0,41,0,0,,0,0,29,125,82,0,0,0,0,0,25,24,96.0,0,Matches
37,Marco Asensio\45af8a54,es ESP,FWMF,Real Madrid,26-021,1996,11.0,585,7,60,246,325,56,535,10,19,52.6,10,1,426,2635,1346,61,21,7,6,13,539,437,81.1,75,Matches
38,Iago Aspas\7dcf86f6,es ESP,FW,Celta Vigo,34-194,1987,19.7,954,14,71,418,532,114,917,20,33,60.6,22,1,673,3799,2035,114,42,28,42,23,1022,724,70.8,174,Matches
39,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Barcelona,32-238,1989,0.3,22,1,3,11,10,0,22,0,1,0.0,0,0,14,86,49,2,1,0,1,0,32,15,46.9,4,Matches
40,Ludwig Augustinsson\9fec8860,se SWE,DF,Sevilla,27-296,1994,4.9,347,13,116,142,101,7,292,1,1,100.0,1,0,189,658,293,16,3,2,9,4,223,209,93.7,11,Matches
41,Serge Aurier\5c2b4f07,ci CIV,DF,Villarreal,29-049,1992,4.0,323,11,73,167,99,11,281,2,6,33.3,2,1,189,686,403,21,9,1,3,5,214,200,93.5,13,Matches
42,Ezequiel Ávila\253a06b9,ar ARG,FWMF,Osasuna,28-005,1994,9.8,337,6,30,145,181,30,329,1,9,11.1,5,1,178,1020,453,21,8,3,24,7,484,234,48.3,47,Matches
43,Iddrisu Baba\bfd381b3,gh GHA,MF,Mallorca,26-020,1996,14.6,689,50,217,442,73,9,680,12,19,63.2,13,1,466,2409,1081,36,14,0,10,21,386,360,93.3,3,Matches
44,Carlos Bacca\09a9e921,co COL,FW,Granada,35-156,1986,5.5,141,6,16,60,71,21,133,8,10,80.0,8,1,80,426,242,14,3,6,6,4,186,95,51.1,24,Matches
45,Édgar Badía\e4346678,es ESP,GK,Elche,29-364,1992,11.0,416,376,416,0,0,0,300,0,0,,0,0,187,923,473,0,0,0,0,0,153,153,100.0,0,Matches
46,Miguel Baeza\a98f3cbf,es ESP,DF,Celta Vigo,21-321,2000,0.0,5,0,1,4,3,0,5,0,0,,0,0,5,71,49,2,1,0,0,0,5,5,100.0,0,Matches
47,Alejandro Balde\5ccc9672,es ESP,FWDF,Barcelona,18-116,2003,1.1,83,2,10,39,41,3,80,1,4,25.0,1,0,71,348,156,8,3,1,4,3,77,66,85.7,6,Matches
48,Gareth Bale\a58bb1e1,wls WAL,FW,Real Madrid,32-210,1989,2.1,74,0,11,27,39,7,72,1,3,33.3,1,0,44,219,103,8,1,0,3,5,84,57,67.9,10,Matches
49,Mikel Balenziaga\1fe67e86,es ESP,DF,Athletic Club,33-347,1988,18.1,1002,69,282,512,254,6,831,8,14,57.1,8,1,511,2151,1126,48,19,1,8,11,502,466,92.8,23,Matches
50,Iván Balliu\cee88597,al ALB,DF,Rayo Vallecano,30-041,1992,21.0,1248,55,325,573,430,20,961,14,31,45.2,15,4,660,2942,1804,64,29,6,21,18,742,655,88.3,29,Matches
51,Barbero\981c1863,es ESP,FWMF,Osasuna,23-178,1998,0.2,16,1,2,5,9,3,15,0,0,,0,0,11,21,2,0,0,0,3,1,18,10,55.6,3,Matches
52,Enis Bardhi\cac2537b,mk MKD,MFFW,Levante,26-224,1995,10.7,546,8,73,269,239,21,484,20,34,58.8,21,2,370,1649,951,60,18,7,22,17,429,352,82.1,46,Matches
53,Keidi Bare\03049c8c,al ALB,MF,Espanyol,24-167,1997,8.7,544,28,163,331,88,8,535,4,8,50.0,4,1,369,2140,930,37,13,2,1,5,379,367,96.8,4,Matches
54,Kike Barja\aad53e64,es ESP,MFFW,Osasuna,24-316,1997,7.1,372,10,44,170,187,29,366,22,42,52.4,25,1,283,1582,855,55,14,7,19,21,349,271,77.7,36,Matches
55,Antonio Barragán\487d9b09,es ESP,DF,Elche,34-244,1987,6.5,399,31,160,184,69,0,331,1,1,100.0,1,0,197,615,360,15,4,0,2,1,244,227,93.0,10,Matches
56,Ander Barrenetxea\200e89e1,es ESP,FWMF,Real Sociedad,20-046,2001,6.1,288,6,45,138,131,26,287,17,35,48.6,19,1,244,1308,767,41,12,7,22,12,267,208,77.9,45,Matches
57,Marc Bartra\b742cc0d,es ESP,DF,Betis,31-027,1991,9.1,552,89,299,256,17,8,537,2,3,66.7,2,0,314,1632,904,23,1,0,3,2,343,336,98.0,2,Matches
58,Álvaro Bastida\42a028c5,es ESP,MF,Cádiz,17-275,2004,2.2,63,2,9,46,10,0,62,0,1,0.0,1,1,37,112,41,3,0,0,0,0,45,39,86.7,0,Matches
59,Rodrigo Battaglia\d637fc22,ar ARG,MF,Mallorca,30-214,1991,7.5,456,33,140,290,56,7,433,5,10,50.0,7,0,268,1698,884,24,10,0,8,6,279,259,92.8,7,Matches
60,Jon Bautista\debc6b55,es ESP,FWMF,Real Sociedad,26-223,1995,0.5,16,2,2,9,7,1,15,1,1,100.0,1,0,7,13,10,1,1,0,0,1,12,7,58.3,1,Matches
61,Bebé\d8712bf9,pt POR,FWMF,Rayo Vallecano,31-214,1990,4.0,225,2,27,100,144,6,198,17,25,68.0,17,2,170,1617,988,49,26,4,18,5,204,149,73.0,23,Matches
62,Héctor Bellerín\f874dd44,es ESP,DF,Betis,26-329,1995,14.7,862,52,258,380,266,33,718,17,31,54.8,19,2,472,2090,1292,47,17,5,13,4,530,474,89.4,37,Matches
63,Fran Beltrán\ed5c5fa3,es ESP,MF,Celta Vigo,23-008,1999,16.4,1163,40,332,717,177,5,1119,12,16,75.0,12,0,769,3899,1714,59,15,0,11,14,826,778,94.2,18,Matches
64,Darío Benedetto\bef0a7ac,ar ARG,FW,Elche,31-270,1990,6.6,184,1,11,112,73,24,176,10,16,62.5,11,2,119,512,200,12,4,0,15,10,223,139,62.3,31,Matches
65,Iker Benito\50cbc806,es ESP,MFFW,Osasuna,19-185,2002,0.3,20,1,5,9,7,1,20,0,2,0.0,0,0,10,39,3,0,0,0,2,0,10,8,80.0,2,Matches
66,Pedro Benito\a7416105,es ESP,FW,Cádiz,21-321,2000,0.3,8,0,0,6,3,0,8,0,1,0.0,1,0,4,29,18,1,0,0,1,0,18,7,38.9,0,Matches
67,Karim Benzema\70d74ece,fr FRA,FW,Real Madrid,34-054,1987,18.9,975,11,49,358,617,144,928,22,28,78.6,23,5,693,3386,1979,112,38,29,23,15,1112,816,73.4,149,Matches
68,Yuri Berchiche\b6e50615,es ESP,MF,Athletic Club,32-001,1990,0.1,2,1,1,0,1,0,2,0,0,,0,0,1,4,0,0,0,0,0,0,1,1,100.0,0,Matches
69,Álex Berenguer\dc1c2fce,es ESP,MF,Athletic Club,26-222,1995,13.9,751,12,104,317,383,52,687,20,49,40.8,23,5,475,2251,1345,59,22,7,44,31,669,488,72.9,81,Matches
70,Pedro Bigas\697295b1,es ESP,DF,Elche,31-149,1990,10.1,661,96,374,300,23,8,635,2,3,66.7,2,0,402,2099,1112,30,2,0,5,0,449,441,98.2,4,Matches
71,Blanco\506daeac,es ESP,MF,Real Madrid,21-203,2000,0.3,23,2,12,10,3,0,23,2,2,100.0,2,1,18,97,61,0,1,0,0,0,14,14,100.0,0,Matches
72,Yassine Bounou\f6798fc3,ma MAR,GK,Sevilla,30-312,1991,18.0,651,586,650,2,0,0,484,1,1,100.0,1,0,322,1234,478,0,0,0,0,0,337,336,99.7,0,Matches
73,Lucas Boyé\d49f3e6b,ar ARG,FW,Elche,25-348,1996,15.1,647,17,48,371,267,67,622,36,57,63.2,38,0,484,2056,1012,50,16,9,97,59,782,478,61.1,104,Matches
74,Martin Braithwaite\fd771f95,dk DEN,FW,Barcelona,30-251,1991,2.5,84,4,10,42,38,15,82,3,5,60.0,3,0,62,248,163,10,2,3,7,4,96,64,66.7,14,Matches
75,Darko Brašanac\4accb7e0,rs SRB,MF,Osasuna,29-364,1992,17.2,741,23,97,351,331,62,712,12,16,75.0,15,1,436,2024,1105,67,25,8,29,16,679,469,69.1,117,Matches
76,Claudio Bravo\10072610,cl CHI,GK,Betis,38-304,1983,9.0,302,260,302,0,0,0,215,0,0,,0,0,158,723,473,0,0,0,0,0,147,144,98.0,0,Matches
77,Yan Brice Eteki\3d688b46,cm CMR,MF,Granada,24-169,1997,1.5,74,6,16,46,14,1,74,1,3,33.3,1,0,39,119,45,1,0,0,1,3,51,37,72.5,2,Matches
78,Bryan\7b5ab7f2,es ESP,FWMF,Valencia,21-000,2001,1.0,45,0,6,11,29,2,40,2,5,40.0,2,0,31,149,71,6,0,0,0,1,35,26,74.3,7,Matches
79,Ante Budimir\8f3565b3,hr CRO,FW,Osasuna,30-204,1991,7.3,256,8,20,113,137,42,250,2,13,15.4,3,0,114,409,194,12,6,0,32,13,372,168,45.2,42,Matches
80,Sergio Busquets\5ab0ea87,es ESP,MF,Barcelona,33-210,1988,20.6,1767,56,394,1161,294,12,1714,14,15,93.3,14,1,1171,4214,2367,94,22,0,7,13,1345,1301,96.7,40,Matches
81,Adrián Butzke\505dce2b,es ESP,FW,Granada,22-318,1999,0.0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,Matches
82,Erick Cabaco\e7ab4179,uy URU,DF,Getafe,26-298,1995,2.7,96,10,44,51,2,1,94,0,0,,0,0,53,251,130,7,0,0,1,0,59,59,100.0,0,Matches
83,Leandro Cabrera\69cbc8b6,uy URU,DF,Espanyol,30-239,1991,22.0,1343,306,787,568,47,15,1262,4,5,80.0,4,0,759,3304,1475,18,5,0,4,3,858,848,98.8,6,Matches
84,Martín Cáceres\e94d79e3,uy URU,DF,Levante,34-310,1987,0.5,47,3,25,17,7,2,46,0,0,,0,0,34,168,97,2,1,0,0,0,36,33,91.7,0,Matches
85,Cala\fe05804b,es ESP,DF,Cádiz,32-077,1989,10.0,384,72,233,158,10,7,369,1,1,100.0,1,0,174,854,392,5,0,0,0,1,176,174,98.9,1,Matches
86,Calderón\da4e70e5,es ESP,DF,Betis,22-035,2000,0.7,53,2,12,25,19,1,49,0,0,,0,0,36,224,104,5,2,0,1,0,39,38,97.4,2,Matches
87,Fernando Calero\41b3069f,es ESP,DF,Espanyol,26-150,1995,2.3,154,25,94,67,4,0,149,0,0,,0,0,90,440,216,5,1,0,0,0,98,97,99.0,0,Matches
88,Víctor Camarasa\b2d03887,es ESP,MFFW,Betis,27-259,1994,1.2,74,3,18,44,17,3,73,0,1,0.0,0,0,52,345,155,6,2,0,4,2,57,49,86.0,3,Matches
89,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Real Madrid,19-093,2002,5.7,436,17,103,255,115,18,432,12,17,70.6,12,1,306,1596,809,33,12,2,7,4,358,330,92.2,13,Matches
90,José Campaña\61220da2,es ESP,MF,Levante,28-256,1993,11.4,729,23,153,433,196,12,670,12,23,52.2,13,4,486,2725,1368,53,21,2,7,15,555,492,88.6,32,Matches
91,Sergio Canales\a6de370d,es ESP,FWMF,Betis,30-360,1991,19.3,1322,22,170,743,533,71,1292,22,37,59.5,23,3,1037,6126,3326,148,55,10,37,19,1237,1075,86.9,97,Matches
92,Álex Cantero\4aa253fd,es ESP,FWMF,Levante,21-248,2000,3.5,87,1,8,37,50,15,83,6,11,54.5,8,0,65,293,167,6,5,2,8,4,117,65,55.6,19,Matches
93,Étienne Capoue\5acc4a10,fr FRA,MF,Villarreal,33-215,1988,17.1,1048,53,257,723,145,8,1036,16,23,69.6,16,1,724,4230,2048,81,26,1,16,10,806,756,93.8,18,Matches
94,Isaac Carcelen\c4b888df,es ESP,DFMF,Cádiz,28-294,1993,15.3,835,65,305,390,173,13,703,10,21,47.6,11,0,434,2094,1188,41,14,1,12,21,411,369,89.8,14,Matches
95,Cárdenas\e1846dde,es ESP,GK,Levante,24-320,1997,9.0,303,262,298,5,0,0,204,0,0,,0,0,135,551,339,0,0,0,0,0,121,121,100.0,0,Matches
96,Carlo\8249ff06,es ESP,MF,Villarreal,20-364,2001,0.1,5,0,1,4,1,0,5,0,0,,0,0,4,37,34,3,1,0,0,0,4,4,100.0,0,Matches
97,Diego Carlos\b4a014b1,br BRA,DF,Sevilla,28-333,1993,22.0,1737,306,995,756,51,27,1708,1,2,50.0,1,0,1218,4578,2014,30,1,0,10,3,1304,1288,98.8,3,Matches
98,Yannick Carrasco\de39485a,be BEL,DFMF,Atlético Madrid,28-160,1993,18.5,1032,22,134,406,577,106,910,51,78,65.4,55,7,784,4406,2685,148,35,37,50,39,901,719,79.8,124,Matches
99,Guido Carrillo\8f898ba8,ar ARG,FWMF,Elche,30-262,1991,5.9,213,11,32,120,73,18,209,3,7,42.9,3,0,105,479,192,11,5,0,16,8,257,144,56.0,25,Matches
100,Dani Carvajal\4958bfb2,es ESP,DF,Real Madrid,30-031,1992,9.5,773,42,209,337,261,19,680,3,12,25.0,4,0,456,1966,998,43,18,2,6,9,544,508,93.4,28,Matches
101,William Carvalho\dee86451,pt POR,MF,Betis,29-310,1992,11.5,876,25,169,580,185,32,871,27,35,77.1,28,2,670,2955,1583,54,11,2,12,15,705,651,92.3,26,Matches
102,Casemiro\4d224fe8,br BRA,MF,Real Madrid,29-353,1992,18.6,1500,90,459,815,278,21,1472,9,16,56.3,10,1,869,3174,1764,57,15,2,12,17,1067,1014,95.0,29,Matches
103,Kiko Casilla\58bc7d18,es ESP,GK,Elche,35-132,1986,12.0,443,387,442,2,1,1,283,0,0,,0,0,190,874,413,0,0,0,0,0,145,145,100.0,0,Matches
104,Catena\274ab13c,es ESP,DF,Rayo Vallecano,27-106,1994,21.0,1178,191,716,499,27,20,1129,4,7,57.1,5,1,662,3543,2100,24,1,0,1,2,756,740,97.9,2,Matches
105,Dani Ceballos\c0617e2b,es ESP,MF,Real Madrid,25-188,1996,0.3,21,1,9,9,5,0,20,0,1,0.0,0,0,13,106,53,1,0,0,1,0,15,14,93.3,0,Matches
106,Franco Cervi\5e1028e5,ar ARG,MF,Celta Vigo,27-261,1994,11.9,617,14,124,296,231,28,590,8,22,36.4,9,3,391,2020,972,53,17,5,23,15,438,358,81.7,35,Matches
107,Chapela\9ed40a69,es ESP,MFFW,Cádiz,22-266,1999,4.4,132,7,39,60,44,4,131,2,5,40.0,2,0,82,547,339,11,4,0,7,4,99,70,70.7,8,Matches
108,Chema\7f203b54,es ESP,MF,Getafe,29-345,1992,0.5,16,2,3,11,2,0,14,0,0,,0,0,6,31,13,0,0,0,0,0,7,7,100.0,1,Matches
109,Denis Cheryshev\0ac94a23,ru RUS,MF,Valencia,31-047,1990,4.7,184,8,40,63,92,19,172,4,9,44.4,5,3,101,520,295,17,5,3,6,5,139,91,65.5,20,Matches
110,Samuel Chukwueze\b8a642fc,ng NGA,MF,Villarreal,22-265,1999,5.7,269,0,29,107,160,47,268,17,34,50.0,19,2,231,1427,810,46,12,14,18,17,294,215,73.1,47,Matches
111,Víctor Chust\ec1a731e,es ESP,DF,Cádiz,21-343,2000,10.3,444,87,282,184,14,8,421,2,2,100.0,2,0,231,1952,852,11,1,0,1,3,233,229,98.3,0,Matches
112,Jasper Cillessen\04ac8285,nl NED,GK,Valencia,32-295,1989,14.2,426,374,421,5,0,0,292,0,0,,0,0,187,965,608,1,0,0,0,0,158,157,99.4,0,Matches
113,Pathé Ciss\9a0408b6,sn SEN,MF,Rayo Vallecano,27-332,1994,7.3,415,32,123,266,49,4,411,6,7,85.7,6,0,220,1069,480,17,5,0,4,5,224,211,94.2,3,Matches
114,Carlos Clerc\33a61a52,es ESP,DF,Levante,29-355,1992,16.8,1031,61,374,493,226,15,879,24,32,75.0,25,1,591,3167,1884,81,17,2,5,7,628,586,93.3,28,Matches
115,Coke\6d8f8441,es ESP,DF,Levante,34-291,1987,0.1,15,0,5,5,5,1,11,0,0,,0,0,8,42,13,0,0,0,1,0,7,7,100.0,0,Matches
116,Álex Collado\85dace26,es ESP,MFFW,Granada,22-295,1999,1.8,76,2,14,42,26,1,67,0,2,0.0,0,0,46,278,126,6,3,1,3,2,58,45,77.6,4,Matches
117,Eray Cömert\15937e17,ch SUI,DF,Valencia,24-007,1998,0.8,21,6,15,6,1,1,21,0,0,,0,0,10,94,31,1,0,0,0,0,11,11,100.0,0,Matches
118,Santi Comesaña\5ae499d0,es ESP,MF,Rayo Vallecano,25-129,1996,18.3,1183,52,280,764,207,32,1153,30,49,61.2,32,1,759,3767,2178,89,20,1,12,20,856,778,90.9,38,Matches
119,Diego Conde\4eae5bc4,es ESP,GK,Getafe,23-106,1998,0.1,6,5,6,0,0,0,3,0,0,,0,0,2,14,11,0,0,0,0,0,2,2,100.0,0,Matches
120,Francis Coquelin\a6951bf8,fr FRA,MF,Villarreal,30-274,1991,6.3,444,18,86,250,133,18,439,10,14,71.4,10,0,306,1270,653,28,9,2,10,12,356,321,90.2,27,Matches
121,Jesús Corona\fb938d24,mx MEX,FWDF,Sevilla,29-036,1993,1.9,136,0,21,64,62,13,123,8,14,57.1,9,1,108,458,238,12,4,4,7,4,113,97,85.8,20,Matches
122,Ángel Correa\01eb744d,ar ARG,FWMF,Atlético Madrid,26-339,1995,13.8,653,3,59,266,364,106,631,18,36,50.0,21,1,486,1951,1112,71,23,11,37,41,666,487,73.1,129,Matches
123,Thierry Correia\c78b352d,pt POR,DF,Valencia,22-339,1999,7.9,399,19,146,163,106,7,334,6,14,42.9,7,0,194,933,510,21,6,0,7,7,204,177,86.8,12,Matches
124,Hélder Costa\f13d02a6,ao ANG,MFFW,Valencia,28-030,1994,9.9,359,8,70,135,186,33,349,25,43,58.1,25,3,263,1583,1012,46,12,7,20,29,333,223,67.0,49,Matches
125,Jaume Costa\808d48f3,es ESP,DF,Mallorca,33-330,1988,11.4,685,46,198,297,228,11,561,6,9,66.7,6,0,358,1913,1192,66,20,1,10,11,401,361,90.0,19,Matches
126,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,29-276,1992,23.0,784,706,781,3,0,0,623,0,0,,0,0,424,1925,959,0,0,0,0,0,435,431,99.1,0,Matches
127,Philippe Coutinho\0ef89a37,br BRA,MFFW,Barcelona,29-244,1992,5.6,421,5,27,192,246,26,403,12,20,60.0,12,4,326,1678,925,53,22,5,12,22,408,350,85.8,53,Matches
128,Cristo\ad81ba78,es ESP,DF,Real Sociedad,21-287,2000,0.2,15,0,5,6,5,0,12,0,2,0.0,0,0,11,56,40,2,1,0,0,0,9,8,88.9,0,Matches
129,Juan Cruz Armada\a56da3ba,es ESP,DF,Osasuna,29-198,1992,11.0,502,47,210,297,15,1,462,7,8,87.5,7,0,311,1640,785,16,2,0,0,4,301,294,97.7,1,Matches
130,Marc Cucurella\1daec722,es ESP,FWDF,Getafe,23-204,1998,0.3,24,0,2,6,18,2,21,1,1,100.0,1,0,18,150,106,4,2,1,0,0,16,13,81.3,2,Matches
131,Jorge Cuenca\0abc51f2,es ESP,DF,Getafe,22-086,1999,18.9,900,114,486,406,37,19,863,4,4,100.0,4,0,414,1890,780,18,4,0,10,5,441,424,96.1,1,Matches
132,Matheus Cunha\dc62b55d,br BRA,FW,Atlético Madrid,22-260,1999,5.7,187,7,19,73,101,41,182,2,5,40.0,3,0,109,604,293,18,1,5,12,7,218,117,53.7,41,Matches
133,Sergi Darder\070a3904,es ESP,MF,Espanyol,28-051,1993,19.8,1131,35,247,722,278,26,1083,27,39,69.2,27,2,842,5329,2918,115,42,8,10,30,938,866,92.3,42,Matches
134,Rodrigo De Paul\162efffd,ar ARG,MF,Atlético Madrid,27-263,1994,14.6,1029,19,196,651,260,10,957,13,24,54.2,14,3,739,4217,2262,108,31,5,14,14,797,743,93.2,28,Matches
135,Thomas Delaney\fe641c1a,dk DEN,MF,Sevilla,30-161,1991,7.8,468,28,122,280,77,12,464,5,7,71.4,5,0,276,1066,523,22,5,0,9,6,362,326,90.1,9,Matches
136,Ousmane Dembélé\b19db005,fr FRA,FWDF,Barcelona,24-272,1997,4.4,280,3,16,100,193,18,252,11,25,44.0,13,1,223,1620,1072,65,15,9,16,4,258,209,81.0,30,Matches
137,Yusuf Demir\fa265f6d,at AUT,FW,Barcelona,18-254,2003,2.1,116,2,14,38,68,9,105,5,10,50.0,6,1,86,317,176,12,2,2,5,7,95,77,81.1,18,Matches
138,Memphis Depay\8f696594,nl NED,FW,Barcelona,27-363,1994,15.3,921,3,36,353,583,114,796,26,49,53.1,28,0,622,2621,1691,114,25,32,62,32,956,699,73.1,175,Matches
