,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
156,Manuel Gulde\25ab9c9c,de GER,DF,Freiburg,30-364,1991,9.2,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
157,Robert Gumny\1df0c0b9,pl POL,DF,Augsburg,23-252,1998,19.2,17,0.88,13,1,1,1,1,0,1,0.05,0,0,0,1,0,0,Matches
158,Christian Günter\8593f88c,de GER,DF,Freiburg,28-348,1993,21.0,76,3.62,41,28,1,1,5,0,8,0.38,5,1,0,1,1,0,Matches
159,Lasse Günther\00672803,de GER,DF,Augsburg,18-327,2003,0.6,1,1.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Joško Gvardiol\5ad50391,hr CRO,DF,RB Leipzig,20-019,2002,18.8,20,1.07,18,1,0,1,0,0,4,0.21,4,0,0,0,0,0,Matches
161,Erling Haaland\1f44ac21,no NOR,FW,Dortmund,21-205,2000,12.7,36,2.83,23,0,3,8,2,0,10,0.79,6,0,1,2,1,0,Matches
162,Janik Haberer\70dcf94d,de GER,MF,Freiburg,27-315,1994,5.5,6,1.09,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Alexander Hack\a5ec3ede,de GER,DF,Mainz 05,28-156,1993,13.5,5,0.37,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
164,Robin Hack\0174ba21,de GER,MFFW,Arminia,23-168,1998,9.1,21,2.31,17,0,2,2,0,0,1,0.11,1,0,0,0,0,0,Matches
165,André Hahn\cd82452e,de GER,FWMF,Augsburg,31-182,1990,14.8,20,1.35,16,0,0,3,0,1,1,0.07,1,0,0,0,0,0,Matches
166,Amadou Haidara\92432bc6,ml MLI,MF,RB Leipzig,24-011,1998,10.0,14,1.40,12,0,1,1,0,0,2,0.20,2,0,0,0,0,0,Matches
167,Genki Haraguchi\f24ea523,jp JPN,MF,Union Berlin,30-278,1991,12.9,27,2.10,24,0,0,1,2,0,4,0.31,4,0,0,0,0,0,Matches
168,Makoto Hasebe\9ab16552,jp JPN,DFMF,Eint Frankfurt,38-024,1984,9.7,4,0.41,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
169,Thorgan Hazard\50871bcc,be BEL,FWDF,Dortmund,28-319,1993,8.7,23,2.64,14,4,2,2,0,1,2,0.23,0,0,0,1,0,1,Matches
170,Jonas Hector\c2009df3,de GER,DF,Köln,31-260,1990,18.6,44,2.37,34,5,1,1,0,3,5,0.27,5,0,0,0,0,0,Matches
171,Hwang Hee-chan\169fd162,kr KOR,FW,RB Leipzig,26-016,1996,0.5,1,1.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
172,Dominique Heintz\699fb8db,de GER,DF,Freiburg,28-180,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Dominique Heintz\699fb8db,de GER,DF,Union Berlin,28-180,1993,1.7,1,0.59,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,Benjamin Henrichs\0a89e877,de GER,DFMF,RB Leipzig,24-353,1997,6.1,8,1.32,6,0,0,0,0,2,2,0.33,2,0,0,0,0,0,Matches
175,Lucas Hernández\c3ee18ef,fr FRA,DF,Bayern Munich,25-362,1996,14.2,15,1.05,13,0,0,0,2,0,2,0.14,2,0,0,0,0,0,Matches
176,Patrick Herrmann\dfb6490a,de GER,DFFW,M'Gladbach,30-364,1991,7.8,26,3.31,16,8,1,1,0,0,4,0.51,4,0,0,0,0,0,Matches
177,Piero Hincapié\0c7a48f8,ec ECU,DF,Leverkusen,20-033,2002,11.4,8,0.70,6,0,0,2,0,0,2,0.18,1,0,0,1,0,0,Matches
178,Martin Hinteregger\080440a4,at AUT,DF,Eint Frankfurt,29-157,1992,15.7,10,0.64,6,0,0,2,1,1,3,0.19,1,0,0,1,1,0,Matches
179,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,34-146,1987,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
180,Nicolas Höfler\5d8e331f,de GER,MF,Freiburg,31-339,1990,18.0,19,1.06,15,0,0,3,1,0,3,0.17,1,0,0,1,1,0,Matches
181,Jonas Hofmann\2903a856,de GER,MFFW,M'Gladbach,29-212,1992,14.1,81,5.74,47,27,2,1,2,2,6,0.43,5,0,1,0,0,0,Matches
182,Lucas Höler\ca618d23,de GER,FWMF,Freiburg,27-216,1994,19.6,59,3.01,45,0,1,4,8,1,6,0.31,3,0,1,0,1,1,Matches
183,Gerrit Holtmann\2979c05a,ph PHI,FWMF,Bochum,26-323,1995,13.3,44,3.31,30,0,8,2,1,3,5,0.38,3,0,1,1,0,0,Matches
184,Justin Hoogma\816192f0,nl NED,DF,Greuther Fürth,23-245,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Jannes Horn\2b83fa49,de GER,DF,Köln,25-005,1997,1.5,2,1.31,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
186,Timo Horn\3cd9e95a,de GER,GK,Köln,28-275,1993,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,32-079,1989,20.0,3,0.15,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Branimir Hrgota\710fbdd1,se SWE,FW,Greuther Fürth,29-030,1993,18.3,49,2.68,26,7,8,5,1,2,4,0.22,4,0,0,0,0,0,Matches
189,Ajdin Hrustic\1f2d714c,au AUS,MF,Eint Frankfurt,25-221,1996,5.7,11,1.94,6,3,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
190,Timo Hübers\94302c52,de GER,DF,Köln,25-206,1996,8.4,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
191,Benjamin Hübner\99de6b6f,de GER,DF,Hoffenheim,32-222,1989,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Mats Hummels\05d548d8,de GER,DF,Dortmund,33-057,1988,14.6,11,0.75,7,1,0,2,1,0,2,0.14,1,0,0,1,0,0,Matches
193,Iago\054849d2,br BRA,DF,Augsburg,24-325,1997,13.9,27,1.94,24,1,0,1,1,0,3,0.22,2,1,0,0,0,0,Matches
194,Stefan Ilsanker\8494acc4,at AUT,DFMF,Eint Frankfurt,32-269,1989,1.8,1,0.54,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Marcus Ingvartsen\271b8617,dk DEN,FWMF,Mainz 05,26-038,1996,3.7,5,1.36,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
196,Marcus Ingvartsen\271b8617,dk DEN,MF,Union Berlin,26-038,1996,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
197,Hiroki Ito\204dded0,jp JPN,DF,Stuttgart,22-275,1999,14.9,13,0.87,11,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
198,Cedric Itten\ef233486,ch SUI,FW,Greuther Fürth,25-046,1996,7.1,8,1.13,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
199,Gian-Luca Itter\e6c15f6e,de GER,DF,Greuther Fürth,23-037,1999,5.2,11,2.11,9,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
200,Lee Jae-sung\34b0387f,kr KOR,MFFW,Mainz 05,29-185,1992,12.1,36,2.96,33,1,0,1,1,0,3,0.25,3,0,0,0,0,0,Matches
201,Paul Jaeckel\a93b6f4e,de GER,DF,Union Berlin,23-204,1998,11.7,8,0.68,6,0,0,0,0,2,1,0.09,1,0,0,0,0,0,Matches
202,Kristijan Jakić\a8ee54ad,hr CRO,MF,Eint Frankfurt,24-273,1997,11.1,15,1.36,9,0,0,3,3,0,3,0.27,1,0,0,1,1,0,Matches
203,Tony Jantschke\34b54da7,de GER,DF,M'Gladbach,31-310,1990,2.5,2,0.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Dennis Jastrzembski\6bba916f,pl POL,DFFW,Hertha BSC,21-356,2000,2.5,5,2.00,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
205,Fredrik Jensen\3eeb80e0,fi FIN,MFFW,Augsburg,24-155,1997,4.6,8,1.72,6,1,0,0,1,0,1,0.22,1,0,0,0,0,0,Matches
206,Marco John\d9e196bf,de GER,DF,Hoffenheim,19-315,2002,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
207,Stevan Jovetić\f36c432f,me MNE,FWMF,Hertha BSC,32-101,1989,7.3,20,2.75,14,1,2,0,2,1,3,0.41,1,1,0,0,0,1,Matches
208,Gideon Jung\a2e7de6f,de GER,DF,Greuther Fürth,27-152,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
209,Pavel Kadeřábek\79c90e45,cz CZE,DF,Hoffenheim,29-292,1992,5.6,18,3.20,17,0,0,1,0,0,2,0.36,2,0,0,0,0,0,Matches
210,Florian Kainz\94c18565,at AUT,MFFW,Köln,29-110,1992,16.4,61,3.71,36,18,2,2,1,2,12,0.73,7,2,0,2,0,1,Matches
211,Sasa Kalajdzic\15f24fe7,at AUT,FW,Stuttgart,24-219,1997,4.2,3,0.71,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
212,Felix Kalu Nmecha\091c86e2,eng ENG,MFFW,Wolfsburg,21-124,2000,2.3,5,2.15,2,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
213,Daichi Kamada\15b287da,jp JPN,MFFW,Eint Frankfurt,25-190,1996,15.7,49,3.11,35,3,5,2,2,2,5,0.32,4,0,1,0,0,0,Matches
214,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,31-125,1990,14.6,30,2.06,26,1,0,0,2,1,3,0.21,3,0,0,0,0,0,Matches
215,Stefanos Kapino\62ba5881,gr GRE,GK,Arminia,27-330,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Atakan Karazor\5762be5c,de GER,MFDF,Stuttgart,25-121,1996,10.4,15,1.44,14,0,1,0,0,0,1,0.10,1,0,0,0,0,0,Matches
217,Silas Katompa\de4cac2d,cd COD,FWMF,Stuttgart,23-128,1998,2.2,2,0.91,1,0,0,0,1,0,1,0.45,0,0,0,0,1,0,Matches
218,Noah Katterbach\e27de4fa,de GER,DF,Köln,20-304,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
219,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,21-361,2000,5.6,7,1.25,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
220,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,27-014,1995,9.3,13,1.39,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
221,Marc-Oliver Kempf\815c314f,de GER,DF,Hertha BSC,27-014,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,Rani Khedira\59e4b92e,de GER,MF,Union Berlin,28-015,1994,19.0,15,0.79,9,0,0,2,2,2,1,0.05,1,0,0,0,0,0,Matches
223,Luca Kilian\610aa1e9,de GER,DF,Köln,22-163,1999,12.6,6,0.48,4,1,0,0,0,1,2,0.16,1,1,0,0,0,0,Matches
224,Luca Kilian\610aa1e9,de GER,FW,Mainz 05,22-163,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Joshua Kimmich\49296448,de GER,MFDF,Bayern Munich,27-003,1995,14.8,65,4.40,36,25,1,0,3,0,11,0.74,4,6,0,0,1,0,Matches
226,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,29-155,1992,3.8,17,4.53,12,4,0,0,1,0,1,0.27,0,1,0,0,0,0,Matches
227,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,21-220,2000,6.6,15,2.26,9,0,2,1,3,0,1,0.15,1,0,0,0,0,0,Matches
228,Fabian Klos\e21042ae,de GER,FW,Arminia,34-071,1987,13.3,23,1.72,20,0,2,1,0,0,1,0.07,1,0,0,0,0,0,Matches
229,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,25-254,1996,12.0,9,0.75,8,0,1,0,0,0,3,0.25,2,0,1,0,0,0,Matches
230,Lukas Klünter\92948149,de GER,DF,Hertha BSC,25-261,1996,2.2,3,1.39,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,20-032,2002,1.3,4,3.16,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
232,Ansgar Knauff\19a967ab,de GER,FW,Eint Frankfurt,20-032,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
233,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,29-265,1992,21.0,11,0.52,10,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
234,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,24-067,1997,19.5,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,28-011,1994,8.7,18,2.06,14,0,0,2,0,2,3,0.34,3,0,0,0,0,0,Matches
236,Kouadio Koné\86574238,fr FRA,MF,M'Gladbach,20-270,2001,13.7,31,2.27,25,0,3,0,3,0,1,0.07,0,0,0,0,1,0,Matches
237,Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,21-038,2001,11.4,7,0.62,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Filip Kostić\b1cd37e6,rs SRB,DFFW,Eint Frankfurt,29-102,1992,17.1,78,4.56,44,28,1,4,1,0,9,0.53,6,3,0,0,0,0,Matches
239,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,19-249,2002,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
240,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,30-237,1991,18.2,55,3.02,42,2,2,4,5,0,10,0.55,10,0,0,0,0,0,Matches
241,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,30-357,1991,5.2,9,1.73,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
242,Florian Krüger\f9f92b5f,de GER,FWMF,Arminia,22-363,1999,8.5,14,1.64,13,0,0,1,0,0,2,0.23,2,0,0,0,0,0,Matches
243,Max Kruse\f9446dcd,de GER,FW,Wolfsburg,33-329,1988,0.9,2,2.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
244,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,33-329,1988,14.1,55,3.90,39,5,2,7,1,1,10,0.71,7,0,0,3,0,0,Matches
245,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,29-165,1992,17.3,15,0.87,14,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
246,Fabian Kunze\d25fee56,de GER,MF,Arminia,23-242,1998,8.8,7,0.79,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
247,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,21-311,2000,17.6,13,0.74,11,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
248,Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,24-260,1997,6.1,10,1.63,9,0,0,1,0,0,1,0.16,0,0,0,1,0,0,Matches
249,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,29-168,1992,6.7,7,1.05,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
250,Vassilis Lambropoulos\591477c9,gr GRE,DF,Bochum,31-317,1990,13.0,6,0.46,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
251,Sam Lammers\c283ddef,nl NED,FW,Eint Frankfurt,24-287,1997,4.3,5,1.17,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
252,Bryan Lasme\ebac0ace,fr FRA,FWMF,Arminia,23-089,1998,6.9,11,1.59,8,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
253,Maxim Leitsch\7e12a98d,de GER,DF,Bochum,23-269,1998,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Tim Lemperle\792ffa71,de GER,FWMF,Köln,20-006,2002,0.8,3,3.91,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
255,Christopher Lenz\bbd86530,de GER,DF,Eint Frankfurt,27-142,1994,4.9,15,3.07,10,5,0,0,0,0,1,0.20,0,1,0,0,0,0,Matches
256,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,33-174,1988,20.1,72,3.58,50,0,9,6,5,2,11,0.55,8,0,1,2,0,0,Matches
257,Jamie Leweling\13fe7b69,de GER,FWMF,Greuther Fürth,20-350,2001,12.5,20,1.60,12,0,3,1,4,0,2,0.16,1,0,0,0,1,0,Matches
258,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,25-215,1996,20.9,10,0.48,6,0,0,3,1,0,1,0.05,0,0,0,1,0,0,Matches
259,Jesper Lindstrøm\37dc1a48,dk DEN,MFFW,Eint Frankfurt,21-347,2000,13.6,44,3.25,30,5,4,2,2,1,3,0.22,2,1,0,0,0,0,Matches
260,Dejan Ljubicic\c455a2b2,at AUT,MFFW,Köln,24-126,1997,14.2,47,3.31,41,0,1,2,2,1,0,0.00,0,0,0,0,0,0,Matches
261,Jürgen Locadia\6cc47ae1,nl NED,FW,Bochum,28-096,1993,1.7,8,4.71,5,0,1,2,0,0,2,1.18,1,0,0,1,0,0,Matches
262,Anthony Losilla\07c7eb0c,fr FRA,MF,Bochum,35-338,1986,19.6,28,1.43,19,0,1,3,1,4,1,0.05,1,0,0,0,0,0,Matches
263,Eduard Löwen\70678132,de GER,MF,Bochum,25-014,1997,11.0,36,3.28,20,13,0,3,0,0,2,0.18,0,2,0,0,0,0,Matches
264,Anderson Lucoqui\5569bf9a,ao ANG,DF,Mainz 05,24-220,1997,5.7,8,1.41,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Wolfsburg,24-140,1997,8.9,28,3.16,15,0,9,1,3,0,7,0.79,5,0,2,0,0,0,Matches
266,Dodi Lukebakio\0c61c77c,be BEL,FW,Hertha BSC,24-140,1997,2.0,2,1.02,0,0,0,0,2,0,1,0.51,0,0,0,0,1,0,Matches
267,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,34-338,1987,20.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
268,Matej Maglica\36cf2caf,hr CRO,DF,Stuttgart,23-139,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Arne Maier\ab700320,de GER,MF,Augsburg,23-034,1999,12.8,33,2.58,20,9,2,1,1,0,3,0.23,0,2,0,1,0,0,Matches
270,Donyell Malen\864163f3,nl NED,FW,Dortmund,23-023,1999,14.4,40,2.77,29,0,3,3,5,0,8,0.55,6,0,0,0,2,0,Matches
271,Lennard Maloney\75402e99,us USA,DF,Dortmund,22-126,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Orel Mangala\a572e291,be BEL,MF,Stuttgart,23-330,1998,13.5,28,2.08,23,0,3,0,1,1,5,0.37,5,0,0,0,0,0,Matches
273,Myziane Maolida\706a60e1,fr FRA,FWMF,Hertha BSC,22-362,1999,7.1,12,1.70,8,0,2,1,1,0,2,0.28,2,0,0,0,0,0,Matches
274,Omar Marmoush\0e0102eb,eg EGY,FWMF,Stuttgart,23-004,1999,9.1,31,3.40,15,8,7,1,0,0,5,0.55,3,1,0,1,0,0,Matches
275,Omar Marmoush\0e0102eb,eg EGY,FW,Wolfsburg,23-004,1999,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
276,Aarón Martín\2f3e911a,es ESP,DF,Mainz 05,24-295,1997,15.1,44,2.92,26,16,0,1,1,0,2,0.13,1,1,0,0,0,0,Matches
277,Josep Martinez\11d8aff0,es ESP,GK,RB Leipzig,23-260,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Erhan Mašović\a396fb61,rs SRB,DF,Bochum,23-081,1998,12.2,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
279,Roberto Massimo\fc62fdf4,de GER,DFFW,Stuttgart,21-122,2000,9.2,19,2.07,13,0,3,3,0,0,2,0.22,0,0,1,1,0,0,Matches
280,Konstantinos Mavropanos\00963611,gr GRE,DF,Stuttgart,24-062,1997,17.4,10,0.57,6,0,0,2,0,2,4,0.23,2,0,0,1,0,1,Matches
281,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Bayern Munich,32-325,1989,1.7,4,2.34,2,0,0,2,0,0,1,0.58,0,0,0,1,0,0,Matches
282,Kevin Mbabu\493924a7,ch SUI,DF,Wolfsburg,26-298,1995,10.7,30,2.80,16,7,3,1,3,0,0,0.00,0,0,0,0,0,0,Matches
283,Nathan de Medina\d686dbc0,be BEL,DF,Arminia,24-126,1997,3.4,1,0.29,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
284,Admir Mehmedi\b500b384,ch SUI,MF,Wolfsburg,30-332,1991,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
285,Jorge Meré\9f979eb2,es ESP,DF,Köln,24-300,1997,5.4,4,0.73,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
286,Thomas Meunier\e162b013,be BEL,DF,Dortmund,30-152,1991,15.6,28,1.80,24,0,0,2,2,0,7,0.45,6,0,0,0,1,0,Matches
287,Marco Meyerhöfer\0b104510,de GER,DF,Greuther Fürth,26-085,1995,18.3,21,1.15,18,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
288,Sven Michel\1e274a0a,de GER,FW,Union Berlin,31-211,1990,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
289,Enzo Millot\f76022e7,fr FRA,MF,Stuttgart,19-209,2002,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
290,Maximilian Mittelstädt\88d4144a,de GER,DFFW,Hertha BSC,24-330,1997,11.6,23,1.98,15,3,0,0,3,2,6,0.52,4,0,0,0,2,0,Matches
291,Anthony Modeste\34e4343c,fr FRA,FW,Köln,33-303,1988,18.7,25,1.34,19,0,0,3,3,0,0,0.00,0,0,0,0,0,0,Matches
292,Kevin Möhwald\a5ce09f2,de GER,MF,Union Berlin,28-223,1993,1.5,4,2.59,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,20-333,2001,1.3,1,0.80,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
294,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,32-102,1989,3.6,13,3.64,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
295,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,19-023,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
296,Youssoufa Moukoko\6ce43701,de GER,FW,Dortmund,17-083,2004,1.3,5,3.72,4,0,0,1,0,0,1,0.74,0,0,0,1,0,0,Matches
297,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,24-102,1997,12.4,15,1.21,14,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
298,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,24-090,1997,17.0,3,0.18,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,32-151,1989,19.2,99,5.16,91,2,1,3,0,2,21,1.09,20,0,0,0,0,1,Matches
300,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,22-201,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
301,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,18-350,2003,9.8,38,3.86,32,0,3,1,2,0,7,0.71,5,0,2,0,0,0,Matches
302,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,22-175,1999,19.0,15,0.79,10,2,0,2,0,1,3,0.16,1,0,0,2,0,0,Matches
303,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,21-354,2000,4.5,10,2.23,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
304,Paul Nebel\1b6d8083,de GER,MFFW,Mainz 05,19-124,2002,2.3,5,2.20,3,2,0,0,0,0,1,0.44,1,0,0,0,0,0,Matches
305,David Nemeth\da76715c,at AUT,DF,Mainz 05,20-330,2001,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Luca Netz\e79269bd,de GER,DF,M'Gladbach,18-272,2003,9.0,19,2.10,13,4,0,2,0,0,4,0.44,3,1,0,0,0,0,Matches
307,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,35-321,1986,20.0,4,0.20,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
308,Florian Neuhaus\36a59ba4,de GER,MFFW,M'Gladbach,24-332,1997,11.6,18,1.55,15,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
309,Moussa Niakhate\00242715,fr FRA,DF,Mainz 05,25-340,1996,15.5,22,1.42,18,3,0,0,1,0,1,0.06,1,0,0,0,0,0,Matches
310,Florian Niederlechner\d6862409,de GER,FW,Augsburg,31-110,1990,6.7,17,2.54,11,0,2,2,1,1,3,0.45,2,0,0,0,1,0,Matches
311,Håvard Nielsen\b18ef366,no NOR,MFFW,Greuther Fürth,28-211,1993,11.2,13,1.16,10,0,1,0,2,0,2,0.18,2,0,0,0,0,0,Matches
312,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,28-005,1994,19.4,7,0.36,5,1,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
313,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,24-089,1997,19.5,88,4.52,54,3,12,8,8,3,17,0.87,9,0,2,2,3,1,Matches
314,Lukas Nmecha\0cc5f4a5,de GER,FWMF,Wolfsburg,23-059,1998,10.5,25,2.37,15,0,3,3,4,0,1,0.09,1,0,0,0,0,0,Matches
315,Håvard Nordtveit\6cafd68d,no NOR,DFFW,Hoffenheim,31-235,1990,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Connor Noß\ccc6d365,ie IRL,MF,M'Gladbach,21-041,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Hugo Novoa\5458f670,es ESP,MFFW,RB Leipzig,19-041,2003,1.2,2,1.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Soma Novothny\6fb91ea9,hu HUN,FWMF,Bochum,27-240,1994,0.9,1,1.13,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
