,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
127,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,33-027,1989,10.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,0,0,Matches
128,Shane Duffy\7314bba4,ie IRL,DF,Brighton,30-041,1992,12.9,10,6,8,1,1,3,10,30.0,7,68,15,22.1,44,21,3,26,14,1,12,15,25,77,0,Matches
129,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,30-138,1991,1.7,7,4,4,2,1,4,7,57.1,3,29,11,37.9,13,13,3,3,0,0,3,4,11,7,1,Matches
130,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,30-082,1991,14.0,13,7,7,5,1,2,5,40.0,3,80,31,38.8,45,30,5,23,15,0,8,26,39,58,0,Matches
131,Ederson\3bb7b8b4,br BRA,GK,Manchester City,28-178,1993,23.0,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,1,Matches
132,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,24-026,1998,13.0,12,8,1,4,7,1,15,6.7,14,237,67,28.3,34,105,98,17,3,0,14,8,20,11,0,Matches
133,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19-290,2002,2.8,5,2,2,2,1,1,3,33.3,2,48,14,29.2,10,27,11,7,0,0,7,3,8,1,0,Matches
134,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18-313,2003,3.1,1,1,1,0,0,0,6,0.0,6,77,16,20.8,17,42,18,8,0,0,8,3,4,4,0,Matches
135,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29-215,1992,2.0,3,2,2,1,0,1,2,50.0,1,23,7,30.4,12,9,2,2,0,0,2,5,8,2,0,Matches
136,Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,27-191,1994,11.6,21,15,5,14,2,4,10,40.0,6,230,68,29.6,65,115,50,20,0,0,20,10,31,14,0,Matches
137,Emerson\df8b52a5,br BRA,DF,Tottenham,23-028,1999,14.8,61,28,43,13,5,19,40,47.5,21,335,88,26.3,164,122,49,34,2,0,32,27,88,46,0,Matches
138,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,26-094,1995,4.1,12,10,5,7,0,4,7,57.1,3,62,22,35.5,28,31,3,5,1,0,4,7,19,6,0,Matches
139,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,34-039,1988,8.4,13,6,9,3,1,7,13,53.8,6,60,22,36.7,37,20,3,15,9,0,6,22,35,27,0,Matches
140,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23-227,1998,1.5,4,2,2,1,1,3,3,100.0,0,24,9,37.5,4,12,8,2,0,0,2,3,7,0,0,Matches
141,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,36-299,1985,23.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
142,Fabinho\7f3b388c,br BRA,MF,Liverpool,28-111,1993,15.9,35,22,8,22,5,12,39,30.8,27,250,84,33.6,77,135,38,31,6,0,25,40,75,26,0,Matches
143,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,31-009,1991,12.5,30,20,19,10,1,16,25,64.0,9,117,41,35.0,60,40,17,25,5,0,20,37,67,36,0,Matches
144,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,21-128,2000,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
145,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,27-156,1994,20.6,35,28,16,13,6,15,41,36.6,26,351,100,28.5,68,176,107,17,0,0,17,25,60,25,2,Matches
146,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23-304,1998,12.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,Matches
147,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,32-355,1989,5.8,1,1,0,1,0,0,6,0.0,6,33,4,12.1,21,9,3,11,9,0,2,13,14,23,0,Matches
148,Fernandinho\101da2b5,br BRA,MF,Manchester City,36-283,1985,5.8,15,10,4,10,1,3,12,25.0,9,73,19,26.0,18,46,9,3,0,0,3,6,21,9,0,Matches
149,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,30-132,1991,7.4,17,11,3,8,6,1,6,16.7,5,146,49,33.6,18,66,62,10,0,0,10,2,19,2,0,Matches
150,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,25-173,1996,10.3,35,19,17,14,4,14,22,63.6,8,163,51,31.3,83,57,23,14,3,0,11,19,54,24,0,Matches
151,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,26-132,1995,0.3,2,2,2,0,0,1,1,100.0,0,9,1,11.1,5,3,1,1,1,0,0,0,2,0,0,Matches
152,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21-259,2000,13.0,8,6,3,2,3,3,3,100.0,0,225,64,28.4,26,74,125,9,1,0,8,11,19,0,0,Matches
153,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,25-354,1996,18.8,34,22,14,11,9,17,58,29.3,41,392,114,29.1,108,172,112,26,1,0,25,31,65,8,0,Matches
154,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,30-126,1991,9.5,26,11,11,14,1,12,25,48.0,13,200,48,24.0,58,117,25,10,1,0,9,20,46,12,1,Matches
155,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22-238,1999,2.3,4,2,0,3,1,2,4,50.0,2,71,21,29.6,11,30,30,3,0,0,3,2,6,0,0,Matches
156,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33-331,1988,6.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,Matches
157,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38-314,1983,11.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,3,0,Matches
158,Ryan Fraser\d56543a0,sct SCO,MFFW,Newcastle Utd,27-352,1994,9.4,9,3,9,0,0,3,9,33.3,6,84,18,21.4,23,30,31,5,0,0,5,12,21,4,0,Matches
159,Fred\b853e0ad,br BRA,MF,Manchester Utd,28-343,1993,15.9,47,29,21,20,6,12,50,24.0,38,399,110,27.6,132,217,50,29,8,0,21,32,79,25,0,Matches
160,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,29-124,1992,0.3,1,1,1,0,0,0,0,,0,1,1,100.0,1,0,0,1,0,0,1,1,2,0,0,Matches
161,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,18-169,2003,0.8,1,1,1,0,0,0,0,,0,14,6,42.9,3,8,3,1,1,0,0,1,2,3,0,Matches
162,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,22-005,2000,19.4,53,33,29,11,13,10,34,29.4,24,465,137,29.5,136,220,109,30,7,0,23,23,76,20,0,Matches
163,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,31-117,1990,0.3,2,1,0,2,0,0,0,,0,12,3,25.0,1,9,2,0,0,0,0,0,2,0,0,Matches
164,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,26-139,1995,0.7,2,1,1,1,0,0,1,0.0,1,14,7,50.0,8,3,3,0,0,0,0,0,2,1,0,Matches
165,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,31-096,1990,23.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
166,Joe Gelhardt\01962d0d,eng ENG,FW,Leeds United,19-283,2002,3.5,2,2,1,0,1,1,2,50.0,1,87,32,36.8,10,40,37,2,0,0,2,2,4,1,0,Matches
167,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26-284,1995,4.3,3,3,1,2,0,2,6,33.3,4,48,18,37.5,7,24,17,5,0,0,5,2,5,2,0,Matches
168,Saman Ghoddos\f7b1d4e0,ir IRN,MFDF,Brentford,28-158,1993,4.6,13,7,5,6,2,7,12,58.3,5,95,22,23.2,28,42,25,6,0,0,6,5,18,9,0,Matches
169,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,26-117,1995,6.1,16,7,7,8,1,10,12,83.3,2,91,24,26.4,47,28,16,22,3,0,19,18,34,12,0,Matches
170,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,22-015,2000,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,1,1,1,0,0,1,0,0,0,0,Matches
171,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,29-027,1993,18.7,12,8,9,3,0,3,6,50.0,3,102,37,36.3,60,38,4,36,22,0,14,31,43,107,0,Matches
172,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20-245,2001,12.0,33,17,13,17,3,13,29,44.8,16,258,59,22.9,101,124,33,12,2,0,10,21,54,22,0,Matches
173,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,24-027,1998,16.5,39,17,21,14,4,11,23,47.8,12,210,69,32.9,107,85,18,38,15,0,23,41,80,60,2,Matches
174,André Gomes\1961b2aa,pt POR,MF,Everton,28-196,1993,5.1,11,7,4,4,3,5,16,31.3,11,133,38,28.6,44,62,27,7,2,0,5,6,17,2,0,Matches
175,Toti Gomes\f0caab96,pt POR,DF,Wolves,23-026,1999,2.0,6,2,5,1,0,2,3,66.7,1,19,9,47.4,13,5,1,4,0,0,4,6,12,12,0,Matches
176,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24-264,1997,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,3,0,Matches
177,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,26-192,1995,5.0,8,5,6,2,0,4,4,100.0,0,36,15,41.7,20,13,3,5,2,0,3,5,13,12,0,Matches
178,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20-352,2001,11.2,25,16,12,10,3,7,28,25.0,21,216,60,27.8,58,100,58,27,4,0,23,19,44,4,0,Matches
179,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,17-129,2004,0.1,1,0,0,0,1,1,1,100.0,0,6,3,50.0,0,1,5,0,0,0,0,0,1,0,0,Matches
180,Dan Gosling\7fec31a0,eng ENG,MF,Watford,32-010,1990,0.2,0,0,0,0,0,0,4,0.0,4,5,1,20.0,2,3,0,0,0,0,0,0,0,1,0,Matches
181,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25-228,1996,17.0,21,13,7,9,5,9,17,52.9,8,203,68,33.5,41,87,75,19,0,0,19,11,32,7,1,Matches
182,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,26-154,1995,14.1,11,8,2,7,2,2,7,28.6,5,189,73,38.6,23,62,104,9,2,0,7,7,18,3,0,Matches
183,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,20-133,2001,14.1,17,9,9,2,6,6,13,46.2,7,154,40,26.0,36,59,59,5,0,0,5,4,21,5,0,Matches
184,Sam Greenwood\f3354c07,eng ENG,MF,Leeds United,20-016,2002,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,0,2,1,0,0,0,0,0,0,0,0,Matches
185,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30-241,1991,11.7,20,14,13,5,2,10,22,45.5,12,168,49,29.2,68,58,42,22,4,0,18,10,30,16,0,Matches
186,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,35-032,1987,20.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,Matches
187,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21-213,2000,22.0,24,19,15,7,2,9,12,75.0,3,143,63,44.1,86,50,7,34,20,0,14,36,60,94,0,Matches
188,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,24-087,1997,0.0,1,1,0,1,0,0,0,,0,4,2,50.0,0,3,1,1,0,0,1,0,1,0,0,Matches
189,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,31-110,1990,12.0,11,4,3,7,1,5,15,33.3,10,109,28,25.7,31,51,27,9,2,1,7,10,21,7,0,Matches
190,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,26-020,1996,4.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
191,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,30-083,1991,18.2,32,25,21,10,1,10,16,62.5,6,161,65,40.4,114,43,4,30,22,1,8,38,70,92,1,Matches
192,Jack Harrison\aa849a12,eng ENG,MFFW,Leeds United,25-083,1996,16.0,24,13,9,8,7,17,33,51.5,16,248,68,27.4,77,93,78,30,2,0,28,16,40,20,0,Matches
193,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26-210,1995,4.4,4,4,3,0,1,2,2,100.0,0,46,20,43.5,29,16,1,10,5,0,5,9,13,19,0,Matches
194,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22-245,1999,10.5,13,7,2,9,2,2,7,28.6,5,178,54,30.3,15,71,92,22,0,0,22,5,18,20,0,Matches
195,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26-326,1995,11.1,34,18,17,12,5,8,23,34.8,15,194,53,27.3,77,96,21,22,9,0,13,20,54,28,0,Matches
196,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,26-016,1996,10.9,15,6,2,12,1,8,22,36.4,14,154,40,26.0,34,75,45,9,0,0,9,10,25,6,1,Matches
197,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31-239,1990,17.4,22,16,3,15,4,9,25,36.0,16,272,93,34.2,66,149,57,17,0,0,17,32,54,10,0,Matches
198,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,30-011,1992,0.8,1,1,0,1,0,1,1,100.0,0,16,2,12.5,2,11,3,0,0,0,0,0,1,1,0,Matches
199,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,35-018,1987,2.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
200,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24-218,1997,17.4,19,17,9,7,3,5,19,26.3,14,200,63,31.5,78,75,47,39,8,0,31,36,55,37,0,Matches
201,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29-218,1992,17.5,8,6,4,3,1,1,16,6.3,15,211,53,25.1,26,112,73,13,2,0,11,15,23,2,0,Matches
202,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,20-024,2002,2.2,12,8,9,3,0,5,11,45.5,6,56,17,30.4,32,18,6,3,0,0,3,4,16,6,0,Matches
203,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,26-144,1995,4.8,9,6,8,1,0,5,7,71.4,2,35,10,28.6,22,11,2,18,13,0,5,12,21,28,0,Matches
204,Mason Holgate\d0042ab9,eng ENG,DF,Everton,25-112,1996,8.8,17,8,9,8,0,4,12,33.3,8,82,25,30.5,45,29,8,13,8,0,5,18,35,43,0,Matches
205,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,21-096,2000,10.7,12,5,4,6,2,3,15,20.0,12,156,38,24.4,24,76,56,12,0,0,12,5,17,5,0,Matches
206,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26-300,1995,7.4,18,10,6,12,0,1,10,10.0,9,145,39,26.9,53,79,13,12,3,0,9,10,28,10,0,Matches
207,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,26-190,1995,19.5,45,28,11,28,6,17,38,44.7,21,396,113,28.5,144,186,66,39,6,0,33,48,93,26,0,Matches
208,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20-337,2001,6.9,10,5,3,5,2,2,5,40.0,3,95,24,25.3,14,42,39,4,3,0,1,4,14,8,0,Matches
209,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,25-131,1996,6.9,9,5,2,6,1,4,9,44.4,5,124,35,28.2,11,62,51,6,0,0,6,4,13,4,0,Matches
210,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29-203,1992,12.4,10,3,2,6,2,3,11,27.3,8,208,40,19.2,30,80,98,20,3,0,17,12,22,9,0,Matches
211,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,25-284,1996,7.9,11,8,4,4,3,3,12,25.0,9,140,45,32.1,44,56,40,8,0,0,8,9,20,7,0,Matches
212,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,24-093,1997,14.8,21,11,7,6,8,5,16,31.3,11,251,71,28.3,38,97,116,13,1,0,12,11,32,7,0,Matches
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,24-093,1997,1.4,4,4,0,4,0,1,1,100.0,0,31,8,25.8,5,13,13,2,0,0,2,0,4,1,0,Matches
214,Reece James\1265a93a,eng ENG,DF,Chelsea,22-065,1999,12.4,22,14,13,8,1,6,19,31.6,13,166,63,38.0,68,65,33,17,1,1,16,15,37,11,0,Matches
215,Vitaly Janelt\8449d35e,de GER,MF,Brentford,23-277,1998,15.0,37,22,14,18,5,12,33,36.4,21,266,82,30.8,72,137,57,33,7,0,26,30,67,24,0,Matches
216,Pontus Jansson\172e52d8,se SWE,DF,Brentford,30-363,1991,23.9,22,15,17,4,1,10,22,45.5,12,128,42,32.8,81,40,7,33,15,0,18,46,68,120,1,Matches
217,Mathias Jensen\0f134faf,dk DEN,MF,Brentford,26-041,1996,10.4,18,16,4,10,4,12,34,35.3,22,266,73,27.4,100,121,45,19,3,0,16,23,41,9,0,Matches
218,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24-314,1997,14.7,13,7,4,3,6,3,19,15.8,16,212,49,23.1,31,93,88,20,1,0,19,12,25,5,0,Matches
219,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,30-282,1991,18.3,20,13,4,10,6,3,13,23.1,10,273,68,24.9,27,140,106,16,2,0,14,14,34,16,0,Matches
220,Joelinton\c17bfb65,br BRA,MFFW,Newcastle Utd,25-181,1996,15.9,45,29,22,17,6,13,28,46.4,15,357,112,31.4,110,157,90,41,6,0,35,30,75,24,0,Matches
221,Ben Johnson\9319781b,eng ENG,DF,West Ham,22-018,2000,8.9,23,13,12,9,2,12,21,57.1,9,119,47,39.5,56,40,23,32,5,1,27,14,37,27,0,Matches
222,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,21-012,2001,6.2,9,5,1,8,0,2,7,28.6,5,143,36,25.2,22,82,39,3,0,0,3,6,15,1,0,Matches
223,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,29-355,1992,1.0,3,3,2,0,1,2,3,66.7,1,11,2,18.2,3,7,1,3,3,0,0,2,5,3,0,Matches
224,Jorginho\45db685d,it ITA,MF,Chelsea,30-053,1991,16.9,45,29,22,20,3,11,54,20.4,43,326,107,32.8,121,157,48,28,6,0,22,40,85,14,1,Matches
225,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,25-069,1996,18.1,23,15,8,10,5,6,30,20.0,24,369,106,28.7,63,156,150,15,3,0,12,12,35,6,0,Matches
226,James Justin\fb614c44,eng ENG,DF,Leicester City,23-353,1998,2.4,7,3,3,3,1,3,6,50.0,3,51,12,23.5,31,16,4,6,1,0,5,5,12,10,0,Matches
227,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,31-294,1990,4.8,10,2,3,4,3,6,8,75.0,2,45,10,22.2,25,14,6,7,1,0,6,10,20,11,0,Matches
228,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,21-323,2000,8.2,6,4,1,4,1,0,5,0.0,5,70,25,35.7,45,24,1,15,11,0,4,17,23,28,0,Matches
229,Christian Kabasele\914ab9a1,be BEL,DF,Watford,30-352,1991,3.3,0,0,0,0,0,0,1,0.0,1,14,4,28.6,11,3,0,9,4,0,5,12,12,13,0,Matches
230,Hassane Kamara\19a12bed,ci CIV,DF,Watford,27-145,1994,3.9,14,7,8,5,1,8,10,80.0,2,52,13,25.0,31,15,6,7,2,0,5,21,35,18,0,Matches
231,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,28-198,1993,18.9,10,6,0,5,5,3,13,23.1,10,215,59,27.4,7,88,120,9,4,0,5,2,12,22,0,Matches
232,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,30-319,1991,10.7,30,17,11,12,7,10,23,43.5,13,195,62,31.8,62,93,40,19,2,0,17,25,55,10,0,Matches
233,Edo Kayembe\f99b71de,cd COD,MF,Watford,23-192,1998,3.6,6,5,2,4,0,1,5,20.0,4,52,20,38.5,23,28,1,4,0,0,4,7,13,11,0,Matches
234,Moise Kean\3d50bcdb,it ITA,FW,Everton,21-348,2000,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
235,Michael Keane\c5b7c315,eng ENG,DF,Everton,29-031,1993,20.0,33,24,22,9,2,16,29,55.2,13,139,56,40.3,81,49,9,36,21,0,15,42,75,90,1,Matches
236,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,27-001,1995,5.9,21,17,9,8,4,10,17,58.8,7,150,55,36.7,33,76,41,12,1,0,11,7,28,0,0,Matches
237,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,23-080,1998,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,24-333,1997,3.0,6,6,4,2,0,4,4,100.0,0,36,18,50.0,17,15,4,4,1,0,3,9,15,6,0,Matches
239,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24-264,1997,22.0,44,26,34,10,0,14,22,63.6,8,186,70,37.6,120,56,10,40,15,0,25,51,95,97,0,Matches
240,Joshua King\43458538,no NOR,FW,Watford,30-027,1992,18.1,20,13,3,10,7,3,11,27.3,8,327,100,30.6,47,135,145,11,1,0,10,9,29,19,0,Matches
241,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31-243,1990,13.3,22,13,7,9,6,9,25,36.0,16,300,70,23.3,91,144,65,10,3,0,7,17,39,17,0,Matches
242,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25-209,1996,6.0,5,2,3,2,0,1,6,16.7,5,92,29,31.5,38,45,9,8,1,0,7,12,17,21,0,Matches
243,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28-236,1993,1.0,1,1,1,0,0,0,0,,0,12,3,25.0,7,3,2,2,0,0,2,4,5,8,0,Matches
244,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22-262,1999,7.0,9,6,5,3,1,3,5,60.0,2,47,16,34.0,30,15,2,10,8,0,2,20,29,36,0,Matches
245,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,24-111,1997,20.0,21,12,11,9,1,5,10,50.0,5,132,44,33.3,72,48,12,32,17,0,15,33,54,56,1,Matches
246,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,32-052,1989,14.7,42,24,25,16,1,9,22,40.9,13,258,77,29.8,127,114,17,41,11,0,30,31,73,40,0,Matches
247,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,27-281,1994,12.5,41,34,13,22,6,13,24,54.2,11,300,94,31.3,81,168,51,15,3,0,12,17,58,11,1,Matches
248,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,27-193,1994,6.0,6,2,4,1,1,6,15,40.0,9,61,16,26.2,31,25,5,11,6,0,5,12,18,18,0,Matches
249,Alex Král\e717705a,cz CZE,MF,West Ham,23-268,1998,0.0,0,0,0,0,0,0,0,,0,2,2,100.0,0,1,1,0,0,0,0,0,0,0,0,Matches
250,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33-314,1988,19.0,0,0,0,0,0,0,1,0.0,1,5,0,0.0,5,0,0,1,0,0,1,0,0,0,1,Matches
251,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,34-350,1987,16.0,56,34,34,17,5,21,50,42.0,29,321,108,33.6,118,159,44,24,7,1,17,36,92,42,1,Matches
252,Dejan Kulusevski\df3cda47,se SWE,FWMF,Tottenham,21-292,2000,0.2,0,0,0,0,0,0,0,,0,6,4,66.7,4,0,2,0,0,0,0,0,0,0,0,Matches
253,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30-259,1991,11.5,17,11,4,8,5,5,11,45.5,6,214,66,30.8,29,78,107,9,2,0,7,10,27,3,0,Matches
254,Adam Lallana\99813635,eng ENG,MF,Brighton,33-277,1988,15.2,34,18,15,15,4,10,31,32.3,21,259,92,35.5,98,109,52,23,6,0,17,25,59,11,1,Matches
255,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,21-134,2000,9.1,21,12,9,9,3,8,13,61.5,5,117,38,32.5,41,39,37,14,3,0,11,17,38,8,0,Matches
256,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,28-361,1993,9.9,15,10,5,5,5,3,24,12.5,21,223,59,26.5,60,118,45,11,0,0,11,15,30,3,0,Matches
257,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27-260,1994,19.1,19,9,12,6,1,10,18,55.6,8,78,33,42.3,47,27,4,11,5,0,6,21,40,48,2,Matches
258,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,28-092,1993,17.7,14,7,11,1,2,3,11,27.3,8,112,39,34.8,68,39,5,39,25,1,14,27,41,114,0,Matches
259,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28-262,1993,14.7,50,31,21,23,6,17,52,32.7,35,379,95,25.1,152,171,56,31,10,2,21,24,74,12,0,Matches
260,Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,34-301,1987,4.9,13,3,3,6,4,4,14,28.6,10,110,30,27.3,25,49,36,11,2,0,9,5,18,3,0,Matches
261,Bernd Leno\2628fd2b,de GER,GK,Arsenal,29-344,1992,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,24-017,1998,2.9,12,6,7,2,3,4,5,80.0,1,43,14,32.6,25,8,10,5,2,0,3,6,18,6,0,Matches
263,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27-209,1994,14.1,12,8,7,5,0,6,9,66.7,3,73,29,39.7,34,32,7,25,11,0,14,30,42,75,0,Matches
264,Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,29-058,1992,1.2,3,1,1,2,0,1,1,100.0,0,38,9,23.7,7,15,16,1,0,0,1,2,5,1,0,Matches
265,Valentino Livramento\afed6722,eng ENG,DF,Southampton,19-091,2002,17.9,37,22,22,12,3,18,34,52.9,16,248,78,31.5,126,92,30,35,7,0,28,55,92,38,0,Matches
266,Diego Llorente\bba30585,es ESP,DF,Leeds United,28-179,1993,15.1,24,17,14,9,1,10,19,52.6,9,199,77,38.7,115,77,7,40,10,0,30,29,53,62,1,Matches
267,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-047,1986,21.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,0,0,Matches
