,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
268,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-308,1996,2.6,8,3,4,3,1,3,12,25.0,9,69,14,20.3,26,29,14,7,1,0,6,3,11,0,0,Matches
269,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-096,1993,0.3,1,1,0,1,0,0,0,,0,4,3,75.0,0,2,2,0,0,0,0,0,1,0,0,Matches
270,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-019,1996,7.7,15,9,10,4,1,2,6,33.3,4,126,43,34.1,37,69,20,9,3,0,6,8,23,12,0,Matches
271,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-020,1987,1.2,4,1,1,2,1,0,0,,0,39,12,30.8,4,12,23,1,0,0,1,0,4,1,0,Matches
272,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-104,1997,10.9,41,26,16,19,6,17,46,37.0,29,294,79,26.9,120,134,40,21,6,0,15,15,56,18,0,Matches
273,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-114,1997,10.6,29,16,9,14,6,9,19,47.4,10,230,59,25.7,64,107,59,16,1,0,15,16,45,2,0,Matches
274,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-010,1989,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Imran Louza\e1df6989,ma MAR,MF,Watford,22-286,1999,4.9,15,9,7,5,3,6,12,50.0,6,99,30,30.3,37,49,13,3,1,0,2,8,23,3,0,Matches
276,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-247,1989,16.8,37,22,19,11,7,19,41,46.3,22,152,55,36.2,61,54,37,38,11,0,27,30,67,53,0,Matches
277,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-278,1998,16.7,37,22,18,15,4,13,38,34.2,25,289,93,32.2,124,132,33,27,5,0,22,37,74,15,0,Matches
278,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-274,1993,12.1,2,1,0,1,1,0,2,0.0,2,98,33,33.7,6,42,50,4,3,0,1,1,3,15,0,Matches
279,Lyanco\b5bf1770,br BRA,DF,Southampton,25-010,1997,6.1,10,8,6,4,0,3,6,50.0,3,67,25,37.3,35,32,0,15,10,0,5,17,27,33,0,Matches
280,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-049,1998,9.4,38,28,16,15,7,13,33,39.4,20,230,90,39.1,74,100,56,23,3,0,20,12,50,9,0,Matches
281,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,25-080,1996,15.9,22,12,6,10,6,3,20,15.0,17,263,68,25.9,64,137,62,15,2,0,13,10,32,3,0,Matches
282,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,28-343,1993,17.7,21,11,15,6,0,7,14,50.0,7,97,36,37.1,71,25,1,25,20,0,5,26,47,89,0,Matches
283,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,30-355,1991,10.1,5,3,0,2,3,2,9,22.2,7,116,33,28.4,21,50,45,11,1,0,10,6,11,1,0,Matches
284,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,24-166,1997,3.0,7,4,4,2,1,1,4,25.0,3,54,17,31.5,19,25,10,5,1,0,4,3,10,4,0,Matches
285,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29-307,1992,19.0,24,13,3,10,11,5,15,33.3,10,264,78,29.5,38,113,113,20,0,0,20,14,38,8,0,Matches
286,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27-282,1994,11.8,39,23,25,10,4,17,31,54.8,14,152,49,32.2,83,43,26,27,6,0,21,21,60,27,0,Matches
287,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,32-357,1989,11.3,28,19,19,6,3,10,24,41.7,14,188,57,30.3,102,61,25,31,2,0,29,23,51,39,0,Matches
288,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27-206,1994,10.0,20,12,10,5,5,4,11,36.4,7,152,48,31.6,46,48,58,15,1,0,14,20,40,13,0,Matches
289,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,28-164,1993,2.0,6,2,2,3,1,4,8,50.0,4,19,4,21.1,9,8,2,6,4,0,2,6,12,11,0,Matches
290,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,26-068,1995,2.4,1,1,0,0,1,0,1,0.0,1,28,11,39.3,6,9,13,3,0,0,3,1,2,2,0,Matches
291,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20-238,2001,10.4,22,14,8,9,5,5,17,29.4,12,181,50,27.6,35,56,90,15,3,0,12,14,36,6,0,Matches
292,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-162,1992,21.0,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0,Matches
293,Adam Masina\de0f152c,ma MAR,DF,Watford,28-040,1994,9.6,20,10,8,11,1,8,23,34.8,15,139,39,28.1,62,59,18,23,4,0,19,20,40,36,0,Matches
294,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-096,1993,5.6,29,17,16,11,2,11,20,55.0,9,95,35,36.8,48,39,8,9,1,0,8,16,45,12,0,Matches
295,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-228,1997,4.2,1,0,1,0,0,1,5,20.0,4,66,14,21.2,7,36,23,2,1,0,1,2,3,9,0,Matches
296,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,33-194,1988,8.5,16,12,9,6,1,6,15,40.0,9,116,35,30.2,50,61,5,17,4,0,13,16,32,18,1,Matches
297,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-187,1991,18.0,25,20,9,12,4,9,15,60.0,6,122,54,44.3,59,51,12,25,11,1,14,36,61,68,1,Matches
298,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-181,1996,16.6,13,8,3,6,4,4,10,40.0,6,324,95,29.3,29,118,177,16,3,0,13,9,22,3,0,Matches
299,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,22-188,1999,18.8,22,14,1,8,13,4,11,36.4,7,291,78,26.8,39,118,134,23,3,0,20,12,34,10,0,Matches
300,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-127,1987,10.6,25,16,13,12,0,11,30,36.7,19,247,77,31.2,74,139,34,24,7,0,17,18,43,25,0,Matches
301,James Mcatee\96593e89,eng ENG,FW,Manchester City,19-116,2002,0.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
302,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-081,2001,0.0,0,0,0,0,0,0,0,,0,4,1,25.0,0,2,2,0,0,0,0,0,0,0,0,Matches
303,Liam McCarron\076bb352,sct SCO,FW,Leeds United,20-341,2001,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,2,0,1,0,0,0,0,0,0,0,0,Matches
304,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-070,1989,15.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
305,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-116,1994,18.4,53,28,18,25,10,20,49,40.8,29,272,83,30.5,76,135,61,23,3,0,20,26,79,19,0,Matches
306,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-146,2002,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0,Matches
307,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,30-034,1992,20.3,32,20,13,17,2,13,44,29.5,31,325,75,23.1,130,147,48,20,3,0,17,37,69,35,0,Matches
308,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-081,1999,19.7,46,23,16,26,4,15,50,30.0,35,401,96,23.9,137,173,91,48,10,2,38,39,85,11,0,Matches
309,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-065,1996,17.1,42,21,25,15,2,19,44,43.2,25,281,78,27.8,99,155,27,33,7,0,26,27,69,44,0,Matches
310,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-141,1989,16.0,21,11,12,8,1,11,18,61.1,7,80,28,35.0,47,28,5,38,24,1,14,25,46,102,0,Matches
311,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-209,1994,0.9,3,1,1,1,1,2,4,50.0,2,12,2,16.7,3,8,1,0,0,0,0,0,3,3,0,Matches
312,Edouard Mendy\33887998,sn SEN,GK,Chelsea,29-347,1992,20.0,0,0,0,0,0,0,2,0.0,2,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2,Matches
313,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,21-346,2000,22.0,0,0,0,0,0,0,0,,0,3,0,0.0,3,0,0,0,0,0,0,0,0,2,1,Matches
314,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,30-310,1991,6.3,11,6,4,5,2,8,14,57.1,6,92,27,29.3,35,44,13,5,0,0,5,5,16,10,0,Matches
315,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,36-038,1986,6.8,27,17,12,12,3,13,29,44.8,16,117,48,41.0,28,65,24,13,4,0,9,17,44,20,0,Matches
316,Yerry Mina\6d5701f2,co COL,DF,Everton,27-141,1994,7.2,14,9,14,0,0,7,12,58.3,5,59,23,39.0,41,15,3,14,7,0,7,5,19,36,0,Matches
317,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,27-026,1995,1.1,2,2,1,1,0,1,6,16.7,5,38,17,44.7,3,21,14,1,0,0,1,0,2,0,0,Matches
318,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,28-335,1993,19.4,16,10,9,6,1,6,12,50.0,6,116,31,26.7,61,39,16,47,23,3,24,46,62,105,2,Matches
319,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-163,1999,22.9,71,36,45,20,6,31,45,68.9,14,442,138,31.2,250,129,63,45,4,0,41,53,124,54,1,Matches
320,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-310,1999,14.8,31,21,17,11,3,16,31,51.6,15,273,85,31.1,83,104,86,22,2,0,20,16,47,20,1,Matches
321,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,25-077,1996,0.0,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,0,0,0,0,0,0,0,0,Matches
322,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,19-103,2002,0.7,0,0,0,0,0,0,2,0.0,2,12,4,33.3,1,9,2,0,0,0,0,2,2,0,0,Matches
323,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,23-032,1999,16.0,26,15,9,8,9,7,25,28.0,18,315,93,29.5,56,117,142,11,0,0,11,13,39,9,0,Matches
324,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,29-182,1992,15.7,20,10,3,12,5,4,22,18.2,18,219,58,26.5,50,108,61,7,0,0,7,15,35,21,0,Matches
325,João Moutinho\f5a00fa4,pt POR,MF,Wolves,35-156,1986,19.4,42,33,20,15,7,14,55,25.5,41,363,115,31.7,154,174,35,28,3,0,25,36,78,24,0,Matches
326,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,20-126,2001,0.5,1,0,1,0,0,0,0,,0,12,3,25.0,10,2,0,2,0,0,2,1,2,5,0,Matches
327,Jacob Murphy\de112b84,eng ENG,DFMF,Newcastle Utd,26-352,1995,9.1,29,15,19,8,2,9,22,40.9,13,168,39,23.2,85,53,30,17,1,0,16,20,49,8,0,Matches
328,Enock Mwepu\1d5cab82,zm ZAM,MF,Brighton,24-041,1998,7.1,19,10,5,10,4,5,21,23.8,16,147,40,27.2,46,62,39,13,1,0,12,9,28,12,0,Matches
329,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,22-258,1999,1.0,2,1,1,1,0,2,3,66.7,1,12,2,16.7,9,3,0,5,0,0,5,4,6,2,1,Matches
330,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,28-023,1994,8.4,23,16,13,9,1,10,28,35.7,18,155,45,29.0,75,65,15,14,4,0,10,18,41,12,0,Matches
331,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,25-057,1996,14.0,58,40,32,23,3,16,38,42.1,22,328,107,32.6,132,164,32,22,4,0,18,34,92,52,0,Matches
332,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,25-045,1996,5.4,13,10,4,8,1,1,6,16.7,5,88,26,29.5,24,45,19,2,1,0,1,3,16,3,0,Matches
333,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,22-063,1999,0.2,1,0,0,1,0,0,0,,0,8,2,25.0,2,5,1,0,0,0,0,1,2,0,0,Matches
334,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,24-335,1997,18.0,46,30,23,18,5,16,54,29.6,38,343,96,28.0,130,179,34,23,4,0,19,28,74,38,1,Matches
335,Jeremy Ngakia\3631ad41,eng ENG,DF,Watford,21-157,2000,6.3,28,15,23,3,2,15,26,57.7,11,131,39,29.8,84,34,13,8,1,0,7,21,49,11,0,Matches
336,Saúl Ñíguez\c14bc029,es ESP,MFFW,Chelsea,27-082,1994,1.8,5,3,2,1,2,2,5,40.0,3,37,10,27.0,15,16,6,5,1,0,4,4,9,2,1,Matches
337,Eddie Nketiah\a53649b7,eng ENG,MFFW,Arsenal,22-257,1999,0.7,3,1,0,2,1,0,0,,0,13,3,23.1,2,4,7,1,0,0,1,1,4,0,0,Matches
338,Nicolas Nkoulou\93cf32a8,cm CMR,DF,Watford,31-321,1990,1.9,1,0,0,1,0,0,0,,0,7,5,71.4,5,2,0,5,2,0,3,0,1,10,0,Matches
339,Mark Noble\ff527768,eng ENG,MF,West Ham,34-279,1987,1.1,1,1,0,1,0,0,0,,0,13,4,30.8,4,6,3,0,0,0,0,1,2,1,0,Matches
340,Mathias Normann\8996350d,no NOR,MF,Norwich City,25-259,1996,8.0,19,11,13,5,1,4,12,33.3,8,122,19,15.6,50,65,7,14,6,0,8,10,29,21,0,Matches
341,Christian Nørgaard\df0a4c90,dk DEN,MF,Brentford,27-338,1994,22.6,91,58,32,50,9,38,74,51.4,36,477,152,31.9,162,269,46,41,5,1,36,58,149,28,1,Matches
342,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,33-264,1988,10.2,13,8,8,5,0,2,7,28.6,5,50,16,32.0,32,15,3,7,4,0,3,13,26,38,0,Matches
343,Michael Olise\c4486bac,fr FRA,FWMF,Crystal Palace,20-061,2001,6.2,10,7,6,2,2,1,5,20.0,4,122,39,32.0,39,55,28,10,0,0,10,7,17,4,0,Matches
344,Andrew Omobamidele\c393a6c4,ie IRL,DF,Norwich City,19-233,2002,4.2,8,3,5,3,0,6,12,50.0,6,49,14,28.6,37,12,0,10,10,0,0,10,18,17,0,Matches
345,Tyler Onyango\d86a1f3e,eng ENG,MFFW,Everton,18-344,2003,0.3,1,0,1,0,0,0,1,0.0,1,10,2,20.0,6,3,1,0,0,0,0,1,2,0,0,Matches
346,Frank Onyeka\2944f86f,ng NGA,MF,Brentford,24-041,1998,11.2,28,15,14,10,4,4,19,21.1,15,239,69,28.9,104,98,37,19,2,0,17,14,42,13,0,Matches
347,Divock Origi\43a166b4,be BEL,FW,Liverpool,26-299,1995,0.5,0,0,0,0,0,0,0,,0,9,3,33.3,1,4,4,1,0,0,1,2,2,0,0,Matches
348,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,28-180,1993,8.0,15,12,2,7,6,4,12,33.3,8,155,58,37.4,21,72,62,11,3,0,8,8,23,6,0,Matches
349,Cole Palmer\dc7f8a28,eng ENG,FWMF,Manchester City,19-281,2002,1.4,2,2,1,1,0,0,1,0.0,1,29,6,20.7,3,11,15,2,0,0,2,2,4,0,0,Matches
350,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,27-192,1994,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
351,Thomas Partey\529f49ab,gh GHA,MF,Arsenal,28-243,1993,15.7,36,27,15,18,3,14,34,41.2,20,205,66,32.2,80,106,19,23,5,0,18,22,58,29,1,Matches
352,João Pedro\e8832875,br BRA,MFFW,Watford,20-138,2001,9.1,8,7,4,3,1,4,14,28.6,10,157,46,29.3,37,79,41,11,1,1,10,9,17,5,0,Matches
353,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Arsenal,26-258,1995,5.6,9,6,5,2,2,2,5,40.0,3,84,22,26.2,25,30,29,10,0,0,10,8,17,2,1,Matches
354,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,28-128,1993,6.6,26,13,13,10,3,13,28,46.4,15,127,36,28.3,48,57,22,20,3,0,17,14,40,20,0,Matches
355,Ayoze Pérez\819aa8e7,es ESP,FWMF,Leicester City,28-203,1993,2.4,3,2,0,3,0,0,3,0.0,3,56,15,26.8,11,33,12,4,0,0,4,2,5,1,0,Matches
356,Sonny Perkins\87f12e30,eng ENG,MF,West Ham,18-001,2004,0.0,0,0,0,0,0,0,0,,0,2,2,100.0,0,1,1,0,0,0,0,0,0,0,0,Matches
357,Romain Perraud\6dfd8f05,fr FRA,DF,Southampton,24-142,1997,10.8,24,14,11,8,5,8,14,57.1,6,180,49,27.2,80,61,39,14,1,0,13,15,39,25,0,Matches
358,Kalvin Phillips\4f565d77,eng ENG,MF,Leeds United,26-071,1995,11.1,38,28,18,15,5,8,28,28.6,20,310,107,34.5,102,147,61,27,7,0,20,23,61,19,1,Matches
359,Jaden Philogene Bidace\19f4d211,eng ENG,FW,Aston Villa,19-269,2002,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0,Matches
360,Jordan Pickford\4806ec67,eng ENG,GK,Everton,27-341,1994,20.0,1,0,1,0,0,0,0,,0,4,0,0.0,4,0,0,0,0,0,0,0,1,1,0,Matches
361,Erik Pieters\1ef37668,nl NED,DF,Burnley,33-188,1988,4.2,16,9,15,1,0,11,23,47.8,12,83,26,31.3,48,30,5,14,5,0,9,9,25,18,1,Matches
362,Ethan Pinnock\e541326e,jm JAM,DF,Brentford,28-258,1993,21.7,47,31,34,11,2,16,29,55.2,13,187,70,37.4,113,63,11,34,9,0,25,43,90,121,0,Matches
363,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,26-113,1995,8.8,8,6,6,1,1,4,11,36.4,7,126,35,27.8,26,48,52,8,2,0,6,3,11,0,0,Matches
364,Paul Pogba\867239d3,fr FRA,MFFW,Manchester Utd,28-333,1993,8.0,11,4,6,4,1,3,11,27.3,8,150,45,30.0,30,77,43,10,1,0,9,13,24,12,0,Matches
365,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,29-298,1992,18.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,3,1,Matches
366,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,31-319,1990,21.2,13,5,1,7,5,2,12,16.7,10,416,96,23.1,32,182,202,12,1,0,11,11,24,4,0,Matches
367,Christian Pulisic\1bf33a9a,us USA,FWMF,Chelsea,23-146,1998,8.4,6,2,1,5,0,0,8,0.0,8,178,43,24.2,31,73,74,9,0,0,9,6,12,7,0,Matches
368,Przemysław Płacheta\3c33f9d9,pl POL,FWMF,Norwich City,23-325,1998,4.8,5,3,5,0,0,0,5,0.0,5,93,22,23.7,27,44,22,7,1,0,6,7,12,6,0,Matches
369,Jesuran Rak Sakyi\45685411,eng ENG,MF,Crystal Palace,19-129,2002,0.2,0,0,0,0,0,0,0,,0,5,1,20.0,1,3,1,0,0,0,0,0,0,0,0,Matches
370,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,23-273,1998,19.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
371,Jacob Ramsey\1544f145,eng ENG,MFFW,Aston Villa,20-259,2001,14.8,28,18,12,13,3,9,28,32.1,19,264,67,25.4,87,120,57,21,4,0,17,22,50,14,0,Matches
372,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,24-103,1997,8.1,5,3,1,3,1,3,8,37.5,5,122,38,31.1,21,54,47,8,1,0,7,5,10,4,1,Matches
373,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,25-228,1996,12.7,18,12,3,11,4,10,22,45.5,12,175,46,26.3,56,62,57,17,1,0,16,19,37,10,0,Matches
374,David Raya\98ea5115,es ESP,GK,Brentford,26-149,1995,10.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
375,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,27-342,1994,14.9,13,7,4,6,3,4,19,21.1,15,267,70,26.2,64,104,99,28,0,0,28,18,31,13,0,Matches
376,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,25-057,1996,16.0,35,19,14,16,5,16,30,53.3,14,222,59,26.6,84,101,37,24,5,0,19,36,71,38,0,Matches
377,Declan Rice\1c7012b8,eng ENG,MF,West Ham,23-028,1999,23.0,53,38,30,19,4,18,37,48.6,19,310,100,32.3,138,147,25,39,15,1,24,69,122,26,0,Matches
378,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,21-069,2000,0.3,0,0,0,0,0,0,2,0.0,2,10,5,50.0,5,5,0,0,0,0,0,0,0,0,0,Matches
379,Richarlison\fa031b34,br BRA,FWMF,Everton,24-277,1997,12.3,15,8,4,6,5,4,9,44.4,5,230,60,26.1,30,97,103,21,3,0,18,9,24,12,0,Matches
380,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,25-155,1996,1.3,2,2,0,1,1,2,4,50.0,2,11,3,27.3,7,2,2,4,0,0,4,0,2,2,0,Matches
381,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,32-154,1989,14.6,22,7,11,8,3,13,30,43.3,17,152,46,30.3,76,54,22,28,2,0,26,29,51,25,0,Matches
382,Connor Roberts\24fae784,wls WAL,DF,Burnley,26-141,1995,3.2,4,3,3,1,0,1,3,33.3,2,23,6,26.1,15,8,0,11,1,0,10,5,9,12,0,Matches
383,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,23-030,1999,9.8,15,7,6,5,4,9,14,64.3,5,149,40,26.8,23,75,51,8,1,0,7,7,22,8,0,Matches
384,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,27-337,1994,16.5,18,7,5,9,4,8,18,44.4,10,168,42,25.0,40,74,54,25,3,1,22,29,47,36,0,Matches
385,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,24-112,1997,0.9,0,0,0,0,0,0,0,,0,7,3,42.9,5,2,0,3,2,0,1,2,2,8,0,Matches
386,Rodri\6434f10d,es ESP,MF,Manchester City,25-234,1996,19.4,45,33,17,23,5,24,44,54.5,20,284,109,38.4,77,155,52,26,5,1,21,22,67,33,0,Matches
387,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,30-342,1991,12.3,16,11,4,7,5,3,8,37.5,5,169,52,30.8,20,81,68,7,1,0,6,12,28,12,0,Matches
388,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,32-197,1989,6.3,9,3,4,3,2,2,5,40.0,3,122,27,22.1,23,44,55,9,2,0,7,2,11,4,0,Matches
389,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,22-232,1999,10.1,20,7,19,0,1,12,29,41.4,17,145,34,23.4,99,29,17,25,5,0,20,18,38,23,0,Matches
390,Cristian Romero\a3d94a58,ar ARG,DF,Tottenham,23-290,1998,6.9,21,14,9,11,1,6,12,50.0,6,92,36,39.1,64,26,2,18,10,0,8,26,47,28,0,Matches
391,Oriol Romeu\4b511457,es ESP,MF,Southampton,30-140,1991,20.2,50,33,13,29,8,14,46,30.4,32,347,115,33.1,114,186,47,27,6,0,21,36,86,37,0,Matches
392,Cristiano Ronaldo\dea698d9,pt POR,FW,Manchester Utd,37-006,1985,16.4,5,4,0,2,3,2,5,40.0,3,106,32,30.2,12,47,47,4,0,0,4,2,7,19,1,Matches
393,Salomón Rondón\b318a643,ve VEN,FW,Everton,32-148,1989,7.9,5,2,0,2,3,2,8,25.0,6,138,43,31.2,10,62,66,6,1,0,5,3,8,11,0,Matches
394,Danny Rose\89d10e53,eng ENG,DF,Watford,31-224,1990,7.7,23,15,15,8,0,12,29,41.4,17,85,34,40.0,44,36,5,14,6,0,8,15,38,13,0,Matches
395,Jon Rowe\8c12f884,eng ENG,MFFW,Norwich City,18-287,2003,0.5,4,2,3,1,0,0,0,,0,16,4,25.0,5,4,7,2,0,0,2,2,6,0,0,Matches
396,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,28-345,1993,23.0,34,20,18,14,2,17,26,65.4,9,192,57,29.7,92,77,23,30,7,0,23,30,64,74,0,Matches
397,Lukas Rupp\3faa1780,de GER,MF,Norwich City,31-034,1991,5.3,9,7,4,5,0,4,12,33.3,8,105,38,36.2,46,42,17,7,1,0,6,15,24,3,1,Matches
398,José Sá\903b6e8b,pt POR,GK,Wolves,29-025,1993,22.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,5,0,0,0,0,0,0,0,0,2,2,Matches
399,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,24-336,1997,20.9,5,4,3,1,1,0,12,0.0,12,168,46,27.4,38,73,57,16,1,0,15,15,20,1,0,Matches
400,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,31-322,1990,19.4,36,23,24,9,3,11,20,55.0,9,183,62,33.9,105,64,14,30,12,0,18,46,82,119,1,Matches
401,Bukayo Saka\bc7dc64d,eng ENG,FWMF,Arsenal,20-159,2001,18.2,14,8,4,9,1,2,16,12.5,14,233,67,28.8,54,91,88,20,0,0,20,14,28,9,0,Matches
402,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,29-241,1992,20.1,9,4,3,2,4,3,10,30.0,7,277,74,26.7,43,76,158,5,0,0,5,9,18,2,0,Matches
403,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-300,1999,21.0,61,39,44,13,4,29,48,60.4,19,224,91,40.6,136,74,14,39,17,1,22,67,128,133,1,Matches
404,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-112,1999,10.1,19,12,8,10,1,7,12,58.3,5,114,36,31.6,38,56,20,17,8,0,9,19,38,11,2,Matches
405,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-244,1996,13.3,34,15,18,13,3,11,20,55.0,9,143,53,37.1,68,62,13,27,15,0,12,23,57,61,0,Matches
406,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-085,1997,21.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,0,1,Matches
407,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-323,2000,11.4,9,6,4,4,1,3,15,20.0,12,172,44,25.6,41,85,46,14,2,0,12,8,17,4,1,Matches
408,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-177,1994,2.5,7,6,4,1,2,2,3,66.7,1,75,27,36.0,37,28,10,8,0,0,8,11,18,2,0,Matches
