,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
151,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,26-132,1995,0.3,3,9,33.3,74,28,0,6,0.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,1,Matches
152,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21-259,2000,13.0,555,690,80.4,8869,1882,331,364,90.9,172,202,85.1,46,94,48.9,3,4.3,-1.3,28,31,23,6,45,Matches
153,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,25-354,1996,18.8,589,783,75.2,10759,3490,267,310,86.1,237,296,80.1,72,129,55.8,2,2.8,-0.8,27,58,28,5,95,Matches
154,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,30-126,1991,9.5,345,411,83.9,6469,1491,157,173,90.8,122,146,83.6,55,70,78.6,1,1.0,0.0,11,32,6,0,27,Matches
155,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22-238,1999,2.3,24,41,58.5,380,110,16,22,72.7,3,11,27.3,4,6,66.7,1,0.0,+1.0,0,4,1,0,5,Matches
156,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33-331,1988,6.0,110,194,56.7,4172,2777,14,14,100.0,46,46,100.0,50,133,37.6,0,0.0,0.0,0,3,0,0,0,Matches
157,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38-314,1983,11.0,192,370,51.9,8706,6381,13,14,92.9,55,57,96.5,124,299,41.5,1,0.1,+0.9,1,20,1,0,0,Matches
158,Ryan Fraser\d56543a0,sct SCO,MFFW,Newcastle Utd,27-352,1994,9.4,167,241,69.3,2922,845,85,105,81.0,55,76,72.4,22,50,44.0,1,1.2,-0.2,10,7,8,6,8,Matches
159,Fred\b853e0ad,br BRA,MF,Manchester Utd,28-343,1993,15.9,770,910,84.6,14188,3510,332,378,87.8,328,370,88.6,96,125,76.8,3,1.6,+1.4,17,78,9,1,71,Matches
160,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,29-124,1992,0.3,4,8,50.0,80,20,2,3,66.7,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
161,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,18-169,2003,0.8,33,50,66.0,464,247,21,27,77.8,11,16,68.8,0,4,0.0,0,0.0,0.0,1,2,0,0,3,Matches
162,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,22-005,2000,19.4,584,749,78.0,10632,2659,269,309,87.1,221,266,83.1,79,141,56.0,3,3.1,-0.1,29,50,15,6,42,Matches
163,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,31-117,1990,0.3,6,8,75.0,69,2,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.0,1,0,0,0,0,Matches
164,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,26-139,1995,0.7,16,21,76.2,224,20,12,14,85.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
165,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,31-096,1990,23.0,382,546,70.0,11382,6807,62,63,98.4,169,175,96.6,147,302,48.7,0,0.0,0.0,0,1,0,0,0,Matches
166,Joe Gelhardt\01962d0d,eng ENG,FW,Leeds United,19-283,2002,3.5,45,61,73.8,578,167,26,33,78.8,13,16,81.3,1,5,20.0,1,0.2,+0.8,3,4,2,0,5,Matches
167,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26-284,1995,4.3,82,115,71.3,1262,370,50,58,86.2,26,41,63.4,5,8,62.5,1,0.4,+0.6,4,1,6,4,7,Matches
168,Saman Ghoddos\f7b1d4e0,ir IRN,MFDF,Brentford,28-158,1993,4.6,125,181,69.1,2337,793,61,81,75.3,41,55,74.5,21,38,55.3,1,1.2,-0.2,6,12,10,2,17,Matches
169,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,26-117,1995,6.1,248,328,75.6,4019,1636,129,146,88.4,97,124,78.2,19,47,40.4,1,0.3,+0.7,5,8,5,1,16,Matches
170,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,22-015,2000,0.1,7,10,70.0,74,28,5,6,83.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
171,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,29-027,1993,18.7,790,957,82.5,18760,7375,184,201,91.5,421,457,92.1,181,282,64.2,0,0.0,0.0,2,75,6,0,63,Matches
172,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20-245,2001,12.0,601,747,80.5,13129,3276,205,230,89.1,249,282,88.3,135,210,64.3,1,1.1,-0.1,17,60,11,1,61,Matches
173,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,24-027,1998,16.5,439,580,75.7,8295,3149,166,196,84.7,217,279,77.8,49,86,57.0,0,0.7,-0.7,12,37,13,7,26,Matches
174,André Gomes\1961b2aa,pt POR,MF,Everton,28-196,1993,5.1,160,209,76.6,3042,887,74,84,88.1,60,72,83.3,23,40,57.5,1,0.2,+0.8,4,21,3,0,14,Matches
175,Toti Gomes\f0caab96,pt POR,DF,Wolves,23-026,1999,2.0,53,83,63.9,949,361,21,23,91.3,26,36,72.2,4,21,19.0,0,0.0,0.0,0,4,0,0,3,Matches
176,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24-264,1997,0.2,9,15,60.0,172,34,2,4,50.0,4,6,66.7,2,3,66.7,0,0.0,0.0,0,1,0,0,0,Matches
177,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,26-192,1995,5.0,190,300,63.3,4717,1455,35,53,66.0,97,140,69.3,57,99,57.6,0,0.3,-0.3,7,16,2,1,12,Matches
178,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20-352,2001,11.2,248,352,70.5,4024,1199,128,157,81.5,79,106,74.5,27,53,50.9,1,1.5,-0.5,14,16,9,6,28,Matches
179,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,17-129,2004,0.1,4,4,100.0,50,0,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
180,Dan Gosling\7fec31a0,eng ENG,MF,Watford,32-010,1990,0.2,5,7,71.4,61,6,4,5,80.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
181,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25-228,1996,17.0,351,491,71.5,6606,1417,148,174,85.1,131,169,77.5,54,106,50.9,2,2.6,-0.6,28,13,18,7,28,Matches
182,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,26-154,1995,14.1,571,657,86.9,8287,1573,342,376,91.0,184,203,90.6,29,38,76.3,2,3.3,-1.3,36,16,25,3,48,Matches
183,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,20-133,2001,14.1,399,507,78.7,7373,1649,186,214,86.9,165,197,83.8,43,75,57.3,1,1.6,-0.6,15,26,13,3,37,Matches
184,Sam Greenwood\f3354c07,eng ENG,MF,Leeds United,20-016,2002,0.1,5,7,71.4,109,0,0,0,,2,2,100.0,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
185,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30-241,1991,11.7,557,724,76.9,10523,2820,245,272,90.1,222,273,81.3,81,145,55.9,2,2.5,-0.5,31,32,20,9,50,Matches
186,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,35-032,1987,20.0,513,630,81.4,13397,6859,138,138,100.0,214,215,99.5,154,270,57.0,0,0.0,0.0,0,1,0,0,0,Matches
187,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21-213,2000,22.0,1236,1403,88.1,25986,8561,349,371,94.1,725,771,94.0,157,247,63.6,0,0.0,0.0,1,82,2,0,68,Matches
188,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,24-087,1997,0.0,2,2,100.0,41,33,1,1,100.0,0,0,,1,1,100.0,0,0.3,-0.3,1,1,1,0,1,Matches
189,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,31-110,1990,12.0,637,743,85.7,11073,2283,321,343,93.6,226,255,88.6,77,118,65.3,3,2.4,+0.6,24,36,18,1,47,Matches
190,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,26-020,1996,4.0,83,130,63.8,2611,1440,19,19,100.0,29,30,96.7,35,81,43.2,0,0.0,0.0,0,0,0,0,0,Matches
191,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,30-083,1991,18.2,656,764,85.9,14750,3247,162,182,89.0,344,375,91.7,139,190,73.2,0,0.2,-0.2,3,17,1,0,20,Matches
192,Jack Harrison\aa849a12,eng ENG,MFFW,Leeds United,25-083,1996,16.0,378,576,65.6,5908,1989,226,281,80.4,112,174,64.4,31,78,39.7,1,1.6,-0.6,25,21,23,5,57,Matches
193,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26-210,1995,4.4,162,206,78.6,3509,992,53,58,91.4,75,90,83.3,33,54,61.1,0,0.0,0.0,0,8,0,0,6,Matches
194,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22-245,1999,10.5,268,330,81.2,3800,719,165,185,89.2,69,91,75.8,17,22,77.3,1,0.7,+0.3,3,18,8,1,24,Matches
195,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26-326,1995,11.1,255,318,80.2,4657,912,110,130,84.6,115,135,85.2,28,41,68.3,0,0.1,-0.1,2,19,1,1,9,Matches
196,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,26-016,1996,10.9,257,318,80.8,4352,567,137,165,83.0,85,99,85.9,29,38,76.3,0,1.0,-1.0,7,12,4,0,13,Matches
197,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31-239,1990,17.4,1112,1340,83.0,21293,5281,451,506,89.1,497,573,86.7,148,212,69.8,3,2.4,+0.6,25,122,33,8,109,Matches
198,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,30-011,1992,0.8,24,27,88.9,452,30,10,11,90.9,11,11,100.0,3,4,75.0,0,0.0,0.0,1,2,0,0,1,Matches
199,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,35-018,1987,2.0,40,80,50.0,2118,1853,1,1,100.0,8,8,100.0,31,71,43.7,0,0.1,-0.1,3,5,0,0,0,Matches
200,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24-218,1997,17.4,439,620,70.8,7491,2269,203,245,82.9,180,237,75.9,44,87,50.6,0,0.6,-0.6,9,28,12,6,49,Matches
201,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29-218,1992,17.5,528,695,76.0,7996,1889,309,343,90.1,158,188,84.0,46,125,36.8,3,3.5,-0.5,32,17,17,1,34,Matches
202,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,20-024,2002,2.2,75,105,71.4,1454,510,29,39,74.4,38,49,77.6,8,12,66.7,0,0.0,0.0,1,2,1,1,6,Matches
203,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,26-144,1995,4.8,201,232,86.6,4154,882,59,64,92.2,111,117,94.9,29,47,61.7,0,0.0,0.0,0,3,0,0,7,Matches
204,Mason Holgate\d0042ab9,eng ENG,DF,Everton,25-112,1996,8.8,233,335,69.6,5573,1567,62,76,81.6,109,149,73.2,60,108,55.6,0,0.0,0.0,0,12,1,0,15,Matches
205,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,21-096,2000,10.7,313,393,79.6,4959,1083,173,201,86.1,108,132,81.8,22,41,53.7,2,2.3,-0.3,24,9,20,5,31,Matches
206,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26-300,1995,7.4,260,325,80.0,4903,1140,106,122,86.9,118,129,91.5,32,62,51.6,1,0.6,+0.4,7,15,7,3,18,Matches
207,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,26-190,1995,19.5,1176,1331,88.4,22486,6131,476,518,91.9,532,586,90.8,151,200,75.5,1,1.0,0.0,17,129,24,2,118,Matches
208,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20-337,2001,6.9,98,143,68.5,1680,321,44,65,67.7,42,51,82.4,8,12,66.7,1,0.6,+0.4,4,7,4,2,7,Matches
209,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,25-131,1996,6.9,144,194,74.2,2147,537,78,96,81.3,46,57,80.7,9,20,45.0,4,2.2,+1.8,11,11,7,1,21,Matches
210,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29-203,1992,12.4,141,217,65.0,1924,508,87,116,75.0,34,55,61.8,10,21,47.6,2,0.7,+1.3,5,8,8,2,17,Matches
211,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,25-284,1996,7.9,191,238,80.3,3063,917,97,109,89.0,66,82,80.5,16,28,57.1,1,1.1,-0.1,10,14,8,3,22,Matches
212,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,24-093,1997,14.8,199,304,65.5,3068,756,113,146,77.4,67,102,65.7,16,35,45.7,1,1.4,-0.4,13,10,13,1,28,Matches
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,24-093,1997,1.4,22,32,68.8,233,36,18,24,75.0,3,5,60.0,0,1,0.0,0,0.0,0.0,1,0,0,0,0,Matches
214,Reece James\1265a93a,eng ENG,DF,Chelsea,22-065,1999,12.4,774,916,84.5,12937,3551,389,423,92.0,305,353,86.4,69,104,66.3,5,3.4,+1.6,31,34,29,7,71,Matches
215,Vitaly Janelt\8449d35e,de GER,MF,Brentford,23-277,1998,15.0,457,607,75.3,8706,2991,180,216,83.3,204,247,82.6,58,114,50.9,0,1.5,-1.5,14,49,15,3,66,Matches
216,Pontus Jansson\172e52d8,se SWE,DF,Brentford,30-363,1991,23.9,813,984,82.6,17161,5010,223,261,85.4,458,524,87.4,126,183,68.9,1,0.4,+0.6,2,23,0,0,39,Matches
217,Mathias Jensen\0f134faf,dk DEN,MF,Brentford,26-041,1996,10.4,334,472,70.8,7370,2295,130,151,86.1,115,151,76.2,86,157,54.8,1,1.9,-0.9,26,35,15,8,36,Matches
218,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24-314,1997,14.7,484,573,84.5,7214,1270,258,287,89.9,190,224,84.8,20,30,66.7,7,3.4,+3.6,23,12,23,5,41,Matches
219,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,30-282,1991,18.3,364,521,69.9,5287,1104,226,296,76.4,103,131,78.6,23,49,46.9,2,1.7,+0.3,23,23,9,1,29,Matches
220,Joelinton\c17bfb65,br BRA,MFFW,Newcastle Utd,25-181,1996,15.9,416,544,76.5,6355,1689,227,274,82.8,140,186,75.3,30,43,69.8,1,1.1,-0.1,18,34,16,3,41,Matches
221,Ben Johnson\9319781b,eng ENG,DF,West Ham,22-018,2000,8.9,316,460,68.7,6104,2748,136,156,87.2,131,187,70.1,42,94,44.7,0,0.3,-0.3,4,25,12,7,29,Matches
222,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,21-012,2001,6.2,340,374,90.9,5590,1099,183,191,95.8,133,141,94.3,22,36,61.1,1,0.2,+0.8,4,24,4,0,18,Matches
223,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,29-355,1992,1.0,47,51,92.2,911,275,15,16,93.8,28,29,96.6,3,4,75.0,0,0.0,0.0,1,7,0,0,4,Matches
224,Jorginho\45db685d,it ITA,MF,Chelsea,30-053,1991,16.9,1044,1176,88.8,18627,4527,447,487,91.8,479,520,92.1,97,136,71.3,1,2.1,-1.1,14,90,23,0,87,Matches
225,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,25-069,1996,18.1,384,525,73.1,6149,1505,194,246,78.9,153,193,79.3,25,46,54.3,1,4.0,-3.0,27,32,23,2,50,Matches
226,James Justin\fb614c44,eng ENG,DF,Leicester City,23-353,1998,2.4,91,122,74.6,1429,503,44,49,89.8,39,48,81.3,5,17,29.4,0,0.3,-0.3,3,2,1,0,9,Matches
227,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,31-294,1990,4.8,196,274,71.5,3678,1613,80,92,87.0,96,130,73.8,18,44,40.9,0,0.1,-0.1,2,13,3,3,13,Matches
228,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,21-323,2000,8.2,281,336,83.6,5980,1958,70,85,82.4,168,184,91.3,38,56,67.9,0,0.0,0.0,1,12,0,0,13,Matches
229,Christian Kabasele\914ab9a1,be BEL,DF,Watford,30-352,1991,3.3,156,172,90.7,3750,1174,25,28,89.3,95,102,93.1,35,41,85.4,0,0.0,0.0,1,7,1,0,9,Matches
230,Hassane Kamara\19a12bed,ci CIV,DF,Watford,27-145,1994,3.9,157,230,68.3,2727,1228,70,81,86.4,66,94,70.2,14,38,36.8,0,0.1,-0.1,3,11,4,1,11,Matches
231,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,28-198,1993,18.9,363,501,72.5,6593,1738,183,230,79.6,117,156,75.0,51,75,68.0,2,3.9,-1.9,20,38,24,4,54,Matches
232,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,30-319,1991,10.7,555,657,84.5,9434,2515,273,310,88.1,225,260,86.5,46,58,79.3,2,0.9,+1.1,8,46,16,0,66,Matches
233,Edo Kayembe\f99b71de,cd COD,MF,Watford,23-192,1998,3.6,155,192,80.7,3108,757,64,73,87.7,64,75,85.3,27,40,67.5,0,0.4,-0.4,4,15,0,0,19,Matches
234,Moise Kean\3d50bcdb,it ITA,FW,Everton,21-348,2000,0.0,1,1,100.0,17,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
235,Michael Keane\c5b7c315,eng ENG,DF,Everton,29-031,1993,20.0,599,780,76.8,14572,4677,169,196,86.2,265,318,83.3,160,254,63.0,2,0.6,+1.4,4,61,4,0,50,Matches
236,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,27-001,1995,5.9,283,330,85.8,4384,1193,150,164,91.5,112,125,89.6,13,21,61.9,1,0.9,+0.1,6,20,10,0,35,Matches
237,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,23-080,1998,2.0,81,90,90.0,1873,742,16,16,100.0,51,51,100.0,14,23,60.9,0,0.0,0.0,0,0,0,0,0,Matches
238,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,24-333,1997,3.0,88,130,67.7,1733,674,39,43,90.7,32,50,64.0,15,30,50.0,1,0.2,+0.8,3,10,3,2,10,Matches
239,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24-264,1997,22.0,901,1038,86.8,19025,6564,286,313,91.4,463,503,92.0,145,207,70.0,0,0.0,0.0,2,60,2,0,70,Matches
240,Joshua King\43458538,no NOR,FW,Watford,30-027,1992,18.1,277,377,73.5,4190,790,155,190,81.6,98,141,69.5,17,22,77.3,3,2.7,+0.3,29,18,13,2,21,Matches
241,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31-243,1990,13.3,431,556,77.5,6676,1848,238,274,86.9,145,179,81.0,30,61,49.2,2,1.8,+0.2,26,42,14,3,58,Matches
242,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25-209,1996,6.0,152,199,76.4,3171,865,42,56,75.0,86,102,84.3,23,37,62.2,0,0.1,-0.1,2,7,3,0,11,Matches
243,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28-236,1993,1.0,10,13,76.9,167,64,4,4,100.0,5,8,62.5,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
244,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22-262,1999,7.0,362,409,88.5,7513,2681,98,107,91.6,210,223,94.2,50,72,69.4,0,0.1,-0.1,1,25,3,0,27,Matches
245,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,24-111,1997,20.0,564,659,85.6,11327,3460,165,184,89.7,317,343,92.4,74,118,62.7,0,0.2,-0.2,3,19,0,0,25,Matches
246,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,32-052,1989,14.7,451,535,84.3,7656,1970,199,234,85.0,197,226,87.2,38,50,76.0,1,0.5,+0.5,3,33,3,1,34,Matches
247,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,27-281,1994,12.5,735,828,88.8,13699,3166,323,349,92.6,305,333,91.6,95,125,76.0,5,2.6,+2.4,17,76,17,0,75,Matches
248,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,27-193,1994,6.0,162,205,79.0,2642,1055,79,84,94.0,60,77,77.9,15,32,46.9,1,0.6,+0.4,2,12,2,0,9,Matches
249,Alex Král\e717705a,cz CZE,MF,West Ham,23-268,1998,0.0,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
250,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33-314,1988,19.0,491,718,68.4,15928,9180,59,60,98.3,205,208,98.6,225,447,50.3,0,0.0,0.0,1,5,0,0,0,Matches
251,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,34-350,1987,16.0,357,508,70.3,6604,2029,161,209,77.0,139,187,74.3,47,82,57.3,0,0.7,-0.7,8,28,5,0,44,Matches
252,Dejan Kulusevski\df3cda47,se SWE,FWMF,Tottenham,21-292,2000,0.2,6,7,85.7,112,32,1,2,50.0,5,5,100.0,0,0,,0,0.0,0.0,1,0,0,0,1,Matches
253,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30-259,1991,11.5,223,298,74.8,3210,748,132,165,80.0,57,81,70.4,18,27,66.7,4,1.2,+2.8,15,19,15,1,29,Matches
254,Adam Lallana\99813635,eng ENG,MF,Brighton,33-277,1988,15.2,712,815,87.4,11336,2410,383,421,91.0,262,287,91.3,47,71,66.2,1,0.5,+0.5,6,52,16,0,49,Matches
255,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,21-134,2000,9.1,314,414,75.8,4649,1112,181,210,86.2,107,144,74.3,14,31,45.2,1,1.2,-0.2,13,11,10,7,24,Matches
256,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,28-361,1993,9.9,554,622,89.1,8899,1909,293,311,94.2,205,230,89.1,42,62,67.7,2,1.9,+0.1,17,33,10,0,40,Matches
257,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27-260,1994,19.1,1592,1673,95.2,34262,10068,446,463,96.3,852,877,97.1,281,318,88.4,0,0.2,-0.2,5,189,5,0,113,Matches
258,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,28-092,1993,17.7,397,506,78.5,8559,2327,92,123,74.8,236,271,87.1,61,98,62.2,0,0.3,-0.3,2,15,2,0,17,Matches
259,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28-262,1993,14.7,451,580,77.8,8540,2270,204,235,86.8,163,190,85.8,71,120,59.2,0,1.0,-1.0,14,40,19,6,56,Matches
260,Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,34-301,1987,4.9,64,90,71.1,943,201,38,43,88.4,23,32,71.9,3,10,30.0,0,0.0,0.0,0,3,1,0,6,Matches
261,Bernd Leno\2628fd2b,de GER,GK,Arsenal,29-344,1992,3.0,58,87,66.7,1543,926,19,19,100.0,20,20,100.0,18,47,38.3,0,0.0,0.0,0,1,0,0,0,Matches
262,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,24-017,1998,2.9,81,104,77.9,1443,515,36,40,90.0,30,37,81.1,13,23,56.5,0,0.0,0.0,1,4,0,0,4,Matches
263,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27-209,1994,14.1,630,708,89.0,13620,3601,184,199,92.5,337,359,93.9,105,138,76.1,2,0.4,+1.6,2,31,4,0,25,Matches
264,Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,29-058,1992,1.2,47,55,85.5,615,186,30,30,100.0,12,16,75.0,1,4,25.0,0,0.1,-0.1,2,7,0,0,4,Matches
265,Valentino Livramento\afed6722,eng ENG,DF,Southampton,19-091,2002,17.9,608,803,75.7,9990,3573,336,382,88.0,224,300,74.7,44,95,46.3,0,1.4,-1.4,12,27,11,5,45,Matches
266,Diego Llorente\bba30585,es ESP,DF,Leeds United,28-179,1993,15.1,689,838,82.2,15613,4254,151,173,87.3,405,448,90.4,127,200,63.5,0,0.1,-0.1,2,38,4,0,41,Matches
267,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-047,1986,21.0,385,508,75.8,11706,7475,93,93,100.0,126,127,99.2,158,280,56.4,0,0.5,-0.5,3,11,0,0,0,Matches
268,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-308,1996,2.6,117,148,79.1,1849,339,62,68,91.2,30,38,78.9,15,21,71.4,0,0.6,-0.6,5,14,1,0,6,Matches
269,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-096,1993,0.3,2,3,66.7,43,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
270,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-019,1996,7.7,389,440,88.4,6592,1392,182,201,90.5,170,188,90.4,27,33,81.8,2,0.8,+1.2,5,34,10,0,40,Matches
271,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-020,1987,1.2,17,31,54.8,168,46,16,25,64.0,1,4,25.0,0,1,0.0,0,0.0,0.0,0,1,0,0,3,Matches
272,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-104,1997,10.9,347,435,79.8,6761,1670,145,172,84.3,133,152,87.5,55,88,62.5,1,0.4,+0.6,4,24,1,0,28,Matches
273,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-114,1997,10.6,265,343,77.3,3588,962,168,196,85.7,79,99,79.8,7,20,35.0,0,1.4,-1.4,16,15,17,2,35,Matches
274,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-010,1989,2.0,44,62,71.0,1366,781,7,7,100.0,16,16,100.0,20,38,52.6,0,0.0,0.0,0,2,0,0,1,Matches
275,Imran Louza\e1df6989,ma MAR,MF,Watford,22-286,1999,4.9,160,207,77.3,3447,1100,54,62,87.1,70,84,83.3,35,58,60.3,0,0.5,-0.5,10,23,4,0,23,Matches
276,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-247,1989,16.8,508,741,68.6,9902,4780,254,286,88.8,167,226,73.9,82,196,41.8,2,1.1,+0.9,11,54,20,8,68,Matches
277,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-278,1998,16.7,598,741,80.7,11901,3229,233,262,88.9,241,283,85.2,113,172,65.7,3,1.9,+1.1,24,42,11,0,53,Matches
278,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-274,1993,12.1,159,221,71.9,2104,264,104,128,81.3,38,56,67.9,8,12,66.7,0,2.2,-2.2,15,4,8,0,10,Matches
279,Lyanco\b5bf1770,br BRA,DF,Southampton,25-010,1997,6.1,160,228,70.2,3243,1273,50,56,89.3,88,101,87.1,21,67,31.3,0,0.1,-0.1,3,11,2,0,12,Matches
280,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-049,1998,9.4,372,475,78.3,7141,2029,163,193,84.5,156,173,90.2,51,96,53.1,2,1.0,+1.0,14,48,14,3,47,Matches
