,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
20,Alphonse Areola\2f965a72,fr FRA,GK,West Ham,28-349,1993,1.0,20,41,48.8,768,546,0,0,,9,9,100.0,11,32,34.4,0,0.0,0.0,0,0,0,0,0,Matches
21,Adam Armstrong\68c720b5,eng ENG,FW,Southampton,25-001,1997,13.3,180,259,69.5,3123,507,80,106,75.5,81,108,75.0,14,27,51.9,2,1.7,+0.3,12,12,11,0,20,Matches
22,Stuart Armstrong\97333cf5,sct SCO,MF,Southampton,29-318,1992,4.8,130,173,75.1,2058,410,71,90,78.9,51,61,83.6,6,12,50.0,0,0.5,-0.5,9,7,2,0,10,Matches
23,Kepa Arrizabalaga\28d596a0,es ESP,GK,Chelsea,27-131,1994,4.0,115,139,82.7,2763,1294,28,28,100.0,59,59,100.0,27,51,52.9,0,0.0,0.0,0,1,0,0,0,Matches
24,Harrison Ashby\b391383a,sct SCO,DF,West Ham,20-089,2001,0.1,7,8,87.5,142,18,2,2,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
25,Pierre-Emerick Aubameyang\d5dd5f1f,ga GAB,FW,Arsenal,32-238,1989,11.5,144,204,70.6,2006,383,93,116,80.2,40,62,64.5,8,14,57.1,1,0.8,+0.2,9,4,10,1,13,Matches
26,Jordan Ayew\da052c14,gh GHA,FW,Crystal Palace,30-153,1991,15.0,393,520,75.6,5991,1181,224,251,89.2,133,169,78.7,26,62,41.9,2,2.1,-0.1,18,18,13,4,32,Matches
27,Luke Ayling\420d7c7d,eng ENG,DF,Leeds United,30-170,1991,13.0,695,862,80.6,14946,6234,239,271,88.2,323,360,89.7,127,212,59.9,2,0.1,+1.9,3,57,5,2,64,Matches
28,César Azpilicueta\53cad200,es ESP,DF,Chelsea,32-167,1989,15.4,903,1102,81.9,15198,6053,433,479,90.4,410,474,86.5,54,115,47.0,2,1.8,+0.2,14,61,16,1,81,Matches
29,Daniel Bachmann\1c0eea98,at AUT,GK,Watford,27-217,1994,11.0,193,328,58.8,7324,4991,20,20,100.0,76,79,96.2,97,229,42.4,0,0.0,0.0,0,9,0,0,0,Matches
30,Leon Bailey\3a233281,jm JAM,FWMF,Aston Villa,24-186,1997,4.7,87,131,66.4,1567,354,39,48,81.3,31,43,72.1,14,33,42.4,2,0.3,+1.7,5,3,6,2,12,Matches
31,Eric Bailly\a1232f4e,ci CIV,DF,Manchester Utd,27-305,1994,2.4,64,80,80.0,1365,459,24,26,92.3,26,30,86.7,14,22,63.6,0,0.0,0.0,0,2,0,0,3,Matches
32,Folarin Balogun\31822f8c,eng ENG,FW,Arsenal,20-223,2001,0.8,4,8,50.0,60,6,2,4,50.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
33,Patrick Bamford\93feac6e,eng ENG,FW,Leeds United,28-159,1993,5.1,71,88,80.7,1121,149,42,46,91.3,21,26,80.8,7,11,63.6,2,0.6,+1.4,4,4,4,1,6,Matches
34,Shandon Baptiste\2886c9b5,gd GRN,MF,Brentford,23-309,1998,9.1,207,252,82.1,3520,706,103,117,88.0,78,92,84.8,19,29,65.5,1,0.4,+0.6,7,21,4,1,16,Matches
35,Ross Barkley\3a24769f,eng ENG,MF,Chelsea,28-068,1993,1.7,90,110,81.8,1500,342,50,55,90.9,26,32,81.3,11,14,78.6,0,0.5,-0.5,7,6,6,0,10,Matches
36,Ashley Barnes\2691c772,eng ENG,FW,Burnley,32-104,1989,4.3,59,90,65.6,902,240,38,51,74.5,16,23,69.6,5,10,50.0,0,0.8,-0.8,7,9,3,0,8,Matches
37,Harvey Barnes\3ea50f67,eng ENG,FWMF,Leicester City,24-064,1997,12.4,270,374,72.2,3760,1021,167,198,84.3,79,114,69.3,11,30,36.7,3,2.1,+0.9,16,13,9,2,33,Matches
38,Lewis Bate\cd4256d3,eng ENG,MF,Leeds United,19-105,2002,0.5,15,19,78.9,181,31,12,15,80.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,1,Matches
39,Mads Bech Sørensen\30db8574,dk DEN,DF,Brentford,23-035,1999,4.2,179,239,74.9,3587,1478,58,68,85.3,94,111,84.7,24,52,46.2,0,0.2,-0.2,3,13,2,2,5,Matches
40,Jan Bednarek\4115ce4e,pl POL,DF,Southampton,25-305,1996,16.7,662,805,82.2,13556,4095,204,224,91.1,368,409,90.0,85,161,52.8,0,0.2,-0.2,3,40,1,1,28,Matches
41,Donny van de Beek\50dc94ce,nl NED,MF,Everton,24-299,1997,0.3,38,40,95.0,656,190,18,18,100.0,15,15,100.0,4,5,80.0,0,0.0,0.0,0,6,0,0,5,Matches
42,Donny van de Beek\50dc94ce,nl NED,MF,Manchester Utd,24-299,1997,0.8,25,32,78.1,385,184,14,18,77.8,8,10,80.0,2,2,100.0,0,0.5,-0.5,3,2,2,0,3,Matches
43,Asmir Begović\7b4de647,ba BIH,GK,Everton,34-236,1987,1.0,12,23,52.2,453,291,0,0,,5,5,100.0,7,18,38.9,0,0.0,0.0,0,0,0,0,0,Matches
44,Saïd Benrahma\5a04fd92,dz ALG,FWMF,West Ham,26-185,1995,16.6,424,562,75.4,6757,1526,246,288,85.4,132,168,78.6,36,68,52.9,4,2.1,+1.9,20,24,23,9,42,Matches
45,Rodrigo Bentancur\3b8674e6,uy URU,MF,Tottenham,24-251,1997,0.3,20,25,80.0,444,87,9,11,81.8,6,7,85.7,5,7,71.4,0,0.0,0.0,0,3,0,0,3,Matches
46,Christian Benteke\ab070c55,be BEL,FW,Crystal Palace,31-070,1990,12.1,196,279,70.3,2992,534,112,147,76.2,57,90,63.3,18,26,69.2,1,1.1,-0.1,10,10,8,0,15,Matches
47,Jóhann Berg Guðmundsson\f72293fc,is ISL,MF,Burnley,31-107,1990,12.2,218,345,63.2,3487,903,134,165,81.2,58,89,65.2,22,63,34.9,1,0.3,+0.7,6,6,12,11,13,Matches
48,Steven Bergwijn\a29b1131,nl NED,FW,Tottenham,24-126,1997,4.7,97,116,83.6,1348,330,61,64,95.3,23,28,82.1,6,10,60.0,1,0.5,+0.5,6,4,7,0,11,Matches
49,Ryan Bertrand\01226327,eng ENG,DF,Leicester City,32-190,1989,3.7,154,191,80.6,2609,1077,75,81,92.6,65,78,83.3,9,18,50.0,0,0.3,-0.3,2,11,1,0,7,Matches
50,Mads Bidstrup\407db0d5,dk DEN,MF,Brentford,20-351,2001,0.5,8,11,72.7,142,17,5,6,83.3,2,4,50.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
51,Yves Bissouma\6c203af0,ml MLI,MF,Brighton,25-165,1996,13.4,623,700,89.0,11532,2250,270,300,90.0,270,292,92.5,76,95,80.0,1,0.6,+0.4,5,45,10,0,37,Matches
52,Jarrod Bowen\79c84d1c,eng ENG,FW,West Ham,25-053,1996,22.6,432,637,67.8,8149,2173,207,253,81.8,134,183,73.2,78,156,50.0,7,4.6,+2.4,32,22,21,4,39,Matches
53,Jarrad Branthwaite\c1949191,eng ENG,DF,Everton,19-229,2002,1.6,38,56,67.9,607,278,20,23,87.0,15,20,75.0,2,10,20.0,0,0.0,0.0,0,1,0,0,3,Matches
54,Armando Broja\97220da2,al ALB,FW,Southampton,20-154,2001,11.7,120,205,58.5,1489,401,75,112,67.0,32,64,50.0,2,7,28.6,0,0.9,-0.9,4,11,0,0,11,Matches
55,Josh Brownhill\47369df8,eng ENG,MF,Burnley,26-054,1995,15.4,395,531,74.4,6854,1639,203,245,82.9,136,174,78.2,47,88,53.4,0,1.0,-1.0,15,36,8,0,44,Matches
56,Bryan\7b5ab7f2,es ESP,FWMF,Tottenham,21-000,2001,1.0,49,64,76.6,763,238,30,36,83.3,14,19,73.7,4,5,80.0,0,0.1,-0.1,2,1,3,2,2,Matches
57,Emi Buendía\66b76d44,ar ARG,FWMF,Aston Villa,25-048,1996,14.4,432,563,76.7,6980,1986,223,269,82.9,152,183,83.1,40,74,54.1,3,2.4,+0.6,25,41,27,3,69,Matches
58,Dan Burn\b2d31e83,eng ENG,DF,Brighton,29-278,1992,11.4,510,625,81.6,11127,2959,127,152,83.6,277,314,88.2,100,145,69.0,0,0.0,0.0,1,42,2,0,36,Matches
59,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,28-338,1993,3.0,69,105,65.7,1566,865,29,29,100.0,26,28,92.9,14,48,29.2,0,0.0,0.0,0,1,0,0,0,Matches
60,Sam Byram\1bf811d4,eng ENG,DFMF,Norwich City,28-148,1993,1.7,53,78,67.9,944,359,24,33,72.7,21,29,72.4,7,13,53.8,0,0.0,0.0,1,4,0,0,8,Matches
61,Willy Caballero\a179d516,ar ARG,GK,Southampton,40-136,1981,2.0,39,59,66.1,1548,1209,4,4,100.0,14,14,100.0,21,41,51.2,0,0.0,0.0,0,0,0,0,0,Matches
62,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,24-332,1997,5.8,60,94,63.8,706,115,40,56,71.4,11,16,68.8,3,7,42.9,0,0.3,-0.3,5,0,1,0,3,Matches
63,João Cancelo\bd6351cd,pt POR,DF,Manchester City,27-260,1994,22.9,1785,2115,84.4,32347,9976,838,909,92.2,728,834,87.3,206,321,64.2,5,3.1,+1.9,24,191,59,7,177,Matches
64,Sergi Canós\1137759d,es ESP,DF,Brentford,25-009,1997,19.0,368,620,59.4,6589,2839,183,236,77.5,134,200,67.0,45,137,32.8,2,1.3,+0.7,12,34,20,7,64,Matches
65,Todd Cantwell\f63d8a4b,eng ENG,FWMF,Norwich City,23-349,1998,4.9,127,154,82.5,2078,457,61,70,87.1,50,60,83.3,11,16,68.8,0,0.2,-0.2,2,9,2,0,10,Matches
66,Matty Cash\2389cdc2,pl POL,DF,Aston Villa,24-188,1997,21.8,631,911,69.3,12198,5023,266,305,87.2,262,336,78.0,90,236,38.1,1,1.3,-0.3,14,43,18,8,60,Matches
67,Timothy Castagne\197640fd,be BEL,DF,Leicester City,26-068,1995,14.1,562,707,79.5,9421,3517,290,337,86.1,214,265,80.8,49,81,60.5,0,0.4,-0.4,6,28,7,1,39,Matches
68,Craig Cathcart\89e4b358,nir NIR,DF,Watford,33-005,1989,18.3,483,616,78.4,11205,3323,129,148,87.2,241,283,85.2,111,174,63.8,1,0.0,+1.0,1,34,5,1,30,Matches
69,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,34-362,1987,6.7,137,173,79.2,2008,235,92,104,88.5,32,47,68.1,8,14,57.1,1,1.1,-0.1,4,3,1,0,5,Matches
70,Trevoh Chalobah\5515376c,eng ENG,DF,Chelsea,22-221,1999,10.1,606,672,90.2,11305,3422,242,260,93.1,294,315,93.3,67,90,74.4,0,0.0,0.0,0,65,3,0,33,Matches
71,Calum Chambers\dc6f5bdd,eng ENG,DF,Aston Villa,27-022,1995,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
72,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,27-022,1995,1.9,81,98,82.7,1499,490,35,38,92.1,36,42,85.7,10,17,58.8,0,0.1,-0.1,1,5,1,1,9,Matches
73,Ben Chilwell\d2424d1b,eng ENG,DF,Chelsea,25-052,1996,6.0,265,343,77.3,4206,1154,134,146,91.8,109,131,83.2,16,47,34.0,1,0.9,+0.1,10,7,6,1,13,Matches
74,Chiquinho\dc6c2f02,pt POR,MF,Wolves,22-006,2000,0.3,7,12,58.3,105,58,5,7,71.4,1,3,33.3,1,1,100.0,0,0.1,-0.1,1,0,1,1,2,Matches
75,Hamza Choudhury\7d2d3329,eng ENG,MFDF,Leicester City,24-133,1997,2.5,97,117,82.9,1764,390,45,52,86.5,36,41,87.8,14,19,73.7,0,0.0,0.0,0,2,0,0,3,Matches
76,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,25-307,1996,11.1,716,790,90.6,14686,4293,236,254,92.9,347,375,92.5,123,146,84.2,0,0.1,-0.1,3,62,5,0,47,Matches
77,Carney Chukwuemeka\b2f9c73e,eng ENG,MFFW,Aston Villa,18-035,2004,2.1,54,70,77.1,849,99,26,33,78.8,24,27,88.9,3,3,100.0,1,1.0,0.0,2,1,0,0,1,Matches
78,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,32-138,1989,11.3,274,346,79.2,5294,1580,89,102,87.3,148,168,88.1,32,66,48.5,1,0.3,+0.7,4,12,1,1,15,Matches
79,Tom Cleverley\6cdd8245,eng ENG,MF,Watford,32-183,1989,9.9,272,376,72.3,4817,1611,126,149,84.6,99,124,79.8,37,85,43.5,2,1.4,+0.6,15,25,9,4,26,Matches
80,Nathaniel Clyne\0442183b,eng ENG,DF,Crystal Palace,30-312,1991,1.0,29,43,67.4,456,256,16,17,94.1,12,18,66.7,1,7,14.3,0,0.0,0.0,0,1,0,0,0,Matches
81,Conor Coady\2928dca2,eng ENG,DF,Wolves,28-351,1993,21.8,776,879,88.3,20009,5988,109,116,94.0,443,468,94.7,221,283,78.1,0,0.0,0.0,0,30,2,0,21,Matches
82,Séamus Coleman\0420d84f,ie IRL,DF,Everton,33-123,1988,15.6,561,756,74.2,9941,4862,262,300,87.3,224,302,74.2,66,132,50.0,0,0.9,-0.9,8,64,17,8,57,Matches
83,Nathan Collins\a8c19eb8,ie IRL,DF,Burnley,20-287,2001,5.0,117,162,72.2,2521,933,38,44,86.4,51,63,81.0,25,48,52.1,0,0.4,-0.4,3,9,1,0,8,Matches
84,Aaron Connolly\27c01749,ie IRL,FW,Brighton,22-014,2000,1.7,15,18,83.3,212,10,9,11,81.8,6,7,85.7,0,0,,0,0.4,-0.4,1,0,0,0,0,Matches
85,Liam Cooper\dc64b8b3,sct SCO,DF,Leeds United,30-165,1991,14.2,741,846,87.6,16359,4874,188,204,92.2,425,446,95.3,124,186,66.7,1,0.0,+1.0,2,32,0,0,34,Matches
86,Jack Cork\74e12f1e,eng ENG,MF,Burnley,32-231,1989,7.1,132,187,70.6,2098,488,77,103,74.8,36,50,72.0,14,23,60.9,0,0.0,0.0,1,11,1,0,9,Matches
87,Maxwel Cornet\beb391dd,ci CIV,FWMF,Burnley,25-137,1996,8.5,118,186,63.4,1657,382,72,102,70.6,32,45,71.1,7,23,30.4,0,0.6,-0.6,6,4,6,2,12,Matches
88,Hélder Costa\f13d02a6,ao ANG,MF,Leeds United,28-030,1994,0.2,4,4,100.0,65,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
89,Vladimír Coufal\fdf3cb77,cz CZE,DF,West Ham,29-173,1992,17.9,713,1048,68.0,12316,6090,323,388,83.2,318,432,73.6,60,178,33.7,3,2.1,+0.9,15,47,24,12,78,Matches
90,Philippe Coutinho\0ef89a37,br BRA,FW,Aston Villa,29-244,1992,1.9,38,55,69.1,572,193,22,28,78.6,11,14,78.6,3,5,60.0,2,0.8,+1.2,3,4,2,1,4,Matches
91,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,32-058,1989,16.7,919,1160,79.2,16847,7285,396,427,92.7,405,464,87.3,105,225,46.7,2,2.1,-0.1,25,70,18,6,102,Matches
92,Charlie Cresswell\4654e5f5,eng ENG,DF,Leeds United,19-066,2002,1.1,53,70,75.7,1178,374,13,14,92.9,29,31,93.5,11,25,44.0,0,0.0,0.0,0,3,0,0,4,Matches
93,Cucho\71b47ab9,co COL,MFFW,Watford,22-297,1999,7.8,166,261,63.6,3040,1222,75,102,73.5,59,85,69.4,25,53,47.2,1,1.3,-0.3,16,11,11,6,22,Matches
94,Marc Cucurella\1daec722,es ESP,DF,Brighton,23-204,1998,18.3,1005,1223,82.2,16516,5882,534,582,91.8,365,427,85.5,86,152,56.6,1,1.9,-0.9,27,64,27,12,93,Matches
95,Luke Cundle\cc3b8e78,eng ENG,MF,Wolves,19-291,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
96,Patson Daka\ca45605e,zm ZAM,FWMF,Leicester City,23-125,1998,5.7,73,96,76.0,1039,263,44,55,80.0,24,31,77.4,2,3,66.7,3,1.4,+1.6,4,3,4,0,12,Matches
97,Stuart Dallas\67ca8566,nir NIR,DFMF,Leeds United,30-298,1991,21.9,868,1091,79.6,15960,5418,407,450,90.4,342,396,86.4,104,200,52.0,1,1.9,-0.9,26,79,18,6,78,Matches
98,Diogo Dalot\d9565625,pt POR,DF,Manchester Utd,22-330,1999,9.1,410,525,78.1,8270,3055,163,192,84.9,181,216,83.8,64,105,61.0,0,0.4,-0.4,9,29,15,5,44,Matches
99,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,31-126,1990,8.0,152,253,60.1,6707,4585,15,15,100.0,41,42,97.6,96,195,49.2,0,0.0,0.0,0,10,0,0,0,Matches
100,Josh Dasilva\60344e4f,eng ENG,MFFW,Brentford,23-111,1998,0.3,8,10,80.0,186,60,3,3,100.0,3,4,75.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,Matches
101,Ben Davies\44781702,wls WAL,DF,Tottenham,28-293,1993,11.3,484,596,81.2,8970,3252,181,202,89.6,257,298,86.2,41,76,53.9,1,0.5,+0.5,5,43,9,1,52,Matches
102,Tom Davies\9228b07c,eng ENG,MF,Everton,23-226,1998,1.8,46,59,78.0,730,174,21,22,95.5,19,23,82.6,3,6,50.0,0,0.0,0.0,0,2,1,0,7,Matches
103,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,23-363,1998,0.1,3,3,100.0,49,30,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
104,Craig Dawson\3e9e06cb,eng ENG,DF,West Ham,31-281,1990,17.9,595,729,81.6,13929,4498,157,173,90.8,285,324,88.0,147,217,67.7,1,0.5,+0.5,3,56,1,0,33,Matches
105,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,30-228,1991,13.2,648,852,76.1,12077,3184,289,333,86.8,272,342,79.5,80,148,54.1,2,4.6,-2.6,45,65,35,4,86,Matches
106,Troy Deeney\82e34b69,eng ENG,FW,Watford,33-227,1988,0.3,3,6,50.0,38,16,2,4,50.0,1,1,100.0,0,0,,0,0.1,-0.1,1,1,0,0,1,Matches
107,Fabian Delph\111c3236,eng ENG,MF,Everton,32-082,1989,2.8,106,125,84.8,2250,584,50,54,92.6,33,39,84.6,23,29,79.3,0,0.0,0.0,1,12,1,0,13,Matches
108,Leander Dendoncker\5a7301ae,be BEL,MF,Wolves,26-302,1995,10.8,349,399,87.5,6245,1322,161,182,88.5,139,153,90.8,42,49,85.7,1,0.8,+0.2,6,18,2,0,22,Matches
109,Emmanuel Dennis\2c44a35d,ng NGA,FWMF,Watford,24-088,1997,17.3,251,381,65.9,3474,1037,162,208,77.9,62,100,62.0,15,31,48.4,5,2.2,+2.8,21,14,14,4,31,Matches
110,Kiernan Dewsbury Hall\5c74c0f5,eng ENG,MF,Leicester City,23-158,1998,7.8,330,421,78.4,5179,1285,181,202,89.6,114,148,77.0,26,51,51.0,2,1.0,+1.0,11,24,7,2,26,Matches
111,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,22-340,1999,8.2,277,335,82.7,4889,1103,133,161,82.6,116,128,90.6,22,32,68.8,2,0.9,+1.1,12,33,1,0,23,Matches
112,Raphael Dias Belloli\3423f250,br BRA,MFFW,Leeds United,25-059,1996,19.0,479,747,64.1,8827,3807,216,263,82.1,170,238,71.4,69,186,37.1,2,4.4,-2.4,42,57,28,7,103,Matches
113,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,24-273,1997,20.7,1588,1687,94.1,33749,8969,456,478,95.4,871,900,96.8,258,297,86.9,2,1.4,+0.6,10,132,2,0,79,Matches
114,Luis Díaz\4a1a9578,co COL,FW,Liverpool,25-029,1997,1.0,40,46,87.0,614,80,24,25,96.0,11,16,68.8,3,3,100.0,0,0.0,0.0,0,2,4,0,6,Matches
115,Eric Dier\ac861941,eng ENG,DF,Tottenham,28-027,1994,18.1,933,1062,87.9,20899,7533,243,257,94.6,520,553,94.0,166,240,69.2,0,1.3,-1.3,6,65,6,0,64,Matches
116,Lucas Digne\1b84dbe1,fr FRA,DF,Aston Villa,28-206,1993,3.0,114,160,71.3,1886,893,65,69,94.2,34,55,61.8,13,25,52.0,1,0.4,+0.6,5,5,1,1,13,Matches
117,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,28-206,1993,13.0,487,678,71.8,8548,4277,219,262,83.6,211,268,78.7,42,104,40.4,0,1.7,-1.7,20,29,12,4,49,Matches
118,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,30-218,1991,21.0,1366,1503,90.9,31169,10029,349,375,93.1,741,770,96.2,267,345,77.4,1,0.3,+0.7,4,103,3,0,71,Matches
119,Issa Diop\a712ca2b,fr FRA,DF,West Ham,25-033,1997,8.0,262,308,85.1,5301,1794,82,88,93.2,145,159,91.2,34,60,56.7,0,0.0,0.0,0,11,0,0,11,Matches
120,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,23-241,1998,4.8,100,136,73.5,1566,656,59,69,85.5,29,41,70.7,10,17,58.8,0,0.2,-0.2,6,9,8,2,20,Matches
121,Lewis Dobbin\e814e1cf,eng ENG,FWMF,Everton,19-039,2003,0.4,4,7,57.1,106,24,2,3,66.7,0,1,0.0,2,3,66.7,0,0.0,0.0,0,1,0,0,1,Matches
122,Matt Doherty\d557d734,ie IRL,DFMF,Tottenham,30-026,1992,2.6,112,143,78.3,1878,410,55,64,85.9,47,56,83.9,8,17,47.1,1,0.3,+0.7,6,3,5,1,12,Matches
123,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,24-054,1997,18.4,900,1011,89.0,18936,4985,261,276,94.6,498,521,95.6,132,196,67.3,0,0.7,-0.7,4,45,1,0,32,Matches
124,Abdoulaye Doucouré\02b29014,fr FRA,MF,Everton,29-041,1993,15.7,487,622,78.3,8364,1911,234,280,83.6,191,229,83.4,45,69,65.2,4,1.2,+2.8,10,48,13,1,58,Matches
125,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,24-124,1997,3.8,73,116,62.9,1218,276,44,56,78.6,19,29,65.5,8,24,33.3,0,0.6,-0.6,6,5,5,3,5,Matches
126,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,20-065,2001,1.4,60,77,77.9,924,399,39,44,88.6,18,23,78.3,3,4,75.0,0,0.0,0.0,1,3,2,1,6,Matches
127,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,33-027,1989,10.0,214,341,62.8,8334,5841,22,22,100.0,74,77,96.1,115,239,48.1,0,0.0,0.0,0,6,0,0,0,Matches
128,Shane Duffy\7314bba4,ie IRL,DF,Brighton,30-041,1992,12.9,692,777,89.1,15884,4542,141,150,94.0,414,444,93.2,135,176,76.7,0,0.1,-0.1,2,30,2,0,18,Matches
129,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,30-138,1991,1.7,45,60,75.0,782,371,19,22,86.4,24,29,82.8,2,8,25.0,0,0.0,0.0,0,5,0,0,2,Matches
130,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,30-082,1991,14.0,915,1003,91.2,20835,5744,208,222,93.7,525,549,95.6,175,222,78.8,0,0.2,-0.2,1,41,2,1,25,Matches
131,Ederson\3bb7b8b4,br BRA,GK,Manchester City,28-178,1993,23.0,598,669,89.4,15544,8765,118,118,100.0,302,302,100.0,176,246,71.5,0,0.1,-0.1,1,6,1,0,1,Matches
132,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,24-026,1998,13.0,234,326,71.8,3325,699,150,187,80.2,70,101,69.3,10,16,62.5,3,1.7,+1.3,13,18,9,1,27,Matches
133,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19-290,2002,2.8,79,97,81.4,1109,181,47,51,92.2,25,30,83.3,4,9,44.4,0,0.1,-0.1,2,3,1,1,3,Matches
134,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18-313,2003,3.1,176,208,84.6,2984,803,90,101,89.1,70,80,87.5,16,21,76.2,0,0.3,-0.3,5,20,7,1,29,Matches
135,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29-215,1992,2.0,107,116,92.2,1987,399,46,49,93.9,40,43,93.0,18,18,100.0,1,0.2,+0.8,4,16,1,0,2,Matches
136,Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,27-191,1994,11.6,227,322,70.5,3443,826,134,167,80.2,77,110,70.0,12,30,40.0,0,1.1,-1.1,13,26,10,1,27,Matches
137,Emerson\df8b52a5,br BRA,DF,Tottenham,23-028,1999,14.8,688,867,79.4,10751,3380,386,428,90.2,247,313,78.9,41,83,49.4,1,1.5,-0.5,16,21,16,7,49,Matches
138,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,26-094,1995,4.1,132,147,89.8,3111,694,31,34,91.2,73,79,92.4,28,33,84.8,0,0.1,-0.1,2,11,3,1,11,Matches
139,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,34-039,1988,8.4,401,492,81.5,9063,3250,84,102,82.4,248,270,91.9,67,117,57.3,1,0.5,+0.5,2,22,1,0,20,Matches
140,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23-227,1998,1.5,50,67,74.6,774,144,31,34,91.2,15,21,71.4,3,8,37.5,0,0.1,-0.1,1,2,1,0,3,Matches
141,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,36-299,1985,23.0,375,597,62.8,14457,9444,30,30,100.0,129,130,99.2,216,435,49.7,0,0.0,0.0,1,6,0,0,0,Matches
142,Fabinho\7f3b388c,br BRA,MF,Liverpool,28-111,1993,15.9,819,925,88.5,15072,3471,323,355,91.0,392,422,92.9,87,115,75.7,1,0.7,+0.3,11,94,9,1,67,Matches
143,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,31-009,1991,12.5,439,623,70.5,7294,3757,231,260,88.8,173,247,70.0,29,93,31.2,3,1.1,+1.9,10,26,9,3,41,Matches
144,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,21-128,2000,0.1,3,5,60.0,23,20,1,1,100.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
145,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,27-156,1994,20.6,873,1189,73.4,17069,4980,394,454,86.8,323,411,78.6,143,274,52.2,5,6.5,-1.5,64,101,52,9,125,Matches
146,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23-304,1998,12.0,322,500,64.4,9411,5299,64,66,97.0,147,150,98.0,110,283,38.9,0,0.0,0.0,0,10,0,0,1,Matches
147,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,32-355,1989,5.8,183,214,85.5,4199,1503,41,46,89.1,109,114,95.6,33,53,62.3,0,0.3,-0.3,1,12,0,0,8,Matches
148,Fernandinho\101da2b5,br BRA,MF,Manchester City,36-283,1985,5.8,375,419,89.5,6790,1559,157,172,91.3,177,189,93.7,36,50,72.0,1,0.8,+0.2,8,42,12,1,30,Matches
149,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,30-132,1991,7.4,252,322,78.3,3837,797,140,157,89.2,85,111,76.6,17,23,73.9,3,2.0,+1.0,13,16,7,0,19,Matches
150,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,25-173,1996,10.3,447,534,83.7,7528,2750,209,239,87.4,202,230,87.8,29,51,56.9,0,0.6,-0.6,10,30,9,2,42,Matches
