,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
413,Dennis Praet\86695068,be BEL,MFFW,Torino,27-273,1994,11.8,414,401,13,3,1,74,10,33,5,2,1,0,281,48,85,39,345,21,4,0,306,3,6,14,15,Matches
414,Mateusz Praszelik\ec6773f5,pl POL,MF,Hellas Verona,21-138,2000,0.1,5,5,0,0,0,1,0,0,0,0,0,0,4,1,0,0,5,0,0,0,5,0,0,0,0,Matches
415,Ivan Provedel\277da414,it ITA,GK,Spezia,27-331,1994,17.0,685,498,187,65,0,32,33,0,0,0,0,0,272,28,385,42,541,0,0,73,445,7,20,12,0,Matches
416,Erick Pulgar\4611e028,cl CHI,MF,Fiorentina,28-027,1994,3.8,236,209,27,27,0,37,4,1,0,0,0,0,178,25,33,18,201,10,0,1,209,1,4,5,4,Matches
417,Ignacio Pussetto\62437b4f,ar ARG,FWMF,Udinese,26-052,1995,9.3,213,192,21,2,1,53,5,15,0,0,0,0,133,46,34,14,165,6,6,1,155,2,3,6,6,Matches
418,Niklas Pyyhtiä\88f53b75,fi FIN,MF,Bologna,18-139,2003,0.2,22,21,1,1,0,2,0,0,0,0,0,0,14,3,5,18,3,1,0,0,18,0,0,0,0,Matches
419,Fabio Quagliarella\ee4f2f3b,it ITA,FW,Sampdoria,39-011,1983,12.7,318,290,28,0,0,89,19,10,0,0,0,0,171,70,77,65,213,21,1,5,209,2,7,16,26,Matches
420,Adrien Rabiot\8794e251,fr FRA,MF,Juventus,26-314,1995,13.0,563,549,14,10,0,103,4,9,0,0,0,0,420,74,69,352,142,37,4,3,463,0,8,12,17,Matches
421,Ivan Radovanović\023937a9,rs SRB,MF,Salernitana,33-166,1988,1.0,66,63,3,3,0,20,1,0,0,0,0,0,46,5,15,6,54,2,0,0,52,0,1,1,1,Matches
422,Ștefan Radu\53de807a,ro ROU,DF,Lazio,35-112,1986,3.5,177,163,14,2,0,21,0,2,0,0,0,0,124,22,31,126,25,8,12,0,146,0,4,7,3,Matches
423,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,25-261,1996,3.0,103,66,37,9,0,11,2,0,0,0,0,0,30,6,67,3,77,0,0,11,58,0,2,0,1,Matches
424,Aaron Ramsey\ef619b0b,wls WAL,MF,Juventus,31-047,1990,1.1,67,63,4,3,0,9,2,0,0,0,0,0,52,7,8,29,34,4,0,0,60,0,0,2,0,Matches
425,Luca Ranieri\8c63fae5,it ITA,DF,Salernitana,22-294,1999,17.0,706,565,141,14,0,64,7,39,1,0,1,0,342,131,233,491,51,29,126,1,498,2,9,36,26,Matches
426,Andrea Ranocchia\539230cf,it ITA,DF,Inter,33-360,1988,2.3,113,106,7,6,0,16,1,1,0,0,0,0,91,13,9,16,89,4,0,0,111,0,0,0,0,Matches
427,Giacomo Raspadori\6e058f06,it ITA,FWMF,Sassuolo,21-358,2000,18.9,654,599,55,13,1,145,28,17,33,14,9,4,474,91,89,187,438,11,5,8,499,4,6,32,24,Matches
428,Ante Rebić\536cebe5,hr CRO,FW,Milan,28-143,1993,6.1,178,173,5,0,0,32,6,19,0,0,0,0,114,29,35,43,119,8,2,3,114,0,2,13,9,Matches
429,Arkadiusz Reca\6213fd82,pl POL,DF,Spezia,26-239,1995,10.1,435,342,93,3,0,61,6,19,0,0,0,0,224,117,94,224,91,19,90,2,319,3,9,23,15,Matches
430,Pepe Reina\e358587b,es ESP,GK,Lazio,39-164,1982,15.0,525,397,128,28,0,40,13,0,0,0,0,0,320,37,168,67,372,1,1,70,428,0,7,10,0,Matches
431,Panagiotis Retsos\4bd00a50,gr GRE,DF,Hellas Verona,23-186,1998,0.2,14,13,1,1,0,1,1,0,0,0,0,0,11,1,2,0,13,1,0,0,10,0,0,0,0,Matches
432,Bryan Reynolds\2306bf5c,us USA,DF,Roma,20-228,2001,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,0,0,Matches
433,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,38-310,1983,11.7,461,414,47,11,3,89,12,15,19,7,5,4,350,58,53,65,366,11,8,7,355,2,7,17,28,Matches
434,Samuele Ricci\9823be92,it ITA,MF,Empoli,20-174,2001,17.0,922,883,39,37,0,136,19,2,1,1,0,0,748,55,119,89,807,18,1,1,819,2,8,19,12,Matches
435,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,34-029,1988,1.8,93,89,4,3,0,15,7,2,0,0,0,0,64,12,17,14,69,4,1,1,78,1,1,0,1,Matches
436,Tomás Rincón\f1cfc209,ve VEN,MF,Sampdoria,34-029,1988,3.3,156,152,4,3,0,24,2,1,0,0,0,0,105,14,37,15,129,8,1,0,125,1,3,8,1,Matches
437,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,29-170,1992,15.4,808,755,53,19,0,100,49,7,29,16,12,0,595,55,158,569,187,28,5,3,693,6,15,8,11,Matches
438,Rogério\10e7f486,br BRA,DF,Sassuolo,24-029,1998,16.2,988,843,145,24,0,117,40,47,20,0,19,0,657,173,158,780,74,22,101,4,816,4,10,20,28,Matches
439,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,27-030,1995,12.5,775,737,38,26,0,60,11,1,0,0,0,0,594,71,110,624,91,30,2,4,686,1,6,10,10,Matches
440,Simone Romagnoli\09899de8,it ITA,DF,Empoli,32-002,1990,8.8,435,404,31,24,0,59,3,2,0,0,0,0,276,53,106,64,329,23,1,0,352,3,8,10,2,Matches
441,Luka Romero\ca6edaa0,ar ARG,FW,Lazio,17-085,2004,0.2,12,12,0,0,0,1,0,1,0,0,0,0,11,0,1,11,1,0,0,0,12,0,0,0,0,Matches
442,Sergio Romero\1e26e376,ar ARG,GK,Venezia,34-354,1987,13.0,489,332,157,34,0,28,9,0,0,0,0,0,255,28,206,86,297,0,0,83,361,1,10,12,1,Matches
443,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,37-006,1985,0.3,12,11,1,0,0,0,0,0,0,0,0,0,9,2,1,1,10,0,0,1,9,0,0,1,0,Matches
444,Marten de Roon\2a1beb34,nl NED,MFDF,Atalanta,30-319,1991,15.3,881,844,37,29,0,83,35,0,1,1,0,0,649,85,147,145,648,58,7,1,757,1,11,14,11,Matches
445,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,30-290,1991,0.4,16,11,5,1,0,0,1,0,0,0,0,0,9,0,7,1,15,0,0,0,11,0,1,0,0,Matches
446,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,20-069,2001,14.6,850,718,132,62,1,147,68,23,61,21,30,0,588,61,201,62,761,11,9,3,699,1,14,16,7,Matches
447,Amir Rrahmani\4b3e1a38,xk KVX,DF,Napoli,27-352,1994,20.5,1306,1245,61,32,0,113,44,2,0,0,0,0,1059,96,151,120,1097,50,3,4,1210,3,15,9,3,Matches
448,Ruan\a378a02a,br BRA,DF,Sassuolo,22-249,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,3,0,0,0,0,Matches
449,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,27-197,1994,5.2,308,298,10,8,0,11,6,0,0,0,0,0,260,19,29,48,245,12,0,0,282,0,0,6,1,Matches
450,Matteo Ruggeri\ae9898c5,it ITA,DF,Salernitana,19-215,2002,2.8,84,70,14,0,0,9,2,10,0,0,0,0,28,18,38,54,7,7,14,0,42,0,3,6,3,Matches
451,Mário Rui\0b5a292a,pt POR,DF,Napoli,30-260,1991,20.6,1636,1420,216,53,1,143,57,28,6,1,3,0,1068,286,282,1259,166,46,157,4,1408,4,10,43,34,Matches
452,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,25-314,1996,17.0,1445,1418,27,24,3,205,65,12,1,0,0,0,1131,147,167,1258,151,21,1,4,1310,5,7,40,19,Matches
453,Alessandro Russo\7152082d,it ITA,MF,Salernitana,18-158,2003,0.3,6,6,0,0,0,0,0,1,0,0,0,0,4,1,1,0,5,0,0,1,4,0,1,0,0,Matches
454,Stefano Sabelli\0ccac09c,it ITA,DF,Genoa,29-029,1993,3.9,151,120,31,1,0,21,2,5,0,0,0,0,71,41,39,11,101,4,30,2,96,0,6,10,9,Matches
455,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,22-229,1999,15.5,668,653,15,2,1,113,4,29,3,0,0,0,537,76,55,129,514,8,9,3,541,1,5,24,23,Matches
456,Jacopo Sala\da5a981b,it ITA,MF,Spezia,30-068,1991,8.1,437,414,23,20,0,57,12,7,0,0,0,0,325,49,63,46,360,25,2,0,372,2,7,11,4,Matches
457,Eddie Salcedo\0489bb30,it ITA,MFFW,Spezia,20-133,2001,4.5,136,129,7,1,0,31,3,3,5,2,3,0,93,21,22,15,98,11,1,2,95,1,1,9,7,Matches
458,Lazar Samardzic\217c93a1,de GER,MFFW,Udinese,19-352,2002,1.8,100,81,19,7,0,20,8,3,10,5,5,0,58,10,32,82,9,3,2,1,73,0,1,5,0,Matches
459,Luigi Samele\548fea2f,it ITA,FW,Sassuolo,19-308,2002,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
460,Antonio Sanabria\0a447501,py PAR,FW,Torino,25-344,1996,16.8,409,392,17,1,2,151,15,2,0,0,0,0,243,99,67,70,251,31,0,16,309,1,5,9,17,Matches
461,Alexis Sánchez\2c0f8e9e,cl CHI,FW,Inter,33-054,1988,6.3,282,268,14,6,3,49,17,9,5,1,3,1,171,51,60,14,255,4,0,2,221,1,4,12,7,Matches
462,Alex Sandro\0d82903c,br BRA,DF,Juventus,31-016,1991,13.9,833,723,110,19,0,94,21,34,0,0,0,0,532,160,141,616,76,29,91,6,702,3,8,21,21,Matches
463,Nicola Sansone\7eb97a8e,it ITA,FWMF,Bologna,30-154,1991,7.3,254,216,38,14,0,45,17,17,17,13,2,0,164,30,60,35,204,6,5,1,178,0,5,13,11,Matches
464,Federico Santander\df85d472,py PAR,FWDF,Bologna,30-252,1991,0.7,34,32,2,0,0,12,0,1,0,0,0,0,16,7,11,3,21,3,0,0,23,0,0,1,3,Matches
465,Samir Santos\92b4758e,br BRA,DF,Udinese,27-068,1994,16.8,689,624,65,28,1,74,9,12,0,0,0,0,456,59,174,496,110,21,34,3,554,1,12,23,15,Matches
466,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,30-052,1991,8.6,345,341,4,1,0,73,18,10,1,0,0,0,254,45,46,93,242,3,2,2,273,2,8,17,15,Matches
467,Martin Satriano\86383d0e,it ITA,FWMF,Inter,20-356,2001,0.4,10,10,0,0,0,2,0,0,0,0,0,0,4,1,5,0,5,3,0,0,6,0,0,0,0,Matches
468,Giorgio Scalvini\1e9aa637,it ITA,DFMF,Atalanta,18-062,2003,1.7,84,81,3,2,0,7,2,0,0,0,0,0,56,12,16,10,57,11,1,0,71,0,0,1,2,Matches
469,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,23-041,1999,13.5,303,265,38,0,0,97,5,2,0,0,0,0,178,71,54,25,216,25,0,5,217,0,4,12,12,Matches
470,Andrea Schiavone\4b55eb4d,it ITA,MF,Salernitana,28-353,1993,6.3,244,208,36,15,0,21,17,6,19,3,12,3,165,23,56,21,207,11,1,0,203,1,3,4,5,Matches
471,David Schnegg\1c341b14,at AUT,DF,Venezia,23-135,1998,1.6,85,67,18,0,0,9,1,4,0,0,0,0,38,16,31,51,11,4,18,0,61,0,6,2,0,Matches
472,Jerdy Schouten\2cfae697,nl NED,MF,Bologna,25-030,1997,2.3,123,120,3,3,0,18,2,0,0,0,0,0,86,10,27,10,97,11,0,0,104,0,3,2,3,Matches
473,Stefano Sensi\b70bde8f,it ITA,MF,Inter,26-190,1995,1.9,124,122,2,1,0,12,4,4,1,0,0,0,102,7,15,24,96,3,0,0,106,1,2,4,1,Matches
474,Stefano Sensi\b70bde8f,it ITA,MFFW,Sampdoria,26-190,1995,1.0,32,32,0,0,0,9,0,0,0,0,0,0,22,6,4,9,23,0,0,0,25,0,2,1,0,Matches
475,Luigi Sepe\343f753a,it ITA,GK,Salernitana,30-279,1991,1.0,32,17,15,6,0,2,0,0,0,0,0,0,14,0,18,20,10,0,0,2,20,0,1,0,0,Matches
476,Laurens Serpe\79d60e74,it ITA,DF,Genoa,21-004,2001,0.5,32,30,2,2,0,2,2,0,0,0,0,0,27,2,3,4,28,0,0,0,27,0,0,1,2,Matches
477,Stephan El Shaarawy\d3aaad90,it ITA,DFFW,Roma,29-107,1992,7.8,371,346,25,2,0,61,8,20,0,0,0,0,240,74,57,22,311,11,22,0,310,1,2,11,6,Matches
478,Aimar Sher\ef301f96,se SWE,MF,Spezia,19-053,2002,0.5,19,19,0,0,0,5,0,0,0,0,0,0,12,3,4,2,15,0,0,0,18,0,0,0,1,Matches
479,Eldor Shomurodov\57469b2d,uz UZB,FW,Roma,26-227,1995,6.2,163,160,3,0,1,44,2,10,0,0,0,0,108,29,26,24,110,10,2,0,109,2,3,7,10,Matches
480,Alassane Sidibe\f944979d,ci CIV,FW,Atalanta,19-247,2002,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,2,0,0,0,0,Matches
481,Arnór Sigurðsson\f209b81e,is ISL,MFFW,Venezia,22-272,1999,1.9,46,43,3,0,0,4,0,3,1,0,1,0,33,7,6,2,42,2,0,0,35,1,1,2,1,Matches
482,Adrien Silva\d6f88a1d,pt POR,MF,Sampdoria,32-333,1989,12.0,605,577,28,26,0,96,24,4,0,0,0,0,428,66,111,104,454,30,2,2,514,2,6,21,8,Matches
483,Marco Silvestri\0d422df7,it ITA,GK,Udinese,30-346,1991,21.0,593,376,217,59,0,30,10,0,0,0,0,0,264,13,316,43,472,1,0,52,404,5,5,8,1,Matches
484,Giovanni Simeone\343c0d52,ar ARG,FW,Cagliari,26-221,1995,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,2,0,0,0,1,Matches
485,Giovanni Simeone\343c0d52,ar ARG,FW,Hellas Verona,26-221,1995,16.6,398,365,33,0,1,114,7,16,0,0,0,0,273,76,49,45,293,25,0,14,276,1,3,26,30,Matches
486,Wilfried Singo\8b609c34,ci CIV,DF,Torino,21-048,2000,18.8,917,741,176,1,0,91,13,46,0,0,0,0,515,227,175,72,614,30,175,1,703,5,11,34,40,Matches
487,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,35-030,1987,24.0,851,614,237,75,0,71,23,0,0,0,0,0,357,39,455,47,673,0,0,74,591,2,13,11,2,Matches
488,Leo Skiri Østigård\b35a7399,no NOR,DF,Genoa,22-075,1999,2.3,104,102,2,2,0,14,0,2,0,0,0,0,66,9,29,10,79,11,0,0,83,0,0,5,0,Matches
489,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,30-282,1991,23.0,775,537,238,83,0,40,34,0,0,0,0,0,394,31,350,69,566,1,0,110,574,3,25,2,3,Matches
490,Andreas Skov Olsen\c50cee19,dk DEN,DFFW,Bologna,22-044,1999,8.3,393,330,63,5,0,48,11,30,16,6,1,0,237,84,72,241,83,23,42,2,302,1,8,10,11,Matches
491,Milan Škriniar\30f5ffa9,sk SVK,DF,Inter,27-000,1995,21.0,1252,1207,45,27,1,103,38,1,0,0,0,0,1052,86,114,137,1020,54,15,6,1165,1,9,18,8,Matches
492,Chris Smalling\b6964eb6,eng ENG,DF,Roma,32-081,1989,11.2,424,409,15,12,0,36,8,0,0,0,0,0,316,43,65,55,305,38,3,0,373,0,7,4,3,Matches
493,Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,19-355,2002,5.2,151,130,21,4,0,29,2,7,1,0,0,0,92,32,27,8,116,5,16,0,110,1,6,4,11,Matches
494,Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,31-003,1991,19.3,821,806,15,8,2,176,10,24,0,0,0,0,603,111,107,167,582,40,6,9,663,4,12,30,22,Matches
495,Riccardo Sottil\94816803,it ITA,FW,Fiorentina,22-253,1999,8.8,257,254,3,1,0,39,15,22,0,0,0,0,193,33,31,49,190,9,1,2,205,1,5,7,12,Matches
496,Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,18-302,2003,0.1,7,7,0,0,0,2,0,0,0,0,0,0,6,0,1,7,0,0,0,0,7,0,0,0,0,Matches
497,Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,29-238,1992,13.3,627,591,36,28,0,72,6,2,0,0,0,0,498,62,67,40,515,36,8,4,569,1,4,5,6,Matches
498,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,29-277,1992,2.0,41,31,10,4,0,2,0,0,0,0,0,0,24,3,14,1,31,0,0,8,33,0,0,1,0,Matches
499,Luca Stanga\2967bcd0,it ITA,DF,Milan,20-019,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,Matches
500,Petar Stojanović\13b44b02,si SVN,DF,Empoli,26-127,1995,19.4,1134,903,231,30,2,136,19,37,3,0,0,0,677,268,189,94,799,34,198,0,900,3,24,34,40,Matches
501,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,26-329,1995,9.0,295,232,63,11,0,44,8,0,0,0,0,0,182,14,99,16,236,0,0,39,243,0,3,2,1,Matches
502,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,31-201,1990,10.4,511,461,50,45,0,52,21,6,0,0,0,0,332,61,118,66,396,24,4,1,432,0,11,5,8,Matches
503,Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,20-313,2001,5.3,128,127,1,0,0,28,2,5,0,0,0,0,86,20,22,91,19,11,1,0,96,0,2,7,4,Matches
504,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,31-363,1990,7.1,358,337,21,17,0,39,10,1,1,0,1,0,258,43,57,298,42,14,2,0,293,1,2,16,10,Matches
505,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,30-355,1991,7.6,291,223,68,4,1,26,5,12,8,7,1,0,150,69,72,28,185,18,56,1,219,3,4,6,6,Matches
506,Leo Štulac\92948398,si SVN,MF,Empoli,27-138,1994,6.7,361,328,33,21,1,66,10,6,12,3,6,0,246,34,81,39,307,7,0,1,287,6,5,9,8,Matches
507,Stefano Sturaro\2334478a,it ITA,MF,Genoa,28-339,1993,13.2,385,365,20,6,1,103,8,13,6,1,5,0,241,55,89,59,265,22,8,8,254,1,10,23,27,Matches
508,Isaac Success\f573a8bf,ng NGA,FWMF,Udinese,26-035,1996,4.8,145,144,1,0,3,38,3,4,0,0,0,0,104,19,22,20,105,9,1,4,95,3,0,11,7,Matches
509,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,21-361,2000,0.2,4,4,0,0,0,1,0,0,0,0,0,0,3,0,1,0,3,1,0,0,3,0,0,0,0,Matches
510,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,22-041,2000,4.5,208,190,18,5,0,24,6,4,0,0,0,0,131,40,37,38,136,14,13,0,164,0,4,9,4,Matches
511,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,23-037,1999,19.7,717,673,44,20,4,121,28,19,18,3,8,0,435,112,170,90,571,35,3,3,518,3,18,29,28,Matches
512,Michael Svoboda\8abd174d,at AUT,DF,Venezia,23-119,1998,6.6,347,338,9,9,0,60,11,0,0,0,0,0,268,22,57,49,278,7,0,2,312,0,3,5,7,Matches
513,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,31-299,1990,21.0,626,482,144,31,0,44,20,0,0,0,0,0,409,23,194,62,454,0,0,95,520,3,10,6,2,Matches
514,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,28-007,1994,15.3,735,693,42,17,0,106,18,15,0,0,0,0,494,115,126,75,572,43,24,5,586,2,14,29,11,Matches
515,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,36-002,1986,6.0,206,157,49,11,0,7,5,0,0,0,0,0,113,13,80,26,160,0,0,13,162,0,2,3,1,Matches
516,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,31-340,1990,18.8,896,747,149,57,0,76,54,0,0,0,0,0,529,56,311,137,655,0,0,84,747,2,9,10,3,Matches
517,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,22-178,1999,2.2,179,147,32,6,0,18,7,10,11,2,5,0,115,27,37,139,18,1,15,0,150,0,0,2,4,Matches
518,Tanner Tessmann\ac277993,us USA,MF,Venezia,20-140,2001,5.9,177,173,4,4,0,38,9,2,0,0,0,0,120,18,39,41,127,4,0,1,136,1,8,8,4,Matches
519,Arthur Theate\df8d6029,be BEL,DF,Bologna,21-262,2000,16.1,964,917,47,25,0,80,17,8,0,0,0,0,735,60,169,755,144,39,21,0,811,1,12,17,13,Matches
520,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,25-282,1996,21.1,619,609,10,9,2,211,5,1,0,0,0,0,350,120,149,75,355,59,1,15,431,1,17,24,20,Matches
521,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,27-187,1994,15.1,823,673,150,18,2,80,19,21,0,0,0,0,546,189,88,46,609,26,132,4,726,3,12,15,18,Matches
522,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,31-124,1990,11.7,690,662,28,14,1,61,18,6,0,0,0,0,484,89,117,67,571,25,14,0,580,1,9,12,20,Matches
523,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,23-098,1998,0.1,3,2,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,1,0,3,0,0,0,0,Matches
524,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,24-054,1997,16.4,942,897,45,28,0,60,15,0,0,0,0,0,767,59,116,292,600,31,3,1,848,3,4,12,6,Matches
525,Sandro Tonali\0db169ae,it ITA,MF,Milan,21-279,2000,17.1,943,813,130,71,2,87,51,23,51,18,16,6,674,85,184,108,797,21,8,3,777,0,11,21,13,Matches
526,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,32-025,1990,9.0,519,466,53,45,1,62,13,0,0,0,0,0,368,52,99,94,375,25,1,1,448,1,8,8,2,Matches
527,Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,29-228,1992,1.3,46,45,1,0,0,12,2,1,0,0,0,0,27,10,9,31,5,6,0,2,31,1,1,3,4,Matches
528,Lucas Torreira\52611641,uy URU,MF,Fiorentina,26-000,1996,17.1,966,912,54,54,1,126,29,3,0,0,0,0,680,120,166,140,754,47,0,8,850,3,10,21,7,Matches
529,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,27-345,1994,4.8,173,171,2,1,0,22,2,1,0,0,0,0,124,23,26,43,112,15,1,1,137,0,6,10,3,Matches
530,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,24-089,1997,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,4,0,0,0,0,Matches
531,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,19-075,2002,15.3,511,414,97,5,1,90,1,6,0,0,0,0,330,98,83,299,75,27,92,3,404,0,5,23,16,Matches
532,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,25-239,1996,1.0,12,10,2,0,0,5,0,1,0,0,0,0,4,4,4,8,1,1,2,0,5,0,0,0,2,Matches
533,Antonio Vacca\444c89d9,it ITA,MF,Venezia,31-274,1990,8.3,489,449,40,36,0,67,22,0,0,0,0,0,339,56,94,79,389,17,1,1,426,1,6,9,6,Matches
534,Zinho Vanheusden\afbf187b,be BEL,DF,Genoa,22-197,1999,10.0,386,368,18,15,0,46,8,4,0,0,0,0,274,26,86,35,315,19,3,1,311,2,4,5,9,Matches
535,Johan Vásquez\5eaed77a,mx MEX,DF,Genoa,23-112,1998,15.0,692,639,53,27,0,63,8,5,0,0,0,0,452,64,176,507,103,41,21,1,534,3,20,18,23,Matches
536,Denis Vavro\08990838,sk SVK,DF,Lazio,25-307,1996,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,0,5,0,0,0,6,0,0,0,0,Matches
537,Matías Vecino\44ac04e9,uy URU,MF,Inter,30-171,1991,3.3,166,164,2,1,3,30,4,6,0,0,0,0,120,19,27,11,135,6,1,5,133,1,2,8,5,Matches
538,Miguel Veloso\ab1ca213,pt POR,MF,Hellas Verona,35-276,1986,13.4,855,748,107,52,2,118,34,31,47,24,12,1,560,102,193,579,189,52,8,2,679,2,13,24,18,Matches
539,Lorenzo Venuti\983ff2c7,it ITA,DF,Fiorentina,26-305,1995,8.7,488,422,66,10,0,52,12,15,0,0,0,0,325,97,66,48,368,10,56,3,410,1,5,18,8,Matches
540,Daniele Verde\d3298c99,it ITA,FWMF,Spezia,25-236,1996,12.1,522,431,91,26,1,49,42,36,50,26,15,2,292,80,150,441,52,9,14,5,353,3,7,23,15,Matches
541,Simone Verdi\0375723e,it ITA,FWMF,Torino,29-214,1992,0.5,17,15,2,1,0,4,1,3,0,0,0,0,11,2,4,4,11,1,0,0,9,0,1,0,1,Matches
542,Simone Verdi\0375723e,it ITA,FW,Salernitana,29-214,1992,0.7,27,26,1,0,0,9,2,2,1,1,0,0,21,4,2,14,13,0,0,0,21,0,0,0,2,Matches
543,Jordan Veretout\4a56052c,fr FRA,MF,Roma,28-347,1993,19.7,1045,964,81,33,1,116,52,19,47,24,21,0,771,99,175,146,862,26,1,1,882,0,12,23,16,Matches
544,Edoardo Vergani\2873973b,it ITA,FWMF,Salernitana,21-005,2001,1.0,18,18,0,0,0,7,0,0,0,0,0,0,10,6,2,0,13,1,0,2,9,0,0,3,2,Matches
545,Valerio Verre\33ecf462,it ITA,MFFW,Sampdoria,28-031,1994,4.7,226,216,10,7,0,42,9,13,1,1,0,0,129,32,65,48,160,9,1,1,148,2,7,10,10,Matches
546,Valerio Verre\33ecf462,it ITA,MF,Empoli,28-031,1994,0.3,12,12,0,0,0,0,0,0,0,0,0,0,7,1,4,1,11,0,0,0,8,0,0,3,0,Matches
547,Freddie Veseli\d541e703,al ALB,DF,Salernitana,29-083,1992,6.1,166,144,22,3,0,20,4,4,0,0,0,0,102,24,40,20,119,6,19,0,139,0,2,2,2,Matches
548,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,25-127,1996,24.0,817,581,236,58,0,48,11,0,0,0,0,0,519,28,270,78,589,1,0,133,649,1,22,5,1,Matches
549,Arturo Vidal\67cdbc0e,cl CHI,MF,Inter,34-265,1987,4.8,322,316,6,4,1,41,9,4,1,0,0,0,259,26,37,52,251,11,1,1,280,1,5,11,2,Matches
550,Ronaldo Vieira\75e60d75,gw GNB,MF,Sampdoria,23-207,1998,0.3,20,19,1,0,1,4,0,0,0,0,0,0,15,1,4,1,16,2,1,0,16,0,1,0,0,Matches
551,Luca Vignali\c1e8e74e,it ITA,DF,Spezia,26-031,1996,0.9,51,41,10,1,0,6,1,2,0,0,0,0,31,14,6,5,36,1,9,0,42,0,0,1,3,Matches
552,Emanuel Vignato\ec5dae45,it ITA,MFDF,Bologna,21-171,2000,5.6,335,308,27,4,1,50,9,12,4,1,0,1,243,44,48,33,272,12,15,1,282,1,0,9,16,Matches
553,Matías Viña\08eb3b58,uy URU,DF,Roma,24-094,1997,15.2,742,607,135,18,1,64,9,24,2,2,0,0,460,173,109,502,87,24,115,7,598,1,11,27,26,Matches
