,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
133,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,34-343,1987,2.0,79,75,4,3,0,10,1,0,0,0,0,0,39,6,34,12,55,9,0,0,55,0,2,1,3,Matches
134,Tommaso De Nipoti\7f9d956a,it ITA,MF,Atalanta,18-203,2003,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,Matches
135,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,29-114,1992,7.3,355,303,52,3,0,40,13,20,2,2,0,0,211,70,74,68,222,14,47,0,286,1,7,11,11,Matches
136,Lorenzo De Silvestri\e74f0e59,it ITA,DF,Bologna,33-264,1988,15.9,887,752,135,16,0,117,14,29,0,0,0,0,473,162,252,72,596,58,119,1,686,2,11,17,34,Matches
137,Grégoire Defrel\854ee61a,mq MTQ,FW,Sassuolo,30-239,1991,9.5,258,239,19,1,0,59,3,0,3,1,1,0,218,27,13,210,35,6,0,3,221,0,2,8,1,Matches
138,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,26-194,1995,15.0,500,495,5,4,0,95,18,4,1,1,0,0,339,80,81,36,416,30,0,0,408,3,13,10,13,Matches
139,Filippo Delli Carri\d2e8fd9b,it ITA,DF,Salernitana,22-284,1999,4.7,120,98,22,4,0,18,1,3,0,0,0,0,74,15,31,9,84,7,18,0,86,0,3,5,6,Matches
140,Merih Demiral\e3cceee6,tr TUR,DF,Atalanta,23-343,1998,13.7,492,461,31,30,0,48,10,0,0,0,0,0,364,50,78,51,384,30,1,0,425,0,3,6,6,Matches
141,Diego Demme\dc3fa3b5,de GER,MF,Napoli,30-082,1991,4.6,362,356,6,5,0,47,2,4,0,0,0,0,302,23,37,45,306,7,1,1,329,0,1,5,2,Matches
142,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,24-293,1997,1.2,33,30,3,1,0,4,1,2,0,0,0,0,18,9,6,4,25,1,2,0,22,0,0,2,5,Matches
143,Fabio Depaoli\d97f2e8d,it ITA,DF,Hellas Verona,24-293,1997,2.5,118,97,21,1,0,22,6,14,0,0,0,0,50,32,36,4,88,3,20,0,76,0,4,5,10,Matches
144,Mattia Destro\d7d32194,it ITA,FW,Genoa,30-328,1991,13.2,247,212,35,1,1,77,2,2,0,0,0,0,128,59,60,14,154,32,1,10,152,0,7,14,7,Matches
145,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,27-335,1994,16.1,546,445,101,29,2,74,28,40,57,17,30,1,370,74,102,43,489,2,6,6,379,1,8,25,39,Matches
146,Jacopo Dezi\e921b9db,it ITA,MF,Venezia,30-001,1992,0.2,26,24,2,0,0,2,2,1,2,1,1,0,18,0,8,3,21,1,0,0,22,1,0,0,0,Matches
147,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,33-144,1988,0.4,5,4,1,0,0,2,0,0,0,0,0,0,3,0,2,0,3,2,0,0,5,0,0,0,0,Matches
148,Federico Di Francesco\1fca9171,it ITA,FWMF,Empoli,27-242,1994,10.7,274,264,10,1,0,65,7,23,4,2,2,0,173,37,64,27,223,17,0,3,181,2,6,18,7,Matches
149,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,28-191,1993,23.8,1845,1588,257,43,0,178,36,32,1,0,0,0,1325,337,183,242,1317,40,213,4,1631,3,12,40,41,Matches
150,Francesco Di Mariano\35a2557c,it ITA,FW,Venezia,25-297,1996,0.7,14,14,0,0,0,3,0,2,0,0,0,0,11,1,2,1,13,0,0,0,11,0,0,1,0,Matches
151,Francesco Di Tacchio\b5c3ff9f,it ITA,MF,Salernitana,31-297,1990,13.9,535,489,46,42,0,69,11,3,0,0,0,0,366,58,111,414,74,33,1,2,432,3,6,11,13,Matches
152,Amadou Diawara\bf309d24,gn GUI,MF,Roma,24-209,1997,1.9,70,67,3,2,0,14,0,0,0,0,0,0,51,8,11,6,58,3,1,0,55,0,0,3,2,Matches
153,Brahim Díaz\407feb71,es ESP,MF,Milan,22-192,1999,14.2,541,519,22,4,1,84,10,9,4,0,0,1,448,52,41,182,346,9,0,2,465,6,1,18,10,Matches
154,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,29-002,1993,2.7,93,66,27,1,0,10,0,7,0,0,0,0,49,19,25,50,10,5,26,1,74,0,0,0,3,Matches
155,Federico Dimarco\970b8574,it ITA,DF,Inter,24-093,1997,9.1,641,531,110,21,1,63,35,29,42,14,21,1,389,100,152,541,42,6,45,1,517,1,11,17,26,Matches
156,Filippo Distefano\2110f96c,it ITA,FW,Fiorentina,18-167,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,Matches
157,Koffi Djidji\933d3b51,ci CIV,DF,Torino,29-073,1992,13.1,635,603,32,21,0,60,14,10,0,0,0,0,469,50,116,25,543,31,11,5,537,2,15,9,4,Matches
158,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,28-357,1993,15.3,875,816,59,32,1,96,23,6,0,0,0,0,628,93,154,212,571,34,27,2,738,3,15,20,10,Matches
159,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,23-228,1998,18.9,1022,972,50,36,4,145,32,6,0,0,0,0,674,157,191,204,742,54,3,3,851,1,15,35,22,Matches
160,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,24-176,1997,4.2,222,192,30,3,0,13,8,0,0,0,0,0,141,8,73,28,176,0,0,15,180,1,5,0,0,Matches
161,Radu Drăgușin\620922ed,ro ROU,DF,Salernitana,20-008,2002,1.0,47,43,4,2,0,7,0,0,0,0,0,0,34,7,6,0,41,2,2,2,40,0,1,0,3,Matches
162,Radu Drăgușin\620922ed,ro ROU,DF,Sampdoria,20-008,2002,6.9,253,208,45,8,0,31,4,4,0,0,0,0,129,44,80,15,165,24,37,0,177,1,7,5,6,Matches
163,Denzel Dumfries\481c9ece,nl NED,DF,Inter,25-299,1996,11.5,431,355,76,0,0,65,4,29,0,0,0,0,258,93,80,57,254,23,76,1,325,1,2,20,11,Matches
164,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,28-338,1993,12.1,494,486,8,3,3,73,25,15,1,1,0,0,339,67,88,435,29,14,4,2,377,4,14,26,18,Matches
165,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,28-088,1993,14.5,747,675,72,18,1,106,52,22,27,3,16,1,538,104,105,656,64,12,2,10,616,2,11,30,13,Matches
166,Edin Džeko\3bb7f478,ba BIH,FW,Inter,35-331,1986,16.9,523,500,23,0,0,141,21,23,0,0,0,0,321,90,112,112,334,27,2,13,387,1,6,36,16,Matches
167,Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,26-057,1995,9.2,388,306,82,1,0,68,2,14,0,0,0,0,223,98,67,32,251,13,81,1,302,0,7,11,19,Matches
168,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,32-198,1989,12.6,495,461,34,33,0,81,8,1,0,0,0,0,320,74,101,61,383,37,1,2,393,3,4,17,12,Matches
169,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,27-325,1994,13.6,307,291,16,1,2,103,2,4,0,0,0,0,209,57,41,45,212,16,0,11,214,0,8,22,16,Matches
170,Elif Elmas\cf007308,mk MKD,FWMF,Napoli,22-140,1999,13.2,602,577,25,6,0,68,9,8,8,3,2,0,509,58,35,95,490,8,5,1,526,3,6,23,9,Matches
171,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,24-018,1998,16.2,623,600,23,20,0,55,17,1,0,0,0,0,434,65,124,100,456,47,0,1,525,1,13,8,3,Matches
172,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,28-321,1993,0.1,5,4,1,1,0,2,0,0,0,0,0,0,3,1,1,0,5,0,0,0,4,0,0,0,0,Matches
173,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Bologna,30-230,1991,0.5,10,9,1,1,0,6,0,0,0,0,0,0,9,0,1,3,6,0,0,0,7,0,0,1,0,Matches
174,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,26-305,1995,4.5,157,110,47,9,0,17,4,0,0,0,0,0,65,4,88,14,116,0,0,18,102,0,2,0,0,Matches
175,Paolo Faragò\9085dd7c,it ITA,MF,Cagliari,28-364,1993,0.2,7,7,0,0,0,2,0,0,0,0,0,0,5,0,2,0,5,1,0,0,7,0,0,0,0,Matches
176,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,30-109,1991,18.4,885,697,188,12,3,97,22,51,0,0,0,0,368,242,275,99,554,33,176,1,632,9,27,40,32,Matches
177,Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,25-361,1996,6.5,257,210,47,3,0,46,14,19,0,0,0,0,127,65,65,175,21,10,44,1,177,5,3,10,15,Matches
178,Diego Farias\157d29b6,br BRA,MFFW,Cagliari,31-277,1990,0.7,35,34,1,0,0,7,1,2,0,0,0,0,25,3,7,6,26,0,1,0,29,0,1,1,2,Matches
179,Andrea Favilli\44510fde,it ITA,FW,Genoa,24-270,1997,0.4,6,4,2,0,0,1,0,0,0,0,0,0,6,0,0,5,1,0,0,0,5,0,0,1,0,Matches
180,Federico Fazio\4e358a2d,ar ARG,DF,Salernitana,34-331,1987,1.0,54,54,0,0,0,6,1,0,0,0,0,0,45,4,5,12,38,4,0,0,48,0,0,3,0,Matches
181,Luiz Felipe\15d0c248,br BRA,DF,Lazio,24-326,1997,20.5,1321,1274,47,37,0,106,25,2,0,0,0,0,1128,90,103,148,1107,34,7,1,1216,3,7,22,9,Matches
182,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,27-225,1994,7.8,373,333,40,19,0,55,3,2,0,0,0,0,258,41,74,73,258,14,18,0,306,0,12,9,9,Matches
183,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,24-021,1998,10.8,514,453,61,5,0,72,17,19,0,0,0,0,306,102,106,28,392,22,56,1,408,1,6,23,16,Matches
184,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,28-269,1993,4.3,267,211,56,5,1,24,14,7,2,1,1,0,147,51,69,21,193,4,49,0,193,0,3,17,16,Matches
185,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,25-201,1996,2.3,115,113,2,2,0,10,5,0,0,0,0,0,95,11,9,4,104,4,0,1,105,0,1,3,2,Matches
186,Vincenzo Fiorillo\a2565f79,it ITA,GK,Salernitana,32-029,1990,2.0,31,19,12,1,0,5,0,0,0,0,0,0,8,4,19,1,25,0,0,4,23,0,0,0,0,Matches
187,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Milan,30-337,1991,10.0,621,520,101,20,1,51,28,23,16,8,6,0,357,119,145,20,513,12,65,3,504,3,5,11,14,Matches
188,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,32-027,1990,0.6,23,20,3,1,0,0,0,3,1,1,0,0,15,2,6,1,20,1,1,0,16,0,0,1,1,Matches
189,Francesco Forte\69e11a01,it ITA,FW,Venezia,28-286,1993,4.7,77,70,7,0,0,32,1,3,0,0,0,0,44,16,17,41,14,7,0,3,55,0,3,4,3,Matches
190,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,22-112,1999,20.3,810,789,21,16,0,124,18,14,0,0,0,0,656,69,85,152,616,25,5,5,677,2,7,26,24,Matches
191,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,29-302,1992,16.0,1037,1000,37,30,1,102,23,11,2,1,0,0,818,105,114,124,855,34,5,5,905,2,16,22,13,Matches
192,Matteo Gabbia\c235e803,it ITA,DF,Milan,22-113,1999,5.1,352,339,13,8,0,32,10,0,0,0,0,0,278,15,59,68,255,14,0,0,309,1,6,6,2,Matches
193,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Sampdoria,30-077,1991,12.7,342,317,25,4,3,89,8,11,12,4,3,0,190,82,70,255,37,21,2,10,225,2,9,25,18,Matches
194,Gianluca Gaetano\3b387cc7,it ITA,MF,Napoli,21-282,2000,0.2,11,11,0,0,0,2,0,0,0,0,0,0,9,2,0,1,9,0,0,0,9,0,0,0,1,Matches
195,Luca Gagliano\1d00a56c,it ITA,MFDF,Cagliari,21-212,2000,0.1,8,8,0,0,0,3,0,0,0,0,0,0,5,1,2,3,4,1,0,0,6,0,0,1,0,Matches
196,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,27-310,1994,4.7,223,218,5,3,0,31,6,4,0,0,0,0,170,24,29,31,171,8,2,1,186,0,1,4,6,Matches
197,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,31-289,1990,11.8,442,407,35,18,0,42,12,2,0,0,0,0,274,59,109,270,112,33,16,2,350,1,5,11,8,Matches
198,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,21-055,2000,0.2,8,6,2,0,0,1,0,1,0,0,0,0,3,4,1,5,1,0,2,0,5,0,0,0,1,Matches
199,Pablo Galdames Millán\dd403465,cl CHI,MF,Genoa,25-043,1996,3.9,140,133,7,7,0,26,12,4,0,0,0,0,91,19,30,13,118,8,0,0,115,1,2,6,3,Matches
200,Luca Gemello\53e494ec,it ITA,GK,Torino,21-223,2000,1.0,34,29,5,2,0,4,0,0,0,0,0,0,6,0,28,1,28,0,0,1,17,0,3,1,0,Matches
201,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,25-009,1997,6.7,339,257,82,4,0,37,8,22,6,4,0,0,140,87,112,27,226,9,72,1,215,1,4,14,19,Matches
202,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,31-010,1991,2.3,176,156,20,6,0,11,5,11,7,4,3,0,126,20,30,148,11,6,7,1,147,0,0,4,5,Matches
203,Olivier Giroud\16ceb862,fr FRA,FW,Milan,35-134,1986,9.7,216,204,12,0,1,85,3,2,0,0,0,0,103,78,35,128,30,20,0,9,154,0,5,12,4,Matches
204,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,35-360,1986,9.1,434,416,18,16,1,30,9,3,0,0,0,0,328,37,69,71,334,15,0,3,393,1,1,5,1,Matches
205,Edoardo Goldaniga\4b029b31,it ITA,MFDF,Sassuolo,28-101,1993,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
206,Edoardo Goldaniga\4b029b31,it ITA,DF,Cagliari,28-101,1993,3.0,100,92,8,3,0,12,8,1,0,0,0,0,49,8,43,10,70,9,5,0,72,1,6,1,2,Matches
207,Cedric Gondo\ff37d2ef,ci CIV,FW,Salernitana,25-078,1996,7.8,174,160,14,1,0,40,2,9,0,0,0,0,115,31,28,16,128,8,0,10,130,0,7,6,9,Matches
208,Nicolás González\2374aaca,ar ARG,FW,Fiorentina,23-311,1998,13.2,431,413,18,2,2,75,27,26,2,1,0,0,261,85,85,329,27,32,13,5,339,3,7,13,15,Matches
209,Robin Gosens\2d970560,de GER,DF,Atalanta,27-221,1994,5.1,260,222,38,1,0,19,6,2,0,0,0,0,151,80,29,173,33,10,37,1,214,1,3,5,9,Matches
210,Alberto Grassi\6cc97b6a,it ITA,MF,Cagliari,26-341,1995,12.0,493,461,32,31,0,79,8,1,0,0,0,0,379,42,72,73,368,30,1,3,418,2,7,10,6,Matches
211,Koray Günter\f1f1f238,de GER,DF,Hellas Verona,27-179,1994,17.2,780,735,45,26,0,108,24,2,0,0,0,0,515,102,163,104,557,78,1,7,665,2,13,16,8,Matches
212,Emmanuel Gyasi\f9758dae,gh GHA,FWDF,Spezia,28-031,1994,22.2,671,645,26,1,2,155,3,16,0,0,0,0,537,81,53,88,532,20,17,5,566,2,8,28,17,Matches
213,Norbert Gyömbér\0be276c6,sk SVK,DF,Salernitana,29-223,1992,17.8,607,527,80,26,0,55,16,10,0,0,0,0,353,83,171,53,441,35,52,6,479,2,11,13,6,Matches
214,Nicolas Haas\fa449bba,ch SUI,MF,Empoli,26-019,1996,11.1,478,464,14,9,0,90,9,16,1,0,0,0,363,59,56,82,382,5,4,2,375,5,12,21,19,Matches
215,Samir Handanović\74419746,si SVN,GK,Inter,37-212,1984,23.0,749,639,110,22,0,68,8,0,0,0,0,0,478,37,234,57,582,3,0,96,645,0,7,8,1,Matches
216,Ridgeciano Haps\c8d7131c,sr SUR,DF,Venezia,28-244,1993,10.0,402,335,67,3,0,53,11,9,0,0,0,0,215,80,107,255,51,21,64,5,312,1,8,14,10,Matches
217,Abdou Harroui\65fd099c,nl NED,MF,Sassuolo,24-029,1998,4.2,260,256,4,3,0,53,6,3,0,0,0,0,206,21,33,53,192,6,1,2,224,1,3,5,8,Matches
218,Hans Hateboer\3b333ac3,nl NED,DF,Atalanta,28-033,1994,4.1,238,203,35,3,0,24,4,9,0,0,0,0,168,45,25,41,154,5,32,1,197,0,5,6,8,Matches
219,Silvan Hefti\f8342731,ch SUI,DF,Genoa,24-109,1997,4.2,148,104,44,3,0,23,1,4,0,0,0,0,60,40,48,10,88,6,41,0,107,0,2,5,8,Matches
220,Liam Henderson\d7918b13,sct SCO,MF,Empoli,25-292,1996,17.2,662,598,64,16,0,110,20,49,27,3,14,2,429,111,122,75,547,22,9,4,465,5,14,36,30,Matches
221,Dalbert Henrique\f45f9427,br BRA,DFMF,Cagliari,28-156,1993,12.4,443,344,99,12,1,54,12,28,7,0,2,0,221,91,131,293,34,17,80,4,323,0,5,20,26,Matches
222,Matheus Henrique\a2d9f138,br BRA,MF,Sassuolo,24-054,1997,3.3,181,175,6,4,0,18,4,2,1,1,0,0,151,16,14,15,160,2,1,1,166,0,2,1,2,Matches
223,Thomas Henry\9ef42479,fr FRA,FW,Venezia,27-144,1994,13.1,244,227,17,1,2,95,4,7,0,0,0,0,127,59,58,41,131,14,1,19,156,1,9,11,7,Matches
224,Theo Hernández\d4c9725f,fr FRA,DF,Milan,24-128,1997,18.1,1078,891,187,43,3,92,27,35,18,2,13,0,732,185,161,853,69,21,126,0,886,4,15,31,39,Matches
225,Hernani\6f5ead86,br BRA,MFFW,Genoa,27-321,1994,6.2,185,169,16,9,0,42,8,3,4,2,2,0,116,34,35,33,122,16,1,4,134,0,5,11,7,Matches
226,Daan Heymans\6d70c771,be BEL,MFFW,Venezia,22-241,1999,2.8,97,94,3,1,0,15,0,3,0,0,0,0,68,13,16,14,71,7,0,0,79,1,2,1,2,Matches
227,Aaron Hickey\1780bb4a,sct SCO,DF,Bologna,19-246,2002,17.9,763,610,153,16,0,111,5,19,0,0,0,0,522,144,97,375,227,20,137,1,637,1,4,18,14,Matches
228,Martin Hongla\b85bf253,cm CMR,MF,Hellas Verona,23-332,1998,3.7,145,140,5,4,0,29,6,3,0,0,0,0,100,18,27,21,112,7,1,0,115,1,2,3,3,Matches
229,Sydney van Hooijdonk\5b418e15,nl NED,FWMF,Bologna,22-005,2000,0.4,17,17,0,0,0,6,0,0,0,0,0,0,11,4,2,1,11,1,0,2,16,0,0,0,0,Matches
230,Petko Hristov\d8800a46,bg BUL,DF,Spezia,22-347,1999,11.3,526,489,37,29,0,41,14,0,0,0,0,0,369,42,115,84,388,35,4,1,441,1,8,10,4,Matches
231,Elseid Hysaj\2f3452eb,al ALB,DF,Lazio,27-356,1994,19.4,1219,1079,140,12,0,97,12,21,0,0,0,0,904,163,152,314,733,26,128,6,1067,1,7,30,26,Matches
232,Roger Ibanez\82efe6fa,br BRA,DF,Roma,23-080,1998,22.0,1297,1216,81,45,1,103,41,3,0,0,0,0,1021,88,188,234,948,51,34,2,1129,0,22,24,12,Matches
233,Zlatan Ibrahimović\4cde5509,se SWE,FW,Milan,40-131,1981,10.1,389,376,13,1,1,102,5,7,0,0,0,0,238,85,66,37,269,25,2,15,284,3,4,13,19,Matches
234,Igor\a4e85758,br BRA,DF,Fiorentina,24-004,1998,10.5,790,769,21,18,0,76,20,1,0,0,0,0,657,55,78,655,84,19,3,2,726,0,5,11,5,Matches
235,Jonathan Ikone\42eaa028,fr FRA,FWMF,Fiorentina,23-285,1998,1.2,49,48,1,0,0,14,1,3,0,0,0,0,37,5,7,41,1,1,1,2,33,0,2,10,0,Matches
236,Ivan Ilić\bb376bed,rs SRB,MF,Hellas Verona,20-331,2001,16.7,842,799,43,25,0,134,30,12,11,5,3,0,606,89,147,698,53,52,7,5,697,2,5,27,16,Matches
237,Josip Iličić\68252d6d,si SVN,FWMF,Atalanta,34-013,1988,9.2,485,446,39,7,3,74,33,16,26,10,11,1,334,71,80,408,67,3,3,4,361,1,10,32,17,Matches
238,Ciro Immobile\4431aed2,it ITA,FW,Lazio,31-356,1990,19.1,560,534,26,0,3,129,4,17,0,0,0,0,443,73,44,52,478,12,2,9,432,1,7,29,16,Matches
239,Lorenzo Insigne\2f557579,it ITA,FW,Napoli,30-252,1991,15.0,921,844,77,22,7,157,37,36,35,15,11,0,637,115,169,55,825,16,19,4,736,4,10,38,21,Matches
240,Ardian Ismajli\6b635f5c,al ALB,DF,Empoli,25-134,1996,11.0,529,504,25,13,0,64,10,1,0,0,0,0,401,49,79,66,419,18,9,1,452,2,6,10,9,Matches
241,Armando Izzo\89976232,it ITA,DF,Torino,29-346,1992,1.1,42,40,2,2,0,5,1,1,0,0,0,0,23,3,16,15,22,4,0,0,28,1,2,1,1,Matches
242,Mato Jajalo\8c65eb5f,ba BIH,MF,Udinese,33-262,1988,3.5,158,150,8,6,1,15,6,3,0,0,0,0,126,10,22,27,118,8,0,1,129,1,2,3,3,Matches
243,Paweł Jaroszyński\958a601f,pl POL,DF,Salernitana,27-132,1994,5.5,234,182,52,7,0,21,4,18,4,0,3,1,114,33,87,141,40,9,41,2,152,2,5,5,12,Matches
244,Juan Jesus\79083382,br BRA,DF,Napoli,30-246,1991,10.3,616,591,25,19,0,53,7,2,0,0,0,0,512,39,65,505,87,8,0,5,560,0,3,5,6,Matches
245,Dennis Johnsen\66784dee,no NOR,FWMF,Venezia,23-359,1998,12.1,230,229,1,0,0,49,11,29,0,0,0,0,146,49,35,17,199,7,1,4,141,0,4,21,21,Matches
246,Kaio Jorge\0cf465f2,br BRA,MFFW,Juventus,20-018,2002,1.3,38,38,0,0,0,10,0,1,0,0,0,0,27,3,8,4,31,3,0,0,29,0,2,1,1,Matches
247,Flavio Junior Bianchi\3ef965c1,it ITA,FWMF,Genoa,22-018,2000,3.5,78,76,2,0,0,17,1,1,1,0,1,0,60,9,9,7,55,7,0,7,65,1,1,0,0,Matches
248,Hamed Junior Traorè\570bb4b9,ci CIV,MFFW,Sassuolo,21-360,2000,9.5,447,421,26,5,1,87,20,12,19,12,4,0,364,31,52,56,384,4,1,0,363,1,9,16,11,Matches
249,Nikola Kalinić\d4931a5a,hr CRO,FW,Hellas Verona,34-037,1988,4.5,102,90,12,1,1,32,0,1,0,0,0,0,74,20,8,10,82,1,2,3,85,1,1,3,2,Matches
250,Yayah Kallon\f95f49d2,sl SLE,FWMF,Genoa,20-226,2001,6.7,174,174,0,0,0,55,2,15,0,0,0,0,122,30,22,136,23,10,0,2,114,0,7,10,12,Matches
251,Pierre Kalulu\85f7d1be,fr FRA,DF,Milan,21-251,2000,10.6,607,546,61,17,1,48,8,14,0,0,0,0,470,58,79,71,476,10,43,2,531,3,4,11,5,Matches
252,Rick Karsdorp\9f84febe,nl NED,DF,Roma,27-000,1995,20.2,1159,973,186,11,3,74,27,57,0,0,0,0,735,255,169,32,939,9,175,3,942,7,6,45,36,Matches
253,Denso Kasius\7ae36711,nl NED,DF,Bologna,19-128,2002,0.2,13,11,2,0,0,2,0,1,0,0,0,0,11,2,0,0,11,0,2,0,11,0,0,0,0,Matches
254,Grigoris Kastanos\2a82aa85,cy CYP,MF,Salernitana,24-012,1998,10.2,404,344,60,26,2,80,17,13,28,10,15,0,269,43,92,288,85,12,5,2,280,0,4,21,29,Matches
255,Moise Kean\3d50bcdb,it ITA,FW,Juventus,21-348,2000,7.4,156,151,5,1,0,39,5,8,0,0,0,0,96,36,24,28,104,6,0,7,117,0,3,6,4,Matches
256,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,26-098,1995,10.6,344,297,47,1,1,39,6,22,7,1,5,1,204,62,78,19,276,7,39,1,249,1,7,12,16,Matches
257,Dimitrios Keramitsis\6f30a1d5,gr GRE,DF,Roma,17-225,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Franck Kessié\05e19d6a,ci CIV,MF,Milan,25-054,1996,13.9,778,742,36,29,1,84,24,5,0,0,0,0,630,68,80,156,583,20,4,3,695,4,3,17,10,Matches
259,Jakub Kiwior\dc3e663e,pl POL,MFDF,Spezia,21-361,2000,8.8,301,289,12,12,0,42,11,1,0,0,0,0,200,35,66,210,54,21,0,2,241,0,11,9,1,Matches
260,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,24-132,1997,10.0,369,330,39,11,3,80,22,24,13,6,5,0,233,45,91,39,304,7,9,2,272,3,10,16,9,Matches
261,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,32-322,1989,8.9,454,436,18,14,3,36,11,2,0,0,0,0,357,30,67,69,365,14,0,0,401,6,4,5,3,Matches
262,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,30-329,1991,0.6,20,20,0,0,0,6,1,0,0,0,0,0,11,4,5,2,12,2,0,1,13,0,1,1,0,Matches
263,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,36-093,1985,0.5,37,36,1,1,0,3,1,0,0,0,0,0,26,3,8,34,3,0,0,0,30,0,0,1,1,Matches
264,Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,23-348,1998,12.3,892,818,74,38,1,108,36,16,26,15,9,0,602,99,191,737,98,30,10,1,711,2,16,23,15,Matches
265,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,30-236,1991,13.7,879,850,29,27,1,82,25,0,0,0,0,0,710,72,97,250,586,20,1,11,792,1,8,13,12,Matches
266,Christos Kourfalidis\5c522c88,gr GRE,MFDF,Cagliari,19-092,2002,0.2,11,11,0,0,0,2,1,0,0,0,0,0,4,3,4,1,7,2,0,0,6,0,0,0,1,Matches
267,Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,25-362,1996,10.3,451,423,28,13,0,80,11,7,13,9,1,2,336,42,73,42,373,22,2,5,350,1,8,19,15,Matches
268,Julian Kristoffersen\b804c280,no NOR,FW,Salernitana,24-277,1997,0.1,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Matches
269,Rade Krunić\817c6964,ba BIH,MFFW,Milan,28-127,1993,11.7,439,430,9,3,2,88,2,4,2,0,0,0,339,60,40,40,352,26,2,4,370,1,4,11,8,Matches
270,Dejan Kulusevski\df3cda47,se SWE,FWMF,Juventus,21-292,2000,8.6,244,239,5,0,1,57,2,11,1,0,0,0,192,28,24,178,45,9,3,1,196,1,4,10,14,Matches
271,Marash Kumbulla\a40819d9,al ALB,DF,Roma,22-003,2000,4.4,283,279,4,4,0,17,7,0,0,0,0,0,240,11,32,48,217,8,0,1,257,0,6,1,5,Matches
272,Giorgos Kyriakopoulos\0a483542,gr GRE,DFFW,Sassuolo,26-006,1996,10.9,673,588,85,7,0,83,14,44,13,2,10,1,451,103,119,504,93,7,65,0,548,0,9,21,16,Matches
