,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
398,Ivan Perišić\6fe90922,hr CRO,DF,Inter,33-009,1989,18.8,1061,49,242,398,494,85,944,17,27,63.0,18,0,628,3828,2512,114,38,20,16,13,802,679,84.7,76,Matches
399,Diego Perotti\a40d5a0c,ar ARG,FW,Salernitana,33-200,1988,0.3,26,0,1,11,16,1,23,0,1,0.0,0,0,17,114,49,3,2,0,0,4,22,19,86.4,0,Matches
400,Mario Perrone\6cd33e2a,it ITA,DF,Salernitana,19-005,2003,0.2,10,1,5,5,1,0,8,0,0,,0,0,7,14,7,1,0,0,0,0,8,7,87.5,0,Matches
401,Matteo Pessina\780e3631,it ITA,MFFW,Atalanta,24-296,1997,9.4,603,12,93,355,196,39,592,11,17,64.7,11,3,429,2244,1045,54,18,4,15,12,522,433,83.0,50,Matches
402,Andrea Petagna\03f946ed,it ITA,FW,Napoli,26-226,1995,5.0,181,3,17,95,85,27,175,10,16,62.5,10,0,137,914,357,17,8,6,12,12,240,149,62.1,45,Matches
403,Giuseppe Pezzella\149c5f5d,it ITA,DF,Atalanta,24-074,1997,8.4,573,15,129,286,202,22,497,5,15,33.3,5,1,358,2018,1085,54,14,7,16,9,406,368,90.6,23,Matches
404,Krzysztof Piątek\17f3620a,pl POL,FW,Fiorentina,26-225,1995,0.9,24,1,3,13,8,4,21,0,0,,0,0,13,39,11,1,0,0,2,1,31,12,38.7,6,Matches
405,Roberto Piccoli\1cadaf34,it ITA,FW,Genoa,21-015,2001,0.4,13,1,2,9,3,0,13,1,1,100.0,1,0,9,37,13,1,0,0,2,1,16,9,56.3,2,Matches
406,Roberto Piccoli\1cadaf34,it ITA,FW,Atalanta,21-015,2001,2.2,77,1,6,31,41,12,75,0,3,0.0,0,0,49,129,37,4,0,3,4,11,106,56,52.8,20,Matches
407,Andrea Pinamonti\08aa9cd1,it ITA,FW,Empoli,22-268,1999,18.9,632,20,40,248,374,126,610,7,21,33.3,8,1,372,1761,717,50,15,15,40,31,835,473,56.6,165,Matches
408,Marko Pjaca\2c38b327,hr CRO,FWMF,Torino,26-281,1995,7.6,343,7,24,154,189,41,339,15,29,51.7,15,1,269,1375,915,52,13,16,19,21,333,262,78.7,52,Matches
409,Tommaso Pobega\55a1cac2,it ITA,MF,Torino,22-211,1999,14.0,829,31,146,505,233,32,821,8,11,72.7,8,1,491,2444,1191,48,23,5,12,11,634,555,87.5,19,Matches
410,Suf Podgoreanu\d697a2d0,il ISR,FW,Spezia,20-022,2002,1.3,71,3,9,29,43,3,69,3,4,75.0,3,0,50,342,176,11,4,2,0,5,61,52,85.2,7,Matches
411,Matteo Politano\5e861944,it ITA,FW,Napoli,28-192,1993,12.5,724,8,84,217,459,78,676,16,29,55.2,17,0,537,3248,1955,140,17,32,15,22,656,556,84.8,72,Matches
412,Manolo Portanova\c8c0dccd,it ITA,MF,Genoa,21-254,2000,6.3,246,9,54,123,83,15,225,9,19,47.4,10,2,131,598,407,17,2,2,15,11,176,122,69.3,16,Matches
413,Dennis Praet\86695068,be BEL,MFFW,Torino,27-273,1994,11.8,517,7,58,209,284,51,505,11,23,47.8,11,0,339,1610,784,48,15,12,19,11,497,368,74.0,68,Matches
414,Mateusz Praszelik\ec6773f5,pl POL,MF,Hellas Verona,21-138,2000,0.1,8,0,0,5,5,1,8,1,1,100.0,1,0,7,33,29,2,2,0,1,0,8,7,87.5,1,Matches
415,Ivan Provedel\277da414,it ITA,GK,Spezia,27-331,1994,17.0,738,632,736,10,1,0,551,0,0,,0,0,364,1864,1031,0,1,0,0,0,363,363,100.0,0,Matches
416,Erick Pulgar\4611e028,cl CHI,MF,Fiorentina,28-027,1994,3.8,266,6,55,183,43,0,240,3,3,100.0,3,0,176,859,362,18,5,0,3,2,182,178,97.8,1,Matches
417,Ignacio Pussetto\62437b4f,ar ARG,FWMF,Udinese,26-052,1995,9.3,363,8,30,170,190,49,343,15,35,42.9,22,1,234,1150,612,32,10,4,31,19,373,243,65.1,47,Matches
418,Niklas Pyyhtiä\88f53b75,fi FIN,MF,Bologna,18-139,2003,0.2,25,0,3,18,8,0,24,1,1,100.0,1,0,19,90,73,4,2,0,0,0,22,18,81.8,0,Matches
419,Fabio Quagliarella\ee4f2f3b,it ITA,FW,Sampdoria,39-011,1983,12.7,446,10,31,207,229,50,417,8,14,57.1,10,1,288,1137,463,30,13,3,30,16,568,335,59.0,115,Matches
420,Adrien Rabiot\8794e251,fr FRA,MF,Juventus,26-314,1995,13.0,724,45,203,387,188,32,710,15,21,71.4,16,0,470,3114,1450,55,20,6,13,21,560,484,86.4,33,Matches
421,Ivan Radovanović\023937a9,rs SRB,MF,Salernitana,33-166,1988,1.0,74,7,21,45,12,1,71,0,0,,0,0,41,322,117,5,0,0,0,1,53,51,96.2,0,Matches
422,Ștefan Radu\53de807a,ro ROU,DF,Lazio,35-112,1986,3.5,197,20,87,97,22,2,184,2,2,100.0,2,0,129,687,267,8,1,0,0,2,141,136,96.5,1,Matches
423,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,25-261,1996,3.0,107,100,107,0,0,0,70,0,0,,0,0,42,178,91,0,0,0,0,0,39,39,100.0,0,Matches
424,Aaron Ramsey\ef619b0b,wls WAL,MF,Juventus,31-047,1990,1.1,69,2,18,41,11,2,66,0,0,,0,0,47,155,62,2,1,0,1,1,61,59,96.7,2,Matches
425,Luca Ranieri\8c63fae5,it ITA,DF,Salernitana,22-294,1999,17.0,842,60,223,424,229,14,706,17,26,65.4,18,5,443,1917,1201,55,16,1,9,10,539,481,89.2,28,Matches
426,Andrea Ranocchia\539230cf,it ITA,DF,Inter,33-360,1988,2.3,134,21,68,71,4,2,127,0,0,,0,0,92,481,258,5,1,0,0,0,97,96,99.0,0,Matches
427,Giacomo Raspadori\6e058f06,it ITA,FWMF,Sassuolo,21-358,2000,18.9,896,9,129,419,410,88,841,18,38,47.4,23,1,648,3226,1299,74,21,16,50,49,831,647,77.9,165,Matches
428,Ante Rebić\536cebe5,hr CRO,FW,Milan,28-143,1993,6.1,274,7,12,108,168,53,269,11,20,55.0,11,0,189,1092,649,34,9,10,16,16,287,198,69.0,57,Matches
429,Arkadiusz Reca\6213fd82,pl POL,DF,Spezia,26-239,1995,10.1,547,39,209,225,147,11,456,7,12,58.3,8,0,293,1911,1127,49,16,6,20,7,334,294,88.0,16,Matches
430,Pepe Reina\e358587b,es ESP,GK,Lazio,39-164,1982,15.0,555,514,553,1,1,0,427,0,0,,0,0,304,1585,985,0,0,0,0,1,313,310,99.0,0,Matches
431,Panagiotis Retsos\4bd00a50,gr GRE,DF,Hellas Verona,23-186,1998,0.2,16,0,3,7,8,1,16,0,0,,0,0,10,85,42,1,2,0,0,0,11,11,100.0,0,Matches
432,Bryan Reynolds\2306bf5c,us USA,DF,Roma,20-228,2001,0.0,4,0,2,1,1,0,3,0,0,,0,0,2,1,0,0,0,0,1,0,2,2,100.0,1,Matches
433,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,38-310,1983,11.7,618,2,56,330,305,53,574,17,39,43.6,20,1,479,3027,1854,84,35,22,35,50,596,465,78.0,69,Matches
434,Samuele Ricci\9823be92,it ITA,MF,Empoli,20-174,2001,17.0,1098,69,352,677,168,4,1068,10,14,71.4,12,0,721,4438,2258,72,17,1,3,18,782,757,96.8,19,Matches
435,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,34-029,1988,1.8,110,5,25,64,26,1,106,2,2,100.0,2,0,64,323,184,7,0,1,1,2,77,70,90.9,1,Matches
436,Tomás Rincón\f1cfc209,ve VEN,MF,Sampdoria,34-029,1988,3.3,186,6,69,105,26,1,182,3,4,75.0,3,0,127,573,331,11,3,1,1,2,132,124,93.9,6,Matches
437,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,29-170,1992,15.4,920,53,328,539,138,6,867,2,3,66.7,2,0,614,3816,2194,82,30,1,4,2,614,607,98.9,6,Matches
438,Rogério\10e7f486,br BRA,DF,Sassuolo,24-029,1998,16.2,1161,69,374,549,314,15,1025,8,16,50.0,10,2,779,4317,2394,107,38,4,14,18,806,770,95.5,33,Matches
439,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,27-030,1995,12.5,884,101,420,471,37,14,848,2,2,100.0,2,0,566,2751,1146,31,4,0,1,1,632,608,96.2,4,Matches
440,Simone Romagnoli\09899de8,it ITA,DF,Empoli,32-002,1990,8.8,520,107,291,242,26,8,491,1,1,100.0,1,0,288,2271,1203,14,5,0,0,0,315,311,98.7,0,Matches
441,Luka Romero\ca6edaa0,ar ARG,FW,Lazio,17-085,2004,0.2,14,0,0,8,8,0,14,0,0,,0,0,13,117,53,4,1,0,0,0,14,11,78.6,2,Matches
442,Sergio Romero\1e26e376,ar ARG,GK,Venezia,34-354,1987,13.0,540,496,537,5,0,0,384,0,0,,0,0,238,1035,657,0,0,0,0,0,222,221,99.5,0,Matches
443,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,37-006,1985,0.3,17,0,2,9,8,2,16,0,0,,0,0,12,73,33,2,2,0,0,2,14,12,85.7,3,Matches
444,Marten de Roon\2a1beb34,nl NED,MFDF,Atalanta,30-319,1991,15.3,1019,43,298,598,191,7,985,1,5,20.0,1,0,634,2882,1468,57,16,0,5,4,679,647,95.3,4,Matches
445,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,30-290,1991,0.4,17,17,17,0,0,0,12,0,0,,0,0,11,58,19,0,0,0,0,0,10,10,100.0,0,Matches
446,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,20-069,2001,14.6,999,34,227,572,265,8,871,16,26,61.5,17,1,647,3605,1750,64,19,2,10,14,680,615,90.4,25,Matches
447,Amir Rrahmani\4b3e1a38,xk KVX,DF,Napoli,27-352,1994,20.5,1455,204,711,764,59,17,1398,2,3,66.7,2,0,958,4442,2381,66,8,0,3,5,1068,1058,99.1,1,Matches
448,Ruan\a378a02a,br BRA,DF,Sassuolo,22-249,1999,0.0,3,0,2,1,0,0,3,0,0,,0,0,1,1,1,0,0,0,0,0,3,2,66.7,0,Matches
449,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,27-197,1994,5.2,351,61,176,186,8,4,341,0,0,,0,0,236,971,461,6,0,0,0,0,259,258,99.6,0,Matches
450,Matteo Ruggeri\ae9898c5,it ITA,DF,Salernitana,19-215,2002,2.8,113,21,45,38,36,5,99,0,1,0.0,0,0,53,332,166,3,4,0,1,3,59,52,88.1,2,Matches
451,Mário Rui\0b5a292a,pt POR,DF,Napoli,30-260,1991,20.6,1798,67,494,909,500,38,1595,10,13,76.9,10,1,1209,5404,3316,129,31,4,10,17,1370,1317,96.1,50,Matches
452,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,25-314,1996,17.0,1600,49,318,945,454,22,1575,6,9,66.7,6,1,1124,5070,2789,121,50,5,10,11,1375,1307,95.1,63,Matches
453,Alessandro Russo\7152082d,it ITA,MF,Salernitana,18-158,2003,0.3,8,1,3,5,2,1,8,0,0,,0,0,5,64,53,2,1,0,0,0,6,3,50.0,1,Matches
454,Stefano Sabelli\0ccac09c,it ITA,DF,Genoa,29-029,1993,3.9,210,15,74,80,68,5,180,2,2,100.0,2,1,109,579,371,21,4,1,11,5,134,115,85.8,6,Matches
455,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,22-229,1999,15.5,884,13,104,419,438,50,871,37,61,60.7,39,8,672,3712,1952,117,37,10,32,24,785,656,83.6,98,Matches
456,Jacopo Sala\da5a981b,it ITA,MF,Spezia,30-068,1991,8.1,501,22,154,293,74,3,481,5,7,71.4,5,0,322,1326,586,18,7,0,2,9,345,322,93.3,6,Matches
457,Eddie Salcedo\0489bb30,it ITA,MFFW,Spezia,20-133,2001,4.5,190,7,25,88,95,19,183,3,8,37.5,4,0,129,554,249,15,8,1,6,10,176,135,76.7,25,Matches
458,Lazar Samardzic\217c93a1,de GER,MFFW,Udinese,19-352,2002,1.8,132,2,13,65,61,6,112,6,13,46.2,8,1,88,485,261,12,1,2,3,4,94,78,83.0,5,Matches
459,Luigi Samele\548fea2f,it ITA,FW,Sassuolo,19-308,2002,0.0,3,1,2,0,1,0,3,0,0,,0,0,1,0,0,0,0,0,0,1,1,1,100.0,1,Matches
460,Antonio Sanabria\0a447501,py PAR,FW,Torino,25-344,1996,16.8,631,12,37,290,342,88,613,10,19,52.6,10,0,406,1646,444,25,13,6,72,35,926,505,54.5,131,Matches
461,Alexis Sánchez\2c0f8e9e,cl CHI,FW,Inter,33-054,1988,6.3,362,2,28,175,189,35,348,12,18,66.7,13,0,292,1440,619,41,16,8,6,21,396,294,74.2,59,Matches
462,Alex Sandro\0d82903c,br BRA,DF,Juventus,31-016,1991,13.9,976,58,314,474,272,34,872,6,14,42.9,6,3,632,3813,2195,94,31,10,11,19,685,644,94.0,30,Matches
463,Nicola Sansone\7eb97a8e,it ITA,FWMF,Bologna,30-154,1991,7.3,335,3,45,146,167,16,299,6,23,26.1,10,0,240,1198,645,36,8,2,10,13,335,233,69.6,38,Matches
464,Federico Santander\df85d472,py PAR,FWDF,Bologna,30-252,1991,0.7,50,1,3,23,25,4,48,1,2,50.0,1,0,34,153,52,3,0,0,3,3,52,41,78.8,7,Matches
465,Samir Santos\92b4758e,br BRA,DF,Udinese,27-068,1994,16.8,880,114,439,416,71,13,819,5,6,83.3,5,0,478,2123,1155,33,6,0,7,5,505,488,96.6,5,Matches
466,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,30-052,1991,8.6,450,4,68,216,217,52,447,9,28,32.1,11,1,372,2534,1669,98,31,20,13,17,433,362,83.6,47,Matches
467,Martin Satriano\86383d0e,it ITA,FWMF,Inter,20-356,2001,0.4,15,0,2,6,8,2,15,0,1,0.0,0,0,6,29,0,0,0,0,2,1,19,9,47.4,5,Matches
468,Giorgio Scalvini\1e9aa637,it ITA,DFMF,Atalanta,18-062,2003,1.7,97,2,40,48,14,5,95,1,1,100.0,1,0,56,225,117,6,1,0,1,1,67,61,91.0,3,Matches
469,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,23-041,1999,13.5,479,10,32,255,207,68,441,10,19,52.6,12,0,274,1119,426,25,8,5,38,27,604,356,58.9,107,Matches
470,Andrea Schiavone\4b55eb4d,it ITA,MF,Salernitana,28-353,1993,6.3,308,21,82,177,67,11,272,1,1,100.0,1,0,162,813,348,18,5,1,7,2,185,166,89.7,9,Matches
471,David Schnegg\1c341b14,at AUT,DF,Venezia,23-135,1998,1.6,115,10,62,40,24,0,97,1,4,25.0,1,0,64,267,191,3,2,0,3,5,67,60,89.6,1,Matches
472,Jerdy Schouten\2cfae697,nl NED,MF,Bologna,25-030,1997,2.3,144,6,44,84,24,1,141,3,4,75.0,3,1,68,277,95,3,1,0,2,2,95,89,93.7,1,Matches
473,Stefano Sensi\b70bde8f,it ITA,MF,Inter,26-190,1995,1.9,146,0,20,73,61,12,145,2,3,66.7,2,1,113,694,328,15,4,2,6,4,128,118,92.2,14,Matches
474,Stefano Sensi\b70bde8f,it ITA,MFFW,Sampdoria,26-190,1995,1.0,49,1,14,26,15,4,49,4,5,80.0,4,1,41,189,109,6,4,0,6,3,40,35,87.5,6,Matches
475,Luigi Sepe\343f753a,it ITA,GK,Salernitana,30-279,1991,1.0,33,29,33,0,0,0,18,0,0,,0,0,11,62,51,0,0,0,0,0,14,14,100.0,0,Matches
476,Laurens Serpe\79d60e74,it ITA,DF,Genoa,21-004,2001,0.5,36,4,15,20,3,1,34,0,0,,0,0,24,161,91,4,2,0,1,1,31,31,100.0,1,Matches
477,Stephan El Shaarawy\d3aaad90,it ITA,DFFW,Roma,29-107,1992,7.8,475,8,76,202,236,40,452,15,29,51.7,19,2,333,1819,1156,59,25,8,13,7,396,334,84.3,36,Matches
478,Aimar Sher\ef301f96,se SWE,MF,Spezia,19-053,2002,0.5,27,1,5,18,5,0,27,0,0,,0,0,12,46,23,2,1,0,0,1,13,12,92.3,2,Matches
479,Eldor Shomurodov\57469b2d,uz UZB,FW,Roma,26-227,1995,6.2,238,2,20,91,145,50,235,1,12,8.3,3,1,147,748,438,22,9,4,14,11,268,180,67.2,61,Matches
480,Alassane Sidibe\f944979d,ci CIV,FW,Atalanta,19-247,2002,0.1,3,0,2,0,1,0,3,0,0,,0,0,1,0,0,0,0,0,0,0,1,1,100.0,0,Matches
481,Arnór Sigurðsson\f209b81e,is ISL,MFFW,Venezia,22-272,1999,1.9,67,0,8,29,38,7,64,4,7,57.1,4,0,53,280,120,8,3,2,3,6,54,45,83.3,15,Matches
482,Adrien Silva\d6f88a1d,pt POR,MF,Sampdoria,32-333,1989,12.0,748,42,214,463,113,8,725,9,18,50.0,9,0,463,1848,976,28,7,1,8,14,472,446,94.5,14,Matches
483,Marco Silvestri\0d422df7,it ITA,GK,Udinese,30-346,1991,21.0,639,594,639,0,0,0,425,0,0,,0,0,245,1332,899,0,0,0,0,0,268,267,99.6,0,Matches
484,Giovanni Simeone\343c0d52,ar ARG,FW,Cagliari,26-221,1995,0.1,4,0,0,3,1,1,4,0,0,,0,0,2,28,4,0,0,0,0,0,8,4,50.0,2,Matches
485,Giovanni Simeone\343c0d52,ar ARG,FW,Hellas Verona,26-221,1995,16.6,675,18,65,303,341,115,642,21,35,60.0,23,1,444,2051,843,37,14,10,70,53,876,505,57.6,168,Matches
486,Wilfried Singo\8b609c34,ci CIV,DF,Torino,21-048,2000,18.8,1195,49,205,559,507,58,1019,25,56,44.6,32,2,743,3771,2014,95,34,15,35,31,817,702,85.9,33,Matches
487,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,35-030,1987,24.0,911,788,909,2,0,0,674,0,0,,0,0,431,1679,957,0,0,0,0,0,462,460,99.6,0,Matches
488,Leo Skiri Østigård\b35a7399,no NOR,DF,Genoa,22-075,1999,2.3,118,23,67,52,6,2,117,0,0,,0,0,69,482,260,6,3,0,0,0,75,73,97.3,0,Matches
489,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,30-282,1991,23.0,832,727,830,4,0,0,596,0,0,,0,0,384,1695,872,0,0,0,0,0,369,368,99.7,0,Matches
490,Andreas Skov Olsen\c50cee19,dk DEN,DFFW,Bologna,22-044,1999,8.3,495,19,93,231,214,22,435,8,24,33.3,10,1,314,1759,1049,50,20,6,16,6,417,328,78.7,31,Matches
491,Milan Škriniar\30f5ffa9,sk SVK,DF,Inter,27-000,1995,21.0,1420,197,710,654,137,23,1377,9,9,100.0,9,1,997,5058,2222,76,18,0,6,5,1101,1079,98.0,11,Matches
492,Chris Smalling\b6964eb6,eng ENG,DF,Roma,32-081,1989,11.2,539,89,319,223,17,13,526,0,0,,0,0,294,1369,526,10,1,0,0,0,305,298,97.7,3,Matches
493,Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,19-355,2002,5.2,230,15,62,97,87,16,211,9,23,39.1,9,2,156,754,425,18,4,3,10,6,188,136,72.3,14,Matches
494,Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,31-003,1991,19.3,1032,31,180,572,359,46,1017,18,28,64.3,21,3,698,4021,1893,90,34,6,29,14,974,785,80.6,90,Matches
495,Riccardo Sottil\94816803,it ITA,FW,Fiorentina,22-253,1999,8.8,367,4,33,192,198,33,365,11,24,45.8,12,2,305,3058,1936,83,31,14,17,18,384,300,78.1,48,Matches
496,Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,18-302,2003,0.1,9,0,1,6,2,0,8,1,1,100.0,1,0,8,65,42,4,0,0,0,0,7,7,100.0,0,Matches
497,Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,29-238,1992,13.3,730,70,301,406,59,12,697,3,4,75.0,3,0,447,1939,960,28,8,0,5,3,489,470,96.1,2,Matches
498,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,29-277,1992,2.0,42,33,42,0,0,0,33,0,0,,0,0,22,94,52,0,0,0,0,0,19,19,100.0,0,Matches
499,Luca Stanga\2967bcd0,it ITA,DF,Milan,20-019,2002,0.0,4,0,0,2,2,0,4,0,0,,0,0,3,23,18,0,0,0,0,1,3,3,100.0,0,Matches
500,Petar Stojanović\13b44b02,si SVN,DF,Empoli,26-127,1995,19.4,1377,84,409,644,433,26,1156,38,66,57.6,40,3,855,4786,2936,123,51,8,18,37,836,786,94.0,22,Matches
501,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,26-329,1995,9.0,311,291,310,1,0,0,248,0,0,,0,0,182,752,366,0,0,0,0,0,182,182,100.0,0,Matches
502,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,31-201,1990,10.4,630,110,352,281,41,14,582,2,2,100.0,2,0,329,2105,1180,21,9,0,0,1,359,355,98.9,1,Matches
503,Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,20-313,2001,5.3,188,8,35,86,76,20,187,2,9,22.2,3,1,118,548,297,15,4,6,5,9,159,110,69.2,26,Matches
504,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,31-363,1990,7.1,423,26,137,255,53,3,406,2,4,50.0,2,0,240,1152,542,14,1,1,2,1,295,272,92.2,3,Matches
505,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,30-355,1991,7.6,348,19,112,134,125,12,281,2,7,28.6,3,0,183,846,446,24,9,2,6,7,250,208,83.2,9,Matches
506,Leo Štulac\92948398,si SVN,MF,Empoli,27-138,1994,6.7,413,20,130,224,79,2,383,3,3,100.0,3,0,257,1138,618,20,2,0,2,3,305,292,95.7,7,Matches
507,Stefano Sturaro\2334478a,it ITA,MF,Genoa,28-339,1993,13.2,544,29,114,288,172,24,525,2,13,15.4,3,0,293,1170,542,24,7,4,15,16,407,296,72.7,33,Matches
508,Isaac Success\f573a8bf,ng NGA,FWMF,Udinese,26-035,1996,4.8,216,2,18,100,110,31,215,10,15,66.7,10,1,159,727,412,22,8,5,22,8,275,177,64.4,49,Matches
509,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,21-361,2000,0.2,6,0,0,2,4,1,6,0,1,0.0,0,0,5,13,6,1,0,0,1,0,7,6,85.7,1,Matches
510,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,22-041,2000,4.5,257,39,117,114,41,7,239,5,8,62.5,5,0,154,752,352,11,2,1,2,4,156,144,92.3,3,Matches
511,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,23-037,1999,19.7,931,36,193,507,287,28,890,13,27,48.1,17,3,585,2507,1322,69,26,3,27,12,712,616,86.5,43,Matches
512,Michael Svoboda\8abd174d,at AUT,DF,Venezia,23-119,1998,6.6,406,85,250,178,18,5,399,1,2,50.0,1,0,263,1807,1254,29,7,0,1,4,288,282,97.9,0,Matches
513,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,31-299,1990,21.0,663,588,659,6,0,0,521,1,1,100.0,1,0,339,1456,652,0,0,0,0,0,355,355,100.0,0,Matches
514,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,28-007,1994,15.3,931,50,235,515,227,26,892,17,28,60.7,17,1,606,3126,1678,65,19,5,25,20,596,550,92.3,35,Matches
515,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,36-002,1986,6.0,217,193,216,1,0,0,169,0,0,,0,0,115,681,464,0,0,0,0,0,125,124,99.2,0,Matches
516,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,31-340,1990,18.8,957,822,952,8,0,0,809,0,0,,0,0,578,2572,1255,0,0,0,0,2,626,621,99.2,0,Matches
517,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,22-178,1999,2.2,205,6,87,82,45,2,175,1,3,33.3,1,0,123,562,294,13,4,0,2,3,140,129,92.1,5,Matches
518,Tanner Tessmann\ac277993,us USA,MF,Venezia,20-140,2001,5.9,256,28,106,136,41,8,252,9,11,81.8,10,1,169,1078,554,15,5,2,6,7,162,140,86.4,11,Matches
519,Arthur Theate\df8d6029,be BEL,DF,Bologna,21-262,2000,16.1,1100,75,472,618,98,15,1053,8,11,72.7,8,0,755,4324,2456,79,18,0,10,4,798,779,97.6,7,Matches
520,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,25-282,1996,21.1,848,44,179,467,228,48,840,2,7,28.6,4,0,398,1483,675,30,8,0,36,20,764,515,67.4,45,Matches
521,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,27-187,1994,15.1,953,62,345,439,224,25,808,3,13,23.1,3,0,564,2691,1328,57,18,4,17,6,636,587,92.3,46,Matches
522,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,31-124,1990,11.7,802,60,298,441,100,14,778,4,5,80.0,4,1,502,2432,1283,51,16,1,2,4,552,526,95.3,7,Matches
523,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,23-098,1998,0.1,6,0,2,1,3,0,5,1,1,100.0,1,0,4,0,0,0,0,0,1,0,2,2,100.0,0,Matches
524,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,24-054,1997,16.4,1104,139,620,521,35,7,1060,5,6,83.3,5,0,693,3634,1844,29,7,0,1,2,765,752,98.3,4,Matches
525,Sandro Tonali\0db169ae,it ITA,MF,Milan,21-279,2000,17.1,1118,38,252,661,280,11,993,22,34,64.7,25,4,742,4185,2061,87,21,5,16,19,779,722,92.7,20,Matches
526,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,32-025,1990,9.0,612,98,312,306,26,10,563,1,3,33.3,1,0,345,1890,1154,31,4,0,2,2,373,367,98.4,0,Matches
527,Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,29-228,1992,1.3,65,1,3,36,32,7,64,0,1,0.0,0,0,46,160,83,5,3,0,3,5,88,53,60.2,22,Matches
528,Lucas Torreira\52611641,uy URU,MF,Fiorentina,26-000,1996,17.1,1099,36,271,701,183,16,1049,5,8,62.5,5,0,648,2684,1113,37,12,3,9,7,790,755,95.6,19,Matches
529,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,27-345,1994,4.8,227,9,52,147,39,7,225,7,10,70.0,7,0,127,564,195,11,3,2,1,2,163,131,80.4,3,Matches
530,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,24-089,1997,0.1,5,1,4,1,0,0,5,0,0,,0,0,3,14,4,0,0,0,0,0,3,3,100.0,0,Matches
531,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,19-075,2002,15.3,692,32,188,351,215,24,601,16,33,48.5,18,2,420,2911,1765,69,23,8,22,27,423,347,82.0,26,Matches
532,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,25-239,1996,1.0,21,3,11,8,4,0,19,1,2,50.0,2,1,11,42,32,3,2,0,2,0,15,9,60.0,0,Matches
533,Antonio Vacca\444c89d9,it ITA,MF,Venezia,31-274,1990,8.3,574,56,272,304,31,0,536,6,9,66.7,6,0,359,1967,985,21,6,0,1,7,368,351,95.4,5,Matches
534,Zinho Vanheusden\afbf187b,be BEL,DF,Genoa,22-197,1999,10.0,501,86,306,180,43,10,484,1,5,20.0,2,1,281,1657,773,21,7,1,1,1,298,290,97.3,4,Matches
