,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
124,Juan Cuadrado\0ab1f153,co COL,DFMF,Juventus,33-261,1988,18.0,1472,56,380,747,444,47,1332,26,46,56.5,28,0,1026,4841,3018,128,32,18,24,20,1128,1037,91.9,62,Matches
125,Mickaël Cuisance\5722eced,fr FRA,MF,Venezia,22-179,1999,3.2,147,0,38,80,41,2,135,5,7,71.4,5,0,108,523,210,10,3,0,1,8,101,94,93.1,11,Matches
126,Patrick Cutrone\a4fe8cda,it ITA,FW,Empoli,24-039,1998,11.1,312,5,19,107,204,75,293,8,17,47.1,9,0,213,1284,560,34,5,8,23,12,441,228,51.7,97,Matches
127,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,33-155,1988,5.7,470,60,226,216,47,9,456,2,2,100.0,2,1,351,1557,777,18,3,1,5,3,370,358,96.8,6,Matches
128,Mikkel Damsgaard\215f3907,dk DEN,MFFW,Sampdoria,21-223,2000,5.7,314,10,55,147,137,19,309,14,19,73.7,14,0,230,1059,556,27,11,3,6,14,258,210,81.4,42,Matches
129,Danilo\94b2001f,br BRA,DFMF,Juventus,30-211,1991,11.0,838,58,331,455,87,4,753,1,5,20.0,1,0,516,1772,905,29,6,2,3,4,559,547,97.9,7,Matches
130,Ebrima Darboe\cf043a33,gm GAM,MF,Roma,20-250,2001,0.7,47,1,8,35,5,1,44,0,0,,0,0,35,167,41,1,0,1,2,0,34,34,100.0,3,Matches
131,Matteo Darmian\96e0490d,it ITA,DF,Inter,32-071,1989,12.1,591,28,172,244,200,19,505,0,2,0.0,0,0,324,1252,682,36,12,3,9,8,407,361,88.7,41,Matches
132,Paweł Dawidowicz\16bb656a,pl POL,DF,Hellas Verona,26-267,1995,13.2,745,87,311,378,102,16,727,4,5,80.0,4,0,453,2554,1428,46,17,2,5,2,466,448,96.1,7,Matches
133,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,34-343,1987,2.0,98,13,70,35,0,0,94,0,0,,0,0,44,224,59,1,0,0,1,1,44,43,97.7,1,Matches
134,Tommaso De Nipoti\7f9d956a,it ITA,MF,Atalanta,18-203,2003,0.1,2,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,5,1,20.0,0,Matches
135,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,29-114,1992,7.3,436,25,134,215,121,11,384,7,12,58.3,7,0,262,1313,716,33,11,3,4,5,273,256,93.8,16,Matches
136,Lorenzo De Silvestri\e74f0e59,it ITA,DF,Bologna,33-264,1988,15.9,1049,64,331,554,224,25,920,6,12,50.0,7,0,566,3008,1567,51,21,0,15,10,756,672,88.9,26,Matches
137,Grégoire Defrel\854ee61a,mq MTQ,FW,Sassuolo,30-239,1991,9.5,362,10,44,171,176,40,344,8,13,61.5,8,0,257,1493,715,32,12,11,17,16,375,253,67.5,74,Matches
138,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,26-194,1995,15.0,640,52,207,336,122,13,637,4,7,57.1,6,0,382,1609,648,31,10,2,14,8,459,392,85.4,33,Matches
139,Filippo Delli Carri\d2e8fd9b,it ITA,DF,Salernitana,22-284,1999,4.7,171,28,89,59,29,7,149,1,2,50.0,2,0,83,337,187,8,3,0,4,1,87,80,92.0,4,Matches
140,Merih Demiral\e3cceee6,tr TUR,DF,Atalanta,23-343,1998,13.7,657,84,347,300,38,22,627,0,1,0.0,0,0,326,2072,619,11,1,0,1,4,353,343,97.2,5,Matches
141,Diego Demme\dc3fa3b5,de GER,MF,Napoli,30-082,1991,4.6,396,8,93,234,93,2,392,2,3,66.7,2,0,283,1169,580,26,8,2,1,5,333,323,97.0,2,Matches
142,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,24-293,1997,1.2,49,2,13,22,18,2,47,2,3,66.7,2,0,30,112,55,3,1,0,2,2,40,29,72.5,3,Matches
143,Fabio Depaoli\d97f2e8d,it ITA,DF,Hellas Verona,24-293,1997,2.5,150,9,23,62,71,5,130,2,5,40.0,3,1,84,296,159,10,4,0,2,3,99,84,84.8,4,Matches
144,Mattia Destro\d7d32194,it ITA,FW,Genoa,30-328,1991,13.2,409,10,37,230,156,49,375,7,19,36.8,7,2,189,588,298,17,5,5,42,20,553,287,51.9,68,Matches
145,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,27-335,1994,16.1,743,9,65,298,447,90,647,23,56,41.1,28,2,552,3308,2254,127,43,32,29,46,741,513,69.2,80,Matches
146,Jacopo Dezi\e921b9db,it ITA,MF,Venezia,30-001,1992,0.2,30,0,3,18,12,1,28,1,2,50.0,1,0,23,141,69,4,0,1,0,0,22,20,90.9,1,Matches
147,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,33-144,1988,0.4,10,0,1,7,4,1,9,1,1,100.0,1,0,8,36,16,1,1,0,2,0,13,7,53.8,1,Matches
148,Federico Di Francesco\1fca9171,it ITA,FWMF,Empoli,27-242,1994,10.7,413,13,48,166,230,63,404,7,26,26.9,8,0,300,1566,789,39,12,12,22,21,441,296,67.1,92,Matches
149,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,28-191,1993,23.8,2052,93,585,1042,575,60,1803,12,31,38.7,12,2,1391,7006,3792,173,71,10,16,17,1505,1436,95.4,70,Matches
150,Francesco Di Mariano\35a2557c,it ITA,FW,Venezia,25-297,1996,0.7,20,1,2,10,13,2,20,0,2,0.0,0,0,17,139,55,4,1,1,0,1,22,17,77.3,4,Matches
151,Francesco Di Tacchio\b5c3ff9f,it ITA,MF,Salernitana,31-297,1990,13.9,672,47,180,431,92,8,635,5,10,50.0,5,1,395,1642,750,24,7,0,7,10,401,375,93.5,7,Matches
152,Amadou Diawara\bf309d24,gn GUI,MF,Roma,24-209,1997,1.9,79,2,25,47,10,0,76,1,1,100.0,1,0,43,149,44,1,1,0,0,0,51,48,94.1,0,Matches
153,Brahim Díaz\407feb71,es ESP,MF,Milan,22-192,1999,14.2,717,7,41,425,321,49,696,31,61,50.8,34,1,594,3183,1683,91,35,7,31,38,722,564,78.1,101,Matches
154,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,29-002,1993,2.7,119,6,47,53,30,5,94,3,8,37.5,3,0,61,380,221,8,2,2,4,1,73,60,82.2,1,Matches
155,Federico Dimarco\970b8574,it ITA,DF,Inter,24-093,1997,9.1,736,32,185,330,291,34,627,4,7,57.1,5,0,468,2609,1638,68,29,4,7,7,542,502,92.6,48,Matches
156,Filippo Distefano\2110f96c,it ITA,FW,Fiorentina,18-167,2003,0.0,3,0,2,0,1,0,3,0,0,,0,0,2,0,0,0,0,0,0,1,3,2,66.7,0,Matches
157,Koffi Djidji\933d3b51,ci CIV,DF,Torino,29-073,1992,13.1,778,53,311,412,110,7,748,9,11,81.8,10,0,453,2250,1127,42,13,1,7,4,468,455,97.2,5,Matches
158,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,28-357,1993,15.3,1013,71,425,533,119,10,958,2,5,40.0,2,0,594,2864,1294,51,11,1,3,2,681,656,96.3,9,Matches
159,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,23-228,1998,18.9,1239,57,323,778,207,21,1194,11,18,61.1,12,1,728,3559,1663,71,26,3,18,14,855,789,92.3,27,Matches
160,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,24-176,1997,4.2,241,181,240,3,0,0,211,0,0,,0,0,156,681,353,0,0,0,0,0,165,165,100.0,0,Matches
161,Radu Drăgușin\620922ed,ro ROU,DF,Salernitana,20-008,2002,1.0,59,5,31,30,3,0,56,0,0,,0,0,31,199,85,1,0,0,0,0,34,32,94.1,0,Matches
162,Radu Drăgușin\620922ed,ro ROU,DF,Sampdoria,20-008,2002,6.9,318,41,146,135,49,2,273,0,0,,0,0,144,968,471,17,5,0,3,3,139,128,92.1,4,Matches
163,Denzel Dumfries\481c9ece,nl NED,DF,Inter,25-299,1996,11.5,569,23,118,205,281,71,494,9,16,56.3,9,0,342,1829,905,39,10,9,16,15,429,351,81.8,70,Matches
164,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,28-338,1993,12.1,593,12,110,327,191,27,585,4,5,80.0,4,1,399,1939,1117,47,16,8,8,22,485,428,88.2,47,Matches
165,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,28-088,1993,14.5,969,6,97,497,440,64,895,26,44,59.1,28,2,692,3217,1427,86,22,11,43,22,896,738,82.4,123,Matches
166,Edin Džeko\3bb7f478,ba BIH,FW,Inter,35-331,1986,16.9,730,28,69,377,323,108,708,10,23,43.5,12,2,445,2202,1137,64,25,13,39,24,834,571,68.5,158,Matches
167,Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,26-057,1995,9.2,487,40,213,195,115,16,407,8,12,66.7,8,0,269,1580,866,33,17,4,9,5,301,255,84.7,11,Matches
168,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,32-198,1989,12.6,626,30,181,371,114,19,602,9,12,75.0,9,2,356,1796,829,27,10,1,4,8,371,350,94.3,18,Matches
169,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,27-325,1994,13.6,491,14,54,267,197,52,476,19,35,54.3,23,2,317,1445,695,34,16,7,39,29,563,335,59.5,96,Matches
170,Elif Elmas\cf007308,mk MKD,FWMF,Napoli,22-140,1999,13.2,740,20,93,361,344,49,717,17,23,73.9,18,0,554,3314,1937,95,29,19,16,25,719,599,83.3,57,Matches
171,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,24-018,1998,16.2,812,189,540,278,25,17,789,2,2,100.0,2,0,404,2076,820,10,2,0,7,1,464,454,97.8,1,Matches
172,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,28-321,1993,0.1,10,2,6,3,1,0,9,0,0,,0,0,4,6,0,0,0,0,0,1,4,4,100.0,0,Matches
173,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Bologna,30-230,1991,0.5,29,1,3,9,18,9,29,0,2,0.0,1,0,19,40,23,1,0,0,5,2,30,20,66.7,5,Matches
174,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,26-305,1995,4.5,177,170,177,0,0,0,130,0,0,,0,0,72,286,143,0,0,0,0,0,78,77,98.7,0,Matches
175,Paolo Faragò\9085dd7c,it ITA,MF,Cagliari,28-364,1993,0.2,15,0,5,5,7,4,15,1,1,100.0,1,0,9,53,42,1,1,0,0,1,11,7,63.6,1,Matches
176,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,30-109,1991,18.4,1100,62,294,471,371,37,916,10,22,45.5,10,1,570,1761,933,45,13,6,24,17,688,595,86.5,33,Matches
177,Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,25-361,1996,6.5,343,11,96,146,122,15,296,7,16,43.8,8,1,196,932,512,25,8,0,8,9,233,195,83.7,14,Matches
178,Diego Farias\157d29b6,br BRA,MFFW,Cagliari,31-277,1990,0.7,38,0,3,14,22,2,37,2,2,100.0,2,0,29,171,66,4,0,1,1,0,32,29,90.6,3,Matches
179,Andrea Favilli\44510fde,it ITA,FW,Genoa,24-270,1997,0.4,13,2,3,6,5,3,11,0,1,0.0,0,0,9,26,4,0,0,0,1,2,16,8,50.0,5,Matches
180,Federico Fazio\4e358a2d,ar ARG,DF,Salernitana,34-331,1987,1.0,70,8,33,40,3,1,70,1,1,100.0,1,0,42,292,159,4,1,0,1,1,47,43,91.5,0,Matches
181,Luiz Felipe\15d0c248,br BRA,DF,Lazio,24-326,1997,20.5,1514,253,849,730,34,6,1469,2,2,100.0,2,0,995,5373,2669,48,8,0,3,5,1131,1117,98.8,1,Matches
182,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,27-225,1994,7.8,470,65,265,207,21,1,434,2,4,50.0,2,0,259,1364,583,12,2,0,1,1,261,256,98.1,3,Matches
183,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,24-021,1998,10.8,622,44,204,313,145,6,564,4,7,57.1,4,0,360,1742,898,37,16,2,7,7,408,369,90.4,19,Matches
184,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,28-269,1993,4.3,302,9,88,159,74,3,249,2,7,28.6,4,1,173,887,489,24,10,0,3,2,179,167,93.3,7,Matches
185,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,25-201,1996,2.3,143,15,67,67,16,2,141,1,1,100.0,1,0,100,473,223,7,2,2,0,4,94,88,93.6,0,Matches
186,Vincenzo Fiorillo\a2565f79,it ITA,GK,Salernitana,32-029,1990,2.0,34,33,34,0,0,0,22,0,0,,0,0,14,42,21,0,0,0,0,0,15,15,100.0,0,Matches
187,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Milan,30-337,1991,10.0,713,26,193,383,183,15,613,5,8,62.5,6,0,429,2141,1281,59,18,4,4,1,483,443,91.7,23,Matches
188,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,32-027,1990,0.6,35,1,5,14,19,5,31,1,1,100.0,1,0,21,112,73,4,2,0,1,0,25,20,80.0,4,Matches
189,Francesco Forte\69e11a01,it ITA,FW,Venezia,28-286,1993,4.7,125,3,11,70,50,18,118,2,3,66.7,2,0,63,245,119,8,2,2,7,5,183,80,43.7,22,Matches
190,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,22-112,1999,20.3,1066,67,276,600,273,57,1048,22,39,56.4,25,2,693,3615,2178,91,31,10,33,19,857,771,90.0,63,Matches
191,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,29-302,1992,16.0,1207,35,218,736,341,23,1175,13,27,48.1,14,0,839,4590,2257,98,38,3,15,13,909,858,94.4,33,Matches
192,Matteo Gabbia\c235e803,it ITA,DF,Milan,22-113,1999,5.1,372,43,202,178,6,3,359,0,0,,0,0,273,1173,557,8,1,0,0,1,288,285,99.0,0,Matches
193,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Sampdoria,30-077,1991,12.7,490,11,60,245,206,42,463,6,12,50.0,8,1,310,1527,715,38,10,5,26,14,532,353,66.4,58,Matches
194,Gianluca Gaetano\3b387cc7,it ITA,MF,Napoli,21-282,2000,0.2,16,0,6,7,4,0,16,0,0,,0,0,9,69,12,0,0,0,1,0,12,8,66.7,1,Matches
195,Luca Gagliano\1d00a56c,it ITA,MFDF,Cagliari,21-212,2000,0.1,9,0,0,4,5,1,9,0,0,,0,0,6,20,7,0,0,0,0,0,7,5,71.4,0,Matches
196,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,27-310,1994,4.7,269,9,49,143,96,14,265,1,4,25.0,1,0,179,943,469,24,5,3,2,7,208,191,91.8,14,Matches
197,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,31-289,1990,11.8,581,96,305,252,57,12,549,3,4,75.0,3,0,279,1570,827,26,8,0,0,4,295,285,96.6,6,Matches
198,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,21-055,2000,0.2,12,1,2,2,9,1,10,0,0,,0,0,7,39,22,1,1,0,1,1,11,7,63.6,2,Matches
199,Pablo Galdames Millán\dd403465,cl CHI,MF,Genoa,25-043,1996,3.9,173,12,42,111,29,4,167,2,5,40.0,2,1,115,401,121,6,4,1,1,6,145,122,84.1,11,Matches
200,Luca Gemello\53e494ec,it ITA,GK,Torino,21-223,2000,1.0,37,30,37,0,0,0,32,0,0,,0,0,22,111,75,0,0,0,0,0,21,21,100.0,0,Matches
201,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,25-009,1997,6.7,445,31,136,204,126,8,365,5,12,41.7,5,0,228,988,584,28,15,1,13,6,264,233,88.3,10,Matches
202,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,31-010,1991,2.3,192,9,50,86,69,2,171,0,0,,0,0,122,654,337,13,5,1,0,0,140,133,95.0,3,Matches
203,Olivier Giroud\16ceb862,fr FRA,FW,Milan,35-134,1986,9.7,313,17,30,125,161,49,298,2,3,66.7,2,0,140,316,141,7,2,2,22,8,384,226,58.9,48,Matches
204,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,35-360,1986,9.1,541,103,329,215,24,15,525,9,10,90.0,9,0,309,1495,722,20,2,1,2,1,338,333,98.5,2,Matches
205,Edoardo Goldaniga\4b029b31,it ITA,MFDF,Sassuolo,28-101,1993,0.0,2,1,1,1,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,Matches
206,Edoardo Goldaniga\4b029b31,it ITA,DF,Cagliari,28-101,1993,3.0,136,22,69,65,6,2,128,0,0,,0,0,65,285,120,2,0,0,1,0,68,63,92.6,0,Matches
207,Cedric Gondo\ff37d2ef,ci CIV,FW,Salernitana,25-078,1996,7.8,301,9,32,123,168,57,287,9,19,47.4,9,1,222,1043,524,30,8,6,39,20,420,220,52.4,86,Matches
208,Nicolás González\2374aaca,ar ARG,FW,Fiorentina,23-311,1998,13.2,646,5,60,312,345,69,628,32,62,51.6,34,1,466,2783,1660,65,32,13,42,24,662,512,77.3,92,Matches
209,Robin Gosens\2d970560,de GER,DF,Atalanta,27-221,1994,5.1,310,10,61,147,110,21,272,1,3,33.3,1,0,176,524,347,14,4,2,4,5,233,203,87.1,18,Matches
210,Alberto Grassi\6cc97b6a,it ITA,MF,Cagliari,26-341,1995,12.0,642,41,190,405,85,16,619,7,11,63.6,8,0,397,2108,779,25,10,0,14,9,396,370,93.4,13,Matches
211,Koray Günter\f1f1f238,de GER,DF,Hellas Verona,27-179,1994,17.2,976,170,538,482,24,10,933,1,2,50.0,2,0,468,3375,1788,39,4,1,2,3,505,488,96.6,1,Matches
212,Emmanuel Gyasi\f9758dae,gh GHA,FWDF,Spezia,28-031,1994,22.2,927,54,214,441,348,63,902,22,38,57.9,23,4,703,3635,1570,76,29,14,42,44,843,635,75.3,80,Matches
213,Norbert Gyömbér\0be276c6,sk SVK,DF,Salernitana,29-223,1992,17.8,782,143,427,327,59,9,704,1,1,100.0,1,0,366,2067,759,15,2,0,5,1,402,391,97.3,2,Matches
214,Nicolas Haas\fa449bba,ch SUI,MF,Empoli,26-019,1996,11.1,601,25,142,299,186,18,592,2,5,40.0,2,0,389,1820,805,35,14,3,15,14,487,393,80.7,39,Matches
215,Samir Handanović\74419746,si SVN,GK,Inter,37-212,1984,23.0,798,758,796,2,1,1,688,0,0,,0,0,477,2004,1287,0,0,0,1,0,528,526,99.6,0,Matches
216,Ridgeciano Haps\c8d7131c,sr SUR,DF,Venezia,28-244,1993,10.0,506,45,226,217,91,3,441,6,6,100.0,6,0,281,1578,1039,44,13,1,9,2,294,267,90.8,15,Matches
217,Abdou Harroui\65fd099c,nl NED,MF,Sassuolo,24-029,1998,4.2,318,7,64,184,90,11,314,1,5,20.0,4,0,227,1196,484,28,10,2,8,7,256,225,87.9,16,Matches
218,Hans Hateboer\3b333ac3,nl NED,DF,Atalanta,28-033,1994,4.1,270,10,45,116,127,11,236,1,2,50.0,1,0,166,932,559,24,8,2,3,2,214,186,86.9,17,Matches
219,Silvan Hefti\f8342731,ch SUI,DF,Genoa,24-109,1997,4.2,203,13,67,94,51,6,161,3,11,27.3,6,2,80,410,238,12,2,2,2,5,74,66,89.2,6,Matches
220,Liam Henderson\d7918b13,sct SCO,MF,Empoli,25-292,1996,17.2,788,20,108,332,400,58,724,2,7,28.6,3,1,488,2518,1157,63,21,5,13,14,676,529,78.3,97,Matches
221,Dalbert Henrique\f45f9427,br BRA,DFMF,Cagliari,28-156,1993,12.4,581,27,154,266,195,18,485,4,12,33.3,5,0,288,1233,755,38,15,1,18,15,384,303,78.9,42,Matches
222,Matheus Henrique\a2d9f138,br BRA,MF,Sassuolo,24-054,1997,3.3,212,8,38,138,57,1,208,6,8,75.0,6,0,168,954,479,29,9,1,0,7,177,167,94.4,3,Matches
223,Thomas Henry\9ef42479,fr FRA,FW,Venezia,27-144,1994,13.1,431,26,52,252,149,44,414,9,20,45.0,9,3,266,1096,470,27,7,6,36,39,582,320,55.0,59,Matches
224,Theo Hernández\d4c9725f,fr FRA,DF,Milan,24-128,1997,18.1,1263,42,359,661,371,44,1088,28,48,58.3,30,2,872,5417,3581,118,44,14,21,19,919,841,91.5,51,Matches
225,Hernani\6f5ead86,br BRA,MFFW,Genoa,27-321,1994,6.2,264,11,52,152,76,10,250,4,7,57.1,5,1,144,668,302,15,5,1,10,14,235,165,70.2,18,Matches
226,Daan Heymans\6d70c771,be BEL,MFFW,Venezia,22-241,1999,2.8,131,9,32,64,37,6,128,2,3,66.7,2,1,69,292,122,5,0,0,7,0,106,85,80.2,11,Matches
227,Aaron Hickey\1780bb4a,sct SCO,DF,Bologna,19-246,2002,17.9,954,48,299,429,290,17,807,22,35,62.9,24,1,623,3227,1725,78,20,7,18,13,662,574,86.7,48,Matches
228,Martin Hongla\b85bf253,cm CMR,MF,Hellas Verona,23-332,1998,3.7,181,13,39,112,38,1,177,0,2,0.0,0,0,119,579,227,14,5,0,4,5,130,113,86.9,3,Matches
229,Sydney van Hooijdonk\5b418e15,nl NED,FWMF,Bologna,22-005,2000,0.4,23,0,2,11,14,1,23,1,1,100.0,1,0,15,62,1,0,0,0,3,1,29,20,69.0,3,Matches
230,Petko Hristov\d8800a46,bg BUL,DF,Spezia,22-347,1999,11.3,649,118,386,286,11,3,616,1,1,100.0,1,0,360,1701,758,19,3,0,2,3,378,374,98.9,0,Matches
231,Elseid Hysaj\2f3452eb,al ALB,DF,Lazio,27-356,1994,19.4,1377,56,434,734,285,22,1241,14,28,50.0,15,5,941,3766,1677,62,23,3,12,11,996,947,95.1,32,Matches
232,Roger Ibanez\82efe6fa,br BRA,DF,Roma,23-080,1998,22.0,1536,170,776,780,100,35,1465,9,14,64.3,9,0,1014,6313,3611,103,18,3,10,7,1032,1015,98.4,7,Matches
233,Zlatan Ibrahimović\4cde5509,se SWE,FW,Milan,40-131,1981,10.1,493,13,16,206,292,84,474,1,7,14.3,2,1,295,1225,684,39,17,4,19,6,562,401,71.4,111,Matches
234,Igor\a4e85758,br BRA,DF,Fiorentina,24-004,1998,10.5,891,88,498,446,16,4,872,3,4,75.0,4,0,623,3206,1906,31,5,0,3,5,647,642,99.2,0,Matches
235,Jonathan Ikone\42eaa028,fr FRA,FWMF,Fiorentina,23-285,1998,1.2,65,0,4,34,32,2,64,4,8,50.0,4,0,51,332,206,14,2,0,6,0,63,50,79.4,6,Matches
236,Ivan Ilić\bb376bed,rs SRB,MF,Hellas Verona,20-331,2001,16.7,1036,48,240,612,258,18,994,16,23,69.6,18,0,654,3551,1638,75,27,3,27,19,742,673,90.7,42,Matches
237,Josip Iličić\68252d6d,si SVN,FWMF,Atalanta,34-013,1988,9.2,635,4,45,263,370,63,598,17,31,54.8,17,1,501,2708,1327,86,20,22,31,16,613,508,82.9,94,Matches
238,Ciro Immobile\4431aed2,it ITA,FW,Lazio,31-356,1990,19.1,797,11,65,359,409,136,766,11,35,31.4,13,1,542,2253,1151,63,18,25,48,32,1021,656,64.3,178,Matches
239,Lorenzo Insigne\2f557579,it ITA,FW,Napoli,30-252,1991,15.0,1102,5,101,467,623,80,1013,18,47,38.3,20,1,793,4439,2743,146,46,26,26,17,981,862,87.9,114,Matches
240,Ardian Ismajli\6b635f5c,al ALB,DF,Empoli,25-134,1996,11.0,660,124,389,299,22,5,640,3,3,100.0,3,0,375,2595,1423,29,2,0,2,3,413,403,97.6,0,Matches
241,Armando Izzo\89976232,it ITA,DF,Torino,29-346,1992,1.1,56,4,20,26,14,2,54,0,0,,0,0,23,152,85,2,2,0,0,0,30,29,96.7,2,Matches
242,Mato Jajalo\8c65eb5f,ba BIH,MF,Udinese,33-262,1988,3.5,189,10,51,105,44,4,181,2,3,66.7,2,0,112,645,295,11,1,0,3,4,129,118,91.5,6,Matches
243,Paweł Jaroszyński\958a601f,pl POL,DF,Salernitana,27-132,1994,5.5,280,29,126,99,67,2,228,0,2,0.0,0,0,140,755,387,12,4,0,3,2,139,129,92.8,6,Matches
244,Juan Jesus\79083382,br BRA,DF,Napoli,30-246,1991,10.3,702,75,320,399,18,9,677,1,1,100.0,1,0,465,2590,1058,28,5,1,1,0,495,484,97.8,0,Matches
245,Dennis Johnsen\66784dee,no NOR,FWMF,Venezia,23-359,1998,12.1,369,5,49,130,223,53,368,21,48,43.8,23,4,294,1395,901,41,11,13,42,24,478,291,60.9,94,Matches
246,Kaio Jorge\0cf465f2,br BRA,MFFW,Juventus,20-018,2002,1.3,62,2,8,26,31,10,62,1,2,50.0,1,0,42,140,32,3,1,1,5,3,85,49,57.6,17,Matches
247,Flavio Junior Bianchi\3ef965c1,it ITA,FWMF,Genoa,22-018,2000,3.5,128,0,12,81,44,12,126,3,5,60.0,3,0,79,343,113,8,3,2,9,11,129,89,69.0,23,Matches
248,Hamed Junior Traorè\570bb4b9,ci CIV,MFFW,Sassuolo,21-360,2000,9.5,565,10,101,310,203,25,541,20,34,58.8,24,4,436,2842,1627,82,29,12,16,10,462,407,88.1,42,Matches
249,Nikola Kalinić\d4931a5a,hr CRO,FW,Hellas Verona,34-037,1988,4.5,175,1,6,68,104,38,164,3,7,42.9,3,0,122,288,92,8,2,4,18,20,236,144,61.0,59,Matches
250,Yayah Kallon\f95f49d2,sl SLE,FWMF,Genoa,20-226,2001,6.7,276,4,33,103,159,35,276,13,18,72.2,13,0,215,1181,676,39,5,15,22,20,298,179,60.1,45,Matches
251,Pierre Kalulu\85f7d1be,fr FRA,DF,Milan,21-251,2000,10.6,734,62,315,346,134,9,675,2,7,28.6,3,1,464,2660,1405,41,17,1,10,5,478,462,96.7,16,Matches
252,Rick Karsdorp\9f84febe,nl NED,DF,Roma,27-000,1995,20.2,1285,49,361,591,404,30,1103,7,16,43.8,9,3,804,3350,1662,76,28,5,12,4,881,825,93.6,49,Matches
253,Denso Kasius\7ae36711,nl NED,DF,Bologna,19-128,2002,0.2,20,1,5,7,11,1,18,0,0,,0,0,14,184,138,5,2,1,0,0,15,14,93.3,3,Matches
254,Grigoris Kastanos\2a82aa85,cy CYP,MF,Salernitana,24-012,1998,10.2,520,19,103,255,202,19,463,10,18,55.6,10,1,329,1666,986,43,20,4,10,15,359,310,86.4,40,Matches
255,Moise Kean\3d50bcdb,it ITA,FW,Juventus,21-348,2000,7.4,241,5,29,114,115,39,237,12,19,63.2,13,2,157,759,353,15,3,9,28,13,306,186,60.8,50,Matches
256,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,26-098,1995,10.6,424,27,118,184,155,18,377,3,5,60.0,3,1,258,1511,890,38,17,5,9,8,289,236,81.7,14,Matches
257,Dimitrios Keramitsis\6f30a1d5,gr GRE,DF,Roma,17-225,2004,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
258,Franck Kessié\05e19d6a,ci CIV,MF,Milan,25-054,1996,13.9,906,45,217,535,207,25,873,13,19,68.4,16,0,601,2956,1220,44,19,0,14,10,725,648,89.4,35,Matches
259,Jakub Kiwior\dc3e663e,pl POL,MFDF,Spezia,21-361,2000,8.8,413,48,169,231,38,5,402,5,7,71.4,5,0,207,1065,399,9,2,0,2,4,220,210,95.5,3,Matches
260,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,24-132,1997,10.0,501,17,117,279,173,13,466,43,60,71.7,46,0,400,2478,1405,70,25,8,16,30,375,320,85.3,23,Matches
