,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1,Tammy Abraham\f586779e,eng ENG,FW,Roma,24-132,1997,21.6,28,18,7,14,7,9,15,60.0,6,303,96,31.7,32,130,141,26,10,0,16,8,36,19,0,Matches
2,Francesco Acerbi\b96b595c,it ITA,DF,Lazio,34-001,1988,17.1,15,8,11,4,0,5,13,38.5,8,108,27,25.0,57,42,9,30,20,0,10,33,48,77,0,Matches
3,Michel Aebischer\f9c927de,ch SUI,MF,Bologna,25-036,1997,0.1,1,1,1,0,0,0,0,,0,4,2,50.0,1,0,3,0,0,0,0,0,1,0,0,Matches
4,Felix Afena-Gyan\0154d290,gh GHA,FW,Roma,19-023,2003,4.2,3,1,0,3,0,1,3,33.3,2,99,27,27.3,14,37,48,3,0,0,3,5,8,0,0,Matches
5,Kevin Agudelo\46fa7204,co COL,FWMF,Spezia,23-089,1998,4.0,15,11,7,5,3,4,6,66.7,2,131,27,20.6,25,66,40,12,0,0,12,2,17,1,0,Matches
6,Ola Aina\246d153b,ng NGA,DF,Torino,25-126,1996,11.8,23,12,9,11,3,11,18,61.1,7,125,46,36.8,42,52,31,20,3,0,17,27,50,24,0,Matches
7,Jean-Daniel Akpa-Akpro\fdf4b948,ci CIV,MF,Lazio,29-123,1992,3.4,14,8,5,8,1,3,10,30.0,7,101,28,27.7,23,54,24,4,2,0,2,3,17,3,0,Matches
8,Luis Alberto\5294a83f,es ESP,MF,Lazio,29-136,1992,16.0,22,15,7,10,5,6,27,22.2,21,241,66,27.4,64,117,60,14,1,0,13,13,35,4,0,Matches
9,Giorgio Altare\aa5322d5,it ITA,DF,Cagliari,23-186,1998,3.5,10,6,4,5,1,4,10,40.0,6,41,13,31.7,14,22,5,7,1,0,6,12,22,13,0,Matches
10,Kelvin Amian\bcc81786,fr FRA,DF,Spezia,24-003,1998,17.9,38,23,23,9,6,9,18,50.0,9,269,97,36.1,139,95,35,39,15,0,24,31,69,54,0,Matches
11,Nadiem Amiri\555d5edd,de GER,FW,Genoa,25-107,1996,0.4,0,0,0,0,0,0,0,,0,10,2,20.0,6,4,0,0,0,0,0,1,1,0,0,Matches
12,Ethan Ampadu\10b9fa99,wls WAL,MFDF,Venezia,21-150,2000,13.1,39,24,20,15,4,5,20,25.0,15,220,62,28.2,109,93,18,32,8,0,24,35,74,35,0,Matches
13,Sofyan Amrabat\5a2cb25d,ma MAR,MF,Fiorentina,25-174,1996,2.5,10,7,4,4,2,4,9,44.4,5,59,13,22.0,14,37,8,11,3,0,8,3,13,1,0,Matches
14,Felipe Anderson\9f1893b9,br BRA,FW,Lazio,28-302,1993,19.5,52,29,20,24,8,16,60,26.7,44,487,116,23.8,111,220,156,39,2,0,37,23,75,11,0,Matches
15,Ebenezer Annan\39aa05a7,gh GHA,DF,Bologna,19-174,2002,0.3,2,0,2,0,0,0,0,,0,6,0,0.0,5,1,0,0,0,0,0,1,3,0,0,Matches
16,Cristian Ansaldi\bbafc0c4,ar ARG,DF,Torino,35-144,1986,4.0,9,4,6,3,0,5,6,83.3,1,39,13,33.3,15,11,13,2,0,0,2,4,13,5,0,Matches
17,Janis Antiste\38d9ce53,fr FRA,FWMF,Spezia,19-177,2002,6.9,16,11,3,7,6,5,12,41.7,7,150,44,29.3,26,45,79,7,0,0,7,3,19,4,0,Matches
18,Mattia Aramu\0847b5a5,it ITA,FWMF,Venezia,26-273,1995,13.1,15,7,2,10,3,3,12,25.0,9,250,52,20.8,60,122,68,13,1,0,12,8,23,10,0,Matches
19,Marko Arnautović\00459419,at AUT,FW,Bologna,32-298,1989,18.3,11,9,0,9,2,4,21,19.0,17,264,79,29.9,27,122,115,13,1,0,12,9,20,13,0,Matches
20,Tolgay Arslan\963a328b,de GER,MF,Udinese,31-179,1990,13.3,22,15,11,7,4,9,30,30.0,21,206,57,27.7,68,106,32,19,2,0,17,19,41,11,0,Matches
21,Arthur\a820e429,br BRA,FW,Fiorentina,23-292,1998,0.8,1,0,0,0,1,0,1,0.0,1,19,3,15.8,0,4,15,2,0,0,2,1,2,2,0,Matches
22,Kristoffer Askildsen\a69cc629,no NOR,MF,Sampdoria,21-033,2001,8.1,15,9,5,9,1,7,15,46.7,8,130,34,26.2,44,64,22,22,10,0,12,18,33,19,0,Matches
23,Kristjan Asllani\0fdcef0e,al ALB,MF,Empoli,19-339,2002,2.1,2,1,1,1,0,1,2,50.0,1,49,8,16.3,17,26,6,3,1,0,2,4,6,5,0,Matches
24,Emil Audero\649b01d8,it ITA,GK,Sampdoria,25-024,1997,19.5,0,0,0,0,0,0,0,,0,4,1,25.0,4,0,0,0,0,0,0,0,0,0,0,Matches
25,Tommaso Augello\3cd3b384,it ITA,DF,Sampdoria,27-165,1994,18.8,36,20,21,8,7,9,19,47.4,10,192,57,29.7,96,54,42,34,4,0,30,29,65,43,1,Matches
26,Ramzi Aya\6a1f66a7,it ITA,DF,Salernitana,31-193,1990,1.5,1,1,1,0,0,1,1,100.0,0,6,1,16.7,4,2,0,0,0,0,0,2,3,1,0,Matches
27,Kaan Ayhan\2200181e,tr TUR,DF,Sassuolo,27-093,1994,6.8,12,6,8,4,0,2,6,33.3,4,62,19,30.6,38,24,0,11,9,1,2,11,23,29,0,Matches
28,Milan Badelj\e8c930bb,hr CRO,MF,Genoa,32-351,1989,19.7,45,31,21,19,5,19,49,38.8,30,296,95,32.1,109,147,40,31,4,0,27,81,126,23,0,Matches
29,Nedim Bajrami\f42d6c13,al ALB,MF,Empoli,22-348,1999,14.4,20,16,5,9,6,2,10,20.0,8,197,43,21.8,27,88,82,8,1,0,7,6,26,7,0,Matches
30,Tiemoué Bakayoko\59bf127b,fr FRA,MF,Milan,27-178,1994,5.4,20,14,9,8,3,5,18,27.8,13,132,44,33.3,43,72,17,9,1,0,8,10,30,8,1,Matches
31,Keita Baldé\509a4ccb,sn SEN,FWMF,Cagliari,26-340,1995,9.8,7,3,1,3,3,2,7,28.6,5,144,31,21.5,16,69,59,10,3,0,7,2,9,5,0,Matches
32,Fodé Ballo-Touré\f449640d,sn SEN,DF,Milan,25-039,1997,4.9,19,12,6,12,1,3,7,42.9,4,92,31,33.7,33,38,21,12,3,1,9,4,23,4,0,Matches
33,Filippo Bandinelli\d44360be,it ITA,MF,Empoli,26-319,1995,11.9,28,12,12,13,3,7,18,38.9,11,225,55,24.4,68,107,50,17,3,0,14,15,43,16,0,Matches
34,Mattia Bani\0821331c,it ITA,DF,Genoa,28-063,1993,7.7,12,3,8,4,0,6,10,60.0,4,88,26,29.5,62,23,3,13,6,0,7,24,36,44,0,Matches
35,Antonín Barák\01efac19,cz CZE,FWMF,Hellas Verona,27-070,1994,18.0,18,11,10,7,1,4,17,23.5,13,291,86,29.6,72,145,74,33,5,0,28,8,26,21,0,Matches
36,Nicolò Barella\6928979a,it ITA,MF,Inter,25-004,1997,18.8,36,19,9,19,8,8,27,29.6,19,238,72,30.3,65,117,56,22,2,0,20,15,51,11,0,Matches
37,Musa Barrow\e5bf73f3,gm GAM,FWMF,Bologna,23-089,1998,14.4,11,9,2,6,3,3,10,30.0,7,205,49,23.9,34,82,89,13,0,0,13,7,18,5,0,Matches
38,Daniele Baselli\ea06dd97,it ITA,MFFW,Torino,29-336,1992,1.7,2,0,1,0,1,1,5,20.0,4,34,10,29.4,19,10,5,1,0,0,1,3,5,4,0,Matches
39,Daniele Baselli\ea06dd97,it ITA,FW,Cagliari,29-336,1992,0.1,0,0,0,0,0,0,0,,0,5,1,20.0,0,3,2,0,0,0,0,0,0,0,0,Matches
40,Toma Bašić\80556f08,hr CRO,MF,Lazio,25-078,1996,7.1,3,2,0,3,0,1,6,16.7,5,123,34,27.6,37,62,24,11,4,0,7,6,9,9,0,Matches
41,Alessandro Bastoni\75b86fb3,it ITA,DF,Inter,22-304,1999,18.4,33,22,20,12,1,11,18,61.1,7,209,80,38.3,90,89,30,24,10,0,14,24,57,54,1,Matches
42,Simone Bastoni\1ac232b8,it ITA,DFMF,Spezia,25-098,1996,18.1,39,23,18,16,5,17,38,44.7,21,333,89,26.7,128,156,49,37,7,0,30,34,73,26,0,Matches
43,Rodrigo Becão\19e4eab9,br BRA,DF,Udinese,26-023,1996,20.8,52,39,31,18,3,20,39,51.3,19,250,119,47.6,147,90,13,32,14,1,18,25,77,66,2,Matches
44,Valon Behrami\d3d758d8,ch SUI,MF,Genoa,36-298,1985,3.5,6,3,2,3,1,1,5,20.0,4,75,26,34.7,20,42,13,4,1,0,3,5,11,5,1,Matches
45,Vid Belec\4f8ce0e1,si SVN,GK,Salernitana,31-250,1990,20.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
46,Raoul Bellanova\e3756e72,it ITA,DFMF,Cagliari,21-239,2000,14.3,21,10,9,11,1,6,22,27.3,16,157,43,27.4,51,69,37,24,2,0,22,30,51,21,0,Matches
47,Andrea Belotti\d705ba44,it ITA,FW,Torino,28-053,1993,5.3,1,0,0,0,1,0,3,0.0,3,65,19,29.2,3,28,34,7,3,0,4,7,8,0,0,Matches
48,Marco Benassi\0000acda,it ITA,MF,Empoli,27-156,1994,0.4,0,0,0,0,0,0,1,0.0,1,7,3,42.9,2,1,4,0,0,0,0,0,0,0,0,Matches
49,Marco Benassi\0000acda,it ITA,DFMF,Fiorentina,27-156,1994,1.8,3,3,3,0,0,2,2,100.0,0,25,7,28.0,12,8,5,3,0,0,3,4,7,4,1,Matches
50,Ismaël Bennacer\db092d3b,dz ALG,MF,Milan,24-072,1997,9.7,29,21,15,11,3,12,27,44.4,15,214,72,33.6,78,109,27,11,2,0,9,21,50,13,0,Matches
51,Rodrigo Bentancur\3b8674e6,uy URU,MF,Juventus,24-251,1997,12.8,35,27,12,19,4,6,24,25.0,18,286,96,33.6,89,146,51,22,5,0,17,38,73,16,0,Matches
52,Domenico Berardi\53a0e358,it ITA,FW,Sassuolo,27-194,1994,20.3,19,10,5,10,4,7,25,28.0,18,309,73,23.6,61,145,103,32,1,0,31,30,49,15,0,Matches
53,Bartosz Bereszyński\61b3978f,pl POL,DF,Sampdoria,29-214,1992,19.7,45,26,25,14,6,15,35,42.9,20,307,99,32.2,115,136,56,49,6,0,43,27,72,38,1,Matches
54,Federico Bernardeschi\ee93c1a9,it ITA,FWMF,Juventus,27-360,1994,11.7,13,11,4,6,3,5,11,45.5,6,176,58,33.0,54,82,40,15,3,0,12,9,22,4,1,Matches
55,Daniel Bessa\88895312,it ITA,MFFW,Hellas Verona,29-028,1993,4.4,5,4,1,3,1,1,6,16.7,5,79,26,32.9,16,51,12,8,1,0,7,4,9,12,0,Matches
56,Beto\ed5c0319,gw GNB,FW,Udinese,24-011,1998,18.7,13,7,2,7,4,1,6,16.7,5,263,71,27.0,14,127,122,20,2,0,18,7,20,16,0,Matches
57,Luis Binks\36e88fbc,eng ENG,DF,Bologna,20-162,2001,4.8,7,2,4,2,1,3,4,75.0,1,42,14,33.3,27,13,2,8,4,0,4,15,22,31,0,Matches
58,Cristiano Biraghi\9e1577aa,it ITA,DF,Fiorentina,29-163,1992,20.7,24,11,12,8,4,14,31,45.2,17,182,58,31.9,52,91,39,30,5,0,25,20,44,17,2,Matches
59,Davide Biraschi\64cd167d,it ITA,DF,Genoa,27-224,1994,10.3,34,19,20,10,4,16,28,57.1,12,168,68,40.5,96,60,12,25,10,0,15,15,49,33,0,Matches
60,Bjarki Bjarkason\f1d25de7,is ISL,FW,Venezia,21-276,2000,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
61,Jeremie Boga\fe012aca,ci CIV,MF,Atalanta,25-039,1997,0.4,0,0,0,0,0,0,1,0.0,1,6,1,16.7,0,5,1,0,0,0,0,0,0,0,0,Matches
62,Jeremie Boga\fe012aca,ci CIV,FWMF,Sassuolo,25-039,1997,7.4,7,3,1,2,4,2,4,50.0,2,65,18,27.7,13,26,26,10,0,0,10,3,10,1,2,Matches
63,Luka Bogdan\cb678320,hr CRO,DF,Salernitana,25-322,1996,5.4,6,4,6,0,0,2,6,33.3,4,36,8,22.2,29,5,2,5,2,0,3,15,21,19,0,Matches
64,Emil Bohinen\c83c203f,no NOR,MF,Salernitana,22-336,1999,0.3,0,0,0,0,0,0,0,,0,6,2,33.3,0,2,4,0,0,0,0,0,0,0,0,Matches
65,Giacomo Bonaventura\d995ed27,it ITA,MF,Fiorentina,32-173,1989,19.8,22,13,7,12,3,12,32,37.5,20,288,79,27.4,49,132,107,12,1,0,11,22,44,8,1,Matches
66,Federico Bonazzoli\bf57eaab,it ITA,FW,Salernitana,24-266,1997,12.0,14,8,5,6,3,4,11,36.4,7,162,35,21.6,30,82,50,13,1,0,12,3,17,5,0,Matches
67,Kevin Bonifazi\fb77bfef,it ITA,DF,Bologna,25-268,1996,8.7,12,7,6,3,3,2,3,66.7,1,85,29,34.1,43,36,6,12,3,0,9,12,24,35,0,Matches
68,Leonardo Bonucci\52ec54d0,it ITA,DF,Juventus,34-286,1987,15.0,10,4,3,7,0,6,7,85.7,1,68,28,41.2,33,32,3,25,13,0,12,27,37,50,1,Matches
69,Mehdi Bourabia\0d077b88,ma MAR,MF,Spezia,30-188,1991,2.8,3,1,1,2,0,1,8,12.5,7,54,13,24.1,17,32,5,10,8,0,2,5,8,8,1,Matches
70,Edoardo Bove\ae94a6c5,it ITA,MFDF,Roma,19-271,2002,0.4,1,1,1,0,0,0,1,0.0,1,10,6,60.0,2,4,4,0,0,0,0,0,1,1,0,Matches
71,Josip Brekalo\d4a2533d,hr CRO,FWMF,Torino,23-233,1998,13.7,8,3,3,2,3,2,12,16.7,10,152,40,26.3,27,57,68,12,1,0,11,5,13,4,0,Matches
72,Gleison Bremer\5fd5ed86,br BRA,DF,Torino,24-330,1997,20.3,32,20,13,18,1,6,12,50.0,6,349,147,42.1,155,180,14,49,17,0,32,88,120,112,1,Matches
73,Marcelo Brozović\33b8d077,hr CRO,MF,Inter,29-087,1992,21.2,44,26,21,16,7,14,47,29.8,33,369,96,26.0,145,179,45,29,9,0,20,37,81,17,0,Matches
74,Aleksander Buksa\59f2d958,pl POL,FW,Genoa,19-027,2003,0.7,0,0,0,0,0,0,1,0.0,1,18,2,11.1,3,9,6,0,0,0,0,0,0,1,0,Matches
75,Alessandro Buongiorno\4ae67f27,it ITA,DF,Torino,22-250,1999,9.0,15,8,7,6,2,6,11,54.5,5,115,38,33.0,49,56,10,11,4,0,7,23,38,24,0,Matches
76,Gianluca Busio\4a0b7f07,us USA,MF,Venezia,19-259,2002,16.4,42,28,23,16,3,17,46,37.0,29,361,96,26.6,144,162,55,50,13,0,37,29,71,24,0,Matches
77,Liberato Cacace\dd86e8e4,nz NZL,DF,Empoli,21-137,2000,0.2,0,0,0,0,0,0,0,,0,6,1,16.7,4,0,2,0,0,0,0,2,2,2,0,Matches
78,Martín Cáceres\e94d79e3,uy URU,DF,Cagliari,34-310,1987,9.2,18,12,7,6,5,5,12,41.7,7,85,25,29.4,44,30,11,21,5,0,16,22,40,18,0,Matches
79,Felipe Caicedo\93b891d1,ec ECU,FW,Genoa,33-159,1988,3.2,3,2,0,2,1,1,1,100.0,0,45,16,35.6,2,20,23,3,1,0,2,0,3,3,0,Matches
80,Davide Calabria\2146785a,it ITA,DF,Milan,25-067,1996,11.2,27,18,14,9,4,12,22,54.5,10,162,54,33.3,73,63,26,25,3,0,22,20,47,13,0,Matches
81,Riccardo Calafiori\aded8e6f,it ITA,DF,Genoa,19-268,2002,0.6,1,0,0,0,1,1,3,33.3,2,10,2,20.0,4,4,2,3,1,0,2,1,2,1,0,Matches
82,Riccardo Calafiori\aded8e6f,it ITA,DF,Roma,19-268,2002,1.9,3,2,1,1,1,2,6,33.3,4,35,11,31.4,12,17,6,4,0,0,4,5,8,1,0,Matches
83,Mattia Caldara\ac7e640b,it ITA,DF,Venezia,27-282,1994,18.0,37,21,26,8,3,10,25,40.0,15,190,66,34.7,135,38,17,45,24,0,21,60,97,84,0,Matches
84,Hakan Çalhanoğlu\cd0fa27b,tr TUR,MF,Inter,28-003,1994,15.3,28,17,10,13,5,7,15,46.7,8,208,73,35.1,50,103,55,19,3,0,16,15,43,6,0,Matches
85,José Callejón\78841da9,es ESP,FW,Fiorentina,35-000,1987,13.0,17,13,6,8,3,6,25,24.0,19,149,44,29.5,23,71,55,7,1,0,6,12,29,2,0,Matches
86,Andrea Cambiaso\247ed022,it ITA,DF,Genoa,21-356,2000,18.0,40,26,25,10,5,16,32,50.0,16,306,80,26.1,139,109,58,47,6,0,41,28,68,23,1,Matches
87,Matteo Cancellieri\b6a1cdf9,it ITA,MFDF,Hellas Verona,19-364,2002,1.9,3,2,3,0,0,1,4,25.0,3,36,9,25.0,11,14,11,2,0,0,2,1,4,0,0,Matches
88,Antonio Candreva\356c9002,it ITA,MFFW,Sampdoria,34-348,1987,22.8,15,9,6,7,2,5,28,17.9,23,194,54,27.8,45,84,65,30,0,0,30,34,49,9,0,Matches
89,Leonardo Capezzi\07ea0ef2,it ITA,MF,Salernitana,26-320,1995,1.9,4,2,0,3,1,1,6,16.7,5,75,16,21.3,30,36,9,9,4,0,5,1,5,3,0,Matches
90,Gianluca Caprari\54e53b7e,it ITA,FWMF,Hellas Verona,28-196,1993,17.3,29,20,10,13,6,6,21,28.6,15,263,84,31.9,67,105,91,25,0,0,25,10,39,1,0,Matches
91,Francesco Caputo\5bd72174,it ITA,FW,Sampdoria,34-189,1987,18.0,4,3,0,1,3,0,5,0.0,5,131,39,29.8,10,46,75,4,1,0,3,3,7,10,0,Matches
92,Francesco Caputo\5bd72174,it ITA,FW,Sassuolo,34-189,1987,1.7,0,0,0,0,0,0,0,,0,10,2,20.0,0,3,7,1,1,0,0,0,0,0,0,Matches
93,Andrea Carboni\f7e2af2c,it ITA,DF,Cagliari,21-007,2001,19.5,36,25,24,9,3,12,35,34.3,23,290,89,30.7,172,105,13,38,13,0,25,44,80,81,0,Matches
94,Nicolò Casale\3f5f38fb,it ITA,DF,Hellas Verona,23-362,1998,17.7,35,19,19,14,2,9,18,50.0,9,317,98,30.9,169,122,26,26,4,0,22,40,75,63,0,Matches
95,Francesco Cassata\96960855,it ITA,MF,Genoa,24-210,1997,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,1,1,0,0,Matches
96,Samu Castillejo\130a7a3f,es ESP,FWMF,Milan,27-024,1995,1.4,2,1,0,1,1,0,5,0.0,5,30,11,36.7,7,12,11,4,1,0,3,2,4,1,0,Matches
97,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,24-359,1997,7.0,12,6,5,6,1,2,8,25.0,6,94,31,33.0,30,40,24,8,0,0,8,13,25,2,0,Matches
98,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,27-189,1994,12.9,25,10,8,14,3,6,27,22.2,21,230,49,21.3,71,133,26,19,9,0,10,20,45,12,0,Matches
99,Pietro Ceccaroni\4d1efb48,it ITA,DF,Venezia,26-052,1995,21.7,26,15,16,9,1,6,9,66.7,3,185,52,28.1,121,47,17,33,18,1,15,51,77,97,1,Matches
100,Federico Ceccherini\d9624b51,it ITA,DF,Hellas Verona,29-276,1992,15.2,19,15,11,5,3,5,9,55.6,4,160,58,36.3,72,69,19,20,4,0,16,34,53,60,0,Matches
101,Emil Ceide\98a84572,no NOR,FW,Sassuolo,20-161,2001,0.1,0,0,0,0,0,0,0,,0,2,1,50.0,0,1,1,0,0,0,0,0,0,0,0,Matches
102,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,32-184,1989,12.1,17,7,10,7,0,7,16,43.8,9,111,38,34.2,66,41,4,26,13,0,13,28,45,44,0,Matches
103,Damir Ceter\eade5337,co COL,FW,Cagliari,24-101,1997,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
104,Julian Chabot\ae7058f9,de GER,DF,Sampdoria,23-364,1998,5.4,14,7,9,5,0,7,11,63.6,4,80,24,30.0,44,34,2,12,4,1,8,12,26,32,0,Matches
105,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,37-181,1984,10.5,16,9,10,6,0,6,11,54.5,5,72,30,41.7,51,18,3,23,16,0,7,11,27,53,0,Matches
106,Federico Chiesa\b0f7e36c,it ITA,MFFW,Juventus,24-109,1997,9.6,23,17,8,9,6,7,21,33.3,14,144,44,30.6,44,52,48,12,0,0,12,8,31,6,0,Matches
107,Vlad Chiricheș\c316607a,ro ROU,DF,Sassuolo,32-089,1989,17.6,27,13,18,9,0,10,16,62.5,6,158,52,32.9,86,71,1,24,14,0,10,39,66,51,1,Matches
108,Riccardo Ciervo\da77b60b,it ITA,MFDF,Sampdoria,19-316,2002,2.5,7,5,3,3,1,1,5,20.0,4,43,10,23.3,11,20,12,2,0,0,2,5,12,2,0,Matches
109,Giorgio Cittadini\e4ba67f2,it ITA,DF,Atalanta,19-299,2002,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,Matches
110,Ebrima Colley\bf356094,gm GAM,FWMF,Spezia,22-010,2000,4.0,7,3,2,3,2,1,5,20.0,4,79,15,19.0,18,37,24,4,0,0,4,3,10,2,0,Matches
111,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,29-110,1992,17.5,36,25,28,7,1,10,17,58.8,7,160,65,40.6,101,54,5,27,12,0,15,71,107,89,2,Matches
112,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,35-015,1987,23.0,0,0,0,0,0,0,1,0.0,1,6,1,16.7,6,0,0,0,0,0,0,0,0,1,2,Matches
113,Andrea Conti\8fef5412,it ITA,DF,Sampdoria,27-346,1994,0.5,2,1,2,0,0,0,0,,0,12,2,16.7,7,5,0,2,0,0,2,2,4,1,0,Matches
114,Andrea Conti\8fef5412,it ITA,DF,Milan,27-346,1994,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,1,0,Matches
115,Diego Coppola\22ae86f9,it ITA,DF,Hellas Verona,18-045,2003,0.1,1,1,1,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,1,2,0,Matches
116,Joaquín Correa\45b9b619,ar ARG,FW,Inter,27-182,1994,6.1,8,3,0,3,5,2,9,22.2,7,110,26,23.6,13,46,51,3,1,0,2,2,10,1,0,Matches
117,Lassana Coulibaly\85a44ecc,ml MLI,MF,Salernitana,25-307,1996,13.5,19,14,9,9,1,3,20,15.0,17,226,58,25.7,100,100,26,23,6,0,17,18,37,17,0,Matches
118,Mamadou Coulibaly\c976160c,sn SEN,MFFW,Salernitana,23-008,1999,8.2,19,9,12,3,4,5,15,33.3,10,173,34,19.7,76,61,36,21,0,0,21,19,38,11,0,Matches
119,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,27-228,1994,21.0,0,0,0,0,0,0,0,,0,4,1,25.0,3,1,0,0,0,0,0,0,0,1,2,Matches
120,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,35-043,1986,14.4,29,18,14,14,1,13,21,61.9,8,153,54,35.3,82,57,14,28,9,0,19,34,63,52,0,Matches
121,Bryan Cristante\16657b95,it ITA,MF,Roma,26-345,1995,18.8,46,32,17,25,4,12,21,57.1,9,334,108,32.3,113,173,48,31,7,0,24,31,77,33,0,Matches
122,Domen Črnigoj\22cd43d2,si SVN,MF,Venezia,26-085,1995,12.1,16,10,7,7,2,3,12,25.0,9,189,43,22.8,47,95,47,22,2,0,20,30,46,23,0,Matches
123,Giovanni Crociata\8c964914,it ITA,FW,Empoli,24-184,1997,0.2,0,0,0,0,0,0,2,0.0,2,10,2,20.0,0,5,5,0,0,0,0,0,0,0,0,Matches
124,Juan Cuadrado\0ab1f153,co COL,DFMF,Juventus,33-261,1988,18.0,40,21,27,11,2,13,27,48.1,14,195,73,37.4,96,71,28,25,3,0,22,30,70,22,0,Matches
125,Mickaël Cuisance\5722eced,fr FRA,MF,Venezia,22-179,1999,3.2,3,2,0,2,1,3,10,30.0,7,74,14,18.9,35,29,10,4,0,0,4,9,12,0,0,Matches
126,Patrick Cutrone\a4fe8cda,it ITA,FW,Empoli,24-039,1998,11.1,5,4,2,1,2,1,4,25.0,3,149,34,22.8,13,65,71,6,1,0,5,7,12,3,0,Matches
127,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,33-155,1988,5.7,14,10,7,6,1,3,8,37.5,5,57,26,45.6,26,19,12,15,8,1,7,5,19,11,0,Matches
128,Mikkel Damsgaard\215f3907,dk DEN,MFFW,Sampdoria,21-223,2000,5.7,17,8,10,4,3,8,24,33.3,16,151,38,25.2,48,65,38,12,1,0,11,9,26,7,0,Matches
129,Danilo\94b2001f,br BRA,DFMF,Juventus,30-211,1991,11.0,19,11,12,6,1,10,17,58.8,7,79,26,32.9,39,28,12,10,2,0,8,19,38,38,0,Matches
130,Ebrima Darboe\cf043a33,gm GAM,MF,Roma,20-250,2001,0.7,2,2,0,2,0,0,1,0.0,1,10,3,30.0,3,5,2,0,0,0,0,2,4,0,1,Matches
131,Matteo Darmian\96e0490d,it ITA,DF,Inter,32-071,1989,12.1,24,18,13,7,4,9,23,39.1,14,146,46,31.5,52,52,42,20,0,0,20,14,38,17,0,Matches
132,Paweł Dawidowicz\16bb656a,pl POL,DF,Hellas Verona,26-267,1995,13.2,30,19,15,9,6,13,20,65.0,7,217,74,34.1,110,83,24,24,11,0,13,23,53,57,1,Matches
133,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,34-343,1987,2.0,6,2,5,1,0,1,9,11.1,8,34,12,35.3,21,11,2,6,5,0,1,3,9,6,0,Matches
134,Tommaso De Nipoti\7f9d956a,it ITA,MF,Atalanta,18-203,2003,0.1,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,0,Matches
135,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,29-114,1992,7.3,13,6,3,6,4,4,11,36.4,7,77,23,29.9,39,23,15,17,1,0,16,15,28,25,0,Matches
136,Lorenzo De Silvestri\e74f0e59,it ITA,DF,Bologna,33-264,1988,15.9,22,12,14,7,1,7,21,33.3,14,162,49,30.2,73,56,33,32,4,0,28,22,44,43,1,Matches
137,Grégoire Defrel\854ee61a,mq MTQ,FW,Sassuolo,30-239,1991,9.5,15,13,5,8,2,4,9,44.4,5,153,48,31.4,25,67,61,6,1,0,5,5,20,7,0,Matches
138,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,26-194,1995,15.0,24,16,10,13,1,7,29,24.1,22,246,60,24.4,84,123,39,30,7,0,23,21,45,23,0,Matches
139,Filippo Delli Carri\d2e8fd9b,it ITA,DF,Salernitana,22-284,1999,4.7,11,5,9,2,0,7,14,50.0,7,66,9,13.6,45,18,3,10,3,0,7,7,18,13,0,Matches
140,Merih Demiral\e3cceee6,tr TUR,DF,Atalanta,23-343,1998,13.7,26,15,15,9,2,5,10,50.0,5,217,85,39.2,106,97,14,24,10,1,14,40,66,55,1,Matches
141,Diego Demme\dc3fa3b5,de GER,MF,Napoli,30-082,1991,4.6,8,6,2,4,2,3,12,25.0,9,122,33,27.0,38,58,26,6,1,0,5,7,15,3,0,Matches
