,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
142,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,24-293,1997,1.2,3,0,2,1,0,0,1,0.0,1,36,5,13.9,13,13,10,2,1,0,1,2,5,1,0,Matches
143,Fabio Depaoli\d97f2e8d,it ITA,DF,Hellas Verona,24-293,1997,2.5,5,2,2,1,2,1,4,25.0,3,53,18,34.0,18,24,11,6,1,0,5,4,9,10,0,Matches
144,Mattia Destro\d7d32194,it ITA,FW,Genoa,30-328,1991,13.2,6,4,0,2,4,3,5,60.0,2,165,43,26.1,13,80,72,8,1,0,7,5,11,13,0,Matches
145,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,27-335,1994,16.1,9,4,2,2,5,2,18,11.1,16,276,75,27.2,53,126,97,13,0,0,13,17,26,1,0,Matches
146,Jacopo Dezi\e921b9db,it ITA,MF,Venezia,30-001,1992,0.2,0,0,0,0,0,0,1,0.0,1,4,0,0.0,0,4,0,1,0,0,1,1,1,0,0,Matches
147,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,33-144,1988,0.4,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0,Matches
148,Federico Di Francesco\1fca9171,it ITA,FWMF,Empoli,27-242,1994,10.7,10,6,1,4,5,3,17,17.6,14,192,52,27.1,29,85,78,14,2,0,12,6,16,6,0,Matches
149,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,28-191,1993,23.8,48,33,32,12,4,22,45,48.9,23,260,96,36.9,115,85,60,35,8,1,27,31,79,32,0,Matches
150,Francesco Di Mariano\35a2557c,it ITA,FW,Venezia,25-297,1996,0.7,1,1,0,0,1,1,2,50.0,1,6,1,16.7,1,2,3,2,1,0,1,0,1,0,0,Matches
151,Francesco Di Tacchio\b5c3ff9f,it ITA,MF,Salernitana,31-297,1990,13.9,17,11,6,10,1,9,26,34.6,17,197,55,27.9,98,86,13,25,9,0,16,36,53,23,0,Matches
152,Amadou Diawara\bf309d24,gn GUI,MF,Roma,24-209,1997,1.9,4,2,3,1,0,2,4,50.0,2,30,7,23.3,19,10,1,2,0,0,2,0,4,2,0,Matches
153,Brahim Díaz\407feb71,es ESP,MF,Milan,22-192,1999,14.2,19,14,2,11,6,2,7,28.6,5,212,67,31.6,19,106,87,5,1,0,4,8,27,4,0,Matches
154,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,29-002,1993,2.7,7,3,6,1,0,4,6,66.7,2,55,8,14.5,33,14,8,4,0,0,4,7,14,1,0,Matches
155,Federico Dimarco\970b8574,it ITA,DF,Inter,24-093,1997,9.1,13,6,6,4,3,4,13,30.8,9,106,26,24.5,30,44,32,15,1,0,14,9,22,9,0,Matches
156,Filippo Distefano\2110f96c,it ITA,FW,Fiorentina,18-167,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
157,Koffi Djidji\933d3b51,ci CIV,DF,Torino,29-073,1992,13.1,29,10,14,11,4,5,11,45.5,6,196,65,33.2,75,108,13,20,6,0,14,36,65,43,0,Matches
158,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,28-357,1993,15.3,29,20,15,14,0,13,25,52.0,12,167,60,35.9,70,83,14,17,8,0,9,34,63,49,1,Matches
159,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,23-228,1998,18.9,64,38,31,29,4,25,56,44.6,31,461,137,29.7,200,206,55,35,10,0,25,37,101,25,1,Matches
160,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,24-176,1997,4.2,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
161,Radu Drăgușin\620922ed,ro ROU,DF,Salernitana,20-008,2002,1.0,1,1,0,1,0,0,1,0.0,1,9,1,11.1,5,4,0,0,0,0,0,6,7,3,0,Matches
162,Radu Drăgușin\620922ed,ro ROU,DF,Sampdoria,20-008,2002,6.9,6,2,4,2,0,3,7,42.9,4,92,28,30.4,47,41,4,14,4,0,10,13,19,28,0,Matches
163,Denzel Dumfries\481c9ece,nl NED,DF,Inter,25-299,1996,11.5,18,10,6,7,5,8,16,50.0,8,144,37,25.7,41,59,44,15,5,0,10,10,28,18,0,Matches
164,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,28-338,1993,12.1,23,13,9,9,5,6,16,37.5,10,208,62,29.8,46,91,71,15,2,0,13,12,35,4,0,Matches
165,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,28-088,1993,14.5,17,9,5,6,6,4,22,18.2,18,191,57,29.8,42,73,76,15,0,0,15,16,33,1,0,Matches
166,Edin Džeko\3bb7f478,ba BIH,FW,Inter,35-331,1986,16.9,13,10,5,4,4,4,11,36.4,7,158,51,32.3,19,74,65,17,6,0,11,6,19,19,0,Matches
167,Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,26-057,1995,9.2,19,12,12,4,3,7,12,58.3,5,133,36,27.1,60,51,22,23,3,0,20,13,32,25,0,Matches
168,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,32-198,1989,12.6,31,18,10,16,5,16,34,47.1,18,244,73,29.9,89,117,38,27,5,0,22,26,57,19,0,Matches
169,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,27-325,1994,13.6,12,7,2,6,4,2,13,15.4,11,214,67,31.3,17,110,87,26,5,0,21,6,18,7,0,Matches
170,Elif Elmas\cf007308,mk MKD,FWMF,Napoli,22-140,1999,13.2,17,10,5,7,5,9,21,42.9,12,198,57,28.8,28,97,73,19,2,0,17,11,28,12,0,Matches
171,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,24-018,1998,16.2,17,9,11,3,3,6,13,46.2,7,169,48,28.4,112,50,7,46,26,1,20,35,52,78,0,Matches
172,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,28-321,1993,0.1,1,0,1,0,0,1,1,100.0,0,3,0,0.0,3,0,0,2,1,0,1,0,1,1,0,Matches
173,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Bologna,30-230,1991,0.5,3,2,2,0,1,1,1,100.0,0,16,6,37.5,1,6,9,0,0,0,0,1,4,1,0,Matches
174,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,26-305,1995,4.5,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
175,Paolo Faragò\9085dd7c,it ITA,MF,Cagliari,28-364,1993,0.2,2,1,1,0,1,0,0,,0,5,3,60.0,2,0,3,3,0,0,3,0,2,0,0,Matches
176,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,30-109,1991,18.4,49,33,33,12,4,13,42,31.0,29,239,87,36.4,101,96,42,45,7,0,38,20,69,32,0,Matches
177,Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,25-361,1996,6.5,10,4,3,7,0,3,7,42.9,4,83,25,30.1,30,36,17,11,3,0,8,16,26,5,0,Matches
178,Diego Farias\157d29b6,br BRA,MFFW,Cagliari,31-277,1990,0.7,1,0,0,1,0,1,3,33.3,2,14,5,35.7,5,7,2,0,0,0,0,0,1,0,0,Matches
179,Andrea Favilli\44510fde,it ITA,FW,Genoa,24-270,1997,0.4,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,2,0,Matches
180,Federico Fazio\4e358a2d,ar ARG,DF,Salernitana,34-331,1987,1.0,2,2,1,1,0,2,3,66.7,1,9,4,44.4,5,4,0,4,3,0,1,4,6,5,0,Matches
181,Luiz Felipe\15d0c248,br BRA,DF,Lazio,24-326,1997,20.5,35,16,18,16,1,13,24,54.2,11,138,49,35.5,72,61,5,42,29,2,13,33,68,85,0,Matches
182,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,27-225,1994,7.8,16,9,8,8,0,9,15,60.0,6,102,43,42.2,48,52,2,18,9,0,9,28,44,36,1,Matches
183,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,24-021,1998,10.8,26,17,15,8,3,12,23,52.2,11,127,38,29.9,57,51,19,27,9,1,18,17,43,31,0,Matches
184,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,28-269,1993,4.3,6,4,2,2,2,2,2,100.0,0,37,15,40.5,17,12,8,5,2,0,3,7,13,4,0,Matches
185,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,25-201,1996,2.3,7,3,4,2,1,4,8,50.0,4,50,16,32.0,35,12,3,10,1,0,9,10,17,3,0,Matches
186,Vincenzo Fiorillo\a2565f79,it ITA,GK,Salernitana,32-029,1990,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Milan,30-337,1991,10.0,23,14,9,8,6,8,30,26.7,22,151,48,31.8,55,70,26,11,1,0,10,26,49,12,1,Matches
188,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,32-027,1990,0.6,1,1,0,1,0,1,2,50.0,1,7,3,42.9,1,3,3,0,0,0,0,1,2,1,0,Matches
189,Francesco Forte\69e11a01,it ITA,FW,Venezia,28-286,1993,4.7,5,3,0,3,2,3,5,60.0,2,79,13,16.5,4,39,36,4,0,0,4,1,6,3,0,Matches
190,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,22-112,1999,20.3,26,14,9,13,4,9,25,36.0,16,318,83,26.1,90,164,64,35,7,0,28,26,52,36,2,Matches
191,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,29-302,1992,16.0,38,26,12,19,7,16,32,50.0,16,281,100,35.6,79,145,57,26,4,1,22,31,69,16,1,Matches
192,Matteo Gabbia\c235e803,it ITA,DF,Milan,22-113,1999,5.1,3,3,1,2,0,0,3,0.0,3,46,21,45.7,24,20,2,1,1,0,0,7,10,10,0,Matches
193,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Sampdoria,30-077,1991,12.7,10,4,4,2,4,1,12,8.3,11,121,25,20.7,16,59,46,8,1,0,7,5,15,10,0,Matches
194,Gianluca Gaetano\3b387cc7,it ITA,MF,Napoli,21-282,2000,0.2,2,1,2,0,0,1,2,50.0,1,8,2,25.0,3,3,2,0,0,0,0,2,4,0,0,Matches
195,Luca Gagliano\1d00a56c,it ITA,MFDF,Cagliari,21-212,2000,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,1,0,0,1,0,0,0,0,Matches
196,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,27-310,1994,4.7,7,5,2,3,2,1,8,12.5,7,116,37,31.9,24,62,30,9,3,0,6,10,17,3,0,Matches
197,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,31-289,1990,11.8,19,9,12,5,2,8,18,44.4,10,116,36,31.0,76,33,7,20,9,0,11,39,58,53,0,Matches
198,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,21-055,2000,0.2,1,1,1,0,0,0,1,0.0,1,5,1,20.0,3,0,2,0,0,0,0,0,1,0,0,Matches
199,Pablo Galdames Millán\dd403465,cl CHI,MF,Genoa,25-043,1996,3.9,2,0,1,1,0,1,6,16.7,5,57,5,8.8,11,32,14,6,2,0,4,2,4,3,0,Matches
200,Luca Gemello\53e494ec,it ITA,GK,Torino,21-223,2000,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
201,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,25-009,1997,6.7,15,8,7,7,1,9,16,56.3,7,81,22,27.2,20,41,20,27,5,0,22,13,28,14,0,Matches
202,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,31-010,1991,2.3,2,2,1,1,0,0,1,0.0,1,15,5,33.3,5,4,6,4,1,0,3,1,3,7,0,Matches
203,Olivier Giroud\16ceb862,fr FRA,FW,Milan,35-134,1986,9.7,8,5,3,3,2,0,7,0.0,7,159,41,25.8,13,64,82,10,4,0,6,1,9,13,0,Matches
204,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,35-360,1986,9.1,20,13,16,2,2,8,15,53.3,7,114,42,36.8,74,36,4,13,5,0,8,17,37,47,0,Matches
205,Edoardo Goldaniga\4b029b31,it ITA,MFDF,Sassuolo,28-101,1993,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
206,Edoardo Goldaniga\4b029b31,it ITA,DF,Cagliari,28-101,1993,3.0,5,5,4,1,0,5,7,71.4,2,37,9,24.3,20,16,1,5,2,0,3,11,16,17,0,Matches
207,Cedric Gondo\ff37d2ef,ci CIV,FW,Salernitana,25-078,1996,7.8,4,2,2,1,1,2,2,100.0,0,119,26,21.8,9,49,61,4,1,0,3,5,9,2,0,Matches
208,Nicolás González\2374aaca,ar ARG,FW,Fiorentina,23-311,1998,13.2,16,10,7,5,4,6,16,37.5,10,187,59,31.6,27,71,89,19,0,0,19,15,31,1,0,Matches
209,Robin Gosens\2d970560,de GER,DF,Atalanta,27-221,1994,5.1,6,3,3,3,0,3,7,42.9,4,48,28,58.3,14,16,18,6,0,0,6,11,17,5,0,Matches
