,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
403,Mohammed Salisu\0b33f6ad,gh GHA,DF,Southampton,22-300,1999,21.0,1113,1042,71,25,1,161,12,11,0,0,0,0,750,85,278,882,60,80,45,3,873,1,23,30,14,Matches
404,Albert Sambi Lokonga\1b4f1169,be BEL,MF,Arsenal,22-112,1999,10.1,601,578,23,21,1,99,15,3,0,0,0,0,479,48,74,112,451,21,1,1,536,0,6,12,5,Matches
405,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,25-244,1996,13.3,738,718,20,15,1,74,20,2,0,0,0,0,586,57,95,87,594,31,5,2,651,1,8,14,6,Matches
406,Robert Sánchez\6a713852,es ESP,GK,Brighton,24-085,1997,21.0,902,731,171,37,0,78,26,0,0,0,0,0,531,33,338,142,632,0,0,94,661,4,29,18,2,Matches
407,Jadon Sancho\dbf053da,eng ENG,FWMF,Manchester Utd,21-323,2000,11.4,582,561,21,1,0,102,4,23,6,0,1,1,475,69,38,48,496,21,13,3,486,1,5,31,8,Matches
408,Morgan Sanson\6e7f1353,fr FRA,MF,Aston Villa,27-177,1994,2.5,119,119,0,0,0,21,2,5,0,0,0,0,94,7,18,15,98,3,0,2,89,0,1,6,3,Matches
409,Samir Santos\92b4758e,br BRA,DF,Watford,27-068,1994,4.0,161,155,6,6,0,20,7,0,0,0,0,0,111,12,38,126,20,10,0,0,135,0,3,2,2,Matches
410,Josh Sargent\a8d4428b,us USA,FWMF,Norwich City,21-356,2000,11.9,271,263,8,0,0,85,1,11,0,0,0,0,184,51,36,56,169,17,4,5,209,0,4,7,12,Matches
411,Jeremy Sarmiento\ac0d576d,ec ECU,FW,Brighton,19-240,2002,0.2,7,7,0,0,0,1,0,0,0,0,0,0,5,1,1,0,6,1,0,0,5,0,0,2,0,Matches
412,Ismaila Sarr\bfdb33aa,sn SEN,MFFW,Watford,23-351,1998,11.4,276,271,5,1,0,51,9,35,0,0,0,0,177,51,48,11,236,22,1,2,195,0,4,14,17,Matches
413,Malang Sarr\4315f30d,fr FRA,DF,Chelsea,23-019,1999,3.0,204,192,12,9,0,15,1,0,0,0,0,0,172,13,19,173,22,4,3,1,183,0,4,1,1,Matches
414,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,30-053,1991,11.8,434,400,34,27,1,46,31,2,0,0,0,0,226,53,155,67,325,23,7,1,290,3,15,20,9,Matches
415,Jeffrey Schlupp\3312f911,gh GHA,MFFW,Crystal Palace,29-050,1992,9.4,295,292,3,2,0,52,1,14,0,0,0,0,205,37,53,195,59,23,0,2,222,1,9,12,13,Matches
416,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,35-098,1986,21.0,774,497,277,90,0,39,35,0,0,0,0,0,338,31,405,34,610,0,0,89,532,3,33,19,1,Matches
417,Ken Sema\1770bd68,se SWE,MFFW,Watford,28-134,1993,5.8,130,123,7,2,0,31,5,10,2,0,1,0,70,24,36,89,19,11,3,1,76,0,3,4,13,Matches
418,Nélson Semedo\d04b94db,pt POR,DF,Wolves,28-087,1993,19.4,959,782,177,3,0,137,8,24,0,0,0,0,595,215,149,130,622,16,174,5,759,3,23,28,33,Matches
419,Ryan Sessegnon\6aa3e78b,eng ENG,DFMF,Tottenham,21-269,2000,2.5,81,68,13,0,0,16,1,5,0,0,0,0,43,21,17,46,13,5,13,0,55,0,5,1,4,Matches
420,Jamie Shackleton\8d03ca5a,eng ENG,DF,Leeds United,22-126,1999,7.0,365,305,60,2,0,42,1,4,0,0,0,0,253,92,20,72,222,9,58,1,317,0,4,11,12,Matches
421,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,26-214,1995,14.1,938,756,182,10,1,118,33,33,46,12,27,2,559,211,168,719,43,31,126,5,754,3,4,29,35,Matches
422,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,29-349,1992,12.0,533,474,59,24,2,72,51,10,22,9,8,2,309,53,171,56,452,17,2,1,418,1,8,12,3,Matches
423,Francisco Sierralta\0f933743,cl CHI,DF,Watford,24-281,1997,4.7,171,166,5,5,0,16,5,0,0,0,0,0,123,8,40,19,137,8,0,0,144,1,4,0,0,Matches
424,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,27-185,1994,21.9,1325,1275,50,15,4,185,19,47,11,1,0,0,1103,119,103,1169,108,23,17,3,1171,2,6,32,35,Matches
425,Fábio Silva\e7aa9d7c,pt POR,FWMF,Wolves,19-207,2002,1.6,40,37,3,0,0,10,0,1,0,0,0,0,24,12,4,1,33,4,0,0,24,0,0,3,3,Matches
426,Thiago Silva\86e7deaf,br BRA,DF,Chelsea,37-142,1984,18.3,1441,1409,32,30,2,113,30,0,0,0,0,0,1147,121,173,99,1261,56,2,2,1330,2,5,24,7,Matches
427,Ellis Simms\26d3b5be,eng ENG,FW,Everton,21-037,2001,0.7,16,15,1,0,0,7,0,0,0,0,0,0,5,9,2,2,7,4,0,0,9,0,2,0,0,Matches
428,Moussa Sissoko\2acd49b9,fr FRA,MF,Watford,32-179,1989,19.8,675,656,19,11,0,122,18,11,0,0,0,0,423,93,159,68,498,70,8,4,530,1,11,34,10,Matches
429,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,21-148,2000,15.0,824,806,18,17,1,95,14,5,0,0,0,0,689,63,72,44,744,22,1,3,738,0,8,23,17,Matches
430,William Smallbone\5e105217,ie IRL,MF,Southampton,21-355,2000,0.8,15,14,1,1,0,7,0,1,0,0,0,0,6,3,6,1,11,1,0,0,7,0,1,1,2,Matches
431,Emile Smith Rowe\17695062,eng ENG,MFFW,Arsenal,21-198,2000,14.5,537,508,29,3,3,63,11,11,18,15,1,0,430,53,54,93,421,12,5,2,462,1,4,9,6,Matches
432,Cédric Soares\839c14e1,pt POR,DF,Arsenal,30-164,1991,3.4,134,107,27,7,0,15,4,3,0,0,0,0,77,22,35,22,81,9,20,0,105,1,3,3,5,Matches
433,Tomáš Souček\6613c819,cz CZE,MF,West Ham,26-349,1995,21.9,923,912,11,8,0,152,31,9,0,0,0,0,608,108,207,108,659,88,3,7,738,0,17,24,13,Matches
434,Boubakary Soumaré\ae59b359,fr FRA,MF,Leicester City,22-349,1999,11.4,501,498,3,3,3,123,9,2,0,0,0,0,373,56,72,85,362,26,0,2,412,1,7,19,6,Matches
435,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,25-264,1996,17.7,1091,1060,31,28,0,125,29,3,0,0,0,0,834,85,172,256,749,46,2,3,929,5,12,19,11,Matches
436,Jason Steele\28300a16,eng ENG,GK,Brighton,31-177,1990,1.0,38,32,6,0,0,0,2,0,0,0,0,0,31,1,6,2,34,0,0,2,34,0,0,0,0,Matches
437,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,29-141,1992,1.0,36,27,9,3,0,0,0,0,0,0,0,0,24,0,12,19,10,0,0,6,27,0,0,0,0,Matches
438,Zack Steffen\42130443,us USA,GK,Manchester City,26-315,1995,1.0,38,29,9,2,0,5,0,0,0,0,0,0,29,1,8,3,28,1,0,6,33,0,1,0,0,Matches
439,Dale Stephens\653ee42d,eng ENG,MF,Burnley,32-244,1989,1.4,58,58,0,0,0,14,1,0,0,0,0,0,36,9,13,5,48,4,0,0,44,0,1,3,1,Matches
440,Jack Stephens\6adbc307,eng ENG,DF,Southampton,28-015,1994,5.4,264,250,14,8,0,34,5,0,0,0,0,0,192,16,56,8,231,10,6,1,210,0,2,4,4,Matches
441,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,27-065,1994,14.8,589,581,8,3,1,101,5,32,2,0,1,0,497,44,48,54,524,4,2,3,497,3,5,18,22,Matches
442,Finley Stevens\7e003182,wls WAL,DF,Brentford,18-307,2003,0.2,8,8,0,0,0,2,1,0,0,0,0,0,3,3,2,0,6,1,0,0,5,0,1,0,0,Matches
443,John Stones\5eecec3d,eng ENG,DF,Manchester City,27-259,1994,6.6,487,467,20,6,0,46,13,0,0,0,0,0,402,33,52,72,376,12,14,1,456,2,2,5,2,Matches
444,Pascal Struijk\f4d296e4,nl NED,DFMF,Leeds United,22-184,1999,12.3,694,665,29,12,0,82,15,0,0,0,0,0,523,83,88,506,119,33,17,3,614,1,7,20,8,Matches
445,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,20-104,2001,1.4,63,62,1,0,0,11,0,4,0,0,0,0,55,4,4,5,56,0,1,0,48,0,2,3,2,Matches
446,Jakob Sørensen\953c30b0,dk DEN,DFMF,Norwich City,23-345,1998,4.1,176,168,8,5,0,20,8,0,0,0,0,0,117,22,37,16,141,12,2,0,148,0,2,3,1,Matches
447,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,22-317,1999,8.2,399,344,55,5,0,43,8,10,0,0,0,0,260,65,74,35,288,16,50,2,329,0,7,13,5,Matches
448,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,26-146,1995,15.9,805,656,149,19,0,98,27,40,9,0,3,5,420,164,221,553,68,39,121,3,598,1,10,30,33,Matches
449,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,26-146,1995,1.0,49,33,16,1,0,7,1,1,0,0,0,0,16,9,24,25,2,6,15,0,36,0,0,2,1,Matches
450,James Tarkowski\15ea812b,eng ENG,DF,Burnley,29-084,1992,19.0,596,586,10,7,0,112,26,0,0,0,0,0,269,73,254,65,380,87,3,3,423,1,21,11,8,Matches
451,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,22-016,2000,6.9,400,339,61,8,0,29,19,20,0,0,0,0,265,79,56,264,65,9,53,0,330,0,4,11,15,Matches
452,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,28-146,1993,16.0,739,575,164,6,1,104,11,38,0,0,0,0,299,184,256,489,21,46,158,0,521,9,17,21,27,Matches
453,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,22-221,1999,6.5,136,129,7,1,0,27,2,8,2,0,0,0,90,18,28,32,87,10,3,0,84,1,2,3,10,Matches
454,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,29-058,1992,8.2,529,426,103,12,0,76,15,32,18,6,11,0,292,107,130,396,25,19,73,3,389,0,7,26,14,Matches
455,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,20-246,2001,12.6,697,554,143,11,1,89,7,12,2,0,2,0,400,170,127,458,52,38,130,3,566,0,10,20,19,Matches
456,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,21-200,2000,1.6,41,39,2,1,0,4,1,1,0,0,0,0,23,8,10,25,11,3,1,0,21,1,3,4,3,Matches
457,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,24-280,1997,15.4,908,843,65,37,2,165,24,9,19,8,7,1,705,76,127,169,697,28,6,3,739,5,19,38,14,Matches
458,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,24-251,1997,15.3,765,636,129,9,0,59,29,52,0,0,0,0,451,140,174,536,64,35,120,0,582,5,12,28,21,Matches
459,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,23-098,1998,15.4,899,755,144,16,2,96,21,23,0,0,0,0,520,193,186,197,466,66,128,4,715,3,16,22,17,Matches
460,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,32-319,1989,6.1,315,295,20,18,0,31,9,0,0,0,0,0,241,17,57,48,245,14,0,1,277,0,5,3,3,Matches
461,Ivan Toney\e09f279b,eng ENG,FW,Brentford,25-332,1996,21.0,478,459,19,4,7,141,4,15,2,1,0,0,232,132,114,54,285,42,6,21,273,4,10,28,28,Matches
462,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,21-347,2000,3.4,72,67,5,0,0,16,0,2,0,0,0,0,55,14,3,6,62,3,0,0,55,0,1,4,4,Matches
463,Cenk Tosun\9a104dee,tr TUR,FW,Everton,30-249,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,Matches
464,Andros Townsend\b28bbd58,eng ENG,MF,Everton,30-210,1991,15.7,471,413,58,20,1,92,25,56,24,19,2,1,271,60,140,319,119,19,9,2,327,1,15,13,20,Matches
465,Adama Traoré\9a28eba4,es ESP,FW,Wolves,26-017,1996,11.9,329,327,2,0,0,75,9,28,0,0,0,0,231,41,57,52,255,6,2,3,245,1,9,12,20,Matches
466,Bertrand Traoré\c47541e0,bf BFA,MFFW,Aston Villa,26-158,1995,1.7,56,54,2,0,0,10,2,2,0,0,0,0,37,9,10,43,5,3,1,0,43,0,2,4,3,Matches
467,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,27-133,1994,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,6,0,0,0,0,Matches
468,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,22-044,1999,11.1,339,322,17,3,1,74,8,13,12,1,8,0,250,35,54,289,26,16,2,3,264,1,1,12,15,Matches
469,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,31-145,1990,3.0,176,112,64,13,0,22,10,7,12,2,9,0,59,43,74,7,116,8,39,1,122,0,3,8,6,Matches
470,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,28-163,1993,15.3,554,539,15,13,0,55,29,1,0,0,0,0,353,41,160,61,439,34,2,1,436,1,13,11,6,Matches
471,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,27-069,1994,19.3,698,666,32,8,2,133,39,34,7,2,3,0,483,110,105,122,547,13,3,5,554,1,9,23,37,Matches
472,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,25-275,1996,6.4,408,325,83,7,0,34,24,36,27,3,20,3,222,80,106,280,63,14,49,0,293,0,5,20,17,Matches
473,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,24-089,1997,5.6,227,221,6,6,0,22,7,1,0,0,0,0,177,22,28,17,191,15,0,1,197,0,4,4,1,Matches
474,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,26-325,1995,3.7,122,112,10,3,0,30,2,3,5,1,2,0,75,23,24,14,96,9,0,0,85,0,1,5,12,Matches
475,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,20-012,2002,3.4,87,86,1,0,0,38,3,9,1,1,0,0,59,19,9,18,63,4,0,0,65,0,5,1,5,Matches
476,Yan Valery\531a4aa8,fr FRA,DF,Southampton,22-354,1999,1.0,26,26,0,0,0,7,0,0,0,0,0,0,19,1,6,1,23,1,0,0,19,0,3,2,0,Matches
477,Raphaël Varane\9f8e9423,fr FRA,DF,Manchester Utd,28-292,1993,12.3,674,650,24,22,0,61,27,0,0,0,0,0,517,52,105,252,367,27,2,1,604,0,10,9,5,Matches
478,Jamie Vardy\45963054,eng ENG,FW,Leicester City,35-031,1987,14.7,193,166,27,0,1,38,3,15,0,0,0,0,135,40,18,40,126,10,0,3,138,2,3,10,10,Matches
479,Joël Veltman\dad4b285,nl NED,DF,Brighton,30-027,1992,16.1,909,760,149,15,3,94,14,19,0,0,0,0,526,172,211,139,570,43,133,4,694,2,21,28,34,Matches
480,Jannik Vestergaard\1900032e,dk DEN,DF,Leicester City,29-192,1992,6.3,353,342,11,11,0,32,16,0,0,0,0,0,293,19,41,99,241,7,0,0,327,0,1,8,4,Matches
481,Nikola Vlašić\aa8e289e,hr CRO,FWMF,West Ham,24-130,1997,4.0,143,142,1,1,0,44,4,10,0,0,0,0,107,18,18,36,98,3,0,2,111,0,5,7,3,Matches
482,Matěj Vydra\0d4ceb32,cz CZE,FW,Burnley,29-286,1992,5.0,72,72,0,0,0,20,0,2,0,0,0,0,33,26,13,7,34,11,0,9,48,1,3,6,2,Matches
483,Theo Walcott\1ecb65be,eng ENG,MFFW,Southampton,32-332,1989,4.2,86,85,1,0,0,13,0,4,0,0,0,0,54,16,16,7,69,6,1,1,61,0,2,1,7,Matches
484,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,31-259,1990,13.5,1166,1057,109,16,1,83,40,19,0,0,0,0,878,151,137,26,993,37,93,4,1034,6,13,17,14,Matches
485,Kyle Walker-Peters\984a5a64,eng ENG,DF,Southampton,24-304,1997,15.0,677,549,128,7,1,98,6,17,0,0,0,0,436,107,134,62,462,27,121,2,540,1,10,20,21,Matches
486,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Manchester Utd,24-077,1997,14.9,843,716,127,10,0,98,19,20,0,0,0,0,599,161,83,45,658,15,117,0,711,2,10,35,23,Matches
487,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,32-105,1989,22.0,1352,1106,246,32,2,141,26,27,3,0,0,3,806,261,285,82,979,47,211,5,1084,3,36,48,29,Matches
488,James Ward-Prowse\3515d404,eng ENG,MF,Southampton,27-102,1994,20.7,1151,962,189,62,0,151,62,35,117,64,47,0,753,95,303,100,979,53,2,2,895,2,17,17,18,Matches
489,Ollie Watkins\aed3a70f,eng ENG,FW,Aston Villa,26-043,1995,18.0,428,409,19,1,2,113,3,13,0,0,0,0,292,80,56,57,307,22,2,4,316,2,4,18,16,Matches
490,Adam Webster\c40b6180,eng ENG,DF,Brighton,27-038,1995,11.0,837,813,24,11,0,86,25,4,0,0,0,0,628,65,144,168,583,46,13,4,705,1,13,19,13,Matches
491,Wout Weghorst\c4e87b8b,nl NED,FW,Burnley,29-188,1992,2.0,54,54,0,0,1,25,0,0,0,0,0,0,29,15,10,1,34,6,0,4,37,0,1,5,2,Matches
492,Danny Welbeck\ce5143da,eng ENG,FWMF,Brighton,31-077,1990,4.5,79,78,1,0,0,26,0,1,0,0,0,0,51,18,10,4,64,3,1,0,65,0,0,2,3,Matches
493,Timo Werner\49fe9070,de GER,FW,Chelsea,25-342,1996,6.4,155,149,6,0,0,30,0,16,0,0,0,0,119,28,8,20,124,6,2,1,107,1,3,6,14,Matches
494,Ashley Westwood\495945ef,eng ENG,MF,Burnley,31-316,1990,17.8,866,753,113,33,3,114,46,23,49,45,1,1,475,126,265,49,780,22,4,4,626,8,16,27,21,Matches
495,Ben White\35e413f1,eng ENG,DF,Arsenal,24-126,1997,20.0,1030,989,41,23,1,114,26,3,0,0,0,0,760,97,173,90,844,53,18,2,875,4,23,17,14,Matches
496,Brandon Williams\5e74d6c8,eng ENG,DF,Norwich City,21-161,2000,15.6,759,617,142,12,1,103,13,12,0,0,0,0,488,132,139,164,428,27,130,2,618,3,12,38,12,Matches
497,Neco Williams\dd323728,wls WAL,DF,Liverpool,20-304,2001,0.1,8,7,1,0,0,2,0,1,0,0,0,0,6,2,0,0,7,0,1,0,8,0,0,0,0,Matches
498,Joe Willock\a3b03921,eng ENG,MF,Newcastle Utd,22-175,1999,13.7,340,331,9,1,0,71,8,11,0,0,0,0,254,45,41,44,272,15,2,2,269,1,6,11,10,Matches
499,Callum Wilson\c596fcb0,eng ENG,FW,Newcastle Utd,29-349,1992,13.2,153,136,17,1,0,56,1,5,0,0,0,0,88,42,23,14,96,16,2,9,105,1,2,4,8,Matches
500,Harry Winks\2f7acede,eng ENG,MF,Tottenham,26-009,1996,6.8,429,400,29,18,5,64,10,6,8,3,4,0,342,28,59,42,374,8,0,0,369,1,6,15,4,Matches
501,Yoane Wissa\2500cef9,cd COD,FWMF,Brentford,25-161,1996,5.7,110,107,3,1,0,22,0,6,0,0,0,0,72,20,18,14,80,10,0,1,76,0,0,5,5,Matches
502,Chris Wood\4e9a0555,nz NZL,FW,Burnley,30-066,1991,15.2,306,298,8,0,0,143,2,5,1,1,0,0,129,87,90,29,138,42,0,5,182,1,7,12,17,Matches
503,Chris Wood\4e9a0555,nz NZL,FW,Newcastle Utd,30-066,1991,3.0,79,78,1,0,0,49,0,1,0,0,0,0,24,31,24,10,24,8,0,4,43,0,2,2,4,Matches
504,Freddie Woodman\19e50035,eng ENG,GK,Newcastle Utd,24-344,1997,4.0,123,74,49,6,0,3,4,0,0,0,0,0,52,3,68,10,97,0,0,11,74,2,5,1,0,Matches
505,Granit Xhaka\e61b8aee,ch SUI,MF,Arsenal,29-137,1992,10.2,538,520,18,14,2,76,20,2,0,0,0,0,389,84,65,407,76,33,1,4,463,0,5,13,10,Matches
506,Andriy Yarmolenko\849c826a,ua UKR,FWMF,West Ham,32-111,1989,1.1,48,48,0,0,0,9,1,2,0,0,0,0,33,6,9,23,21,2,0,0,33,0,1,1,4,Matches
507,Ashley Young\be927d03,eng ENG,FWDF,Aston Villa,36-217,1985,8.3,302,260,42,9,0,35,13,14,4,1,2,0,182,60,60,55,204,11,25,2,231,2,9,4,8,Matches
508,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,29-093,1992,16.5,547,529,18,4,1,141,6,33,1,0,0,0,433,62,52,59,453,5,12,7,419,1,2,31,25,Matches
509,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,25-058,1996,5.6,483,439,44,7,1,38,9,5,2,0,1,0,375,56,52,392,35,17,35,0,438,1,2,8,13,Matches
510,Hakim Ziyech\6622454d,ma MAR,FWMF,Chelsea,28-329,1993,8.7,396,375,21,4,2,51,13,32,14,4,10,0,278,37,81,322,54,9,3,1,284,3,9,18,17,Matches
511,Kurt Zouma\ce4246f5,fr FRA,DF,West Ham,27-107,1994,12.8,496,480,16,15,1,33,11,2,0,0,0,0,378,36,82,96,349,32,1,1,429,0,13,2,0,Matches
512,Martin Ødegaard\79300479,no NOR,MF,Arsenal,23-056,1998,15.3,786,725,61,20,4,116,23,12,18,8,5,2,596,91,99,694,63,15,2,3,653,5,8,28,16,Matches
