,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
269,Luka Jović\4d8cd038,rs SRB,FW,Real Madrid,24-050,1997,3.1,56,54,2,1,0,18,2,1,0,0,0,0,34,12,10,13,31,4,0,2,43,0,1,1,0,Matches
270,Miguel Juan Llambrich\d83f09ff,es ESP,DF,Espanyol,26-024,1996,0.8,49,40,9,1,0,7,1,0,0,0,0,0,33,9,7,10,31,0,8,0,36,0,0,5,4,Matches
271,José Juan Macías\1f1c8a15,mx MEX,FWMF,Getafe,22-142,1999,2.2,45,43,2,0,0,9,0,4,0,0,0,0,29,7,9,4,32,4,0,1,30,0,1,3,2,Matches
272,Juanmi\84399660,es ESP,FW,Betis,28-267,1993,14.2,306,296,10,1,0,67,10,4,0,0,0,0,206,53,47,35,235,14,8,6,240,0,5,20,13,Matches
273,Lago Junior\360d70f8,ci CIV,FWMF,Mallorca,31-042,1990,2.0,48,47,1,0,0,13,0,4,0,0,0,0,26,10,12,8,32,1,1,0,27,0,1,1,6,Matches
274,Vinicius Júnior\7111d552,br BRA,FWMF,Real Madrid,21-214,2000,18.8,834,822,12,2,1,96,27,35,1,0,0,0,695,65,74,104,712,7,7,4,706,3,5,22,39,Matches
275,Jutglà\2a9f6b4d,es ESP,FW,Barcelona,23-010,1999,3.3,121,113,8,1,0,18,2,4,0,0,0,0,83,25,13,17,97,4,2,0,98,1,0,2,7,Matches
276,Jens Jønsson\53520a67,dk DEN,MF,Cádiz,29-032,1993,12.6,299,295,4,3,1,59,3,5,0,0,0,0,187,41,71,35,209,32,1,3,235,0,5,9,1,Matches
277,Lee Kangin\8455ad90,kr KOR,MFFW,Mallorca,20-357,2001,11.3,380,307,73,25,1,91,29,17,37,14,12,1,238,41,101,312,44,13,2,3,270,7,8,10,15,Matches
278,Kike\e897d8ba,es ESP,FW,Osasuna,32-078,1989,15.4,391,385,6,0,0,129,11,16,0,0,0,0,234,74,83,92,205,33,0,15,273,1,9,22,11,Matches
279,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,20-107,2001,1.9,47,46,1,0,0,9,1,0,0,0,0,0,23,14,10,34,2,4,1,1,35,0,1,1,3,Matches
280,Koke\55126f3b,es ESP,MF,Atlético Madrid,30-034,1992,16.9,1152,1110,42,31,0,109,29,12,5,0,5,0,874,120,158,80,1031,25,6,7,1015,5,11,33,14,Matches
281,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,28-361,1993,10.3,506,501,5,5,0,100,23,0,0,0,0,0,385,42,79,395,77,13,0,3,441,2,10,14,4,Matches
282,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,23-091,1998,16.6,1211,1158,53,35,0,117,42,4,0,0,0,0,965,96,150,104,1019,48,18,1,1090,1,13,20,9,Matches
283,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,32-038,1990,14.9,1407,1277,130,61,3,106,107,18,61,29,12,5,1044,135,228,184,1195,13,8,3,1293,7,12,19,4,Matches
284,Takefusa Kubo\16aa3654,jp JPN,FWMF,Mallorca,20-252,2001,9.0,232,214,18,4,0,57,4,16,10,2,3,0,174,25,33,185,29,9,2,1,172,1,5,11,8,Matches
285,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,32-098,1989,20.9,775,720,55,54,0,83,51,1,0,0,0,0,447,65,263,45,628,71,1,0,606,3,17,10,11,Matches
286,Diego Lainez\bf12926c,mx MEX,FWMF,Betis,21-247,2000,0.8,28,28,0,0,0,10,0,0,0,0,0,0,18,5,5,19,6,1,0,1,21,0,0,0,2,Matches
287,Érik Lamela\abe66106,ar ARG,FW,Sevilla,29-344,1992,6.7,274,264,10,5,2,63,7,9,5,3,0,1,212,33,29,239,25,4,0,1,230,1,3,12,6,Matches
288,Toni Lato\8e088e04,es ESP,DFMF,Valencia,24-082,1997,5.2,239,189,50,4,0,34,8,15,0,0,0,0,117,66,56,155,23,12,46,0,182,1,2,6,6,Matches
289,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,25-092,1996,22.0,1277,1235,42,34,0,116,37,0,0,0,0,0,1022,76,179,107,1043,68,3,3,1144,4,29,7,6,Matches
290,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,28-363,1993,23.0,682,380,302,83,0,17,30,0,0,0,0,0,133,16,533,22,485,0,0,55,341,6,28,11,4,Matches
291,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,30-084,1991,3.5,65,65,0,0,0,19,2,4,0,0,0,0,32,16,17,9,41,8,0,2,48,0,2,3,2,Matches
292,Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,30-267,1991,15.0,601,552,49,46,0,69,55,2,0,0,0,0,370,68,163,81,443,44,2,2,487,1,21,9,4,Matches
293,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,28-283,1993,18.6,1067,809,258,24,0,88,32,44,0,0,0,0,520,221,326,154,628,41,234,1,797,5,20,43,25,Matches
294,Thomas Lemar\4dbd0916,fr FRA,MF,Atlético Madrid,26-091,1995,11.8,644,577,67,16,2,87,28,37,35,11,12,1,440,83,121,512,91,14,16,3,514,3,8,24,15,Matches
295,Ruben Lendinez\755da865,es ESP,DF,Valencia,18-334,2003,0.5,14,10,4,1,0,1,0,0,0,0,0,0,6,3,5,2,7,2,3,0,11,0,0,0,0,Matches
296,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,26-239,1995,5.0,391,381,10,7,1,37,10,0,0,0,0,0,321,28,42,327,38,13,3,0,354,0,3,12,4,Matches
297,Javier Llabrés\38b0cf42,,FW,Mallorca,,,1.0,38,37,1,0,0,9,2,3,1,0,0,0,23,7,8,6,30,0,0,1,26,0,1,1,0,Matches
298,Marcos Llorente\02c15616,es ESP,DFMF,Atlético Madrid,27-012,1995,13.0,657,590,67,1,0,85,11,43,0,0,0,0,446,119,92,28,539,13,65,5,527,4,11,20,26,Matches
299,Giovani Lo Celso\d7553721,ar ARG,MF,Villarreal,25-308,1996,0.2,17,16,1,0,0,2,0,0,1,0,0,0,15,1,1,14,2,1,0,0,14,0,0,1,0,Matches
300,Julen Lobete\a952a529,es ESP,FWMF,Real Sociedad,21-146,2000,3.1,58,54,4,1,0,11,0,0,0,0,0,0,48,6,4,7,46,1,0,0,44,0,0,3,2,Matches
301,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,23-309,1998,7.1,377,311,66,8,0,42,8,25,1,0,0,0,214,80,83,246,44,18,57,3,300,0,9,9,12,Matches
302,David López\f03f284b,es ESP,MFDF,Espanyol,32-125,1989,5.8,271,261,10,10,1,44,2,0,0,0,0,0,201,29,41,36,207,19,0,0,226,0,5,5,6,Matches
303,Diego López\73683fa9,es ESP,GK,Espanyol,40-100,1981,22.0,709,448,261,78,0,21,19,0,0,0,0,0,387,48,274,103,450,0,0,119,533,2,17,3,1,Matches
304,Javi López\e9ada8cf,es ESP,DF,Alavés,20-041,2002,4.5,175,130,45,5,0,21,2,7,1,0,1,0,95,29,51,120,5,8,39,0,130,1,1,4,5,Matches
305,Unai López\88050721,es ESP,MF,Rayo Vallecano,26-104,1995,7.6,527,472,55,27,0,88,44,8,25,10,10,1,346,68,113,21,478,22,1,1,433,2,15,13,6,Matches
306,Anthony Lozano\38699c72,hn HON,FWMF,Cádiz,28-292,1993,12.1,196,186,10,0,1,67,4,16,0,0,0,0,110,41,45,25,136,10,0,1,120,0,2,14,14,Matches
307,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,26-262,1995,15.4,637,476,161,20,0,62,28,43,1,1,0,0,275,134,228,414,49,24,140,0,455,1,11,16,28,Matches
308,José Luis Morales\4a478107,es ESP,FWMF,Levante,34-203,1987,17.2,449,414,35,7,1,97,18,48,12,4,6,1,260,97,92,85,323,14,10,3,297,7,13,19,29,Matches
309,Florentino Luís\881cd6be,pt POR,MF,Getafe,22-176,1999,7.5,294,290,4,4,0,72,8,2,0,0,0,0,209,35,50,24,239,19,0,1,248,0,7,11,6,Matches
310,Luismi\acf5410c,es ESP,FW,Sevilla,20-264,2001,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,2,0,0,0,1,Matches
311,Darwin Machís\ed6ea4d9,ve VEN,MFFW,Granada,29-004,1993,10.1,263,254,9,1,0,63,16,26,3,2,0,0,158,40,65,41,201,10,4,2,176,1,7,9,14,Matches
312,Pablo Maffeo\5db04597,es ESP,DF,Mallorca,24-214,1997,18.7,792,589,203,13,1,125,17,39,0,0,0,0,362,156,274,62,467,41,190,7,535,6,12,26,30,Matches
313,Nemanja Maksimović\00b28772,rs SRB,MF,Getafe,27-016,1995,22.1,602,583,19,6,1,111,11,4,2,0,0,0,404,81,117,60,453,53,8,7,485,2,10,10,10,Matches
314,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,30-234,1991,15.3,928,748,180,14,0,97,6,46,1,0,1,0,516,207,205,101,599,37,165,2,706,4,13,26,28,Matches
315,Mickael Malsa\bbc19252,mq MTQ,MF,Levante,26-122,1995,7.9,333,326,7,7,3,49,4,1,0,0,0,0,229,34,70,31,281,10,0,2,268,0,3,9,7,Matches
316,Giorgi Mamardashvili\d4b73232,ge GEO,GK,Valencia,21-135,2000,7.0,193,107,86,31,0,13,10,0,0,0,0,0,55,5,133,119,41,0,0,26,113,1,7,0,1,Matches
317,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Atlético Madrid,28-021,1994,0.4,22,20,2,0,0,2,1,0,0,0,0,0,17,3,2,16,4,0,2,0,18,0,1,0,1,Matches
318,Aïssa Mandi\fbd6378b,dz ALG,DF,Villarreal,30-112,1991,8.0,518,493,25,24,0,50,26,0,0,0,0,0,451,24,43,46,450,12,1,0,487,0,3,6,4,Matches
319,Maranhão\ae86d473,br BRA,FWMF,Valencia,25-114,1996,5.9,115,107,8,0,0,37,3,2,2,1,1,0,65,28,22,11,78,10,2,1,80,2,1,4,3,Matches
320,Nikola Maraš\b9d0446f,rs SRB,DF,Rayo Vallecano,26-054,1995,4.1,153,147,6,6,0,27,6,0,0,0,0,0,108,14,31,15,113,17,0,0,127,1,4,2,2,Matches
321,Marcelo\603116a7,br BRA,DF,Real Madrid,33-275,1988,1.5,191,172,19,2,0,25,5,9,0,0,0,0,123,41,27,147,22,4,17,1,149,1,7,5,6,Matches
322,Iván Marcone\b14f755d,ar ARG,MF,Elche,31-253,1990,6.5,304,290,14,14,0,55,9,0,0,0,0,0,221,42,41,19,266,13,0,2,260,0,5,10,11,Matches
323,Óscar de Marcos\9f323c71,es ESP,DF,Athletic Club,32-303,1989,8.7,552,435,117,11,0,52,7,26,0,0,0,0,326,134,92,21,384,27,106,2,426,3,11,22,24,Matches
324,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,27-022,1995,12.3,517,494,23,22,0,36,16,0,0,0,0,0,393,32,92,70,400,30,1,5,467,3,2,5,2,Matches
325,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,28-194,1993,1.3,22,20,2,0,2,5,1,0,0,0,0,0,13,3,6,3,17,0,0,1,17,0,1,1,2,Matches
326,Roger Martí\0ae4e09a,es ESP,FW,Levante,31-039,1991,14.8,300,269,31,0,3,82,6,7,0,0,0,0,198,53,49,21,250,9,0,11,205,3,10,19,17,Matches
327,Anthony Martial\8b788c01,fr FRA,FW,Sevilla,26-068,1995,0.8,40,40,0,0,0,5,0,1,0,0,0,0,34,2,4,7,31,0,0,1,34,0,1,1,1,Matches
328,Martín\cbec0059,es ESP,MF,Cádiz,22-347,1999,1.3,49,47,2,1,0,9,5,2,1,1,0,0,20,6,23,3,37,3,0,1,37,0,1,0,1,Matches
329,Andrés Martín\2ae30661,es ESP,FWMF,Rayo Vallecano,22-215,1999,2.1,36,30,6,1,0,8,0,2,1,1,0,0,26,5,5,27,7,0,1,0,23,0,0,3,4,Matches
330,Carlos Martín\64035864,es ESP,DF,Atlético Madrid,19-295,2002,0.1,2,2,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,Matches
331,Iván Martín\ae48c5cb,es ESP,MF,Alavés,22-362,1999,1.8,67,67,0,0,0,22,3,3,0,0,0,0,49,12,6,56,8,2,0,1,54,0,1,3,2,Matches
332,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,30-270,1991,17.9,862,806,56,54,0,94,61,5,0,0,0,0,536,80,246,616,141,65,2,5,692,2,24,20,10,Matches
333,Javi Martínez\3672b352,es ESP,MFFW,Osasuna,22-051,1999,5.0,198,187,11,3,0,33,10,13,4,1,1,1,132,30,36,14,165,9,3,2,138,0,4,9,14,Matches
334,Pablo Martínez\ecc77652,es ESP,MF,Levante,23-354,1998,7.3,260,248,12,7,4,53,10,10,1,0,0,1,162,38,60,28,210,8,3,2,181,2,6,9,13,Matches
335,Omar Mascarell\11fd2b75,es ESP,MF,Elche,29-009,1993,16.8,743,719,24,22,0,125,15,3,0,0,0,0,545,91,107,120,563,35,0,3,641,1,8,18,12,Matches
336,Jaime Mata\02319ad7,es ESP,FW,Getafe,33-110,1988,7.2,193,184,9,0,0,55,4,6,0,0,0,0,113,35,45,34,119,13,2,5,129,0,3,9,13,Matches
337,Luís Maximiano\3318286e,pt POR,GK,Granada,23-037,1999,18.8,680,411,269,77,0,33,15,0,0,0,0,0,250,28,402,29,486,0,1,106,411,3,16,5,2,Matches
338,Borja Mayoral\64e8ed6d,es ESP,FW,Getafe,24-312,1997,1.4,30,30,0,0,0,12,2,1,0,0,0,0,22,4,4,3,20,0,0,1,25,0,0,0,1,Matches
339,Jordi Mboula\4887118d,es ESP,FW,Mallorca,22-332,1999,4.8,90,89,1,0,0,25,1,12,0,0,0,0,57,13,20,17,52,11,1,0,52,0,2,2,5,Matches
340,Óscar Melendo\379652be,es ESP,MFFW,Espanyol,24-172,1997,7.6,277,269,8,2,3,49,1,2,0,0,0,0,215,27,35,231,34,5,1,1,246,2,2,6,5,Matches
341,Gonzalo Melero\3902e91b,es ESP,MF,Levante,28-040,1994,10.1,436,426,10,9,1,95,13,2,0,0,0,0,346,55,35,27,379,13,1,7,369,1,5,14,9,Matches
342,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,25-035,1997,19.4,875,859,16,5,2,143,17,22,1,0,1,0,605,132,138,686,102,38,9,7,677,4,23,35,32,Matches
343,Édgar Méndez\aed746df,es ESP,FWMF,Alavés,32-040,1990,8.9,183,178,5,1,0,42,8,15,0,0,0,0,104,27,52,31,119,20,2,0,117,0,8,8,9,Matches
344,Ferland Mendy\3cefcaef,fr FRA,DF,Real Madrid,26-248,1995,12.4,906,807,99,10,0,109,9,21,0,0,0,0,718,135,53,609,189,8,89,4,825,0,9,19,17,Matches
345,Fran Mérida\0e50f929,es ESP,MF,Espanyol,31-344,1990,1.6,105,98,7,4,0,10,4,0,3,2,1,0,50,19,36,78,18,7,0,1,71,1,2,9,3,Matches
346,Mikel Merino\d080ed5e,es ESP,MF,Real Sociedad,25-234,1996,17.6,945,926,19,16,2,212,23,14,0,0,0,0,657,121,167,761,85,41,2,4,733,6,10,37,31,Matches
347,Martín Merquelanz\ddd5348b,es ESP,FW,Rayo Vallecano,26-244,1995,1.9,69,62,7,4,0,12,5,4,3,2,1,0,43,7,19,49,10,5,0,1,49,0,3,3,4,Matches
348,Matt Miazga\9fc0f253,us USA,DF,Alavés,26-207,1995,8.3,275,260,15,15,0,33,16,0,0,0,0,0,174,30,71,33,200,29,0,0,218,0,10,11,2,Matches
349,Miguel\6763373d,es ESP,FWMF,Alavés,22-161,1999,6.2,114,108,6,0,0,31,1,5,0,0,0,0,73,23,18,11,82,9,0,5,76,2,1,5,9,Matches
350,Éder Militão\2784f898,br BRA,DF,Real Madrid,24-024,1998,22.0,1325,1257,68,30,3,128,44,9,0,0,0,0,1032,113,180,95,1123,51,13,6,1181,5,23,16,15,Matches
351,Luis Milla\19c36442,es ESP,MF,Granada,27-127,1994,16.5,829,720,109,66,0,106,57,18,31,12,15,0,537,91,201,80,701,27,1,3,663,3,13,16,11,Matches
352,Pere Milla\335039a2,es ESP,MFFW,Elche,29-141,1992,8.4,230,221,9,0,0,60,4,3,1,1,0,0,155,39,36,144,46,14,5,8,161,2,9,10,10,Matches
353,Santi Mina\0b90bb97,es ESP,FW,Celta Vigo,26-066,1995,18.8,484,471,13,0,0,162,16,7,0,0,0,0,254,119,111,36,308,47,4,13,332,5,8,16,16,Matches
354,Óscar Mingueza\056269d7,es ESP,DF,Barcelona,22-274,1999,8.2,539,470,69,7,1,51,11,27,0,0,0,0,381,74,84,59,405,13,62,0,453,0,9,15,11,Matches
355,Rafa Mir\bbf5c11b,es ESP,FW,Sevilla,24-238,1997,14.9,255,227,28,1,0,77,2,8,0,0,0,0,134,59,62,28,151,24,1,9,172,0,6,11,7,Matches
356,Jorge Miramón\7f4c7c9f,es ESP,DF,Levante,32-254,1989,10.4,485,391,94,5,0,57,21,21,0,0,0,0,237,130,118,17,345,28,89,0,374,1,15,19,17,Matches
357,Juan Miranda\ead61f73,es ESP,DF,Betis,22-023,2000,5.8,348,273,75,8,0,29,6,16,0,0,0,0,195,70,83,252,10,14,67,0,268,2,6,13,8,Matches
358,Stefan Mitrović\e6777e6b,rs SRB,DF,Getafe,31-265,1990,17.2,498,468,30,30,0,77,21,0,0,0,0,0,306,39,153,204,214,47,0,2,393,2,16,7,1,Matches
359,Luka Modrić\6025fab1,hr CRO,MF,Real Madrid,36-155,1985,14.1,1058,993,65,45,2,144,54,16,13,3,2,1,808,119,131,98,921,16,5,11,936,7,7,30,26,Matches
360,Johan Mojica\608f2092,co COL,DF,Elche,29-174,1992,21.0,1249,1011,238,20,0,141,48,88,1,0,1,0,610,340,299,916,56,45,217,3,931,5,23,43,59,Matches
361,Jorge Molina\43f71e77,es ESP,FW,Granada,39-295,1982,13.6,314,304,10,0,1,119,6,5,0,0,0,0,160,63,91,80,140,36,1,7,205,2,12,11,15,Matches
362,Jon Moncayola\9939e168,es ESP,MF,Osasuna,23-274,1998,19.6,810,765,45,28,0,136,44,35,10,6,3,1,473,129,208,62,681,44,6,1,621,2,21,19,27,Matches
363,Monchu\8ac501f5,es ESP,MF,Granada,22-151,1999,7.4,344,327,17,12,0,51,13,4,3,2,0,0,229,42,73,24,281,25,2,3,284,0,11,7,4,Matches
364,Gonzalo Montiel\374d5158,ar ARG,DF,Sevilla,25-041,1997,9.9,615,525,90,8,0,76,9,27,0,0,0,0,365,134,116,40,461,22,82,2,489,2,14,15,25,Matches
365,Ángel Montoro\719384c1,es ESP,MF,Granada,33-231,1988,12.0,548,474,74,44,0,77,35,9,21,7,10,3,328,73,147,47,466,28,1,2,424,1,12,17,13,Matches
366,Martín Montoya\5cec2487,es ESP,DF,Betis,30-303,1991,5.8,313,267,46,5,0,27,8,11,0,0,0,0,211,53,49,44,211,12,41,0,256,0,7,3,3,Matches
367,Jon Morcillo\b7d7f3bf,es ESP,MF,Athletic Club,23-149,1998,0.6,34,33,1,0,0,7,2,6,1,0,0,0,20,4,10,29,2,3,0,0,20,0,4,1,2,Matches
368,Alberto Moreno\11b9265b,es ESP,MFDF,Villarreal,29-221,1992,11.7,548,492,56,18,0,80,11,28,10,5,1,0,390,75,83,473,24,13,28,3,437,7,10,14,18,Matches
369,Álex Moreno\16e9d0ea,es ESP,DF,Betis,28-248,1993,15.8,769,602,167,17,0,82,11,46,0,0,0,0,409,191,169,501,59,42,150,3,567,3,19,22,31,Matches
370,Gerard Moreno\81f0781e,es ESP,FW,Villarreal,29-310,1992,10.9,367,359,8,0,4,95,9,9,0,0,0,0,241,69,57,261,70,11,3,3,252,2,8,17,28,Matches
371,Tete Morente\004d185e,es ESP,MF,Elche,25-069,1996,9.3,306,297,9,1,0,41,8,18,5,2,2,0,207,52,47,32,243,15,3,2,228,0,2,14,15,Matches
372,Ilaix Moriba\f4c69aa6,gn GUI,MF,Valencia,19-023,2003,0.8,18,18,0,0,0,7,0,1,0,0,0,0,12,3,3,0,14,2,0,1,14,1,0,0,0,Matches
373,Manu Morlanes\a0255c67,es ESP,MF,Espanyol,23-030,1999,11.0,564,531,33,31,0,91,16,5,0,0,0,0,437,41,86,77,450,20,2,1,489,3,5,10,9,Matches
374,Loren Morón\3aa4a3be,es ESP,FWMF,Espanyol,28-043,1993,5.2,78,74,4,0,0,28,2,4,0,0,0,0,38,26,14,3,54,5,0,2,51,0,1,5,7,Matches
375,Loren Morón\3aa4a3be,es ESP,FW,Betis,28-043,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
376,Cristhian Mosquera\dc1ce4f5,co COL,DF,Valencia,17-229,2004,1.2,17,15,2,0,0,3,0,0,0,0,0,0,14,2,1,3,12,1,1,0,15,0,0,0,0,Matches
377,Toni Moya\9e098912,es ESP,MF,Alavés,23-328,1998,12.4,479,380,99,50,0,50,52,25,45,13,25,2,276,44,159,32,408,28,1,2,336,3,15,20,8,Matches
378,Iker Muniain\c05dfb74,es ESP,MF,Athletic Club,29-054,1992,17.5,886,724,162,51,2,110,41,48,83,15,40,2,621,105,160,37,820,16,8,3,695,5,13,41,15,Matches
379,Aihen Muñoz\228b0d9d,es ESP,DF,Real Sociedad,24-179,1997,12.8,646,500,146,23,1,59,8,31,1,1,0,0,380,120,146,431,48,31,122,1,491,1,13,24,30,Matches
380,Jeison Murillo\b233e8e4,co COL,DF,Celta Vigo,29-260,1992,10.6,628,607,21,20,0,37,30,0,0,0,0,0,494,44,90,146,432,28,1,4,560,2,10,8,3,Matches
381,Vedat Muriqi\0cadc46d,xk KVX,FW,Mallorca,27-293,1994,1.0,29,27,2,0,0,12,0,1,0,0,0,0,13,6,10,14,4,1,0,0,16,0,1,3,0,Matches
382,Yunus Musah\b51b1b9c,us USA,MFFW,Valencia,19-074,2002,8.0,210,197,13,3,0,42,8,13,1,0,1,0,146,34,30,17,163,14,5,1,145,2,4,14,13,Matches
383,Shkodran Mustafi\3f2d59fe,de GER,DF,Levante,29-300,1992,7.1,357,343,14,12,0,49,18,0,0,0,0,0,237,25,95,18,290,29,1,0,280,2,7,4,3,Matches
384,Nacho\2946f9a1,es ESP,DF,Real Madrid,32-024,1990,9.4,586,539,47,13,0,24,5,6,0,0,0,0,485,53,48,107,432,12,29,0,551,0,6,6,5,Matches
385,Roberto Navarro\c997b942,es ESP,MFFW,Real Sociedad,19-305,2002,2.2,93,90,3,2,1,19,1,2,0,0,0,0,64,17,12,6,79,5,1,0,76,2,0,4,4,Matches
386,Ximo Navarro\8db394aa,es ESP,DF,Alavés,32-019,1990,7.9,312,237,75,8,1,29,13,12,0,0,0,0,152,47,113,19,206,10,67,3,218,2,13,8,12,Matches
387,Jesús Navas\3f10bd22,es ESP,DF,Sevilla,36-082,1985,9.2,624,534,90,7,0,73,31,44,1,0,1,0,357,132,135,25,494,19,82,2,499,3,9,18,12,Matches
388,Loum Ndiaye\bcfc4473,sn SEN,MF,Alavés,25-043,1996,14.9,497,491,6,6,0,86,25,1,0,0,0,0,330,70,97,56,381,25,0,4,375,1,13,23,13,Matches
389,Álvaro Negredo\63b0ca6b,es ESP,FW,Cádiz,36-175,1985,12.0,273,251,22,0,0,84,9,7,0,0,0,0,116,77,80,151,30,32,3,9,172,1,8,15,9,Matches
390,Neto\a9dc785c,br BRA,GK,Barcelona,32-207,1989,2.0,97,76,21,5,0,24,2,0,0,0,0,0,54,1,42,10,74,0,0,11,78,0,2,0,0,Matches
391,Carlos Neva\8d47bb39,es ESP,DF,Granada,25-244,1996,18.8,778,577,201,15,0,89,10,41,0,0,0,0,374,181,223,499,61,25,186,0,577,2,22,23,35,Matches
392,Saúl Ñíguez\c14bc029,es ESP,DFMF,Atlético Madrid,27-082,1994,2.2,119,98,21,0,0,17,2,3,0,0,0,0,64,37,18,73,16,3,21,0,96,0,4,1,2,Matches
393,Fernando Niño\81d5c497,es ESP,FW,Mallorca,21-110,2000,8.1,166,153,13,0,0,60,2,1,0,0,0,0,92,37,37,10,95,17,0,11,119,2,2,5,4,Matches
394,Peru Nolaskoain\857cb4f3,es ESP,MF,Athletic Club,23-109,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,Matches
395,Nolito\b2d0ec1b,es ESP,MF,Celta Vigo,35-119,1986,11.0,397,383,14,5,2,69,14,8,4,4,0,0,254,63,80,34,335,15,5,2,311,2,7,12,12,Matches
396,Randy Ntekja\a6103274,fr FRA,FW,Rayo Vallecano,24-067,1997,9.0,190,180,10,0,1,61,1,3,0,0,0,0,114,37,39,123,23,15,1,3,126,1,1,14,12,Matches
397,Unai Núñez\be170419,es ESP,DF,Athletic Club,25-012,1997,5.4,278,269,9,8,0,32,9,1,0,0,0,0,206,14,58,43,207,15,1,1,242,0,8,3,3,Matches
398,Allan Nyom\97572117,cm CMR,DF,Getafe,33-277,1988,2.7,90,67,23,1,0,9,4,3,0,0,0,0,40,12,38,6,49,10,22,0,63,0,3,3,0,Matches
399,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,29-035,1993,22.0,590,398,192,49,0,29,11,0,0,0,0,0,274,33,283,27,445,1,0,93,399,1,15,9,0,Matches
400,Lucas Ocampos\a08b974a,ar ARG,FW,Sevilla,27-215,1994,14.8,546,497,49,5,0,76,22,33,2,0,1,0,356,81,109,55,422,13,42,6,426,6,11,19,22,Matches
401,Brian Oliván\a3e4bf46,es ESP,DF,Mallorca,27-316,1994,13.5,540,423,117,11,1,65,16,36,2,0,0,0,257,99,184,376,32,22,102,1,356,5,16,20,22,Matches
402,Mathías Olivera\41c12f75,uy URU,DF,Getafe,24-103,1997,19.1,913,719,194,17,0,178,20,41,0,0,0,0,464,220,229,552,61,60,177,6,668,1,15,27,30,Matches
403,Javier Ontiveros\a83d8b0c,es ESP,MFFW,Osasuna,24-155,1997,0.4,32,31,1,1,0,5,2,2,0,0,0,0,25,4,3,8,21,2,0,1,25,0,1,2,0,Matches
404,Pedro Ortiz\f9358b61,es ESP,MF,Sevilla,21-176,2000,0.1,14,14,0,0,1,0,2,0,0,0,0,0,13,0,1,12,2,0,0,0,14,0,0,0,0,Matches
405,Milutin Osmajić\375ed9d7,me MNE,FWMF,Cádiz,22-201,1999,2.9,49,44,5,0,0,22,0,0,0,0,0,0,23,16,10,3,25,8,0,2,25,0,1,3,2,Matches
406,Jesús Owono\d6e3d7fb,gq EQG,GK,Alavés,20-347,2001,1.0,23,19,4,1,0,1,1,0,0,0,0,0,2,0,21,1,13,0,0,2,11,0,0,0,0,Matches
407,Mikel Oyarzabal\8c3c640c,es ESP,FWMF,Real Sociedad,24-296,1997,14.0,520,432,88,30,2,114,28,35,44,22,17,2,329,80,111,415,59,16,10,2,354,5,19,23,36,Matches
408,Fernando Pacheco\97852360,es ESP,GK,Alavés,29-269,1992,19.9,606,359,247,65,0,27,17,0,0,0,0,0,167,31,408,384,104,1,0,41,410,2,14,2,1,Matches
409,Jon Pacheco\44150beb,es ESP,DF,Real Sociedad,21-034,2001,0.6,19,19,0,0,0,3,1,0,0,0,0,0,11,4,4,12,1,5,0,0,16,0,1,0,0,Matches
410,Gavi Paez\19cae58d,es ESP,MFFW,Barcelona,17-190,2004,13.4,677,666,11,5,8,105,10,17,1,0,0,0,574,53,50,115,522,22,5,0,595,2,5,12,17,Matches
