,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
127,Philippe Coutinho\0ef89a37,br BRA,MFFW,Barcelona,29-244,1992,5.6,328,308,20,7,0,48,12,9,9,3,4,0,250,41,37,16,302,2,4,3,275,1,7,8,5,Matches
128,Cristo\ad81ba78,es ESP,DF,Real Sociedad,21-287,2000,0.2,12,9,3,0,0,0,1,1,0,0,0,0,7,1,4,9,0,0,3,0,11,0,0,0,0,Matches
129,Juan Cruz Armada\a56da3ba,es ESP,DF,Osasuna,29-198,1992,11.0,432,391,41,13,0,51,7,5,0,0,0,0,287,42,103,318,39,37,28,2,364,0,5,12,2,Matches
130,Marc Cucurella\1daec722,es ESP,FWDF,Getafe,23-204,1998,0.3,21,18,3,1,0,2,0,1,2,1,1,0,15,0,6,16,5,0,0,0,15,0,1,0,1,Matches
131,Jorge Cuenca\0abc51f2,es ESP,DF,Getafe,22-086,1999,18.9,658,620,38,19,0,92,22,3,0,0,0,0,364,73,221,454,80,68,19,1,455,5,19,11,12,Matches
132,Matheus Cunha\dc62b55d,br BRA,FW,Atlético Madrid,22-260,1999,5.7,99,92,7,1,1,29,1,6,0,0,0,0,67,14,18,14,66,5,1,6,70,1,2,6,3,Matches
133,Sergi Darder\070a3904,es ESP,MF,Espanyol,28-051,1993,19.8,967,917,50,25,2,168,44,16,9,2,4,0,730,85,152,81,857,17,4,5,822,6,5,26,18,Matches
134,Rodrigo De Paul\162efffd,ar ARG,MF,Atlético Madrid,27-263,1994,14.6,872,786,86,46,3,145,65,18,29,7,19,1,567,114,191,19,827,8,11,3,696,3,26,33,25,Matches
135,Thomas Delaney\fe641c1a,dk DEN,MF,Sevilla,30-161,1991,7.8,383,379,4,3,0,59,13,6,0,0,0,0,248,48,87,286,56,21,1,5,312,3,10,4,5,Matches
136,Ousmane Dembélé\b19db005,fr FRA,FWDF,Barcelona,24-272,1997,4.4,204,176,28,5,4,13,10,25,20,3,13,0,141,25,38,92,106,3,3,0,150,1,3,5,10,Matches
137,Yusuf Demir\fa265f6d,at AUT,FW,Barcelona,18-254,2003,2.1,85,74,11,2,0,18,0,1,5,0,0,0,67,12,6,72,5,2,4,1,77,0,2,2,1,Matches
138,Memphis Depay\8f696594,nl NED,FW,Barcelona,27-363,1994,15.3,708,581,127,28,4,111,37,51,69,25,19,2,501,70,137,82,599,8,4,8,528,3,15,30,23,Matches
139,Sergiño Dest\5976f83e,us USA,DFFW,Barcelona,21-100,2000,12.0,666,579,87,8,1,66,10,48,0,0,0,0,495,96,75,117,456,10,79,0,568,1,9,13,18,Matches
140,Boulaye Dia\244bc2c8,sn SEN,FW,Villarreal,25-087,1996,9.7,189,178,11,0,0,78,1,6,0,0,0,0,146,22,21,19,146,5,0,2,144,2,3,9,3,Matches
141,Mouctar Diakhaby\d2110326,fr FRA,DF,Valencia,25-054,1996,11.3,377,359,18,14,0,43,14,2,0,0,0,0,248,37,92,37,302,26,1,1,290,0,18,9,6,Matches
142,Javier Díaz\17a1299d,es ESP,GK,Sevilla,24-272,1997,1.0,33,27,6,3,0,2,1,0,0,0,0,0,21,1,11,2,28,0,0,2,28,0,1,0,0,Matches
143,Víctor Díaz\3624ce4c,es ESP,DF,Granada,33-244,1988,8.7,427,396,31,7,0,43,13,8,0,0,0,0,275,48,104,27,353,19,20,2,345,3,10,8,7,Matches
144,Landry Dimata\b5f63410,be BEL,FWMF,Espanyol,24-163,1997,5.3,87,82,5,0,0,32,1,1,0,0,0,0,60,15,12,31,39,4,0,0,63,0,0,0,6,Matches
145,Stole Dimitrievski\fc70e345,mk MKD,GK,Rayo Vallecano,28-048,1993,18.8,568,367,201,62,0,34,21,0,0,0,0,0,188,25,355,22,420,1,0,92,324,5,19,5,2,Matches
146,Matías Dituro\b6160ad0,ar ARG,GK,Celta Vigo,34-279,1987,23.0,862,623,239,71,0,55,30,0,0,0,0,0,321,42,499,27,681,2,0,76,556,6,28,10,2,Matches
147,Djené\a4971d84,tg TOG,DF,Getafe,30-042,1991,20.6,808,784,24,20,0,112,14,7,0,0,0,0,538,86,184,148,561,60,4,2,644,1,15,14,23,Matches
148,Naïs Djouahra\3594a357,fr FRA,MF,Real Sociedad,22-080,1999,0.2,13,13,0,0,0,1,0,0,0,0,0,0,11,2,0,4,8,1,0,0,11,0,0,1,1,Matches
149,Marko Dmitrović\ac295d9e,rs SRB,GK,Sevilla,30-018,1992,4.0,135,110,25,6,0,10,2,0,0,0,0,0,95,4,36,79,37,0,0,18,110,0,8,0,0,Matches
150,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,31-098,1990,1.8,56,28,28,10,0,4,2,0,0,0,0,0,13,1,42,1,50,0,0,3,33,0,1,0,1,Matches
151,Carlos Dominguez\3521abfe,es ESP,DF,Celta Vigo,21-041,2001,3.0,142,137,5,5,2,20,4,0,0,0,0,0,101,11,30,102,30,6,0,0,118,0,1,2,1,Matches
152,Domingos Duarte\93090f69,pt POR,DF,Granada,26-338,1995,7.6,242,217,25,23,0,37,6,0,0,0,0,0,136,32,74,18,195,16,2,1,181,1,4,11,4,Matches
153,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,32-253,1989,10.3,482,460,22,18,0,44,15,0,0,0,0,0,340,31,111,94,330,29,0,3,416,3,8,7,3,Matches
154,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,26-116,1995,18.0,802,612,190,13,0,134,17,43,3,2,1,0,331,170,301,480,72,52,174,0,552,5,18,30,23,Matches
155,Unai Dufur\c261b5dd,es ESP,DF,Osasuna,23-041,1999,1.0,51,51,0,0,0,6,1,0,0,0,0,0,33,2,16,5,37,5,0,0,38,0,0,1,1,Matches
156,Hugo Duro\37e103f8,es ESP,MFFW,Valencia,22-093,1999,13.7,270,260,10,4,0,75,1,6,0,0,0,0,150,65,55,137,67,33,4,7,193,0,8,8,10,Matches
157,Hugo Duro\37e103f8,es ESP,DFMF,Getafe,22-093,1999,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,3,0,0,0,1,Matches
158,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,27-320,1994,16.6,837,785,52,24,1,75,22,1,0,0,0,0,618,73,146,90,636,53,28,1,717,1,18,11,9,Matches
159,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,29-280,1992,17.8,636,508,128,30,0,116,32,60,94,31,40,2,333,102,201,99,492,23,4,6,388,6,17,24,38,Matches
160,Emerson\df8b52a5,br BRA,DF,Barcelona,23-028,1999,1.0,69,55,14,0,0,10,1,2,0,0,0,0,48,16,5,3,51,0,14,1,58,0,0,4,3,Matches
161,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,24-255,1997,6.1,78,73,5,0,2,21,4,2,0,0,0,0,43,19,16,54,5,10,0,3,58,0,2,3,2,Matches
162,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Alavés,28-321,1993,3.0,83,83,0,0,0,28,2,0,0,0,0,0,49,12,22,9,58,10,0,0,57,0,2,3,2,Matches
163,Aarón Escandell\67669ce7,es ESP,GK,Granada,26-137,1995,3.2,125,72,53,16,0,5,5,0,0,0,0,0,30,6,89,12,85,1,0,13,72,0,4,3,0,Matches
164,Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,32-162,1989,6.2,268,216,52,9,0,36,8,14,4,0,1,0,144,53,71,180,23,12,39,2,198,1,6,7,5,Matches
165,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,30-037,1992,23.0,1021,763,258,36,2,128,58,64,3,3,0,0,412,211,398,593,142,47,219,3,612,6,33,49,50,Matches
166,Estanis\ace50e9f,es ESP,FW,Barcelona,18-171,2003,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Matches
167,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,24-021,1998,11.2,690,575,115,4,0,110,11,32,1,0,0,0,446,147,97,484,63,22,110,1,554,2,8,24,26,Matches
168,Abdessamad Ezzalzouli\bed68338,ma MAR,FWDF,Barcelona,20-056,2001,6.4,193,188,5,1,0,35,4,20,1,0,0,0,145,26,22,29,153,4,3,2,142,0,1,11,9,Matches
169,Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,36-001,1986,6.1,109,105,4,0,0,42,1,2,0,0,0,0,63,33,13,19,74,4,1,4,79,0,1,4,6,Matches
170,Fali\72a84002,es ESP,DFMF,Cádiz,28-183,1993,13.7,387,361,26,13,1,38,7,4,0,0,0,0,209,47,131,70,271,23,12,0,287,1,11,9,4,Matches
171,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,19-103,2002,2.4,100,90,10,3,0,16,2,3,4,0,1,0,82,14,4,17,81,0,2,0,79,2,1,8,4,Matches
172,Aleix Febas\38126309,es ESP,MF,Mallorca,26-009,1996,1.3,56,55,1,1,0,12,4,0,0,0,0,0,41,11,4,9,44,1,0,0,50,0,1,4,1,Matches
173,Nabil Fekir\bece776f,fr FRA,MF,Betis,28-208,1993,19.5,911,768,143,42,4,165,55,41,90,29,37,2,659,69,183,784,93,9,5,4,729,2,14,22,29,Matches
174,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,32-271,1989,11.1,540,517,23,23,0,61,14,0,0,0,0,0,386,48,106,65,398,49,0,5,452,5,9,9,9,Matches
175,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,22-093,1999,7.5,266,245,21,5,3,46,10,10,1,1,0,0,183,39,44,25,222,6,7,1,207,3,6,14,7,Matches
176,Aitor Fernández\a01c3d54,es ESP,GK,Levante,30-284,1991,13.0,381,262,119,28,0,20,12,0,0,0,0,0,180,24,177,29,271,0,0,63,266,2,12,3,1,Matches
177,Álex Fernández\aa677a35,es ESP,MFFW,Cádiz,29-119,1992,16.3,712,648,64,24,1,97,36,24,31,9,13,3,477,80,155,140,528,25,4,5,553,1,8,23,20,Matches
178,Fernando\41f32541,br BRA,MFDF,Sevilla,34-201,1987,18.5,1137,1104,33,29,0,105,61,2,0,0,0,0,888,109,140,89,957,57,4,5,1026,2,15,18,12,Matches
179,Fidel\eb82b6f1,es ESP,MF,Elche,32-107,1989,16.0,701,648,53,14,4,123,27,27,29,16,10,1,481,102,118,615,58,13,10,2,521,5,13,40,36,Matches
180,José Fontán\1827a42d,es ESP,DF,Celta Vigo,22-000,2000,2.0,140,135,5,3,0,10,5,0,0,0,0,0,115,8,17,108,25,5,2,0,123,0,2,1,0,Matches
181,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,28-325,1993,2.0,76,52,24,1,0,14,2,5,0,0,0,0,33,22,21,7,39,5,23,0,52,0,1,2,9,Matches
182,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,28-325,1993,15.2,575,437,138,10,0,67,17,24,0,0,0,0,257,161,157,69,337,30,128,2,408,1,15,18,33,Matches
183,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,24-030,1998,15.0,832,666,166,11,1,140,11,8,0,0,0,0,529,170,133,42,579,31,155,4,691,4,12,26,20,Matches
184,Enric Franquesa\40883e3a,es ESP,DF,Levante,24-350,1997,6.0,214,169,45,2,0,31,3,6,1,1,0,0,116,55,43,134,14,14,42,1,169,1,5,5,9,Matches
185,Jorge de Frutos\38ce1150,es ESP,MFFW,Levante,24-356,1997,14.7,417,388,29,1,1,87,18,44,8,1,4,1,242,89,86,45,334,16,18,1,292,2,16,19,28,Matches
186,Javi Galán\a4b00319,es ESP,DF,Celta Vigo,27-084,1994,22.6,1276,999,277,21,1,132,28,66,4,2,2,0,715,280,281,928,46,31,252,4,976,3,23,42,47,Matches
187,Iñigo Ruiz de Galarreta\91f7631f,es ESP,MF,Mallorca,28-189,1993,13.8,706,671,35,27,0,106,25,7,5,3,0,0,494,78,134,63,583,38,2,6,567,4,14,18,17,Matches
188,Thiago Galhardo\766f48dd,br BRA,FWMF,Celta Vigo,32-206,1989,5.7,128,126,2,0,1,45,1,9,0,0,0,0,57,30,41,16,64,17,1,7,85,0,0,7,8,Matches
189,Álvaro García\90bbd822,es ESP,FWMF,Rayo Vallecano,29-107,1992,18.6,556,548,8,0,0,105,24,98,1,0,0,0,282,112,162,366,146,29,7,3,323,4,13,27,34,Matches
190,Dani García\240d3a0b,es ESP,MF,Athletic Club,31-263,1990,18.3,807,794,13,9,0,117,20,0,0,0,0,0,518,107,182,119,603,57,2,2,620,3,22,19,17,Matches
191,David García\3e42f707,es ESP,DF,Osasuna,27-362,1994,21.0,786,767,19,19,0,116,31,0,0,0,0,0,482,90,214,228,429,79,0,2,632,2,16,22,3,Matches
192,Eric García\2bed3eab,es ESP,DF,Barcelona,21-033,2001,13.8,1053,1019,34,24,1,70,31,0,0,0,0,0,914,52,87,146,853,27,10,3,976,1,6,15,7,Matches
193,Francisco Garcia\7226539b,es ESP,DF,Rayo Vallecano,22-181,1999,21.0,1057,821,236,12,0,132,16,61,2,1,1,0,560,275,222,759,26,39,222,2,840,4,14,21,35,Matches
194,Joan García\87b498b0,es ESP,GK,Espanyol,20-283,2001,1.0,26,25,1,1,0,1,2,0,0,0,0,0,19,1,6,2,16,0,0,8,23,0,1,0,0,Matches
195,Manu García\6ed1a2a2,es ESP,MF,Alavés,24-040,1998,8.1,408,361,47,26,0,93,36,14,13,4,3,2,237,61,110,20,367,10,6,1,304,1,13,17,14,Matches
196,Raúl García\b418dbd4,es ESP,FW,Athletic Club,35-215,1986,13.2,360,351,9,1,4,92,6,14,0,0,0,0,159,91,110,58,200,48,1,3,215,1,21,23,12,Matches
197,Rubén García\5c96b017,es ESP,MFFW,Osasuna,28-212,1993,17.1,791,683,108,34,1,137,54,66,56,19,29,3,441,126,224,609,94,47,13,3,553,4,21,28,36,Matches
198,Saúl García\dafa5038,es ESP,FW,Alavés,27-094,1994,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,Matches
199,Unai García\4a633cfe,es ESP,DF,Osasuna,30-008,1992,13.1,419,364,55,38,0,52,40,3,0,0,0,0,213,45,161,21,333,30,17,1,298,1,19,10,3,Matches
200,Mario Gaspar\fb5d47b3,es ESP,DF,Villarreal,31-079,1990,4.0,209,166,43,4,0,19,1,6,0,0,0,0,124,45,40,11,144,11,39,0,167,0,2,7,4,Matches
201,Óscar Gil\6652cf96,es ESP,DF,Espanyol,24-291,1997,11.6,472,366,106,11,1,57,10,15,0,0,0,0,285,118,69,29,332,10,95,2,398,1,4,11,11,Matches
202,Dani Gómez\0e5ddc7c,es ESP,FW,Levante,23-196,1998,5.3,92,82,10,0,0,21,1,2,0,0,0,0,68,18,6,13,74,2,1,1,76,2,2,3,3,Matches
203,Maxi Gómez\4c2e9442,uy URU,FW,Valencia,25-181,1996,13.5,261,251,10,1,0,98,5,11,0,0,0,0,119,72,70,13,156,33,2,8,170,3,7,7,14,Matches
204,Moi Gómez\5a626448,es ESP,MFFW,Villarreal,27-233,1994,10.0,401,379,22,3,1,83,10,13,15,7,2,0,307,42,52,138,248,5,3,3,324,2,4,11,16,Matches
205,Papu Gómez\6e4df551,ar ARG,FWMF,Sevilla,33-361,1988,12.4,606,575,31,9,2,87,35,17,14,0,12,0,433,70,103,88,479,21,8,5,521,0,13,15,7,Matches
206,Sergi Gómez\bc6f5f06,es ESP,DF,Espanyol,29-320,1992,21.3,969,921,48,40,0,88,20,1,0,0,0,0,762,60,147,65,853,36,2,1,848,1,12,8,10,Matches
207,Maxime Gonalons\b8c1de25,fr FRA,MF,Granada,32-338,1989,13.0,531,513,18,17,2,84,23,4,0,0,0,0,376,66,89,134,347,31,1,5,453,2,9,22,9,Matches
208,Diego González\4ac7608e,es ESP,DF,Elche,27-014,1995,12.6,486,459,27,27,0,53,8,0,0,0,0,0,361,33,92,220,233,23,0,2,405,1,10,5,8,Matches
209,Édgar González\49d028db,es ESP,DF,Betis,24-316,1997,13.8,736,724,12,9,0,46,17,0,0,0,0,0,616,43,77,162,527,30,3,1,669,3,7,5,6,Matches
210,Nicolás González\2c56a792,es ESP,MF,Barcelona,20-039,2002,10.6,594,580,14,12,2,100,9,3,0,0,0,0,519,40,35,24,542,20,1,5,534,3,6,8,6,Matches
211,Peter González\1ccd3dae,do DOM,DFFW,Real Madrid,19-201,2002,0.1,13,10,3,0,0,3,0,1,0,0,0,0,7,3,3,7,2,1,3,0,11,0,0,0,0,Matches
212,Roberto González\56545648,es ESP,FWMF,Betis,21-036,2001,1.5,39,37,2,1,0,9,0,2,0,0,0,0,32,3,4,35,1,2,1,0,30,0,1,0,0,Matches
213,Gori\f3451c66,es ESP,MF,Espanyol,19-272,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,4,0,0,0,0,Matches
214,Andoni Gorosabel\6f5f82c0,es ESP,DF,Real Sociedad,25-191,1996,13.3,786,627,159,24,1,82,8,20,3,0,3,0,500,159,127,46,577,17,132,1,658,0,10,32,15,Matches
215,Jaume Grau\fc3d2006,es ESP,MF,Osasuna,24-282,1997,0.0,4,4,0,0,0,2,0,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,0,0,Matches
216,Dominik Greif\30061f53,sk SVK,GK,Mallorca,24-311,1997,1.0,31,19,12,2,0,2,0,0,0,0,0,0,18,0,13,4,21,0,0,6,20,0,2,0,0,Matches
217,Antoine Griezmann\df69b544,fr FRA,FWMF,Atlético Madrid,30-327,1991,9.7,381,357,24,4,4,83,11,8,13,4,4,2,269,58,54,286,65,15,3,3,302,2,5,14,10,Matches
218,Antoine Griezmann\df69b544,fr FRA,FW,Barcelona,30-327,1991,2.9,99,98,1,1,0,32,7,0,0,0,0,0,71,17,11,81,12,2,0,1,85,0,0,5,2,Matches
219,Arnaut Groeneveld\f08490a6,nl NED,FWMF,Villarreal,25-011,1997,9.1,228,217,11,1,0,46,4,17,6,3,0,0,194,18,16,49,176,0,3,0,167,2,1,15,11,Matches
220,Andrés Guardado\ef322658,mx MEX,MF,Betis,35-136,1986,12.0,716,675,41,29,0,94,39,3,1,0,1,0,478,89,149,582,70,38,11,5,598,3,21,15,7,Matches
221,Sergi Guardiola\32974271,es ESP,FW,Rayo Vallecano,30-258,1991,8.0,184,174,10,0,0,63,2,9,0,0,0,0,121,38,25,128,32,10,0,2,125,1,2,11,12,Matches
222,Nemanja Gudelj\0076ab7f,rs SRB,MFDF,Sevilla,30-087,1991,4.8,318,307,11,8,0,30,9,1,0,0,0,0,263,24,31,10,282,12,3,1,288,0,4,3,3,Matches
223,Gonçalo Guedes\e6bc67d7,pt POR,FWMF,Valencia,25-074,1996,19.3,593,530,63,18,2,94,31,46,19,11,6,1,347,108,138,53,479,31,14,7,408,1,17,23,35,Matches
224,Ander Guevara\8e48dc61,es ESP,MF,Real Sociedad,24-219,1997,9.0,563,546,17,17,0,98,8,0,0,0,0,0,438,70,55,87,433,29,0,1,498,4,7,10,8,Matches
225,John Guidetti\99bebd12,se SWE,FWMF,Alavés,29-302,1992,3.1,71,67,4,0,0,15,1,3,0,0,0,0,42,22,7,4,57,6,0,0,53,0,0,5,3,Matches
226,Hugo Guillamón\f7c12fbf,es ESP,MFDF,Valencia,22-011,2000,18.5,740,662,78,69,1,134,41,2,1,1,0,0,475,98,167,129,543,33,5,5,602,1,26,21,12,Matches
227,Gerard Gumbau\ac454a4f,es ESP,MF,Elche,27-055,1994,10.9,512,454,58,32,1,66,26,10,25,9,12,1,348,42,122,432,52,16,1,1,416,4,16,14,8,Matches
228,Jon Guridi\4c0a6a48,es ESP,MF,Real Sociedad,26-348,1995,1.2,42,42,0,0,0,6,0,1,0,0,0,0,30,3,9,32,4,5,0,0,32,0,0,1,3,Matches
229,Raúl Guti\0b2c8585,es ESP,MF,Elche,25-043,1996,11.6,491,479,12,10,0,66,22,4,1,0,0,0,394,43,54,14,465,5,1,0,419,0,8,16,9,Matches
230,Marcos Mauro López Gutiérrez\b3b62f94,ar ARG,DF,Cádiz,31-033,1991,1.5,21,19,2,2,0,5,0,0,0,0,0,0,7,3,11,1,15,3,0,0,10,0,1,0,2,Matches
231,Miguel Gutiérrez\7e98cff1,es ESP,DF,Real Madrid,20-199,2001,2.9,187,159,28,5,1,18,7,8,0,0,0,0,132,28,27,128,30,6,23,0,168,0,3,4,4,Matches
232,Munir El Haddadi\8696bc90,ma MAR,FW,Sevilla,26-163,1995,2.9,84,83,1,0,0,12,4,5,0,0,0,0,57,10,17,61,12,5,1,1,65,1,2,3,2,Matches
233,Varazdat Haroyan\be32269e,am ARM,DF,Cádiz,29-171,1992,16.0,412,388,24,22,0,58,15,0,0,0,0,0,275,38,99,27,326,34,2,2,335,0,10,8,4,Matches
234,Eden Hazard\a39bb753,be BEL,FWMF,Real Madrid,31-035,1991,7.5,386,374,12,4,1,72,5,11,2,0,0,0,321,45,20,82,276,12,5,10,343,3,2,7,8,Matches
235,Kike Hermoso\dea912dc,es ESP,DF,Betis,22-185,1999,1.0,51,50,1,1,0,3,0,0,0,0,0,0,44,2,5,2,47,1,0,0,47,0,1,0,0,Matches
236,Mario Hermoso\555f3a0b,es ESP,DF,Atlético Madrid,26-238,1995,18.3,1149,1050,99,22,0,107,56,15,0,0,0,0,772,169,208,790,193,50,77,7,992,4,23,25,19,Matches
237,Aridane Hernández\132ac341,gq EQG,DF,Osasuna,32-325,1989,5.8,239,227,12,10,0,34,10,0,0,0,0,0,155,19,65,37,175,16,1,1,193,0,10,4,0,Matches
238,Luis Hernández\02d2c436,es ESP,DFMF,Cádiz,32-303,1989,0.2,23,22,1,0,0,0,2,0,0,0,0,0,15,2,6,2,19,1,1,0,19,0,0,1,0,Matches
239,Mario Hernández\90162357,es ESP,DF,Rayo Vallecano,23-017,1999,1.3,58,43,15,1,0,6,1,4,0,0,0,0,24,16,18,7,32,5,14,0,40,0,1,6,1,Matches
240,Héctor Herrera\a8542814,mx MEX,MF,Atlético Madrid,31-298,1990,3.6,304,289,15,13,0,39,15,4,0,0,0,0,221,31,52,45,235,12,2,2,273,0,7,11,0,Matches
241,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,28-251,1993,22.0,680,416,264,85,0,22,22,0,0,0,0,0,123,19,538,29,531,4,1,37,392,1,25,9,1,Matches
242,Yangel Herrera\e778654a,ve VEN,MF,Espanyol,24-035,1998,6.5,296,290,6,4,1,64,3,3,0,0,0,0,231,25,40,67,201,19,0,0,255,1,2,10,5,Matches
243,Matthew Hoppe\1bc432b7,us USA,FW,Mallorca,20-335,2001,1.2,31,26,5,0,0,11,0,0,0,0,0,0,23,6,2,4,23,2,0,0,22,0,1,0,3,Matches
244,Robert Ibáñez\c7429db3,es ESP,MF,Osasuna,28-326,1993,1.0,41,40,1,0,0,17,1,1,0,0,0,0,26,9,6,15,21,4,1,0,34,0,0,1,2,Matches
245,Vicente Iborra\ad1ffcfd,es ESP,MF,Villarreal,34-026,1988,4.9,257,254,3,3,0,27,2,0,0,0,0,0,198,29,30,46,185,15,0,2,225,0,1,4,5,Matches
246,Oussama Idrissi\34caa4b3,ma MAR,FW,Cádiz,25-350,1996,0.0,3,2,1,0,0,1,0,0,1,1,0,0,2,0,1,0,3,0,0,0,3,0,0,0,0,Matches
247,Oussama Idrissi\34caa4b3,ma MAR,FWMF,Sevilla,25-350,1996,1.4,50,48,2,0,0,9,1,0,0,0,0,0,35,8,7,4,42,1,2,0,40,1,0,3,1,Matches
248,Iglesias\974322dc,es ESP,DF,Getafe,23-223,1998,3.8,167,117,50,4,0,16,8,11,4,2,2,0,50,27,90,8,106,7,42,0,85,1,2,7,12,Matches
249,Borja Iglesias\75645f0e,es ESP,FW,Betis,29-025,1993,8.2,169,154,15,0,2,42,5,5,1,0,0,0,119,29,21,34,122,7,0,1,123,0,3,9,4,Matches
250,Nikita Iosifov\4c2fa917,ru RUS,MF,Villarreal,20-306,2001,0.0,3,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0,Matches
251,Alexander Isak\8e92be30,se SWE,FW,Real Sociedad,22-143,1999,13.7,216,193,23,0,2,53,2,8,0,0,0,0,149,37,30,36,145,10,3,6,158,0,5,11,9,Matches
252,Isco\a0b4bb3e,es ESP,MFFW,Real Madrid,29-296,1992,2.2,205,189,16,8,1,40,9,4,7,1,4,0,163,15,27,17,186,1,0,0,180,1,2,6,4,Matches
253,Nicolas Jackson\9c36ed83,sn SEN,FW,Villarreal,20-236,2001,0.7,18,17,1,0,0,8,1,0,0,0,0,0,14,2,2,0,15,1,0,0,15,0,1,0,1,Matches
254,Jakub Jankto\1ea5f91c,cz CZE,MFDF,Getafe,26-023,1996,3.6,140,125,15,1,0,30,4,12,1,0,1,0,81,23,36,93,23,7,13,2,97,3,5,3,8,Matches
255,Adnan Januzaj\4737cebe,be BEL,FWMF,Real Sociedad,27-006,1995,12.3,490,401,89,32,3,98,43,37,52,15,25,2,307,65,118,419,55,3,5,0,315,6,25,26,24,Matches
256,Jason\9038c2a1,es ESP,MFDF,Valencia,27-220,1994,0.8,31,27,4,1,0,3,3,3,1,0,0,0,16,5,10,2,24,2,2,0,24,0,1,0,1,Matches
257,Jason\9038c2a1,es ESP,MFFW,Alavés,27-220,1994,2.7,67,57,10,5,0,16,4,12,3,1,2,0,27,13,27,3,53,7,0,1,32,1,3,2,4,Matches
258,Luis Javier Suárez\eeba07f8,co COL,FWMF,Granada,24-071,1997,20.0,415,400,15,0,1,107,15,30,0,0,0,0,253,74,88,82,284,20,2,6,271,2,17,21,22,Matches
259,Álvaro Jiménez\5f5501ed,es ESP,MFFW,Cádiz,26-268,1995,2.6,72,67,5,0,0,14,7,17,3,0,3,0,31,16,25,11,53,4,2,1,40,0,4,1,4,Matches
260,Joaquín\4c5b14d2,es ESP,FW,Betis,40-205,1981,1.3,73,66,7,2,0,11,2,5,3,0,2,0,53,8,12,3,64,3,2,0,61,0,1,1,2,Matches
261,Jofre\030ef8d6,es ESP,DFMF,Espanyol,20-239,2001,0.2,6,6,0,0,0,0,2,3,0,0,0,0,3,0,3,0,6,0,0,0,5,0,1,0,0,Matches
262,Frenkie de Jong\1bacc518,nl NED,MF,Barcelona,24-275,1997,16.5,1008,983,25,19,5,173,22,17,3,0,3,0,824,90,94,51,906,26,3,3,906,4,11,16,16,Matches
263,Luuk de Jong\abb3bb95,nl NED,FW,Barcelona,31-168,1990,6.2,163,154,9,0,0,48,0,0,0,0,0,0,113,28,22,31,104,10,0,4,126,1,1,8,3,Matches
264,Joan Jordán\2a0c8ba4,es ESP,MF,Sevilla,27-220,1994,17.8,1194,1159,35,29,0,167,55,16,4,0,3,0,895,140,159,158,968,56,2,4,1053,4,13,24,15,Matches
265,Josan\5b28b2f6,es ESP,DFMF,Elche,32-070,1989,6.9,233,209,24,0,0,35,3,26,0,0,0,0,131,54,48,27,169,9,24,1,162,2,6,13,17,Matches
266,Willian José\d87e2cae,br BRA,FW,Betis,30-080,1991,12.4,392,365,27,0,2,120,16,5,0,0,0,0,286,59,47,30,326,11,1,12,314,2,12,16,11,Matches
267,Joselu\6265208f,es ESP,FW,Alavés,31-321,1990,21.0,719,685,34,1,1,299,7,28,2,0,0,0,294,228,197,105,310,83,4,29,460,8,18,29,25,Matches
268,Josema\ed3f5f4c,es ESP,DF,Elche,25-250,1996,2.0,61,41,20,4,0,10,0,2,0,0,0,0,22,14,25,39,3,1,16,1,36,0,4,8,1,Matches
