,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
213,José Fonte\90f87966,pt POR,DF,Lille,38-051,1983,23,23,2070,23.0,0,2,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,0.8,1.4,0.03,0.03,0.06,0.03,0.06,Matches
214,Steven Fortes\574aa9ec,cv CPV,DF,Lens,29-300,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
215,Przemysław Frankowski\00a8d210,pl POL,DF,Lens,26-305,1995,23,19,1714,19.0,4,4,4,0,0,2,0,0.21,0.21,0.42,0.21,0.42,2.0,2.0,2.8,4.8,0.11,0.15,0.25,0.11,0.25,Matches
216,Fransérgio\deba6b05,br BRA,MF,Bordeaux,31-116,1990,19,10,961,10.7,0,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.8,0.8,0.2,1.1,0.08,0.02,0.10,0.08,0.10,Matches
217,Angelo Fulgini\4b96c347,fr FRA,MFFW,Angers,25-175,1996,22,22,1824,20.3,4,3,4,0,0,3,0,0.20,0.15,0.35,0.20,0.35,4.5,4.5,1.8,6.3,0.22,0.09,0.31,0.22,0.31,Matches
218,Gauthier Gallon\db3164e1,fr FRA,GK,Troyes,28-294,1993,23,23,2070,23.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
219,Kévin Gameiro\42276181,fr FRA,FWMF,Strasbourg,34-278,1987,20,15,1251,13.9,8,1,7,1,2,0,0,0.58,0.07,0.65,0.50,0.58,7.7,6.2,1.1,7.4,0.56,0.08,0.64,0.45,0.53,Matches
220,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Paris S-G,32-138,1989,15,12,1093,12.1,3,0,3,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.0,1.0,1.4,2.4,0.08,0.11,0.20,0.08,0.20,Matches
221,Ignatius Ganago\23c63b7f,cm CMR,FW,Lens,22-360,1999,13,7,590,6.6,3,0,3,0,0,2,0,0.46,0.00,0.46,0.46,0.46,2.3,2.3,0.8,3.1,0.35,0.13,0.48,0.35,0.48,Matches
222,Johan Gastien\868eaba0,fr FRA,MF,Clermont Foot,34-017,1988,19,19,1588,17.6,0,1,0,0,0,4,2,0.00,0.06,0.06,0.00,0.06,0.5,0.5,1.1,1.7,0.03,0.06,0.10,0.03,0.10,Matches
223,Valère Germain\ea0ff634,fr FRA,FW,Montpellier,31-300,1990,19,14,1238,13.8,4,2,4,0,0,0,0,0.29,0.15,0.44,0.29,0.44,2.8,2.8,1.6,4.4,0.20,0.11,0.32,0.20,0.32,Matches
224,Gerson\8827bf46,br BRA,MFDF,Marseille,24-267,1997,20,15,1267,14.1,4,2,4,0,0,2,0,0.28,0.14,0.43,0.28,0.43,3.0,3.0,1.1,4.2,0.22,0.08,0.30,0.22,0.30,Matches
225,Willem Geubbels\9836e892,fr FRA,FWMF,Nantes,20-179,2001,10,2,251,2.8,1,1,1,0,0,1,0,0.36,0.36,0.72,0.36,0.72,0.5,0.5,0.8,1.2,0.17,0.27,0.44,0.17,0.44,Matches
226,Lamine Ghezali\ce84946a,fr FRA,DF,Saint-Étienne,22-220,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,3.58,3.58,0.00,3.58,Matches
227,Nicholas Gioacchini\79ab7593,us USA,MFFW,Montpellier,21-201,2000,19,3,386,4.3,0,2,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,1.1,1.1,0.7,1.8,0.26,0.17,0.43,0.26,0.43,Matches
228,Jimmy Giraudon\6ba71da5,fr FRA,DF,Troyes,30-026,1992,19,18,1619,18.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
229,Andrei Girotto\3befc2b6,br BRA,DFMF,Nantes,29-359,1992,23,23,2012,22.4,5,1,5,0,0,5,0,0.22,0.04,0.27,0.22,0.27,1.7,1.7,0.9,2.6,0.08,0.04,0.12,0.08,0.12,Matches
230,Aleksandr Golovin\3708e9fa,ru RUS,FWMF,Monaco,25-257,1996,13,7,695,7.7,2,2,2,0,0,1,1,0.26,0.26,0.52,0.26,0.52,1.6,1.6,1.5,3.1,0.20,0.20,0.40,0.20,0.40,Matches
231,Angel Gomes\645a3363,eng ENG,MF,Lille,21-164,2000,13,6,475,5.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.08,0.14,0.22,0.08,0.22,Matches
232,Alfred Gomis\cecbce23,sn SEN,GK,Rennes,28-159,1993,18,18,1620,18.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
233,Vagner Gonçalves\743fd71f,cv CPV,MFFW,Metz,26-032,1996,3,0,86,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.27,0.08,0.35,0.27,0.35,Matches
234,Álvaro González\42dcf26d,es ESP,DF,Marseille,32-034,1990,6,5,451,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
235,Amine Gouiri\aad56ca3,fr FRA,FWMF,Nice,21-360,2000,23,20,1772,19.7,10,7,7,3,5,2,0,0.51,0.36,0.86,0.36,0.71,10.7,6.9,5.3,12.2,0.54,0.27,0.81,0.35,0.62,Matches
236,Jonathan Gradit\06c48679,fr FRA,DF,Lens,29-079,1992,22,22,1903,21.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.2,1.3,0.00,0.06,0.06,0.00,0.06,Matches
237,Andrew Gravillon\49136c42,fr FRA,DF,Reims,24-003,1998,20,20,1759,19.5,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.01,0.03,0.04,0.01,0.04,Matches
238,Adrian Grbić\4a987ffa,at AUT,FWMF,Lorient,25-191,1996,16,4,518,5.8,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.5,1.5,0.5,2.0,0.25,0.10,0.35,0.25,0.35,Matches
239,Ivo Grbić\3f034750,hr CRO,GK,Lille,26-024,1996,21,21,1890,21.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
240,Etienne Green\667b65da,eng ENG,GK,Saint-Étienne,21-207,2000,15,15,1197,13.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
241,Gabriel Gudmundsson\d5d22a58,se SWE,DFMF,Lille,22-288,1999,15,3,473,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.3,0.22,0.02,0.24,0.22,0.24,Matches
242,Noah Guede-Nadje\94b442c0,fr FRA,FW,Angers,18-091,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
243,Mattéo Guendouzi\5ea8ef20,fr FRA,MF,Marseille,22-303,1999,23,21,1877,20.9,3,5,3,0,0,4,0,0.14,0.24,0.38,0.14,0.38,2.7,2.7,2.2,4.8,0.13,0.10,0.23,0.13,0.23,Matches
244,Yanis Guermouche\642f9f79,fr FRA,FW,Montpellier,20-302,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
245,Evann Guessand\b73f17f8,fr FRA,FW,Nice,20-225,2001,10,1,187,2.1,1,1,1,0,0,2,0,0.48,0.48,0.96,0.48,0.96,0.9,0.9,0.5,1.3,0.42,0.22,0.64,0.42,0.64,Matches
246,Lamine Gueye\9d5dcc23,sn SEN,MFFW,Metz,23-335,1998,14,7,555,6.2,0,3,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,1.6,1.6,1.0,2.6,0.26,0.16,0.42,0.26,0.42,Matches
247,Pape Gueye\7155e3e1,sn SEN,MF,Marseille,23-018,1999,15,7,684,7.6,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,0.3,0.8,0.06,0.04,0.10,0.06,0.10,Matches
248,Josuha Guilavogui\e6c43eec,fr FRA,MF,Bordeaux,31-145,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
249,Frederic Guilbert\5d8d7454,fr FRA,DF,Strasbourg,27-049,1994,19,16,1421,15.8,0,3,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.4,0.4,1.8,2.2,0.03,0.11,0.14,0.03,0.14,Matches
250,Bruno Guimarães\82518f62,br BRA,MF,Lyon,24-087,1997,20,19,1634,18.2,0,3,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.8,0.8,3.8,4.6,0.04,0.21,0.25,0.04,0.25,Matches
251,Sehrou Guirassy\923f4dda,fr FRA,FW,Rennes,25-336,1996,22,3,577,6.4,3,0,3,0,0,0,0,0.47,0.00,0.47,0.47,0.47,3.2,3.2,0.2,3.4,0.50,0.03,0.53,0.50,0.53,Matches
252,Malo Gusto\d56b9520,fr FRA,DF,Lyon,18-268,2003,17,11,978,10.9,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,1.4,2.2,0.07,0.13,0.20,0.07,0.20,Matches
253,Massadio Haïdara\5167c97e,ml MLI,DF,Lens,29-071,1992,11,4,476,5.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.04,0.05,0.09,0.04,0.09,Matches
254,Oualid El Hajjam\9f29c204,ma MAR,DF,Troyes,30-357,1991,17,11,977,10.9,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.9,0.9,1.0,2.0,0.08,0.10,0.18,0.08,0.18,Matches
255,Achraf Hakimi\e42d61c7,ma MAR,DF,Paris S-G,23-099,1998,19,17,1511,16.8,3,3,3,0,0,2,1,0.18,0.18,0.36,0.18,0.36,1.0,1.0,3.7,4.7,0.06,0.22,0.28,0.06,0.28,Matches
256,Pierre-Yves Hamel\a99da9ec,fr FRA,FWDF,Lorient,28-008,1994,3,0,30,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.39,0.39,0.00,0.39,Matches
257,Pierre-Yves Hamel\a99da9ec,fr FRA,FW,Clermont Foot,28-008,1994,13,6,485,5.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,2.4,2.4,0.2,2.6,0.45,0.03,0.48,0.45,0.48,Matches
258,Romain Hamouma\0b4d8274,fr FRA,FW,Saint-Étienne,34-319,1987,15,7,678,7.5,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.3,1.3,0.5,1.7,0.17,0.06,0.23,0.17,0.23,Matches
259,Amine Harit\e7d59f4f,ma MAR,FWDF,Marseille,24-238,1997,13,5,518,5.8,1,1,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,0.6,0.6,1.5,2.0,0.10,0.26,0.36,0.10,0.36,Matches
260,Henrique\f28474a4,br BRA,DF,Lyon,27-292,1994,8,6,533,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.10,0.02,0.13,0.10,0.13,Matches
261,Luis Henrique\f36d5624,br BRA,FWMF,Marseille,20-059,2001,15,7,603,6.7,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.9,0.9,0.4,1.3,0.13,0.05,0.19,0.13,0.19,Matches
262,Christophe Hérelle\3681cfff,mq MTQ,DF,Brest,29-173,1992,10,10,806,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
263,Jérôme Hergault\a84f9a4b,fr FRA,DFMF,Lorient,35-312,1986,7,5,341,3.8,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
264,Ander Herrera\436a9dd0,es ESP,MF,Paris S-G,32-181,1989,17,11,1008,11.2,3,2,3,0,0,1,0,0.27,0.18,0.45,0.27,0.45,1.0,1.0,1.9,2.9,0.09,0.17,0.26,0.09,0.26,Matches
265,Franck Honorat\db7849ca,fr FRA,MFFW,Brest,25-184,1996,22,22,1893,21.0,6,3,6,0,0,3,0,0.29,0.14,0.43,0.29,0.43,3.2,3.2,4.5,7.8,0.15,0.21,0.35,0.15,0.35,Matches
266,Fraser Hornby\29aee77c,sct SCO,FW,Reims,22-151,1999,2,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17,Matches
267,Cédric Hountondji\00891164,bj BEN,DF,Clermont Foot,28-023,1994,17,17,1494,16.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.03,0.00,0.04,0.03,0.04,Matches
268,Suk Hyun-jun\7ffaf233,kr KOR,FWMF,Troyes,30-227,1991,9,0,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.22,0.28,0.50,0.22,0.50,Matches
269,Mauro Icardi\43b78598,ar ARG,FW,Paris S-G,28-357,1993,18,10,966,10.7,4,0,4,0,0,1,0,0.37,0.00,0.37,0.37,0.37,4.7,4.7,0.5,5.3,0.44,0.05,0.49,0.44,0.49,Matches
270,Jonathan Iglesias\639ca1cf,uy URU,MF,Clermont Foot,33-056,1988,15,5,579,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.03,0.03,0.01,0.03,Matches
271,Juan Ignacio Ramírez\ad513a6b,uy URU,FW,Saint-Étienne,25-010,1997,5,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
272,Danylo Ihnatenko\65bbfba3,ua UKR,MF,Bordeaux,24-335,1997,1,0,9,0.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.14,0.14,0.00,0.14,Matches
273,Jonathan Ikone\42eaa028,fr FRA,MFFW,Lille,23-285,1998,18,13,1062,11.8,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,2.1,4.4,0.20,0.17,0.37,0.20,0.37,Matches
274,Bonke Innocent\546bb36e,ng NGA,MF,Lorient,26-022,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
275,Wilson Isidor\a671316d,fr FRA,FWMF,Monaco,21-168,2000,4,0,50,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.29,0.42,0.71,0.29,0.71,Matches
276,Ismail Jakobs\a0415710,de GER,DF,Monaco,22-178,1999,17,8,797,8.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.3,0.02,0.13,0.15,0.02,0.15,Matches
277,Abdel Jalil Medioub\4937a9f7,dz ALG,DF,Bordeaux,24-167,1997,8,4,447,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
278,Corentin Jean\7d9b37bf,fr FRA,FWDF,Lens,26-211,1995,14,1,229,2.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.19,0.06,0.25,0.19,0.25,Matches
279,Jemerson\7cab69b5,br BRA,DF,Metz,29-171,1992,9,9,675,7.5,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.07,0.00,0.07,0.07,0.07,Matches
280,Moritz Jenz\ee644761,de GER,DF,Lorient,22-287,1999,13,13,1134,12.6,1,0,1,0,0,4,1,0.08,0.00,0.08,0.08,0.08,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
281,Lenny Joseph\d1828392,fr FRA,FWMF,Metz,21-122,2000,4,0,77,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
282,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,20-275,2001,17,13,1061,11.8,0,1,0,0,0,5,1,0.00,0.08,0.08,0.00,0.08,0.1,0.1,1.6,1.7,0.01,0.13,0.14,0.01,0.14,Matches
283,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,26-037,1996,6,1,181,2.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.0,1.3,0.66,0.00,0.66,0.66,0.66,Matches
284,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,30-235,1991,19,15,1251,13.9,2,1,2,0,0,1,0,0.14,0.07,0.22,0.14,0.22,2.4,2.4,2.8,5.2,0.17,0.20,0.38,0.17,0.38,Matches
285,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,20-021,2002,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
286,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,20-021,2002,17,15,1160,12.9,6,0,5,1,1,1,1,0.47,0.00,0.47,0.39,0.39,4.9,4.1,1.0,5.1,0.38,0.08,0.46,0.32,0.40,Matches
287,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,24-169,1997,11,3,328,3.6,1,1,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,0.8,0.8,0.2,1.0,0.23,0.05,0.28,0.23,0.28,Matches
288,Boubacar Kamara\cc77354e,fr FRA,MF,Marseille,22-080,1999,20,17,1530,17.0,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.9,1.7,0.05,0.05,0.10,0.05,0.10,Matches
289,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,27-145,1994,11,7,544,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.1,2.1,0.16,0.18,0.34,0.16,0.34,Matches
290,Jean-Armel Kana-Biyik\76a4233b,cm CMR,DF,Metz,32-223,1989,4,4,314,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
291,Nordine Kandil\c5908bc4,fr FRA,MFFW,Strasbourg,20-103,2001,4,0,84,0.9,0,1,0,0,0,1,0,0.00,1.07,1.07,0.00,1.07,0.1,0.1,0.4,0.4,0.09,0.39,0.48,0.09,0.48,Matches
292,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,38-328,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
293,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,23-217,1998,19,13,1220,13.6,1,4,1,0,0,1,0,0.07,0.30,0.37,0.07,0.37,0.9,0.9,2.2,3.1,0.07,0.16,0.23,0.07,0.23,Matches
294,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,25-143,1996,16,11,1089,12.1,2,0,2,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.8,0.8,0.0,0.8,0.06,0.00,0.07,0.06,0.07,Matches
295,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,20-006,2002,3,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,2.80,0.00,2.80,2.80,2.80,Matches
296,Saîf-Eddine Khaoui\796b1c41,tn TUN,MF,Clermont Foot,26-290,1995,10,2,310,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.08,0.07,0.15,0.08,0.15,Matches
297,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,31-003,1991,20,19,1610,17.9,8,0,5,3,3,3,0,0.45,0.00,0.45,0.28,0.28,6.5,4.2,2.0,6.2,0.36,0.11,0.47,0.23,0.34,Matches
298,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,26-182,1995,18,17,1508,16.8,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05,Matches
299,Justin Kluivert\4c3a6744,nl NED,MF,Nice,22-282,1999,13,12,877,9.7,2,3,2,0,0,3,0,0.21,0.31,0.51,0.21,0.51,1.4,1.4,2.3,3.7,0.14,0.24,0.38,0.14,0.38,Matches
300,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,19-339,2002,10,3,375,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.9,0.9,0.2,1.1,0.20,0.05,0.26,0.20,0.26,Matches
301,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,28-236,1993,1,1,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
302,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,23-068,1998,22,21,1864,20.7,8,2,8,0,0,2,0,0.39,0.10,0.48,0.39,0.48,5.4,5.4,2.1,7.5,0.26,0.10,0.36,0.26,0.36,Matches
303,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,30-133,1991,20,20,1718,19.1,1,2,1,0,0,2,1,0.05,0.10,0.16,0.05,0.16,1.6,1.6,0.8,2.4,0.08,0.04,0.12,0.08,0.12,Matches
304,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,26-046,1995,18,18,1573,17.5,1,2,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,0.4,0.4,1.9,2.2,0.02,0.11,0.13,0.02,0.13,Matches
305,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,22-240,1999,1,0,16,0.2,1,0,1,0,0,0,0,5.63,0.00,5.63,5.63,5.63,0.8,0.8,0.0,0.8,4.67,0.00,4.67,4.67,4.67,Matches
306,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,26-221,1995,12,6,542,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.02,0.04,0.06,0.02,0.06,Matches
307,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,36-154,1985,11,11,933,10.4,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
308,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,25-056,1996,20,20,1781,19.8,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,1.5,1.5,1.2,2.7,0.07,0.06,0.13,0.07,0.13,Matches
309,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,24-302,1997,16,16,1405,15.6,1,0,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.1,0.9,0.05,0.01,0.06,0.05,0.06,Matches
310,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,24-209,1997,16,5,453,5.0,1,1,1,0,0,0,0,0.20,0.20,0.40,0.20,0.40,1.6,1.6,0.6,2.1,0.31,0.11,0.42,0.31,0.42,Matches
311,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,20-225,2001,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.45,0.00,0.45,0.45,0.45,Matches
312,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,24-308,1997,20,16,1496,16.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.02,0.04,0.06,0.02,0.06,Matches
313,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,26-183,1995,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
314,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,27-284,1994,19,19,1654,18.4,8,5,8,0,0,1,0,0.44,0.27,0.71,0.44,0.71,10.6,10.6,3.0,13.6,0.58,0.16,0.74,0.58,0.74,Matches
315,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,27-284,1994,4,4,341,3.8,3,0,3,0,0,1,0,0.79,0.00,0.79,0.79,0.79,1.8,1.8,0.5,2.3,0.48,0.12,0.59,0.48,0.59,Matches
316,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,20-017,2002,6,6,438,4.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07,Matches
317,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,19-005,2003,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
318,Alban Lafont\4e7db402,fr FRA,GK,Nantes,23-019,1999,23,23,2070,23.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Julien Laporte\f066022d,fr FRA,DF,Lorient,28-099,1993,21,21,1811,20.1,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.4,1.0,0.03,0.02,0.05,0.03,0.05,Matches
320,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,21-041,2001,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
321,Paul Lasne\542cc80f,fr FRA,MF,Brest,33-026,1989,4,2,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.11,0.04,0.15,0.11,0.15,Matches
322,Armand Lauriente\2d22cea7,fr FRA,FWMF,Lorient,23-069,1998,20,16,1395,15.5,4,1,3,1,1,1,0,0.26,0.06,0.32,0.19,0.26,4.1,3.3,2.5,5.9,0.26,0.16,0.43,0.21,0.38,Matches
