,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
387,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,40-323,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
388,Pietro Pellegri\a44d3a3c,it ITA,FW,Milan,20-331,2001,6,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.14,0.26,0.41,0.14,0.41,Matches
389,Pietro Pellegri\a44d3a3c,it ITA,FW,Torino,20-331,2001,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
390,Lorenzo Pellegrini\4a5a45c7,it ITA,MF,Roma,25-237,1996,15,15,1241,13.8,6,2,6,0,1,5,1,0.44,0.15,0.58,0.44,0.58,4.6,3.8,4.0,7.8,0.34,0.29,0.63,0.27,0.56,Matches
391,Luca Pellegrini\3b61c9ec,it ITA,DF,Juventus,22-341,1999,9,7,502,5.6,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.0,0.0,0.6,0.6,0.00,0.11,0.12,0.00,0.12,Matches
392,Gastón Pereiro\7ec7738e,uy URU,FWMF,Cagliari,26-245,1995,16,4,486,5.4,3,0,3,0,0,0,0,0.56,0.00,0.56,0.56,0.56,1.1,1.1,1.3,2.4,0.21,0.24,0.45,0.21,0.45,Matches
393,Dor Peretz\e2a302a8,il ISR,MF,Venezia,26-270,1995,10,2,337,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.18,0.05,0.23,0.18,0.23,Matches
394,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Udinese,31-035,1991,13,13,1014,11.3,2,1,1,1,1,5,1,0.18,0.09,0.27,0.09,0.18,1.5,0.7,1.8,2.6,0.13,0.16,0.30,0.07,0.23,Matches
395,Carles Pérez\a8f21b9f,es ESP,MFFW,Roma,23-360,1998,11,1,326,3.6,0,1,0,0,0,2,0,0.00,0.28,0.28,0.00,0.28,0.7,0.7,0.5,1.2,0.18,0.15,0.33,0.18,0.33,Matches
396,Nehuén Pérez\f7c491f1,ar ARG,DF,Udinese,21-232,2000,8,7,654,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.06,0.04,0.06,Matches
397,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,29-093,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
398,Ivan Perišić\6fe90922,hr CRO,DF,Inter,33-009,1989,21,21,1689,18.8,5,1,4,1,1,2,0,0.27,0.05,0.32,0.21,0.27,3.4,2.7,2.9,5.6,0.18,0.16,0.34,0.14,0.30,Matches
399,Diego Perotti\a40d5a0c,ar ARG,FW,Salernitana,33-200,1988,1,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.18,0.18,0.00,0.18,Matches
400,Mario Perrone\6cd33e2a,it ITA,DF,Salernitana,19-005,2003,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
401,Matteo Pessina\780e3631,it ITA,MFFW,Atalanta,24-296,1997,16,11,850,9.4,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,2.1,2.1,0.9,3.0,0.23,0.09,0.32,0.23,0.32,Matches
402,Andrea Petagna\03f946ed,it ITA,FW,Napoli,26-226,1995,20,2,452,5.0,3,0,3,0,0,1,0,0.60,0.00,0.60,0.60,0.60,1.6,1.6,0.5,2.1,0.32,0.10,0.43,0.32,0.43,Matches
403,Giuseppe Pezzella\149c5f5d,it ITA,DF,Atalanta,24-074,1997,15,8,758,8.4,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.8,1.1,0.05,0.09,0.14,0.05,0.14,Matches
404,Krzysztof Piątek\17f3620a,pl POL,FW,Fiorentina,26-225,1995,2,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.17,0.66,0.83,0.17,0.83,Matches
405,Roberto Piccoli\1cadaf34,it ITA,FW,Genoa,21-015,2001,1,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
406,Roberto Piccoli\1cadaf34,it ITA,FW,Atalanta,21-015,2001,12,1,196,2.2,1,0,1,0,0,0,0,0.46,0.00,0.46,0.46,0.46,1.1,1.1,0.2,1.3,0.52,0.09,0.61,0.52,0.61,Matches
407,Andrea Pinamonti\08aa9cd1,it ITA,FW,Empoli,22-268,1999,23,19,1699,18.9,8,1,5,3,3,2,0,0.42,0.05,0.48,0.26,0.32,8.2,6.0,1.1,7.1,0.44,0.06,0.50,0.32,0.37,Matches
408,Marko Pjaca\2c38b327,hr CRO,FWMF,Torino,26-281,1995,16,7,687,7.6,3,0,3,0,0,0,0,0.39,0.00,0.39,0.39,0.39,1.4,1.4,0.7,2.1,0.18,0.09,0.27,0.18,0.27,Matches
409,Tommaso Pobega\55a1cac2,it ITA,MF,Torino,22-211,1999,20,14,1257,14.0,4,1,4,0,0,7,0,0.29,0.07,0.36,0.29,0.36,2.5,2.5,0.5,3.0,0.18,0.04,0.21,0.18,0.21,Matches
410,Suf Podgoreanu\d697a2d0,il ISR,FW,Spezia,20-022,2002,5,1,113,1.3,0,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,0.0,0.0,0.0,0.1,0.03,0.03,0.06,0.03,0.06,Matches
411,Matteo Politano\5e861944,it ITA,FW,Napoli,28-192,1993,22,12,1128,12.5,1,2,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.9,1.9,3.3,5.3,0.16,0.26,0.42,0.16,0.42,Matches
412,Manolo Portanova\c8c0dccd,it ITA,MF,Genoa,21-254,2000,11,6,563,6.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.04,0.07,0.11,0.04,0.11,Matches
413,Dennis Praet\86695068,be BEL,MFFW,Torino,27-273,1994,17,12,1066,11.8,2,1,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,2.1,2.1,3.0,5.1,0.18,0.25,0.43,0.18,0.43,Matches
414,Mateusz Praszelik\ec6773f5,pl POL,MF,Hellas Verona,21-138,2000,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.39,0.00,0.39,0.39,0.39,Matches
415,Ivan Provedel\277da414,it ITA,GK,Spezia,27-331,1994,17,17,1530,17.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
416,Erick Pulgar\4611e028,cl CHI,MF,Fiorentina,28-027,1994,6,4,341,3.8,0,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.7,0.8,0.02,0.20,0.22,0.02,0.22,Matches
417,Ignacio Pussetto\62437b4f,ar ARG,FWMF,Udinese,26-052,1995,16,8,836,9.3,2,1,1,1,1,3,0,0.22,0.11,0.32,0.11,0.22,3.3,2.5,0.9,3.4,0.35,0.10,0.45,0.27,0.37,Matches
418,Niklas Pyyhtiä\88f53b75,fi FIN,MF,Bologna,18-139,2003,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
419,Fabio Quagliarella\ee4f2f3b,it ITA,FW,Sampdoria,39-011,1983,20,13,1144,12.7,1,2,0,1,1,2,0,0.08,0.16,0.24,0.00,0.16,2.4,1.7,1.9,3.6,0.19,0.15,0.34,0.13,0.28,Matches
420,Adrien Rabiot\8794e251,fr FRA,MF,Juventus,26-314,1995,19,15,1166,13.0,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,0.3,1.3,0.08,0.02,0.10,0.08,0.10,Matches
421,Ivan Radovanović\023937a9,rs SRB,MF,Salernitana,33-166,1988,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.07,0.10,0.18,0.07,0.18,Matches
422,Ștefan Radu\53de807a,ro ROU,DF,Lazio,35-112,1986,5,3,313,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
423,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,25-261,1996,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
424,Aaron Ramsey\ef619b0b,wls WAL,MF,Juventus,31-047,1990,3,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
425,Luca Ranieri\8c63fae5,it ITA,DF,Salernitana,22-294,1999,19,18,1532,17.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.7,1.3,0.03,0.05,0.08,0.03,0.08,Matches
426,Andrea Ranocchia\539230cf,it ITA,DF,Inter,33-360,1988,3,2,204,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
427,Giacomo Raspadori\6e058f06,it ITA,FWMF,Sassuolo,21-358,2000,24,20,1704,18.9,7,3,7,0,0,5,0,0.37,0.16,0.53,0.37,0.53,5.1,5.1,2.5,7.6,0.27,0.13,0.40,0.27,0.40,Matches
428,Ante Rebić\536cebe5,hr CRO,FW,Milan,28-143,1993,12,6,551,6.1,1,2,1,0,0,0,0,0.16,0.33,0.49,0.16,0.49,1.2,1.2,3.0,4.3,0.20,0.49,0.69,0.20,0.69,Matches
429,Arkadiusz Reca\6213fd82,pl POL,DF,Spezia,26-239,1995,13,11,909,10.1,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.6,0.6,1.4,1.9,0.06,0.13,0.19,0.06,0.19,Matches
430,Pepe Reina\e358587b,es ESP,GK,Lazio,39-164,1982,15,15,1350,15.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
431,Panagiotis Retsos\4bd00a50,gr GRE,DF,Hellas Verona,23-186,1998,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.30,0.30,0.00,0.30,Matches
432,Bryan Reynolds\2306bf5c,us USA,DF,Roma,20-228,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
433,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,38-310,1983,14,13,1056,11.7,0,2,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,0.5,0.5,2.6,3.1,0.05,0.24,0.29,0.05,0.29,Matches
434,Samuele Ricci\9823be92,it ITA,MF,Empoli,20-174,2001,21,17,1530,17.0,1,1,1,0,0,1,1,0.06,0.06,0.12,0.06,0.12,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
435,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,34-029,1988,7,1,163,1.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
436,Tomás Rincón\f1cfc209,ve VEN,MF,Sampdoria,34-029,1988,4,3,299,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
437,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,29-170,1992,19,15,1387,15.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,0.9,0.00,0.06,0.06,0.00,0.06,Matches
438,Rogério\10e7f486,br BRA,DF,Sassuolo,24-029,1998,18,17,1459,16.2,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.8,2.1,0.02,0.11,0.13,0.02,0.13,Matches
439,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,27-030,1995,15,13,1129,12.5,1,0,1,0,0,2,1,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.0,0.6,0.04,0.00,0.04,0.04,0.04,Matches
440,Simone Romagnoli\09899de8,it ITA,DF,Empoli,32-002,1990,11,9,790,8.8,2,0,2,0,0,2,0,0.23,0.00,0.23,0.23,0.23,1.4,1.4,0.1,1.5,0.16,0.02,0.17,0.16,0.17,Matches
441,Luka Romero\ca6edaa0,ar ARG,FW,Lazio,17-085,2004,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.12,0.20,0.08,0.20,Matches
442,Sergio Romero\1e26e376,ar ARG,GK,Venezia,34-354,1987,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
443,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,37-006,1985,1,0,31,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.50,0.12,0.63,0.50,0.63,Matches
444,Marten de Roon\2a1beb34,nl NED,MFDF,Atalanta,30-319,1991,17,15,1379,15.3,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.4,0.8,0.02,0.03,0.05,0.02,0.05,Matches
445,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,30-290,1991,1,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
446,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,20-069,2001,16,15,1314,14.6,0,3,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.8,0.8,2.2,3.0,0.06,0.15,0.21,0.06,0.21,Matches
447,Amir Rrahmani\4b3e1a38,xk KVX,DF,Napoli,27-352,1994,21,21,1847,20.5,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,2.2,2.2,0.2,2.5,0.11,0.01,0.12,0.11,0.12,Matches
448,Ruan\a378a02a,br BRA,DF,Sassuolo,22-249,1999,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
449,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,27-197,1994,6,5,466,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.01,0.04,0.03,0.04,Matches
450,Matteo Ruggeri\ae9898c5,it ITA,DF,Salernitana,19-215,2002,4,3,248,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.03,0.02,0.03,Matches
451,Mário Rui\0b5a292a,pt POR,DF,Napoli,30-260,1991,21,21,1854,20.6,0,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,1.3,1.3,2.5,3.7,0.06,0.12,0.18,0.06,0.18,Matches
452,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,25-314,1996,19,18,1530,17.0,5,2,5,0,0,1,0,0.29,0.12,0.41,0.29,0.41,1.0,1.0,2.3,3.3,0.06,0.14,0.20,0.06,0.20,Matches
453,Alessandro Russo\7152082d,it ITA,MF,Salernitana,18-158,2003,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
454,Stefano Sabelli\0ccac09c,it ITA,DF,Genoa,29-029,1993,7,5,348,3.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.01,0.07,0.06,0.07,Matches
455,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,22-229,1999,24,17,1395,15.5,1,3,1,0,0,2,0,0.06,0.19,0.26,0.06,0.26,1.5,1.5,3.1,4.5,0.10,0.20,0.29,0.10,0.29,Matches
456,Jacopo Sala\da5a981b,it ITA,MF,Spezia,30-068,1991,14,10,732,8.1,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches
457,Eddie Salcedo\0489bb30,it ITA,MFFW,Spezia,20-133,2001,9,5,402,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.2,1.6,0.32,0.05,0.36,0.32,0.36,Matches
458,Lazar Samardzic\217c93a1,de GER,MFFW,Udinese,19-352,2002,12,0,160,1.8,1,1,1,0,0,0,0,0.56,0.56,1.13,0.56,1.13,0.5,0.5,0.7,1.1,0.27,0.38,0.65,0.27,0.65,Matches
459,Luigi Samele\548fea2f,it ITA,FW,Sassuolo,19-308,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
460,Antonio Sanabria\0a447501,py PAR,FW,Torino,25-344,1996,22,19,1510,16.8,5,1,5,0,0,3,0,0.30,0.06,0.36,0.30,0.36,7.3,7.3,1.4,8.7,0.43,0.08,0.52,0.43,0.52,Matches
461,Alexis Sánchez\2c0f8e9e,cl CHI,FW,Inter,33-054,1988,16,5,569,6.3,2,2,2,0,0,0,0,0.32,0.32,0.63,0.32,0.63,2.5,2.5,1.3,3.7,0.39,0.20,0.59,0.39,0.59,Matches
462,Alex Sandro\0d82903c,br BRA,DF,Juventus,31-016,1991,19,12,1251,13.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.0,1.7,0.05,0.07,0.12,0.05,0.12,Matches
463,Nicola Sansone\7eb97a8e,it ITA,FWMF,Bologna,30-154,1991,18,5,661,7.3,0,2,0,0,0,4,0,0.00,0.27,0.27,0.00,0.27,0.7,0.7,1.3,2.1,0.10,0.18,0.28,0.10,0.28,Matches
464,Federico Santander\df85d472,py PAR,FWDF,Bologna,30-252,1991,7,0,67,0.7,1,0,1,0,0,1,0,1.34,0.00,1.34,1.34,1.34,0.4,0.4,0.1,0.5,0.54,0.14,0.68,0.54,0.68,Matches
465,Samir Santos\92b4758e,br BRA,DF,Udinese,27-068,1994,18,18,1511,16.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.4,0.08,0.01,0.09,0.08,0.09,Matches
466,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,30-052,1991,18,7,775,8.6,2,2,2,0,0,0,0,0.23,0.23,0.46,0.23,0.46,1.3,1.3,2.0,3.2,0.15,0.23,0.37,0.15,0.37,Matches
467,Martin Satriano\86383d0e,it ITA,FWMF,Inter,20-356,2001,4,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.10,0.10,0.00,0.10,Matches
468,Giorgio Scalvini\1e9aa637,it ITA,DFMF,Atalanta,18-062,2003,6,1,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.08,0.07,0.15,0.08,0.15,Matches
469,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,23-041,1999,23,13,1214,13.5,9,0,9,0,0,5,0,0.67,0.00,0.67,0.67,0.67,6.7,6.7,1.2,8.0,0.50,0.09,0.59,0.50,0.59,Matches
470,Andrea Schiavone\4b55eb4d,it ITA,MF,Salernitana,28-353,1993,14,5,571,6.3,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,0.3,0.3,0.6,0.8,0.04,0.09,0.13,0.04,0.13,Matches
471,David Schnegg\1c341b14,at AUT,DF,Venezia,23-135,1998,4,2,142,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
472,Jerdy Schouten\2cfae697,nl NED,MF,Bologna,25-030,1997,3,2,206,2.3,0,1,0,0,0,3,1,0.00,0.44,0.44,0.00,0.44,0.1,0.1,0.2,0.3,0.03,0.09,0.11,0.03,0.11,Matches
473,Stefano Sensi\b70bde8f,it ITA,MF,Inter,26-190,1995,9,1,167,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.18,0.15,0.33,0.18,0.33,Matches
474,Stefano Sensi\b70bde8f,it ITA,MFFW,Sampdoria,26-190,1995,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.5,0.5,0.5,1.0,0.53,0.47,0.99,0.53,0.99,Matches
475,Luigi Sepe\343f753a,it ITA,GK,Salernitana,30-279,1991,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
476,Laurens Serpe\79d60e74,it ITA,DF,Genoa,21-004,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
477,Stephan El Shaarawy\d3aaad90,it ITA,DFFW,Roma,29-107,1992,18,5,706,7.8,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.9,1.9,1.6,3.4,0.24,0.20,0.44,0.24,0.44,Matches
478,Aimar Sher\ef301f96,se SWE,MF,Spezia,19-053,2002,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
479,Eldor Shomurodov\57469b2d,uz UZB,FW,Roma,26-227,1995,18,4,558,6.2,2,3,2,0,0,1,0,0.32,0.48,0.81,0.32,0.81,2.4,2.4,1.4,3.9,0.40,0.23,0.63,0.40,0.63,Matches
480,Alassane Sidibe\f944979d,ci CIV,FW,Atalanta,19-247,2002,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
481,Arnór Sigurðsson\f209b81e,is ISL,MFFW,Venezia,22-272,1999,7,0,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.01,0.05,0.05,0.05,Matches
482,Adrien Silva\d6f88a1d,pt POR,MF,Sampdoria,32-333,1989,17,12,1083,12.0,0,1,0,0,0,3,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.5,0.8,0.02,0.04,0.07,0.02,0.07,Matches
483,Marco Silvestri\0d422df7,it ITA,GK,Udinese,30-346,1991,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
484,Giovanni Simeone\343c0d52,ar ARG,FW,Cagliari,26-221,1995,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
485,Giovanni Simeone\343c0d52,ar ARG,FW,Hellas Verona,26-221,1995,21,18,1493,16.6,12,2,12,0,0,5,0,0.72,0.12,0.84,0.72,0.84,6.3,6.3,1.2,7.5,0.38,0.07,0.45,0.38,0.45,Matches
486,Wilfried Singo\8b609c34,ci CIV,DF,Torino,21-048,2000,22,21,1690,18.8,3,2,3,0,0,2,1,0.16,0.11,0.27,0.16,0.27,1.9,1.9,2.0,3.9,0.10,0.11,0.21,0.10,0.21,Matches
487,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,35-030,1987,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
488,Leo Skiri Østigård\b35a7399,no NOR,DF,Genoa,22-075,1999,3,2,204,2.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
489,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,30-282,1991,23,23,2070,23.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
490,Andreas Skov Olsen\c50cee19,dk DEN,DFFW,Bologna,22-044,1999,18,6,747,8.3,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.9,0.9,0.4,1.3,0.11,0.05,0.15,0.11,0.15,Matches
491,Milan Škriniar\30f5ffa9,sk SVK,DF,Inter,27-000,1995,21,21,1890,21.0,3,0,3,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.8,1.8,0.3,2.1,0.09,0.01,0.10,0.09,0.10,Matches
492,Chris Smalling\b6964eb6,eng ENG,DF,Roma,32-081,1989,15,11,1011,11.2,2,0,2,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.2,1.2,0.1,1.3,0.11,0.01,0.12,0.11,0.12,Matches
493,Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,19-355,2002,17,5,470,5.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.08,0.02,0.10,0.08,0.10,Matches
494,Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,31-003,1991,21,21,1736,19.3,0,2,0,0,0,5,2,0.00,0.10,0.10,0.00,0.10,1.5,1.5,2.0,3.5,0.08,0.10,0.18,0.08,0.18,Matches
495,Riccardo Sottil\94816803,it ITA,FW,Fiorentina,22-253,1999,15,9,791,8.8,3,2,3,0,0,3,1,0.34,0.23,0.57,0.34,0.57,2.3,2.3,1.4,3.6,0.26,0.15,0.41,0.26,0.41,Matches
496,Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,18-302,2003,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,2.40,0.00,2.40,2.40,2.40,Matches
