,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
497,Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,29-238,1992,15,14,1199,13.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
498,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,29-277,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
499,Luca Stanga\2967bcd0,it ITA,DF,Milan,20-019,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
500,Petar Stojanović\13b44b02,si SVN,DF,Empoli,26-127,1995,21,21,1748,19.4,1,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,0.5,0.5,2.0,2.5,0.03,0.10,0.13,0.03,0.13,Matches
501,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,26-329,1995,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
502,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,31-201,1990,11,11,933,10.4,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6,0.04,0.03,0.06,0.04,0.06,Matches
503,Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,20-313,2001,9,7,481,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.8,1.2,0.08,0.16,0.23,0.08,0.23,Matches
504,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,31-363,1990,10,7,640,7.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matches
505,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,30-355,1991,11,8,684,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.7,0.7,0.9,1.6,0.09,0.12,0.21,0.09,0.21,Matches
506,Leo Štulac\92948398,si SVN,MF,Empoli,27-138,1994,16,6,607,6.7,1,2,1,0,0,1,0,0.15,0.30,0.44,0.15,0.44,0.2,0.2,0.3,0.5,0.03,0.05,0.07,0.03,0.07,Matches
507,Stefano Sturaro\2334478a,it ITA,MF,Genoa,28-339,1993,17,16,1184,13.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.04,0.03,0.07,0.04,0.07,Matches
508,Isaac Success\f573a8bf,ng NGA,FWMF,Udinese,26-035,1996,12,5,430,4.8,1,2,1,0,0,0,1,0.21,0.42,0.63,0.21,0.63,1.1,1.1,1.3,2.5,0.24,0.28,0.52,0.24,0.52,Matches
509,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,21-361,2000,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
510,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,22-041,2000,11,2,402,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches
511,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,23-037,1999,23,21,1772,19.7,3,2,3,0,0,4,0,0.15,0.10,0.25,0.15,0.25,1.5,1.5,2.4,3.9,0.08,0.12,0.20,0.08,0.20,Matches
512,Michael Svoboda\8abd174d,at AUT,DF,Venezia,23-119,1998,10,6,596,6.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
513,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,31-299,1990,21,21,1890,21.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
514,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,28-007,1994,24,13,1379,15.3,2,0,2,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.6,1.3,0.04,0.04,0.08,0.04,0.08,Matches
515,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,36-002,1986,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
516,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,31-340,1990,19,18,1692,18.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
517,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,22-178,1999,8,1,197,2.2,0,1,0,0,0,1,0,0.00,0.46,0.46,0.00,0.46,0.0,0.0,0.4,0.4,0.00,0.17,0.17,0.00,0.17,Matches
518,Tanner Tessmann\ac277993,us USA,MF,Venezia,20-140,2001,14,5,527,5.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.13,0.01,0.14,0.13,0.14,Matches
519,Arthur Theate\df8d6029,be BEL,DF,Bologna,21-262,2000,18,16,1447,16.1,2,1,2,0,0,4,0,0.12,0.06,0.19,0.12,0.19,1.3,1.3,0.2,1.5,0.08,0.01,0.09,0.08,0.09,Matches
520,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,25-282,1996,22,22,1899,21.1,2,1,2,0,0,9,0,0.09,0.05,0.14,0.09,0.14,2.5,2.5,0.8,3.3,0.12,0.04,0.16,0.12,0.16,Matches
521,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,27-187,1994,18,14,1362,15.1,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.1,1.2,0.00,0.07,0.08,0.00,0.08,Matches
522,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,31-124,1990,14,12,1050,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.9,0.9,0.4,1.4,0.08,0.04,0.12,0.08,0.12,Matches
523,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,23-098,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.30,0.30,0.00,0.30,Matches
524,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,24-054,1997,17,16,1472,16.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03,Matches
525,Sandro Tonali\0db169ae,it ITA,MF,Milan,21-279,2000,23,18,1535,17.1,2,1,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,1.4,1.4,1.7,3.1,0.08,0.10,0.18,0.08,0.18,Matches
526,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,32-025,1990,11,7,814,9.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.02,0.07,0.04,0.07,Matches
527,Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,29-228,1992,10,0,116,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.10,0.10,0.00,0.10,Matches
528,Lucas Torreira\52611641,uy URU,MF,Fiorentina,26-000,1996,20,18,1542,17.1,2,1,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,1.9,1.7,1.3,3.0,0.11,0.08,0.19,0.10,0.18,Matches
529,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,27-345,1994,8,6,430,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches
530,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,24-089,1997,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
531,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,19-075,2002,21,16,1373,15.3,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09,Matches
532,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,25-239,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
533,Antonio Vacca\444c89d9,it ITA,MF,Venezia,31-274,1990,14,10,750,8.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches
534,Zinho Vanheusden\afbf187b,be BEL,DF,Genoa,22-197,1999,13,10,899,10.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.02,0.02,0.02,Matches
535,Johan Vásquez\5eaed77a,mx MEX,DF,Genoa,23-112,1998,16,15,1348,15.0,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
536,Denis Vavro\08990838,sk SVK,DF,Lazio,25-307,1996,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
537,Matías Vecino\44ac04e9,uy URU,MF,Inter,30-171,1991,14,1,300,3.3,1,0,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,1.1,1.1,0.6,1.7,0.32,0.19,0.51,0.32,0.51,Matches
538,Miguel Veloso\ab1ca213,pt POR,MF,Hellas Verona,35-276,1986,18,16,1205,13.4,0,2,0,0,0,6,1,0.00,0.15,0.15,0.00,0.15,0.6,0.6,1.9,2.5,0.04,0.14,0.18,0.04,0.18,Matches
539,Lorenzo Venuti\983ff2c7,it ITA,DF,Fiorentina,26-305,1995,12,10,781,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.03,0.03,0.00,0.03,Matches
540,Daniele Verde\d3298c99,it ITA,FWMF,Spezia,25-236,1996,20,11,1090,12.1,5,1,4,1,1,2,0,0.41,0.08,0.50,0.33,0.41,3.2,2.5,2.2,4.7,0.27,0.18,0.45,0.20,0.39,Matches
541,Simone Verdi\0375723e,it ITA,FWMF,Torino,29-214,1992,3,0,46,0.5,1,0,1,0,0,0,0,1.96,0.00,1.96,1.96,1.96,0.3,0.3,0.0,0.4,0.62,0.07,0.69,0.62,0.69,Matches
542,Simone Verdi\0375723e,it ITA,FW,Salernitana,29-214,1992,1,1,64,0.7,2,0,2,0,0,0,0,2.81,0.00,2.81,2.81,2.81,0.1,0.1,0.1,0.2,0.19,0.08,0.28,0.19,0.28,Matches
543,Jordan Veretout\4a56052c,fr FRA,MF,Roma,28-347,1993,23,21,1773,19.7,4,5,3,1,2,6,0,0.20,0.25,0.46,0.15,0.41,3.9,2.4,3.4,5.8,0.20,0.17,0.37,0.12,0.29,Matches
544,Edoardo Vergani\2873973b,it ITA,FWMF,Salernitana,21-005,2001,5,1,93,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
545,Valerio Verre\33ecf462,it ITA,MFFW,Sampdoria,28-031,1994,11,6,420,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.17,0.05,0.23,0.17,0.23,Matches
546,Valerio Verre\33ecf462,it ITA,MF,Empoli,28-031,1994,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.86,0.00,0.86,0.86,0.86,Matches
547,Freddie Veseli\d541e703,al ALB,DF,Salernitana,29-083,1992,8,7,551,6.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
548,Guglielmo Vicario\77d6fd4d,it ITA,GK,Empoli,25-127,1996,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
549,Arturo Vidal\67cdbc0e,cl CHI,MF,Inter,34-265,1987,16,1,435,4.8,1,1,1,0,0,3,0,0.21,0.21,0.41,0.21,0.41,1.4,1.4,0.5,2.0,0.30,0.11,0.40,0.30,0.40,Matches
550,Ronaldo Vieira\75e60d75,gw GNB,MF,Sampdoria,23-207,1998,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
551,Luca Vignali\c1e8e74e,it ITA,DF,Spezia,26-031,1996,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
552,Emanuel Vignato\ec5dae45,it ITA,MFDF,Bologna,21-171,2000,18,3,502,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.6,1.8,0.04,0.29,0.33,0.04,0.33,Matches
553,Matías Viña\08eb3b58,uy URU,DF,Roma,24-094,1997,19,16,1367,15.2,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.1,1.7,0.04,0.07,0.11,0.04,0.11,Matches
554,Nicolas Viola\45392b06,it ITA,MF,Bologna,32-122,1989,5,1,86,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
555,Mattia Viti\75438a9a,it ITA,DF,Empoli,20-018,2002,12,9,831,9.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
556,Dušan Vlahović\79443529,rs SRB,FW,Juventus,22-014,2000,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.6,0.6,0.0,0.6,0.63,0.00,0.63,0.63,0.63,Matches
557,Dušan Vlahović\79443529,rs SRB,FW,Fiorentina,22-014,2000,21,21,1857,20.6,17,2,12,5,6,2,0,0.82,0.10,0.92,0.58,0.68,12.7,8.2,1.9,10.1,0.62,0.09,0.71,0.40,0.49,Matches
558,Mërgim Vojvoda\be2706c0,xk KVX,DF,Torino,27-010,1995,16,9,987,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.2,2.0,0.08,0.11,0.18,0.08,0.18,Matches
559,Cristian Volpato\72f87f25,au AUS,MF,Roma,18-088,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
560,Stefan de Vrij\d0d8dd44,nl NED,DF,Inter,30-006,1992,18,17,1503,16.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,1.4,0.09,0.00,0.09,0.09,0.09,Matches
561,Walace\26db8853,br BRA,MF,Udinese,26-313,1995,22,20,1793,19.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.5,2.4,0.04,0.08,0.13,0.04,0.13,Matches
562,Sebastian Walukiewicz\217875a4,pl POL,DF,Cagliari,21-312,2000,5,4,278,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.10,0.01,0.10,0.10,0.10,Matches
563,Magnus Warming\55e098cd,dk DEN,FWMF,Torino,21-248,2000,3,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
564,Kelvin Yeboah\ea0893d6,it ITA,FW,Genoa,21-281,2000,3,3,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.18,0.04,0.22,0.18,0.22,Matches
565,Gerard Yepes\ee9040b4,es ESP,MFDF,Sampdoria,19-170,2002,3,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
566,Maya Yoshida\caffaf5a,jp JPN,DF,Sampdoria,33-171,1988,18,16,1490,16.6,2,1,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,0.7,0.7,1.0,1.7,0.04,0.06,0.10,0.04,0.10,Matches
567,Mattia Zaccagni\d85c238b,it ITA,FW,Lazio,26-240,1995,16,8,833,9.3,2,3,2,0,0,2,0,0.22,0.32,0.54,0.22,0.54,1.1,1.1,1.8,2.9,0.12,0.19,0.31,0.12,0.31,Matches
568,Mattia Zaccagni\d85c238b,it ITA,MFFW,Hellas Verona,26-240,1995,2,2,180,2.0,2,0,1,1,1,0,0,1.00,0.00,1.00,0.50,0.50,1.2,0.4,0.8,1.2,0.59,0.39,0.98,0.21,0.60,Matches
569,Denis Zakaria\384d58d9,ch SUI,MF,Juventus,25-083,1996,1,1,82,0.9,1,0,1,0,0,0,0,1.10,0.00,1.10,1.10,1.10,0.2,0.2,0.0,0.2,0.18,0.00,0.18,0.18,0.18,Matches
570,Nicola Zalewski\45191c29,pl POL,FWDF,Roma,20-019,2002,3,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Matches
571,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Napoli,26-087,1995,14,13,1177,13.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.1,2.1,0.07,0.08,0.16,0.07,0.16,Matches
572,Nicolò Zaniolo\9907b1c8,it ITA,FW,Roma,22-224,1999,20,19,1483,16.5,2,0,2,0,0,10,2,0.12,0.00,0.12,0.12,0.12,3.6,3.6,1.3,4.9,0.22,0.08,0.30,0.22,0.30,Matches
573,Alessandro Zanoli\3b12b11f,it ITA,DFMF,Napoli,21-131,2000,4,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
574,Mattia Zanotti\875d65d1,it ITA,DF,Inter,19-031,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.75,0.75,0.00,0.75,Matches
575,Duván Zapata\d3de9af0,co COL,FW,Atalanta,30-316,1991,17,14,1210,13.4,9,4,6,3,3,2,0,0.67,0.30,0.97,0.45,0.74,9.6,7.3,2.4,9.7,0.71,0.18,0.89,0.54,0.72,Matches
576,Gabriele Zappa\ca3db240,it ITA,DF,Cagliari,22-051,1999,19,10,992,11.0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.9,1.4,0.04,0.09,0.12,0.04,0.12,Matches
577,Davide Zappacosta\7fe90ccd,it ITA,DF,Atalanta,29-245,1992,20,16,1319,14.7,1,3,1,0,0,4,0,0.07,0.20,0.27,0.07,0.27,1.5,1.5,2.7,4.2,0.10,0.18,0.29,0.10,0.29,Matches
578,Simone Zaza\9592289a,it ITA,FWMF,Torino,30-231,1991,8,0,113,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.80,0.00,0.80,0.80,0.80,Matches
579,Marvin Zeegelaar\8abd0c03,nl NED,DF,Udinese,31-183,1990,6,2,241,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
580,Piotr Zieliński\a5296e55,pl POL,MF,Napoli,27-267,1994,22,19,1431,15.9,5,5,5,0,0,1,0,0.31,0.31,0.63,0.31,0.63,2.6,2.6,2.9,5.5,0.17,0.18,0.35,0.17,0.35,Matches
581,David Zima\acf7e795,cz CZE,DF,Torino,21-095,2000,13,8,839,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.07,0.04,0.11,0.07,0.11,Matches
582,Jeroen Zoet\cc1a0c57,nl NED,GK,Spezia,31-036,1991,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
583,Nadir Zortea\82598b71,it ITA,DFMF,Salernitana,22-237,1999,16,8,786,8.7,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.7,1.0,0.04,0.09,0.13,0.04,0.13,Matches
584,Szymon Żurkowski\4e1d5e59,pl POL,MF,Empoli,24-139,1997,22,16,1276,14.2,4,1,4,0,0,4,0,0.28,0.07,0.35,0.28,0.35,2.6,2.6,1.0,3.6,0.19,0.07,0.25,0.19,0.25,Matches
585,Milan Đurić\405f6586,ba BIH,FW,Salernitana,31-265,1990,19,9,991,11.0,2,0,1,1,1,2,0,0.18,0.00,0.18,0.09,0.09,3.2,2.4,0.6,3.0,0.31,0.06,0.38,0.24,0.30,Matches
586,Filip Đuričić\eccbe56a,rs SRB,MFFW,Sassuolo,30-012,1992,9,8,626,7.0,2,1,2,0,0,1,0,0.29,0.14,0.43,0.29,0.43,2.0,2.0,1.2,3.2,0.29,0.17,0.46,0.29,0.46,Matches
