,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
311,Håvard Nielsen\b18ef366,no NOR,MFFW,Greuther Fürth,28-211,1993,17,11,1006,11.2,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,1.5,1.5,0.3,1.8,0.13,0.03,0.16,0.13,0.16,Matches
312,Joakim Nilsson\c562c5b4,se SWE,DF,Arminia,28-005,1994,20,20,1746,19.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01,Matches
313,Christopher Nkunku\7c56da38,fr FRA,FWMF,RB Leipzig,24-089,1997,21,20,1753,19.5,10,7,10,0,0,1,0,0.51,0.36,0.87,0.51,0.87,8.6,8.6,6.8,15.4,0.44,0.35,0.79,0.44,0.79,Matches
314,Lukas Nmecha\0cc5f4a5,de GER,FWMF,Wolfsburg,23-059,1998,15,10,949,10.5,6,0,6,0,0,2,0,0.57,0.00,0.57,0.57,0.57,6.1,6.1,1.6,7.7,0.58,0.16,0.73,0.58,0.73,Matches
315,Håvard Nordtveit\6cafd68d,no NOR,DFFW,Hoffenheim,31-235,1990,5,0,70,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
316,Connor Noß\ccc6d365,ie IRL,MF,M'Gladbach,21-041,2001,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,3.35,0.00,3.35,3.35,3.35,Matches
317,Hugo Novoa\5458f670,es ESP,MFFW,RB Leipzig,19-041,2003,5,1,108,1.2,1,0,1,0,0,0,0,0.83,0.00,0.83,0.83,0.83,0.7,0.7,0.0,0.7,0.60,0.01,0.61,0.60,0.61,Matches
318,Soma Novothny\6fb91ea9,hu HUN,FWMF,Bochum,27-240,1994,6,0,80,0.9,1,0,1,0,0,0,0,1.13,0.00,1.13,1.13,1.13,0.5,0.5,0.0,0.5,0.55,0.00,0.55,0.55,0.55,Matches
319,Hans Nunoo Sarpei\9593331d,gh GHA,DFMF,Greuther Fürth,23-173,1998,8,7,643,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
320,Bastian Oczipka\d1661819,de GER,DF,Union Berlin,33-030,1989,7,3,352,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.1,0.1,0.8,0.9,0.02,0.22,0.24,0.02,0.24,Matches
321,Masaya Okugawa\63b9cc6d,jp JPN,MFFW,Arminia,25-303,1996,20,19,1580,17.6,7,1,7,0,0,0,0,0.40,0.06,0.46,0.40,0.46,3.2,3.2,0.8,4.0,0.18,0.05,0.23,0.18,0.23,Matches
322,Dani Olmo\ae44e8e2,es ESP,MF,RB Leipzig,23-280,1998,7,3,220,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.3,0.40,0.14,0.53,0.40,0.53,Matches
323,Karim Onisiwo\f26834c7,at AUT,FW,Mainz 05,29-331,1992,19,17,1426,15.8,3,7,3,0,0,0,0,0.19,0.44,0.63,0.19,0.63,6.1,6.1,3.7,9.7,0.38,0.23,0.61,0.38,0.61,Matches
324,Willi Orban\20030c06,hu HUN,DF,RB Leipzig,29-100,1992,17,17,1472,16.4,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,2.3,2.3,0.8,3.1,0.14,0.05,0.19,0.14,0.19,Matches
325,Stefan Ortega\c1242d4e,de GER,GK,Arminia,29-097,1992,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
326,Patrick Osterhage\9662c9ec,de GER,MF,Bochum,22-010,2000,5,1,148,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.00,0.11,0.11,0.11,Matches
327,Tomáš Ostrák\3ba95f20,cz CZE,MFFW,Köln,22-006,2000,3,0,18,0.2,0,1,0,0,0,0,0,0.00,5.00,5.00,0.00,5.00,0.0,0.0,0.4,0.5,0.23,2.12,2.35,0.23,2.35,Matches
328,Paulo Otávio\1cbe4984,br BRA,DF,Wolfsburg,27-080,1994,7,5,362,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.4,0.4,0.7,1.1,0.11,0.17,0.27,0.11,0.27,Matches
329,Reece Oxford\8b6e0db2,eng ENG,DF,Augsburg,23-057,1998,17,17,1530,17.0,2,0,2,0,0,5,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.0,1.4,0.08,0.00,0.08,0.08,0.08,Matches
330,Salih Özcan\15413fa5,de GER,MF,Köln,24-031,1998,19,15,1316,14.6,2,0,2,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.4,1.4,0.9,2.3,0.09,0.06,0.16,0.09,0.16,Matches
331,Levin Öztunalı\66385c46,de GER,MFFW,Union Berlin,25-333,1996,13,4,482,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.8,0.06,0.08,0.15,0.06,0.15,Matches
332,Gonçalo Paciência\962e54cb,pt POR,FW,Eint Frankfurt,27-194,1994,10,1,165,1.8,2,0,1,1,2,2,0,1.09,0.00,1.09,0.55,0.55,2.4,0.9,0.0,1.0,1.33,0.02,1.35,0.51,0.53,Matches
333,Exequiel Palacios\e82adcab,ar ARG,MF,Leverkusen,23-129,1998,12,8,663,7.4,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matches
334,Miloš Pantović\5dc15574,rs SRB,MFFW,Bochum,25-219,1996,18,11,993,11.0,3,1,3,0,0,1,0,0.27,0.09,0.36,0.27,0.36,2.1,2.1,1.9,3.9,0.19,0.17,0.36,0.19,0.36,Matches
335,Antonios Papadopoulos\13d23b29,de GER,DF,Dortmund,22-154,1999,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Matondo-Merveille Papela\b4b08774,de GER,MF,Mainz 05,21-024,2001,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
337,Felix Passlack\5c899683,de GER,DF,Dortmund,23-258,1998,4,2,197,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.07,0.07,0.00,0.07,Matches
338,Paulinho\53070b63,br BRA,FW,Leverkusen,21-211,2000,12,6,509,5.7,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,1.5,1.5,0.5,2.0,0.27,0.09,0.35,0.27,0.35,Matches
339,Benjamin Pavard\45a03961,fr FRA,DF,Bayern Munich,25-320,1996,14,13,1123,12.5,0,1,0,0,0,0,1,0.00,0.08,0.08,0.00,0.08,0.4,0.4,1.1,1.5,0.04,0.09,0.12,0.04,0.12,Matches
340,Mads Pedersen\582a5247,dk DEN,DFMF,Augsburg,25-163,1996,19,9,910,10.1,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,0.8,1.5,0.07,0.08,0.15,0.07,0.15,Matches
341,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,35-104,1986,14,13,1118,12.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matches
342,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,36-286,1985,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
343,Ricardo Pepi\a2b1ed42,us USA,FW,Augsburg,19-033,2003,3,2,170,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.3,1.1,0.42,0.15,0.57,0.42,0.57,Matches
344,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,34-090,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
345,Nils Petersen\f93e6e94,de GER,FWMF,Freiburg,33-067,1988,10,0,134,1.5,1,0,1,0,0,0,0,0.67,0.00,0.67,0.67,0.67,0.5,0.5,0.0,0.5,0.30,0.00,0.30,0.30,0.30,Matches
346,Jens Petter Hauge\12c35abe,no NOR,FWMF,Eint Frankfurt,22-122,1999,13,5,589,6.5,2,1,2,0,0,1,0,0.31,0.15,0.46,0.31,0.46,1.9,1.9,0.3,2.2,0.30,0.04,0.34,0.30,0.34,Matches
347,Maximilian Philipp\061e8e23,de GER,MF,Wolfsburg,27-347,1994,15,8,713,7.9,1,2,1,0,0,0,0,0.13,0.25,0.38,0.13,0.38,0.5,0.5,0.7,1.2,0.06,0.09,0.16,0.06,0.16,Matches
348,Krzysztof Piątek\17f3620a,pl POL,FW,Hertha BSC,26-225,1995,9,4,347,3.9,1,0,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,1.6,1.6,0.0,1.6,0.41,0.00,0.41,0.41,0.41,Matches
349,Amos Pieper\526ea7cc,de GER,DF,Arminia,24-025,1998,19,19,1704,18.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.0,0.03,0.02,0.05,0.03,0.05,Matches
350,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,30-016,1992,15,13,1162,12.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16,Matches
351,Alassane Pléa\bc6bd723,fr FRA,FWMF,M'Gladbach,28-338,1993,20,12,1060,11.8,4,1,4,0,0,1,0,0.34,0.08,0.42,0.34,0.42,4.0,4.0,2.7,6.7,0.34,0.23,0.57,0.34,0.57,Matches
352,Joel Pohjanpalo\ea003d07,fi FIN,FW,Leverkusen,27-151,1994,2,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
353,Sebastian Polter\3745e8bd,de GER,FW,Bochum,30-316,1991,20,17,1464,16.3,7,1,6,1,2,1,0,0.43,0.06,0.49,0.37,0.43,6.3,4.8,1.6,6.4,0.39,0.10,0.49,0.29,0.39,Matches
354,Marin Pongračić\2a6cd437,hr CRO,DF,Dortmund,24-153,1997,10,6,469,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
355,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,24-273,1997,17,16,1344,14.9,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.5,1.5,0.07,0.03,0.10,0.07,0.10,Matches
356,Yussuf Poulsen\d2416c2e,dk DEN,FWMF,RB Leipzig,27-241,1994,14,7,615,6.8,4,0,4,0,0,2,0,0.59,0.00,0.59,0.59,0.59,4.3,4.3,1.8,6.1,0.63,0.26,0.89,0.63,0.89,Matches
357,Manuel Prietl\901c0f97,at AUT,MF,Arminia,30-192,1991,18,16,1473,16.4,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,0.8,1.4,0.04,0.05,0.09,0.04,0.09,Matches
358,Grischa Prömel\924f9191,de GER,MF,Union Berlin,27-033,1995,17,16,1349,15.0,4,1,4,0,0,4,0,0.27,0.07,0.33,0.27,0.33,4.1,4.1,0.3,4.4,0.27,0.02,0.29,0.27,0.29,Matches
359,Afimico Pululu\32c016f8,fr FRA,FW,Greuther Fürth,22-325,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
360,Sidney Raebiger\a8090a41,de GER,MF,RB Leipzig,16-300,2005,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
361,Diant Ramaj\b90c4a43,de GER,GK,Eint Frankfurt,20-145,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
362,Guilherme Ramos\df9c3473,pt POR,DF,Arminia,24-184,1997,4,1,152,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
363,Tobias Raschl\bd992863,de GER,MF,Greuther Fürth,21-355,2000,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
364,David Raum\7d450ed3,de GER,DF,Hoffenheim,23-295,1998,20,19,1684,18.7,2,5,2,0,0,3,0,0.11,0.27,0.37,0.11,0.37,1.1,1.1,5.7,6.8,0.06,0.31,0.37,0.06,0.37,Matches
365,Reinier\6b21b7b5,br BRA,MFFW,Dortmund,20-023,2002,6,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15,Matches
366,Panagiotis Retsos\4bd00a50,gr GRE,DFFW,Leverkusen,23-186,1998,4,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.08,0.00,0.08,0.08,0.08,Matches
367,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,32-256,1989,20,20,1712,19.0,5,5,5,0,0,2,0,0.26,0.26,0.53,0.26,0.53,7.3,7.3,3.5,10.7,0.38,0.18,0.56,0.38,0.56,Matches
368,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Bochum,24-102,1997,21,20,1683,18.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.9,1.6,0.04,0.05,0.09,0.04,0.09,Matches
369,Gio Reyna\7fa4e703,us USA,MF,Dortmund,19-090,2002,4,3,248,2.8,2,0,2,0,0,0,0,0.73,0.00,0.73,0.73,0.73,1.1,1.1,0.8,1.9,0.39,0.29,0.68,0.39,0.68,Matches
370,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,21-320,2000,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
371,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,21-320,2000,16,11,1124,12.5,1,1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,0.4,1.7,0.10,0.03,0.13,0.10,0.13,Matches
372,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,23-361,1998,8,2,267,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.04,0.10,0.06,0.10,Matches
373,Marco Richter\f972644c,de GER,FWMF,Hertha BSC,24-079,1997,20,13,1138,12.6,5,0,5,0,0,3,0,0.40,0.00,0.40,0.40,0.40,2.0,2.0,1.0,3.0,0.16,0.08,0.24,0.16,0.24,Matches
374,Manuel Riemann\9f941969,de GER,GK,Bochum,33-155,1988,20,20,1800,20.0,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.0,0.5,0.5,0.04,0.02,0.06,0.00,0.02,Matches
375,Marc Roca\da27e268,es ESP,MF,Bayern Munich,25-077,1996,5,4,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.08,0.12,0.03,0.12,Matches
376,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,31-123,1990,11,5,476,5.3,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.7,1.1,0.08,0.13,0.21,0.08,0.21,Matches
377,Romario Rösch\87ebfdb8,de GER,MF,Mainz 05,22-225,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
378,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,29-036,1993,16,10,1047,11.6,1,0,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,0.6,0.6,1.1,1.7,0.05,0.09,0.15,0.05,0.15,Matches
379,Sebastian Rudy\80f36c88,de GER,MF,Hoffenheim,31-348,1990,13,7,607,6.7,2,0,2,0,0,5,0,0.30,0.00,0.30,0.30,0.30,1.3,1.3,0.4,1.8,0.20,0.06,0.26,0.20,0.26,Matches
380,Georginio Rutter\c64c01fc,fr FRA,FWMF,Hoffenheim,19-297,2002,21,6,991,11.0,5,2,5,0,0,1,0,0.45,0.18,0.64,0.45,0.64,4.7,4.7,2.0,6.7,0.43,0.19,0.61,0.43,0.61,Matches
381,Julian Ryerson\009a4f60,no NOR,DF,Union Berlin,24-086,1997,17,7,776,8.6,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.5,1.5,1.0,2.5,0.17,0.12,0.29,0.17,0.29,Matches
382,Frederik Rønnow\a70b8345,dk DEN,GK,Union Berlin,29-191,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
383,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,27-331,1994,2,0,49,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.09,0.00,0.09,0.09,0.09,Matches
384,Marcel Sabitzer\e280527c,at AUT,MFDF,Bayern Munich,27-331,1994,13,4,509,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.12,0.08,0.20,0.12,0.20,Matches
385,Roland Sallai\bf075f6b,hu HUN,MFFW,Freiburg,24-265,1997,18,7,738,8.2,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,3.5,3.5,1.3,4.8,0.42,0.16,0.58,0.42,0.58,Matches
386,Diadie Samassékou\08593525,ml MLI,MF,Hoffenheim,26-031,1996,13,10,814,9.0,2,0,2,0,0,4,0,0.22,0.00,0.22,0.22,0.22,0.8,0.8,0.3,1.1,0.09,0.03,0.12,0.09,0.12,Matches
387,Leroy Sané\2b114be3,de GER,FWMF,Bayern Munich,26-031,1996,20,16,1320,14.7,6,7,6,0,0,2,0,0.41,0.48,0.89,0.41,0.89,7.6,7.6,4.7,12.3,0.52,0.32,0.84,0.52,0.84,Matches
388,Mohamed Sankoh\be625686,nl NED,FW,Stuttgart,18-118,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,3.65,0.00,3.65,3.65,3.65,Matches
389,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Freiburg,26-339,1995,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
390,Bouna Sarr\1a4b9094,sn SEN,DF,Bayern Munich,30-011,1992,4,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
391,Joseph Scally\236f02cd,us USA,DF,M'Gladbach,19-042,2002,19,17,1512,16.8,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,1.0,1.0,1.3,2.2,0.06,0.08,0.13,0.06,0.13,Matches
392,Kevin Schade\52afb588,de GER,FWMF,Freiburg,20-076,2001,18,7,763,8.5,3,1,3,0,0,2,0,0.35,0.12,0.47,0.35,0.47,1.7,1.6,0.7,2.3,0.20,0.08,0.29,0.19,0.27,Matches
393,Louis Schaub\b50ec54b,at AUT,MF,Köln,27-044,1994,19,5,468,5.2,1,2,1,0,0,0,0,0.19,0.38,0.58,0.19,0.58,0.7,0.7,1.3,2.0,0.13,0.26,0.38,0.13,0.38,Matches
394,Patrik Schick\5d4f7d61,cz CZE,FW,Leverkusen,26-018,1996,18,18,1414,15.7,18,1,17,1,2,0,0,1.15,0.06,1.21,1.08,1.15,13.1,11.6,0.6,12.2,0.83,0.04,0.87,0.74,0.78,Matches
395,Kingsley Schindler\bd527260,de GER,DFMF,Köln,28-214,1993,10,1,217,2.4,0,2,0,0,0,1,0,0.00,0.83,0.83,0.00,0.83,0.4,0.4,0.9,1.3,0.15,0.39,0.54,0.15,0.54,Matches
396,Xaver Schlager\8f056768,at AUT,MF,Wolfsburg,24-136,1997,3,3,238,2.6,0,1,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38,0.1,0.1,0.1,0.2,0.02,0.05,0.08,0.02,0.08,Matches
397,Keven Schlotterbeck\f6bdc830,de GER,DF,Freiburg,24-289,1997,7,2,186,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
398,Nico Schlotterbeck\34e12499,de GER,DF,Freiburg,22-072,1999,19,19,1641,18.2,2,0,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,2.1,2.1,0.9,3.0,0.11,0.05,0.16,0.11,0.16,Matches
399,Jonathan Schmid\088ca1bd,fr FRA,DF,Freiburg,31-230,1990,3,2,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.06,0.10,0.03,0.10,Matches
400,Benno Schmitz\ad00b1a8,de GER,DF,Köln,27-086,1994,20,20,1685,18.7,0,4,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.3,0.3,2.7,3.0,0.01,0.15,0.16,0.01,0.16,Matches
401,Alessandro Schöpf\106bca06,at AUT,MF,Arminia,28-004,1994,20,17,1564,17.4,1,0,1,0,0,3,1,0.06,0.00,0.06,0.06,0.06,2.1,2.1,1.8,3.9,0.12,0.10,0.23,0.12,0.23,Matches
402,Nico Schulz\fa274d97,de GER,DF,Dortmund,28-316,1993,11,7,609,6.8,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.1,0.4,0.05,0.01,0.06,0.05,0.06,Matches
403,Marvin Schwäbe\87436846,de GER,GK,Köln,26-292,1995,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
404,Alexander Schwolow\0d55d942,de GER,GK,Hertha BSC,29-254,1992,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
405,Paul Seguin\8872ed17,de GER,MF,Greuther Fürth,26-319,1995,19,18,1619,18.0,0,2,0,0,0,9,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,1.1,1.5,0.02,0.06,0.09,0.02,0.09,Matches
406,Davie Selke\1238a3f9,de GER,FW,Hertha BSC,27-022,1995,14,5,483,5.4,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,1.3,1.3,0.0,1.3,0.23,0.01,0.24,0.23,0.24,Matches
407,Suat Serdar\b3325a30,de GER,MFFW,Hertha BSC,24-306,1997,18,17,1439,16.0,2,0,2,0,0,6,0,0.13,0.00,0.13,0.13,0.13,1.9,1.9,0.8,2.7,0.12,0.05,0.17,0.12,0.17,Matches
408,Janni Serra\40b58bfc,de GER,FW,Arminia,23-335,1998,16,7,523,5.8,2,1,2,0,0,0,0,0.34,0.17,0.52,0.34,0.52,1.0,1.0,0.3,1.3,0.17,0.05,0.22,0.17,0.22,Matches
409,Zidan Sertdemir\eec1f7f4,dk DEN,MFFW,Leverkusen,17-007,2005,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.14,0.14,0.00,0.14,Matches
410,Nils Seufert\0da32a38,de GER,MF,Greuther Fürth,25-008,1997,4,1,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
411,Kiliann Sildillia\313254a3,fr FRA,DF,Freiburg,19-271,2002,3,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.15,0.15,0.00,0.15,Matches
412,André Silva\3effaa34,pt POR,FW,RB Leipzig,26-097,1995,21,16,1392,15.5,9,2,6,3,3,1,0,0.58,0.13,0.71,0.39,0.52,9.4,7.5,1.9,9.4,0.61,0.12,0.73,0.49,0.61,Matches
413,Mohamed Simakan\fcb27134,fr FRA,DF,RB Leipzig,21-284,2000,18,14,1309,14.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.02,0.05,0.04,0.05,Matches
414,Daley Sinkgraven\73000a79,nl NED,DF,Leverkusen,26-222,1995,6,2,233,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.10,0.23,0.33,0.10,0.33,Matches
415,Ellyes Skhiri\c2211709,tn TUN,MF,Köln,26-277,1995,10,8,773,8.6,3,0,3,0,0,1,0,0.35,0.00,0.35,0.35,0.35,1.9,1.9,0.1,2.0,0.22,0.01,0.23,0.22,0.23,Matches
416,Robert Skov\ff98492b,dk DEN,DFFW,Hoffenheim,25-267,1996,6,2,245,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.21,0.07,0.28,0.21,0.28,Matches
417,Danilo Soares\c05f2f8c,br BRA,DF,Bochum,30-105,1991,20,20,1755,19.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.02,0.04,0.06,0.02,0.06,Matches
418,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,33-056,1988,21,21,1890,21.0,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
419,Borna Sosa\af0d79a9,hr CRO,DF,Stuttgart,24-021,1998,17,17,1508,16.8,1,4,1,0,0,3,0,0.06,0.24,0.30,0.06,0.30,0.4,0.4,3.6,3.9,0.02,0.21,0.24,0.02,0.24,Matches
420,Djibril Sow\4c6facae,ch SUI,MF,Eint Frankfurt,25-005,1997,20,20,1702,18.9,2,3,2,0,0,4,0,0.11,0.16,0.26,0.11,0.26,0.5,0.5,1.9,2.4,0.02,0.10,0.13,0.02,0.13,Matches
