,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
127,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,33-155,1988,5.7,377,410,92.0,7257,2015,160,167,95.8,162,173,93.6,52,65,80.0,0,0.0,0.0,1,19,1,0,13,Matches
128,Mikkel Damsgaard\215f3907,dk DEN,MFFW,Sampdoria,21-223,2000,5.7,178,231,77.1,2915,752,89,104,85.6,68,89,76.4,17,29,58.6,0,0.4,-0.4,9,16,7,1,24,Matches
129,Danilo\94b2001f,br BRA,DFMF,Juventus,30-211,1991,11.0,654,744,87.9,13158,4636,217,225,96.4,340,370,91.9,89,134,66.4,1,0.5,+0.5,7,60,4,3,44,Matches
130,Ebrima Darboe\cf043a33,gm GAM,MF,Roma,20-250,2001,0.7,38,40,95.0,921,150,6,6,100.0,20,22,90.9,11,11,100.0,0,0.0,0.0,0,4,0,0,1,Matches
131,Matteo Darmian\96e0490d,it ITA,DF,Inter,32-071,1989,12.1,392,496,79.0,6942,2675,169,190,88.9,181,221,81.9,34,57,59.6,1,0.8,+0.2,11,16,15,8,38,Matches
132,Paweł Dawidowicz\16bb656a,pl POL,DF,Hellas Verona,26-267,1995,13.2,517,600,86.2,9779,2859,192,204,94.1,245,282,86.9,68,89,76.4,0,0.1,-0.1,4,38,3,0,26,Matches
133,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,34-343,1987,2.0,55,79,69.6,1246,529,13,16,81.3,33,38,86.8,9,24,37.5,0,0.3,-0.3,1,3,0,0,2,Matches
134,Tommaso De Nipoti\7f9d956a,it ITA,MF,Atalanta,18-203,2003,0.1,1,2,50.0,9,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
135,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,29-114,1992,7.3,286,355,80.6,5536,2023,122,145,84.1,120,137,87.6,40,62,64.5,0,1.2,-1.2,13,20,8,8,24,Matches
136,Lorenzo De Silvestri\e74f0e59,it ITA,DF,Bologna,33-264,1988,15.9,686,887,77.3,11839,5465,325,382,85.1,287,343,83.7,62,122,50.8,1,1.0,0.0,14,65,15,9,66,Matches
137,Grégoire Defrel\854ee61a,mq MTQ,FW,Sassuolo,30-239,1991,9.5,221,258,85.7,2999,430,143,158,90.5,59,71,83.1,9,15,60.0,1,1.1,-0.1,11,10,8,0,16,Matches
138,Alessandro Deiola\7f267d66,it ITA,MF,Cagliari,26-194,1995,15.0,408,500,81.6,7985,1615,154,175,88.0,179,220,81.4,65,82,79.3,0,1.0,-1.0,6,29,6,1,37,Matches
139,Filippo Delli Carri\d2e8fd9b,it ITA,DF,Salernitana,22-284,1999,4.7,86,120,71.7,1419,772,40,48,83.3,38,50,76.0,6,14,42.9,0,0.1,-0.1,1,5,1,1,4,Matches
140,Merih Demiral\e3cceee6,tr TUR,DF,Atalanta,23-343,1998,13.7,425,492,86.4,9468,2158,92,105,87.6,243,267,91.0,84,108,77.8,1,0.0,+1.0,1,18,0,0,12,Matches
141,Diego Demme\dc3fa3b5,de GER,MF,Napoli,30-082,1991,4.6,329,362,90.9,5532,1380,160,165,97.0,135,148,91.2,27,40,67.5,0,0.3,-0.3,3,28,4,2,21,Matches
142,Fabio Depaoli\d97f2e8d,it ITA,MFDF,Sampdoria,24-293,1997,1.2,22,33,66.7,401,153,10,10,100.0,9,11,81.8,3,6,50.0,0,0.0,0.0,0,3,0,0,4,Matches
143,Fabio Depaoli\d97f2e8d,it ITA,DF,Hellas Verona,24-293,1997,2.5,76,118,64.4,1450,728,33,43,76.7,31,40,77.5,10,25,40.0,0,0.0,0.0,1,7,9,3,15,Matches
144,Mattia Destro\d7d32194,it ITA,FW,Genoa,30-328,1991,13.2,152,247,61.5,2145,568,98,144,68.1,43,73,58.9,7,15,46.7,0,0.3,-0.3,6,16,5,1,23,Matches
145,Gerard Deulofeu\39583cfd,es ESP,FWMF,Udinese,27-335,1994,16.1,379,546,69.4,6583,2515,193,234,82.5,135,169,79.9,46,100,46.0,2,3.2,-1.2,39,20,32,0,62,Matches
146,Jacopo Dezi\e921b9db,it ITA,MF,Venezia,30-001,1992,0.2,22,26,84.6,495,144,5,6,83.3,14,15,93.3,3,5,60.0,0,0.0,0.0,1,3,3,1,5,Matches
147,Samuel Di Carmine\ef94dc2f,it ITA,FW,Hellas Verona,33-144,1988,0.4,5,5,100.0,81,8,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
148,Federico Di Francesco\1fca9171,it ITA,FWMF,Empoli,27-242,1994,10.7,181,274,66.1,3040,1038,96,120,80.0,56,86,65.1,19,45,42.2,0,1.0,-1.0,15,18,12,1,29,Matches
149,Giovanni Di Lorenzo\230a2fac,it ITA,DF,Napoli,28-191,1993,23.8,1631,1845,88.4,27825,9915,785,848,92.6,690,758,91.0,129,173,74.6,1,1.3,-0.3,21,123,32,4,129,Matches
150,Francesco Di Mariano\35a2557c,it ITA,FW,Venezia,25-297,1996,0.7,11,14,78.6,230,28,3,4,75.0,5,6,83.3,3,4,75.0,0,0.1,-0.1,1,0,1,1,0,Matches
151,Francesco Di Tacchio\b5c3ff9f,it ITA,MF,Salernitana,31-297,1990,13.9,432,535,80.7,7972,2552,181,205,88.3,175,203,86.2,63,102,61.8,0,0.1,-0.1,3,50,8,0,50,Matches
152,Amadou Diawara\bf309d24,gn GUI,MF,Roma,24-209,1997,1.9,55,70,78.6,944,222,27,30,90.0,24,29,82.8,3,8,37.5,0,0.0,0.0,1,4,0,0,3,Matches
153,Brahim Díaz\407feb71,es ESP,MF,Milan,22-192,1999,14.2,465,541,86.0,7606,1712,247,276,89.5,165,183,90.2,39,58,67.2,3,1.7,+1.3,20,46,19,1,53,Matches
154,Mitchell Dijks\0a3065c8,nl NED,DF,Bologna,29-002,1993,2.7,74,93,79.6,1281,619,37,43,86.0,27,33,81.8,10,15,66.7,0,0.2,-0.2,3,3,2,2,4,Matches
155,Federico Dimarco\970b8574,it ITA,DF,Inter,24-093,1997,9.1,517,641,80.7,9709,3378,254,269,94.4,178,208,85.6,74,130,56.9,2,2.8,-0.8,31,40,15,8,47,Matches
156,Filippo Distefano\2110f96c,it ITA,FW,Fiorentina,18-167,2003,0.0,2,2,100.0,45,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
157,Koffi Djidji\933d3b51,ci CIV,DF,Torino,29-073,1992,13.1,537,635,84.6,10918,2927,188,211,89.1,250,267,93.6,91,140,65.0,0,0.1,-0.1,2,35,6,2,36,Matches
158,Berat Djimsiti\6eee05f1,al ALB,DF,Atalanta,28-357,1993,15.3,738,875,84.3,13777,4750,314,346,90.8,313,344,91.0,99,163,60.7,1,0.6,+0.4,5,51,6,4,51,Matches
159,Nicolás Domínguez\20b3a502,ar ARG,MF,Bologna,23-228,1998,18.9,851,1022,83.3,15887,4141,375,415,90.4,347,392,88.5,118,177,66.7,2,1.4,+0.6,22,78,24,2,79,Matches
160,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,24-176,1997,4.2,180,222,81.1,5176,2524,25,25,100.0,81,84,96.4,73,112,65.2,0,0.0,0.0,0,2,0,0,0,Matches
161,Radu Drăgușin\620922ed,ro ROU,DF,Sampdoria,20-008,2002,6.9,177,253,70.0,3899,1419,40,56,71.4,98,130,75.4,36,61,59.0,0,0.1,-0.1,2,9,3,1,12,Matches
162,Radu Drăgușin\620922ed,ro ROU,DF,Salernitana,20-008,2002,1.0,40,47,85.1,749,175,16,17,94.1,18,18,100.0,5,8,62.5,0,0.0,0.0,0,0,0,0,2,Matches
163,Denzel Dumfries\481c9ece,nl NED,DF,Inter,25-299,1996,11.5,325,431,75.4,5173,1785,160,191,83.8,133,177,75.1,22,41,53.7,2,2.3,-0.3,14,13,12,3,35,Matches
164,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,28-338,1993,12.1,377,494,76.3,7872,2254,144,171,84.2,157,199,78.9,70,98,71.4,2,1.2,+0.8,13,43,20,2,58,Matches
165,Paulo Dybala\e0921a4f,ar ARG,FWMF,Juventus,28-088,1993,14.5,616,747,82.5,11730,2336,288,336,85.7,224,260,86.2,95,131,72.5,4,2.9,+1.1,27,47,19,4,62,Matches
166,Edin Džeko\3bb7f478,ba BIH,FW,Inter,35-331,1986,16.9,387,523,74.0,6809,1669,197,244,80.7,124,165,75.2,52,75,69.3,3,2.5,+0.5,26,29,28,6,52,Matches
167,Tyronne Ebuehi\6af30900,ng NGA,DF,Venezia,26-057,1995,9.2,302,388,77.8,5534,1901,130,153,85.0,134,159,84.3,35,56,62.5,0,0.2,-0.2,3,15,5,3,19,Matches
168,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,32-198,1989,12.6,393,495,79.4,7092,1813,179,208,86.1,165,202,81.7,44,69,63.8,0,0.1,-0.1,3,36,5,0,53,Matches
169,Caleb Ekuban\7afbd2c3,gh GHA,FWMF,Genoa,27-325,1994,13.6,214,307,69.7,2972,558,145,181,80.1,52,77,67.5,11,16,68.8,0,0.9,-0.9,8,9,5,0,16,Matches
170,Elif Elmas\cf007308,mk MKD,FWMF,Napoli,22-140,1999,13.2,526,602,87.4,7534,1361,320,351,91.2,163,180,90.6,25,40,62.5,1,1.5,-0.5,15,31,16,2,25,Matches
171,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,24-018,1998,16.2,525,623,84.3,11782,3275,127,142,89.4,285,310,91.9,102,155,65.8,0,0.3,-0.3,2,20,1,0,12,Matches
172,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,28-321,1993,0.1,4,5,80.0,72,10,1,1,100.0,3,4,75.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
173,Diego Falcinelli\a39b9ef6,it ITA,FWMF,Bologna,30-230,1991,0.5,7,10,70.0,86,10,6,9,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
174,Wladimiro Falcone\9f5a610b,it ITA,GK,Sampdoria,26-305,1995,4.5,102,157,65.0,3186,1978,16,16,100.0,44,45,97.8,42,96,43.8,0,0.0,0.0,0,1,0,0,0,Matches
175,Paolo Faragò\9085dd7c,it ITA,MF,Cagliari,28-364,1993,0.2,7,7,100.0,97,10,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
176,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,30-109,1991,18.4,632,885,71.4,11910,6149,287,340,84.4,243,322,75.5,94,195,48.2,4,2.1,+1.9,14,56,41,15,100,Matches
177,Mohamed Fares\b7a5bc86,dz ALG,DFFW,Genoa,25-361,1996,6.5,177,257,68.9,3285,1354,95,114,83.3,51,77,66.2,30,53,56.6,1,0.5,+0.5,5,10,11,6,25,Matches
178,Diego Farias\157d29b6,br BRA,MFFW,Cagliari,31-277,1990,0.7,29,35,82.9,510,59,14,15,93.3,13,16,81.3,1,2,50.0,0,0.0,0.0,0,0,1,0,1,Matches
179,Andrea Favilli\44510fde,it ITA,FW,Genoa,24-270,1997,0.4,5,6,83.3,66,0,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
180,Federico Fazio\4e358a2d,ar ARG,DF,Salernitana,34-331,1987,1.0,48,54,88.9,947,228,12,14,85.7,31,33,93.9,4,6,66.7,0,0.0,0.0,0,1,0,0,3,Matches
181,Luiz Felipe\15d0c248,br BRA,DF,Lazio,24-326,1997,20.5,1216,1321,92.1,24006,7861,398,426,93.4,626,663,94.4,162,195,83.1,0,0.1,-0.1,2,68,2,0,52,Matches
182,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,27-225,1994,7.8,306,373,82.0,6454,1807,82,95,86.3,168,188,89.4,50,77,64.9,0,0.0,0.0,0,18,2,0,17,Matches
183,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,24-021,1998,10.8,408,514,79.4,8257,2585,150,177,84.7,184,222,82.9,70,99,70.7,0,0.6,-0.6,9,35,11,8,38,Matches
184,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,28-269,1993,4.3,193,267,72.3,3888,1696,83,96,86.5,74,93,79.6,34,59,57.6,0,0.3,-0.3,4,14,4,1,25,Matches
185,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,25-201,1996,2.3,105,115,91.3,1887,336,49,52,94.2,42,45,93.3,12,14,85.7,0,0.0,0.0,2,3,0,0,6,Matches
186,Vincenzo Fiorillo\a2565f79,it ITA,GK,Salernitana,32-029,1990,2.0,23,31,74.2,955,675,0,0,,7,7,100.0,16,24,66.7,0,0.0,0.0,0,0,0,0,0,Matches
187,Alessandro Florenzi\e288d4b3,it ITA,DFFW,Milan,30-337,1991,10.0,504,621,81.2,9886,3190,188,202,93.1,230,252,91.3,75,140,53.6,0,1.0,-1.0,9,40,19,6,46,Matches
188,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,32-027,1990,0.6,16,23,69.6,228,84,10,10,100.0,6,7,85.7,0,5,0.0,1,0.1,+0.9,1,2,1,0,4,Matches
189,Francesco Forte\69e11a01,it ITA,FW,Venezia,28-286,1993,4.7,55,77,71.4,784,127,31,39,79.5,22,31,71.0,0,1,0.0,0,0.1,-0.1,3,2,1,0,5,Matches
190,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,22-112,1999,20.3,677,810,83.6,11865,2852,332,377,88.1,267,306,87.3,67,89,75.3,1,2.7,-1.7,20,58,19,4,74,Matches
191,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,29-302,1992,16.0,905,1037,87.3,16066,4327,386,420,91.9,407,451,90.2,87,126,69.0,0,1.1,-1.1,16,100,29,4,102,Matches
192,Matteo Gabbia\c235e803,it ITA,DF,Milan,22-113,1999,5.1,309,352,87.8,7030,1998,67,77,87.0,174,185,94.1,66,86,76.7,0,0.1,-0.1,1,19,1,0,17,Matches
193,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Sampdoria,30-077,1991,12.7,225,342,65.8,3549,1110,127,161,78.9,66,100,66.0,23,52,44.2,1,1.7,-0.7,16,22,14,4,34,Matches
194,Gianluca Gaetano\3b387cc7,it ITA,MF,Napoli,21-282,2000,0.2,9,11,81.8,141,40,4,5,80.0,5,6,83.3,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
195,Luca Gagliano\1d00a56c,it ITA,MFDF,Cagliari,21-212,2000,0.1,6,8,75.0,98,5,3,3,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
196,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,27-310,1994,4.7,186,223,83.4,2907,631,103,112,92.0,71,85,83.5,10,19,52.6,1,0.9,+0.1,2,14,1,0,11,Matches
197,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,31-289,1990,11.8,350,442,79.2,7632,3117,106,120,88.3,162,191,84.8,76,117,65.0,1,0.0,+1.0,1,33,2,0,34,Matches
198,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,21-055,2000,0.2,5,8,62.5,78,25,4,5,80.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
199,Pablo Galdames Millán\dd403465,cl CHI,MF,Genoa,25-043,1996,3.9,115,140,82.1,2457,514,44,50,88.0,52,57,91.2,19,28,67.9,0,0.1,-0.1,2,4,3,1,10,Matches
200,Luca Gemello\53e494ec,it ITA,GK,Torino,21-223,2000,1.0,17,34,50.0,739,587,1,1,100.0,5,5,100.0,11,28,39.3,0,0.0,0.0,0,1,0,0,0,Matches
201,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,25-009,1997,6.7,215,339,63.4,4028,1914,97,110,88.2,84,129,65.1,32,81,39.5,1,0.4,+0.6,7,9,9,5,22,Matches
202,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,31-010,1991,2.3,147,176,83.5,2525,911,69,74,93.2,63,72,87.5,12,24,50.0,0,0.3,-0.3,6,21,5,3,13,Matches
203,Olivier Giroud\16ceb862,fr FRA,FW,Milan,35-134,1986,9.7,154,216,71.3,1992,319,96,131,73.3,36,52,69.2,7,10,70.0,1,1.4,-0.4,13,5,7,1,12,Matches
204,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,35-360,1986,9.1,393,434,90.6,9063,2728,97,106,91.5,191,204,93.6,99,117,84.6,1,0.4,+0.6,3,26,0,0,12,Matches
205,Edoardo Goldaniga\4b029b31,it ITA,MFDF,Sassuolo,28-101,1993,0.0,1,1,100.0,17,17,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
206,Edoardo Goldaniga\4b029b31,it ITA,DF,Cagliari,28-101,1993,3.0,72,100,72.0,1914,879,21,28,75.0,26,34,76.5,25,36,69.4,0,0.0,0.0,0,5,2,1,6,Matches
207,Cedric Gondo\ff37d2ef,ci CIV,FW,Salernitana,25-078,1996,7.8,130,174,74.7,1901,349,79,98,80.6,30,37,81.1,13,18,72.2,0,0.6,-0.6,13,3,5,2,9,Matches
208,Nicolás González\2374aaca,ar ARG,FW,Fiorentina,23-311,1998,13.2,339,431,78.7,6640,1487,144,178,80.9,129,157,82.2,59,74,79.7,3,1.9,+1.1,16,20,22,7,44,Matches
209,Robin Gosens\2d970560,de GER,DF,Atalanta,27-221,1994,5.1,214,260,82.3,3691,1491,102,116,87.9,95,114,83.3,14,25,56.0,0,0.4,-0.4,5,13,7,1,35,Matches
210,Alberto Grassi\6cc97b6a,it ITA,MF,Cagliari,26-341,1995,12.0,418,493,84.8,7529,1443,185,208,88.9,182,209,87.1,45,63,71.4,0,0.2,-0.2,5,28,2,1,23,Matches
211,Koray Günter\f1f1f238,de GER,DF,Hellas Verona,27-179,1994,17.2,665,780,85.3,15265,5261,161,184,87.5,344,378,91.0,150,200,75.0,0,0.7,-0.7,5,37,0,0,60,Matches
212,Emmanuel Gyasi\f9758dae,gh GHA,FWDF,Spezia,28-031,1994,22.2,566,671,84.4,8303,1897,327,368,88.9,177,210,84.3,38,50,76.0,0,1.0,-1.0,16,20,13,3,43,Matches
213,Norbert Gyömbér\0be276c6,sk SVK,DF,Salernitana,29-223,1992,17.8,479,607,78.9,10532,3838,159,184,86.4,215,257,83.7,102,161,63.4,0,0.0,0.0,1,37,4,3,38,Matches
214,Nicolas Haas\fa449bba,ch SUI,MF,Empoli,26-019,1996,11.1,375,478,78.5,6425,2076,189,215,87.9,144,175,82.3,35,63,55.6,2,0.9,+1.1,13,29,16,4,51,Matches
215,Samir Handanović\74419746,si SVN,GK,Inter,37-212,1984,23.0,645,749,86.1,16925,10086,155,156,99.4,284,285,99.6,200,302,66.2,0,0.0,0.0,0,6,0,0,0,Matches
216,Ridgeciano Haps\c8d7131c,sr SUR,DF,Venezia,28-244,1993,10.0,312,402,77.6,6123,2418,125,142,88.0,129,159,81.1,53,84,63.1,1,0.3,+0.7,8,16,4,4,25,Matches
217,Abdou Harroui\65fd099c,nl NED,MF,Sassuolo,24-029,1998,4.2,224,260,86.2,4000,789,106,117,90.6,86,95,90.5,28,36,77.8,0,0.1,-0.1,4,30,0,0,12,Matches
218,Hans Hateboer\3b333ac3,nl NED,DF,Atalanta,28-033,1994,4.1,197,238,82.8,3028,734,124,137,90.5,63,79,79.7,9,15,60.0,0,0.2,-0.2,4,16,3,2,13,Matches
219,Silvan Hefti\f8342731,ch SUI,DF,Genoa,24-109,1997,4.2,107,148,72.3,1682,862,56,68,82.4,40,50,80.0,7,22,31.8,0,0.0,0.0,1,7,3,1,15,Matches
220,Liam Henderson\d7918b13,sct SCO,MF,Empoli,25-292,1996,17.2,465,662,70.2,8291,3029,205,253,81.0,188,253,74.3,59,113,52.2,2,3.0,-1.0,38,46,21,6,62,Matches
221,Dalbert Henrique\f45f9427,br BRA,DFMF,Cagliari,28-156,1993,12.4,323,443,72.9,6367,2372,122,147,83.0,146,182,80.2,49,90,54.4,1,1.1,-0.1,16,17,14,9,29,Matches
222,Matheus Henrique\a2d9f138,br BRA,MF,Sassuolo,24-054,1997,3.3,166,181,91.7,2901,727,73,77,94.8,68,71,95.8,20,25,80.0,1,0.4,+0.6,3,14,3,1,11,Matches
223,Thomas Henry\9ef42479,fr FRA,FW,Venezia,27-144,1994,13.1,156,244,63.9,2705,474,79,114,69.3,46,72,63.9,25,35,71.4,2,2.9,-0.9,12,14,5,1,13,Matches
224,Theo Hernández\d4c9725f,fr FRA,DF,Milan,24-128,1997,18.1,886,1078,82.2,15415,5206,444,490,90.6,339,399,85.0,84,138,60.9,4,3.4,+0.6,24,46,19,8,66,Matches
225,Hernani\6f5ead86,br BRA,MFFW,Genoa,27-321,1994,6.2,134,185,72.4,2196,492,78,95,82.1,39,55,70.9,12,22,54.5,0,0.3,-0.3,2,6,3,1,9,Matches
226,Daan Heymans\6d70c771,be BEL,MFFW,Venezia,22-241,1999,2.8,79,97,81.4,1357,270,34,42,81.0,37,42,88.1,7,10,70.0,1,0.3,+0.7,2,5,2,1,5,Matches
227,Aaron Hickey\1780bb4a,sct SCO,DF,Bologna,19-246,2002,17.9,637,763,83.5,9752,2657,351,382,91.9,241,291,82.8,33,61,54.1,0,0.5,-0.5,11,16,6,1,27,Matches
228,Martin Hongla\b85bf253,cm CMR,MF,Hellas Verona,23-332,1998,3.7,115,145,79.3,2311,435,42,49,85.7,49,62,79.0,21,28,75.0,0,0.0,0.0,1,9,0,0,6,Matches
229,Sydney van Hooijdonk\5b418e15,nl NED,FWMF,Bologna,22-005,2000,0.4,16,17,94.1,204,34,10,11,90.9,5,5,100.0,0,0,,0,0.0,0.0,1,2,0,0,0,Matches
230,Petko Hristov\d8800a46,bg BUL,DF,Spezia,22-347,1999,11.3,441,526,83.8,9853,3299,104,116,89.7,251,270,93.0,81,131,61.8,0,0.1,-0.1,2,20,1,0,22,Matches
231,Elseid Hysaj\2f3452eb,al ALB,DF,Lazio,27-356,1994,19.4,1067,1219,87.5,17450,5943,553,588,94.0,417,462,90.3,79,126,62.7,0,0.6,-0.6,10,65,13,3,61,Matches
232,Roger Ibanez\82efe6fa,br BRA,DF,Roma,23-080,1998,22.0,1129,1297,87.0,24159,7826,356,390,91.3,561,612,91.7,203,277,73.3,0,0.4,-0.4,10,59,6,1,67,Matches
233,Zlatan Ibrahimović\4cde5509,se SWE,FW,Milan,40-131,1981,10.1,284,389,73.0,4259,1111,161,212,75.9,93,121,76.9,18,27,66.7,1,1.7,-0.7,22,29,19,2,39,Matches
234,Igor\a4e85758,br BRA,DF,Fiorentina,24-004,1998,10.5,726,790,91.9,16489,4697,159,176,90.3,414,434,95.4,148,169,87.6,0,0.1,-0.1,2,54,2,0,40,Matches
235,Jonathan Ikone\42eaa028,fr FRA,FWMF,Fiorentina,23-285,1998,1.2,33,49,67.3,619,161,9,17,52.9,20,26,76.9,4,5,80.0,0,0.4,-0.4,3,3,4,2,7,Matches
236,Ivan Ilić\bb376bed,rs SRB,MF,Hellas Verona,20-331,2001,16.7,697,842,82.8,13667,3120,261,313,83.4,307,351,87.5,116,147,78.9,3,1.1,+1.9,13,57,11,4,54,Matches
237,Josip Iličić\68252d6d,si SVN,FWMF,Atalanta,34-013,1988,9.2,361,485,74.4,7239,2255,165,208,79.3,131,170,77.1,61,93,65.6,3,3.4,-0.4,31,38,24,3,54,Matches
238,Ciro Immobile\4431aed2,it ITA,FW,Lazio,31-356,1990,19.1,432,560,77.1,6073,654,274,323,84.8,106,142,74.6,28,44,63.6,2,1.6,+0.4,13,15,7,0,19,Matches
239,Lorenzo Insigne\2f557579,it ITA,FW,Napoli,30-252,1991,15.0,736,921,79.9,13502,3403,359,399,90.0,265,314,84.4,99,170,58.2,4,3.7,+0.3,41,45,35,6,79,Matches
240,Ardian Ismajli\6b635f5c,al ALB,DF,Empoli,25-134,1996,11.0,452,529,85.4,9786,3276,118,127,92.9,246,276,89.1,84,111,75.7,0,0.1,-0.1,2,41,0,0,26,Matches
241,Armando Izzo\89976232,it ITA,DF,Torino,29-346,1992,1.1,28,42,66.7,533,142,11,13,84.6,13,21,61.9,4,7,57.1,0,0.0,0.0,0,1,0,0,0,Matches
242,Mato Jajalo\8c65eb5f,ba BIH,MF,Udinese,33-262,1988,3.5,129,158,81.6,2382,580,54,59,91.5,57,65,87.7,15,27,55.6,1,0.2,+0.8,4,9,5,0,14,Matches
243,Paweł Jaroszyński\958a601f,pl POL,DF,Salernitana,27-132,1994,5.5,152,234,65.0,3141,1353,46,56,82.1,71,95,74.7,31,70,44.3,0,0.4,-0.4,6,8,3,3,12,Matches
244,Juan Jesus\79083382,br BRA,DF,Napoli,30-246,1991,10.3,560,616,90.9,10404,3332,203,215,94.4,273,287,95.1,66,90,73.3,0,0.2,-0.2,3,30,0,0,20,Matches
245,Dennis Johnsen\66784dee,no NOR,FWMF,Venezia,23-359,1998,12.1,141,230,61.3,2560,726,74,105,70.5,40,65,61.5,23,37,62.2,1,2.0,-1.0,19,6,13,4,19,Matches
246,Kaio Jorge\0cf465f2,br BRA,MFFW,Juventus,20-018,2002,1.3,29,38,76.3,502,61,16,20,80.0,8,12,66.7,5,5,100.0,0,0.3,-0.3,2,2,0,0,1,Matches
247,Flavio Junior Bianchi\3ef965c1,it ITA,FWMF,Genoa,22-018,2000,3.5,65,78,83.3,849,115,43,51,84.3,17,22,77.3,2,2,100.0,0,0.1,-0.1,3,1,1,0,4,Matches
248,Hamed Junior Traorè\570bb4b9,ci CIV,MFFW,Sassuolo,21-360,2000,9.5,363,447,81.2,6839,1918,162,179,90.5,149,175,85.1,49,77,63.6,1,2.1,-1.1,20,41,16,2,52,Matches
249,Nikola Kalinić\d4931a5a,hr CRO,FW,Hellas Verona,34-037,1988,4.5,85,102,83.3,1158,147,50,57,87.7,26,31,83.9,4,6,66.7,0,0.9,-0.9,7,2,2,0,4,Matches
250,Yayah Kallon\f95f49d2,sl SLE,FWMF,Genoa,20-226,2001,6.7,114,174,65.5,1696,354,67,94,71.3,38,56,67.9,6,14,42.9,1,1.0,0.0,9,3,4,1,9,Matches
251,Pierre Kalulu\85f7d1be,fr FRA,DF,Milan,21-251,2000,10.6,531,607,87.5,10790,3233,170,186,91.4,276,302,91.4,81,110,73.6,1,0.2,+0.8,4,29,8,5,28,Matches
252,Rick Karsdorp\9f84febe,nl NED,DF,Roma,27-000,1995,20.2,942,1159,81.3,18741,6759,343,392,87.5,453,527,86.0,137,206,66.5,1,3.0,-2.0,28,64,39,16,109,Matches
253,Denso Kasius\7ae36711,nl NED,DF,Bologna,19-128,2002,0.2,11,13,84.6,161,25,7,7,100.0,4,5,80.0,0,0,,0,0.1,-0.1,1,0,0,0,1,Matches
254,Grigoris Kastanos\2a82aa85,cy CYP,MF,Salernitana,24-012,1998,10.2,280,404,69.3,4859,1877,130,161,80.7,106,129,82.2,33,79,41.8,1,1.1,-0.1,20,25,11,1,42,Matches
255,Moise Kean\3d50bcdb,it ITA,FW,Juventus,21-348,2000,7.4,117,156,75.0,1755,178,65,83,78.3,38,48,79.2,9,14,64.3,0,0.0,0.0,1,3,2,1,3,Matches
256,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,26-098,1995,10.6,249,344,72.4,4109,2096,123,139,88.5,101,133,75.9,18,52,34.6,0,1.0,-1.0,13,21,14,8,38,Matches
257,Dimitrios Keramitsis\6f30a1d5,gr GRE,DF,Roma,17-225,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
