,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
389,Pietro Pellegri\a44d3a3c,it ITA,FW,Torino,20-331,2001,0.2,3,4,75.0,38,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
390,Lorenzo Pellegrini\4a5a45c7,it ITA,MF,Roma,25-237,1996,13.8,466,635,73.4,9347,3266,192,231,83.1,180,219,82.2,83,156,53.2,2,4.0,-2.0,44,60,22,4,61,Matches
391,Luca Pellegrini\3b61c9ec,it ITA,DF,Juventus,22-341,1999,5.6,252,345,73.0,4876,1692,99,118,83.9,120,141,85.1,33,75,44.0,1,0.6,+0.4,6,22,8,5,15,Matches
392,Gastón Pereiro\7ec7738e,uy URU,FWMF,Cagliari,26-245,1995,5.4,99,155,63.9,1708,575,43,56,76.8,35,51,68.6,15,35,42.9,0,1.3,-1.3,8,11,7,3,11,Matches
393,Dor Peretz\e2a302a8,il ISR,MF,Venezia,26-270,1995,3.7,113,144,78.5,1913,436,57,69,82.6,45,51,88.2,9,14,64.3,0,0.2,-0.2,2,10,0,0,5,Matches
394,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Udinese,31-035,1991,11.3,354,428,82.7,5647,1329,181,204,88.7,133,160,83.1,27,40,67.5,1,1.8,-0.8,16,31,14,1,32,Matches
395,Carles Pérez\a8f21b9f,es ESP,MFFW,Roma,23-360,1998,3.6,123,141,87.2,2147,544,66,70,94.3,42,48,87.5,14,19,73.7,1,0.5,+0.5,9,7,9,0,14,Matches
396,Nehuén Pérez\f7c491f1,ar ARG,DF,Udinese,21-232,2000,7.3,208,292,71.2,4136,1557,79,95,83.2,91,116,78.4,34,71,47.9,0,0.1,-0.1,2,17,0,0,7,Matches
397,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,29-093,1992,3.0,69,85,81.2,1821,782,17,17,100.0,30,31,96.8,22,37,59.5,0,0.0,0.0,0,1,0,0,0,Matches
398,Ivan Perišić\6fe90922,hr CRO,DF,Inter,33-009,1989,18.8,653,887,73.6,12137,4378,293,353,83.0,267,342,78.1,83,143,58.0,1,2.9,-1.9,24,34,29,13,77,Matches
399,Diego Perotti\a40d5a0c,ar ARG,FW,Salernitana,33-200,1988,0.3,12,20,60.0,152,22,8,10,80.0,3,4,75.0,0,4,0.0,0,0.1,-0.1,1,1,0,0,0,Matches
400,Mario Perrone\6cd33e2a,it ITA,DF,Salernitana,19-005,2003,0.2,7,9,77.8,116,42,3,3,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
401,Matteo Pessina\780e3631,it ITA,MFFW,Atalanta,24-296,1997,9.4,412,494,83.4,6699,1709,194,222,87.4,178,202,88.1,29,42,69.0,0,0.9,-0.9,15,33,7,0,39,Matches
402,Andrea Petagna\03f946ed,it ITA,FW,Napoli,26-226,1995,5.0,91,123,74.0,1415,168,51,60,85.0,32,40,80.0,6,13,46.2,0,0.5,-0.5,6,3,1,0,3,Matches
403,Giuseppe Pezzella\149c5f5d,it ITA,DF,Atalanta,24-074,1997,8.4,361,463,78.0,5869,1575,191,221,86.4,129,154,83.8,34,64,53.1,1,0.8,+0.2,5,15,4,1,31,Matches
404,Krzysztof Piątek\17f3620a,pl POL,FW,Fiorentina,26-225,1995,0.9,13,15,86.7,215,40,6,6,100.0,7,9,77.8,0,0,,0,0.6,-0.6,3,0,1,0,1,Matches
405,Roberto Piccoli\1cadaf34,it ITA,FW,Genoa,21-015,2001,0.4,4,9,44.4,34,7,3,6,50.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
406,Roberto Piccoli\1cadaf34,it ITA,FW,Atalanta,21-015,2001,2.2,26,44,59.1,352,48,16,25,64.0,9,14,64.3,0,0,,0,0.2,-0.2,3,0,0,0,0,Matches
407,Andrea Pinamonti\08aa9cd1,it ITA,FW,Empoli,22-268,1999,18.9,248,406,61.1,3434,754,161,226,71.2,71,121,58.7,11,23,47.8,1,1.1,-0.1,16,10,11,2,21,Matches
408,Marko Pjaca\2c38b327,hr CRO,FWMF,Torino,26-281,1995,7.6,193,249,77.5,2908,633,117,140,83.6,57,74,77.0,17,23,73.9,0,0.7,-0.7,11,16,12,3,22,Matches
409,Tommaso Pobega\55a1cac2,it ITA,MF,Torino,22-211,1999,14.0,559,669,83.6,10558,3042,240,268,89.6,236,273,86.4,75,102,73.5,1,0.5,+0.5,13,65,11,2,58,Matches
410,Suf Podgoreanu\d697a2d0,il ISR,FW,Spezia,20-022,2002,1.3,39,50,78.0,614,105,23,26,88.5,13,15,86.7,3,7,42.9,1,0.0,+1.0,1,1,1,1,2,Matches
411,Matteo Politano\5e861944,it ITA,FW,Napoli,28-192,1993,12.5,419,575,72.9,6972,2045,224,252,88.9,144,196,73.5,37,89,41.6,2,3.3,-1.3,28,16,19,4,44,Matches
412,Manolo Portanova\c8c0dccd,it ITA,MF,Genoa,21-254,2000,6.3,83,145,57.2,1318,576,48,63,76.2,24,42,57.1,8,32,25.0,0,0.4,-0.4,6,5,2,0,10,Matches
413,Dennis Praet\86695068,be BEL,MFFW,Torino,27-273,1994,11.8,306,414,73.9,4955,1221,171,203,84.2,101,139,72.7,27,52,51.9,1,3.0,-2.0,18,21,20,11,25,Matches
414,Mateusz Praszelik\ec6773f5,pl POL,MF,Hellas Verona,21-138,2000,0.1,5,5,100.0,51,10,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
415,Ivan Provedel\277da414,it ITA,GK,Spezia,27-331,1994,17.0,445,685,65.0,15833,9741,57,58,98.3,152,155,98.1,234,470,49.8,0,0.0,0.0,0,9,0,0,0,Matches
416,Erick Pulgar\4611e028,cl CHI,MF,Fiorentina,28-027,1994,3.8,209,236,88.6,4311,975,63,73,86.3,115,120,95.8,29,38,76.3,1,0.7,+0.3,7,16,2,0,12,Matches
417,Ignacio Pussetto\62437b4f,ar ARG,FWMF,Udinese,26-052,1995,9.3,155,213,72.8,2619,624,80,97,82.5,54,78,69.2,19,25,76.0,1,0.9,+0.1,7,12,5,2,15,Matches
418,Niklas Pyyhtiä\88f53b75,fi FIN,MF,Bologna,18-139,2003,0.2,18,22,81.8,321,88,7,7,100.0,10,12,83.3,1,3,33.3,0,0.0,0.0,0,2,1,0,3,Matches
419,Fabio Quagliarella\ee4f2f3b,it ITA,FW,Sampdoria,39-011,1983,12.7,209,318,65.7,3758,814,100,130,76.9,74,105,70.5,26,49,53.1,2,1.9,+0.1,16,18,10,2,20,Matches
420,Adrien Rabiot\8794e251,fr FRA,MF,Juventus,26-314,1995,13.0,463,563,82.2,7704,1734,222,258,86.0,189,220,85.9,43,64,67.2,1,0.3,+0.7,7,27,6,1,27,Matches
421,Ivan Radovanović\023937a9,rs SRB,MF,Salernitana,33-166,1988,1.0,52,66,78.8,867,197,22,26,84.6,24,27,88.9,4,9,44.4,0,0.1,-0.1,2,0,1,0,5,Matches
422,Ștefan Radu\53de807a,ro ROU,DF,Lazio,35-112,1986,3.5,146,177,82.5,2845,981,51,55,92.7,80,94,85.1,14,24,58.3,0,0.0,0.0,0,13,0,0,12,Matches
423,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,25-261,1996,3.0,58,103,56.3,2274,1581,7,7,100.0,17,17,100.0,34,79,43.0,0,0.0,0.0,0,1,0,0,0,Matches
424,Aaron Ramsey\ef619b0b,wls WAL,MF,Juventus,31-047,1990,1.1,60,67,89.6,1178,274,25,28,89.3,25,27,92.6,10,12,83.3,0,0.1,-0.1,2,5,0,0,4,Matches
425,Luca Ranieri\8c63fae5,it ITA,DF,Salernitana,22-294,1999,17.0,498,706,70.5,8965,4290,210,239,87.9,237,327,72.5,44,111,39.6,0,0.7,-0.7,10,36,17,9,67,Matches
426,Andrea Ranocchia\539230cf,it ITA,DF,Inter,33-360,1988,2.3,111,113,98.2,2608,966,31,33,93.9,51,51,100.0,29,29,100.0,0,0.0,0.0,0,3,1,0,5,Matches
427,Giacomo Raspadori\6e058f06,it ITA,FWMF,Sassuolo,21-358,2000,18.9,499,654,76.3,8508,1341,267,309,86.4,164,201,81.6,55,103,53.4,3,2.5,+0.5,35,21,21,2,36,Matches
428,Ante Rebić\536cebe5,hr CRO,FW,Milan,28-143,1993,6.1,114,178,64.0,1945,573,67,91,73.6,29,49,59.2,16,28,57.1,2,3.0,-1.0,19,12,16,7,21,Matches
429,Arkadiusz Reca\6213fd82,pl POL,DF,Spezia,26-239,1995,10.1,319,435,73.3,5857,2693,154,181,85.1,119,157,75.8,44,78,56.4,1,1.4,-0.4,5,25,9,5,26,Matches
430,Pepe Reina\e358587b,es ESP,GK,Lazio,39-164,1982,15.0,428,525,81.5,11885,7629,100,100,100.0,161,163,98.8,161,256,62.9,1,0.3,+0.7,1,3,0,0,0,Matches
431,Panagiotis Retsos\4bd00a50,gr GRE,DF,Hellas Verona,23-186,1998,0.2,10,14,71.4,212,101,5,5,100.0,3,7,42.9,2,2,100.0,0,0.1,-0.1,1,0,2,0,3,Matches
432,Bryan Reynolds\2306bf5c,us USA,DF,Roma,20-228,2001,0.0,2,2,100.0,34,8,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
433,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,38-310,1983,11.7,355,461,77.0,5826,1565,178,200,89.0,128,154,83.1,33,60,55.0,2,2.6,-0.6,26,32,21,2,47,Matches
434,Samuele Ricci\9823be92,it ITA,MF,Empoli,20-174,2001,17.0,819,922,88.8,16535,3865,267,284,94.0,427,448,95.3,119,167,71.3,1,0.3,+0.7,7,77,7,0,79,Matches
435,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,34-029,1988,1.8,78,93,83.9,1512,273,34,41,82.9,32,36,88.9,10,13,76.9,0,0.0,0.0,2,9,0,0,7,Matches
436,Tomás Rincón\f1cfc209,ve VEN,MF,Sampdoria,34-029,1988,3.3,125,156,80.1,2564,832,53,60,88.3,50,59,84.7,22,34,64.7,0,0.1,-0.1,2,11,1,0,10,Matches
437,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,29-170,1992,15.4,693,808,85.8,13559,4853,274,293,93.5,316,338,93.5,96,161,59.6,0,0.9,-0.9,13,64,5,1,64,Matches
438,Rogério\10e7f486,br BRA,DF,Sassuolo,24-029,1998,16.2,816,988,82.6,14524,4281,370,408,90.7,330,376,87.8,97,170,57.1,1,1.8,-0.8,21,39,21,14,48,Matches
439,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,27-030,1995,12.5,686,775,88.5,14057,4531,189,214,88.3,383,405,94.6,97,128,75.8,0,0.0,0.0,2,50,2,0,53,Matches
440,Simone Romagnoli\09899de8,it ITA,DF,Empoli,32-002,1990,8.8,352,435,80.9,7768,3305,92,104,88.5,194,215,90.2,63,112,56.3,0,0.1,-0.1,3,38,7,0,29,Matches
441,Luka Romero\ca6edaa0,ar ARG,FW,Lazio,17-085,2004,0.2,12,12,100.0,193,23,4,4,100.0,8,8,100.0,0,0,,0,0.0,0.0,1,0,1,1,0,Matches
442,Sergio Romero\1e26e376,ar ARG,GK,Venezia,34-354,1987,13.0,361,489,73.8,10731,6339,74,75,98.7,142,150,94.7,141,260,54.2,0,0.2,-0.2,1,5,0,0,1,Matches
443,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,37-006,1985,0.3,9,12,75.0,114,14,8,10,80.0,1,2,50.0,0,0,,0,0.0,0.0,1,0,0,0,0,Matches
444,Marten de Roon\2a1beb34,nl NED,MFDF,Atalanta,30-319,1991,15.3,757,881,85.9,15061,4657,288,320,90.0,349,377,92.6,111,162,68.5,0,0.4,-0.4,7,91,9,0,74,Matches
445,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,30-290,1991,0.4,11,16,68.8,313,209,2,2,100.0,7,7,100.0,2,7,28.6,0,0.0,0.0,0,0,0,0,0,Matches
446,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,20-069,2001,14.6,699,850,82.2,14551,3531,279,294,94.9,273,304,89.8,140,237,59.1,3,2.2,+0.8,28,57,9,1,48,Matches
447,Amir Rrahmani\4b3e1a38,xk KVX,DF,Napoli,27-352,1994,20.5,1210,1306,92.6,24423,7331,428,447,95.7,595,621,95.8,170,215,79.1,0,0.2,-0.2,5,68,2,0,53,Matches
448,Ruan\a378a02a,br BRA,DF,Sassuolo,22-249,1999,0.0,3,3,100.0,72,3,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
449,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,27-197,1994,5.2,282,308,91.6,6210,1902,69,73,94.5,158,167,94.6,55,68,80.9,0,0.0,0.0,1,17,0,0,15,Matches
450,Matteo Ruggeri\ae9898c5,it ITA,DF,Salernitana,19-215,2002,2.8,42,84,50.0,789,471,19,24,79.2,17,37,45.9,5,17,29.4,0,0.0,0.0,1,1,2,2,3,Matches
451,Mário Rui\0b5a292a,pt POR,DF,Napoli,30-260,1991,20.6,1408,1636,86.1,25590,7938,689,752,91.6,521,580,89.8,181,258,70.2,2,2.5,-0.5,29,78,31,6,92,Matches
452,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,25-314,1996,17.0,1310,1445,90.7,24656,5695,578,625,92.5,511,547,93.4,196,227,86.3,2,2.3,-0.3,26,135,29,4,104,Matches
453,Alessandro Russo\7152082d,it ITA,MF,Salernitana,18-158,2003,0.3,4,6,66.7,28,12,4,4,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches
454,Stefano Sabelli\0ccac09c,it ITA,DF,Genoa,29-029,1993,3.9,96,151,63.6,1687,728,42,58,72.4,47,62,75.8,6,19,31.6,0,0.1,-0.1,2,7,3,0,17,Matches
455,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,22-229,1999,15.5,541,668,81.0,7925,1867,313,358,87.4,173,213,81.2,32,54,59.3,3,3.1,-0.1,27,27,21,5,54,Matches
456,Jacopo Sala\da5a981b,it ITA,MF,Spezia,30-068,1991,8.1,372,437,85.1,6875,1718,164,180,91.1,162,185,87.6,41,60,68.3,0,0.3,-0.3,6,28,5,2,37,Matches
457,Eddie Salcedo\0489bb30,it ITA,MFFW,Spezia,20-133,2001,4.5,95,136,69.9,1731,425,45,66,68.2,32,43,74.4,17,23,73.9,0,0.2,-0.2,5,9,3,1,14,Matches
458,Lazar Samardzic\217c93a1,de GER,MFFW,Udinese,19-352,2002,1.8,73,100,73.0,1473,447,26,34,76.5,29,34,85.3,17,31,54.8,1,0.7,+0.3,8,10,3,0,8,Matches
459,Luigi Samele\548fea2f,it ITA,FW,Sassuolo,19-308,2002,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
460,Antonio Sanabria\0a447501,py PAR,FW,Torino,25-344,1996,16.8,309,409,75.6,4486,385,196,246,79.7,73,102,71.6,22,28,78.6,1,1.4,-0.4,13,11,5,0,11,Matches
461,Alexis Sánchez\2c0f8e9e,cl CHI,FW,Inter,33-054,1988,6.3,221,282,78.4,3960,1023,111,124,89.5,68,88,77.3,33,52,63.5,2,1.3,+0.7,13,19,21,2,40,Matches
462,Alex Sandro\0d82903c,br BRA,DF,Juventus,31-016,1991,13.9,702,833,84.3,13796,4950,252,288,87.5,352,387,91.0,89,131,67.9,0,1.0,-1.0,17,43,23,11,62,Matches
463,Nicola Sansone\7eb97a8e,it ITA,FWMF,Bologna,30-154,1991,7.3,178,254,70.1,2949,893,88,110,80.0,58,75,77.3,19,50,38.0,2,1.3,+0.7,12,14,8,6,13,Matches
464,Federico Santander\df85d472,py PAR,FWDF,Bologna,30-252,1991,0.7,23,34,67.6,367,82,11,18,61.1,8,9,88.9,2,2,100.0,0,0.1,-0.1,1,3,1,1,4,Matches
465,Samir Santos\92b4758e,br BRA,DF,Udinese,27-068,1994,16.8,554,689,80.4,10819,3970,213,232,91.8,266,311,85.5,69,128,53.9,0,0.1,-0.1,3,30,3,2,26,Matches
466,Riccardo Saponara\3bb7af3b,it ITA,FW,Fiorentina,30-052,1991,8.6,273,345,79.1,5353,1637,105,122,86.1,129,155,83.2,36,47,76.6,2,2.0,0.0,10,27,18,2,60,Matches
467,Martin Satriano\86383d0e,it ITA,FWMF,Inter,20-356,2001,0.4,6,10,60.0,70,10,3,6,50.0,2,3,66.7,0,0,,0,0.0,0.0,1,1,0,0,0,Matches
468,Giorgio Scalvini\1e9aa637,it ITA,DFMF,Atalanta,18-062,2003,1.7,71,84,84.5,1232,464,28,30,93.3,38,43,88.4,3,8,37.5,0,0.1,-0.1,2,3,1,0,8,Matches
469,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,23-041,1999,13.5,217,303,71.6,3330,461,129,164,78.7,65,96,67.7,15,25,60.0,0,1.2,-1.2,12,7,10,0,16,Matches
470,Andrea Schiavone\4b55eb4d,it ITA,MF,Salernitana,28-353,1993,6.3,203,244,83.2,4265,1404,75,85,88.2,84,89,94.4,40,62,64.5,0,0.6,-0.6,10,19,4,0,17,Matches
471,David Schnegg\1c341b14,at AUT,DF,Venezia,23-135,1998,1.6,61,85,71.8,1281,604,27,30,90.0,22,31,71.0,12,24,50.0,0,0.0,0.0,1,3,1,0,5,Matches
472,Jerdy Schouten\2cfae697,nl NED,MF,Bologna,25-030,1997,2.3,104,123,84.6,1870,635,44,51,86.3,46,55,83.6,10,10,100.0,1,0.2,+0.8,2,14,1,0,14,Matches
473,Stefano Sensi\b70bde8f,it ITA,MF,Inter,26-190,1995,1.9,106,124,85.5,1791,310,65,72,90.3,30,37,81.1,11,13,84.6,0,0.3,-0.3,4,8,1,1,5,Matches
474,Stefano Sensi\b70bde8f,it ITA,MFFW,Sampdoria,26-190,1995,1.0,25,32,78.1,571,111,4,6,66.7,14,14,100.0,6,9,66.7,0,0.5,-0.5,4,0,2,0,3,Matches
475,Luigi Sepe\343f753a,it ITA,GK,Salernitana,30-279,1991,1.0,20,32,62.5,632,464,7,7,100.0,7,7,100.0,6,18,33.3,0,0.0,0.0,0,1,0,0,0,Matches
476,Laurens Serpe\79d60e74,it ITA,DF,Genoa,21-004,2001,0.5,27,32,84.4,538,100,8,8,100.0,16,16,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,2,Matches
477,Stephan El Shaarawy\d3aaad90,it ITA,DFFW,Roma,29-107,1992,7.8,310,371,83.6,5682,1608,143,164,87.2,131,155,84.5,35,46,76.1,0,1.6,-1.6,17,13,22,4,37,Matches
478,Aimar Sher\ef301f96,se SWE,MF,Spezia,19-053,2002,0.5,18,19,94.7,318,100,9,9,100.0,6,6,100.0,2,2,100.0,0,0.0,0.0,0,1,1,0,3,Matches
479,Eldor Shomurodov\57469b2d,uz UZB,FW,Roma,26-227,1995,6.2,109,163,66.9,1599,455,62,88,70.5,34,47,72.3,7,13,53.8,3,1.4,+1.6,12,9,6,3,7,Matches
480,Alassane Sidibe\f944979d,ci CIV,FW,Atalanta,19-247,2002,0.1,2,3,66.7,24,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
481,Arnór Sigurðsson\f209b81e,is ISL,MFFW,Venezia,22-272,1999,1.9,35,46,76.1,486,118,20,26,76.9,13,14,92.9,1,4,25.0,0,0.0,0.0,1,2,1,0,7,Matches
482,Adrien Silva\d6f88a1d,pt POR,MF,Sampdoria,32-333,1989,12.0,514,605,85.0,10595,2494,175,205,85.4,240,261,92.0,89,116,76.7,1,0.5,+0.5,8,40,6,2,48,Matches
483,Marco Silvestri\0d422df7,it ITA,GK,Udinese,30-346,1991,21.0,404,593,68.1,13316,9310,77,78,98.7,161,161,100.0,165,353,46.7,0,0.1,-0.1,2,10,0,0,0,Matches
484,Giovanni Simeone\343c0d52,ar ARG,FW,Cagliari,26-221,1995,0.1,2,4,50.0,24,10,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
485,Giovanni Simeone\343c0d52,ar ARG,FW,Hellas Verona,26-221,1995,16.6,276,398,69.3,3640,515,183,235,77.9,64,90,71.1,15,27,55.6,2,1.2,+0.8,13,11,7,2,10,Matches
486,Wilfried Singo\8b609c34,ci CIV,DF,Torino,21-048,2000,18.8,703,917,76.7,12707,4460,300,347,86.5,323,408,79.2,70,121,57.9,2,2.0,0.0,18,33,31,13,61,Matches
487,Salvatore Sirigu\10dc46f0,it ITA,GK,Genoa,35-030,1987,24.0,591,851,69.4,18978,11880,103,104,99.0,213,217,98.2,270,523,51.6,0,0.0,0.0,0,6,0,0,0,Matches
488,Leo Skiri Østigård\b35a7399,no NOR,DF,Genoa,22-075,1999,2.3,83,104,79.8,1620,806,34,38,89.5,36,41,87.8,13,24,54.2,0,0.0,0.0,0,2,0,0,9,Matches
489,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,30-282,1991,23.0,574,775,74.1,16880,10068,112,113,99.1,185,188,98.4,241,437,55.1,0,0.0,0.0,0,2,0,0,0,Matches
490,Andreas Skov Olsen\c50cee19,dk DEN,DFFW,Bologna,22-044,1999,8.3,302,393,76.8,4799,1597,163,184,88.6,109,135,80.7,28,61,45.9,1,0.4,+0.6,9,12,7,7,22,Matches
491,Milan Škriniar\30f5ffa9,sk SVK,DF,Inter,27-000,1995,21.0,1165,1252,93.1,23450,6584,424,450,94.2,565,590,95.8,169,196,86.2,0,0.3,-0.3,5,56,9,1,52,Matches
492,Chris Smalling\b6964eb6,eng ENG,DF,Roma,32-081,1989,11.2,373,424,88.0,8651,2060,68,78,87.2,227,247,91.9,77,93,82.8,0,0.1,-0.1,1,11,0,0,11,Matches
493,Brandon Soppy\28f66c2e,fr FRA,DFMF,Udinese,19-355,2002,5.2,110,151,72.8,1773,704,53,62,85.5,46,59,78.0,8,15,53.3,0,0.1,-0.1,4,7,6,1,15,Matches
494,Roberto Soriano\9d4c45d6,it ITA,MFFW,Bologna,31-003,1991,19.3,663,821,80.8,10174,3320,359,402,89.3,233,286,81.5,45,76,59.2,2,2.0,0.0,28,66,29,5,81,Matches
495,Riccardo Sottil\94816803,it ITA,FW,Fiorentina,22-253,1999,8.8,205,257,79.8,4050,497,87,96,90.6,87,110,79.1,29,41,70.7,2,1.4,+0.6,9,5,11,3,14,Matches
496,Matìas Soulé\c13ddd3e,ar ARG,FW,Juventus,18-302,2003,0.1,7,7,100.0,139,22,2,2,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,1,Matches
497,Adama Soumaoro\7b075c75,fr FRA,DF,Bologna,29-238,1992,13.3,569,627,90.7,10422,3112,217,240,90.4,282,305,92.5,59,68,86.8,0,0.1,-0.1,1,25,2,1,30,Matches
498,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,29-277,1992,2.0,33,41,80.5,981,549,1,1,100.0,18,18,100.0,12,20,60.0,0,0.0,0.0,0,0,0,0,0,Matches
499,Luca Stanga\2967bcd0,it ITA,DF,Milan,20-019,2002,0.0,2,2,100.0,37,1,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
500,Petar Stojanović\13b44b02,si SVN,DF,Empoli,26-127,1995,19.4,900,1134,79.4,16368,6962,402,444,90.5,404,483,83.6,91,166,54.8,1,2.0,-1.0,21,58,40,12,104,Matches
501,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,26-329,1995,9.0,243,295,82.4,6412,3469,64,64,100.0,76,79,96.2,96,144,66.7,0,0.0,0.0,0,0,0,0,0,Matches
502,Stefan Strandberg\6d5e62b0,no NOR,DF,Salernitana,31-201,1990,10.4,432,511,84.5,10289,4737,110,124,88.7,205,232,88.4,114,145,78.6,0,0.3,-0.3,3,34,3,1,40,Matches
503,Dávid Strelec\2cb9486d,sk SVK,FWMF,Spezia,20-313,2001,5.3,96,128,75.0,1528,389,52,67,77.6,28,37,75.7,10,14,71.4,0,0.8,-0.8,6,5,5,1,10,Matches
504,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,31-363,1990,7.1,293,358,81.8,5777,1529,112,132,84.8,127,138,92.0,48,73,65.8,0,0.2,-0.2,3,28,1,1,28,Matches
505,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,30-355,1991,7.6,219,291,75.3,3620,1479,113,126,89.7,80,106,75.5,19,48,39.6,1,0.9,+0.1,11,10,5,2,11,Matches
506,Leo Štulac\92948398,si SVN,MF,Empoli,27-138,1994,6.7,287,361,79.5,5814,1845,96,105,91.4,141,157,89.8,42,82,51.2,2,0.3,+1.7,6,28,6,1,31,Matches
507,Stefano Sturaro\2334478a,it ITA,MF,Genoa,28-339,1993,13.2,254,385,66.0,4370,1489,123,163,75.5,89,122,73.0,31,61,50.8,0,0.4,-0.4,5,18,7,2,32,Matches
508,Isaac Success\f573a8bf,ng NGA,FWMF,Udinese,26-035,1996,4.8,95,145,65.5,1607,323,48,71,67.6,32,44,72.7,10,18,55.6,2,1.3,+0.7,8,3,2,0,7,Matches
509,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,21-361,2000,0.2,3,4,75.0,37,3,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
510,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,22-041,2000,4.5,164,208,78.8,3093,836,67,83,80.7,64,78,82.1,28,38,73.7,0,0.0,0.0,0,5,2,2,7,Matches
511,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,23-037,1999,19.7,518,717,72.2,9078,2626,266,304,87.5,161,220,73.2,70,144,48.6,2,2.4,-0.4,24,51,19,4,52,Matches
512,Michael Svoboda\8abd174d,at AUT,DF,Venezia,23-119,1998,6.6,312,347,89.9,6919,2621,86,92,93.5,168,178,94.4,57,68,83.8,0,0.0,0.0,0,15,1,0,24,Matches
513,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,31-299,1990,21.0,520,626,83.1,14816,7541,74,75,98.7,243,245,99.2,199,300,66.3,0,0.1,-0.1,1,1,0,0,0,Matches
514,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,28-007,1994,15.3,586,735,79.7,10697,3265,253,298,84.9,244,292,83.6,72,117,61.5,0,0.6,-0.6,12,51,11,1,75,Matches
515,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,36-002,1986,6.0,162,206,78.6,4995,3138,24,24,100.0,75,75,100.0,63,107,58.9,0,0.0,0.0,0,0,0,0,0,Matches
516,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,31-340,1990,18.8,747,896,83.4,22284,11348,106,107,99.1,325,328,99.1,314,457,68.7,0,0.0,0.0,0,8,0,0,1,Matches
517,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,22-178,1999,2.2,150,179,83.8,2837,1005,67,70,95.7,60,69,87.0,22,36,61.1,1,0.4,+0.6,4,5,6,5,9,Matches
518,Tanner Tessmann\ac277993,us USA,MF,Venezia,20-140,2001,5.9,136,177,76.8,2846,706,53,64,82.8,54,64,84.4,27,43,62.8,0,0.1,-0.1,2,17,1,0,13,Matches
519,Arthur Theate\df8d6029,be BEL,DF,Bologna,21-262,2000,16.1,811,964,84.1,16495,5916,289,310,93.2,398,439,90.7,119,196,60.7,1,0.2,+0.8,4,76,8,2,63,Matches
