,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
101,Ben Davies\44781702,wls WAL,DF,Tottenham,28-293,1993,12,11,1021,11.3,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,1.2,1.2,0.5,1.6,0.10,0.04,0.14,0.10,0.14,Matches
102,Tom Davies\9228b07c,eng ENG,MF,Everton,23-226,1998,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.00,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.00,0.52,0.52,0.52,Matches
103,Keinan Davis\9deaf2c8,eng ENG,FW,Aston Villa,23-363,1998,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
104,Craig Dawson\3e9e06cb,eng ENG,DF,West Ham,31-281,1990,21,17,1613,17.9,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.5,1.5,0.5,2.0,0.09,0.03,0.11,0.09,0.11,Matches
105,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,30-228,1991,18,13,1187,13.2,7,2,7,0,0,0,0,0.53,0.15,0.68,0.53,0.68,3.2,3.2,4.6,7.8,0.25,0.35,0.59,0.25,0.59,Matches
106,Troy Deeney\82e34b69,eng ENG,FW,Watford,33-227,1988,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,1.45,0.32,1.77,1.45,1.77,Matches
107,Fabian Delph\111c3236,eng ENG,MF,Everton,32-082,1989,6,3,249,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches
108,Leander Dendoncker\5a7301ae,be BEL,MF,Wolves,26-302,1995,18,10,969,10.8,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.9,0.9,0.8,1.7,0.08,0.07,0.16,0.08,0.16,Matches
109,Emmanuel Dennis\2c44a35d,ng NGA,FWMF,Watford,24-088,1997,20,19,1553,17.3,8,5,8,0,0,8,1,0.46,0.29,0.75,0.46,0.75,4.4,4.4,2.2,6.6,0.25,0.13,0.38,0.25,0.38,Matches
110,Kiernan Dewsbury Hall\5c74c0f5,eng ENG,MF,Leicester City,23-158,1998,12,7,705,7.8,0,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.7,0.7,1.0,1.7,0.08,0.13,0.22,0.08,0.22,Matches
111,Ibrahima Diallo\11ff3d56,fr FRA,MF,Southampton,22-340,1999,17,7,740,8.2,0,2,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.4,0.4,0.9,1.3,0.05,0.11,0.16,0.05,0.16,Matches
112,Raphael Dias Belloli\3423f250,br BRA,MFFW,Leeds United,25-059,1996,20,20,1707,19.0,8,2,5,3,3,4,0,0.42,0.11,0.53,0.26,0.37,6.7,4.4,4.4,8.8,0.35,0.23,0.58,0.23,0.46,Matches
113,Rúben Dias\31c69ef1,pt POR,DF,Manchester City,24-273,1997,22,21,1862,20.7,2,2,2,0,0,4,0,0.10,0.10,0.19,0.10,0.19,1.4,1.4,1.4,2.8,0.07,0.07,0.13,0.07,0.13,Matches
114,Luis Díaz\4a1a9578,co COL,FW,Liverpool,25-029,1997,1,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.44,0.00,0.44,0.44,0.44,Matches
115,Eric Dier\ac861941,eng ENG,DF,Tottenham,28-027,1994,19,19,1631,18.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.3,1.7,0.02,0.07,0.09,0.02,0.09,Matches
116,Lucas Digne\1b84dbe1,fr FRA,DF,Aston Villa,28-206,1993,3,3,270,3.0,0,1,0,0,0,1,0,0.00,0.33,0.33,0.00,0.33,0.3,0.3,0.4,0.7,0.10,0.13,0.23,0.10,0.23,Matches
117,Lucas Digne\1b84dbe1,fr FRA,DF,Everton,28-206,1993,13,13,1170,13.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16,Matches
118,Virgil van Dijk\e06683ca,nl NED,DF,Liverpool,30-218,1991,21,21,1890,21.0,2,1,2,0,0,2,0,0.10,0.05,0.14,0.10,0.14,1.8,1.8,0.3,2.1,0.08,0.01,0.10,0.08,0.10,Matches
119,Issa Diop\a712ca2b,fr FRA,DF,West Ham,25-033,1997,8,8,716,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
120,Moussa Djenepo\254147d4,ml MLI,MF,Southampton,23-241,1998,8,5,430,4.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,1.7,0.31,0.05,0.36,0.31,0.36,Matches
121,Lewis Dobbin\e814e1cf,eng ENG,FWMF,Everton,19-039,2003,3,0,32,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
122,Matt Doherty\d557d734,ie IRL,DFMF,Tottenham,30-026,1992,6,1,237,2.6,0,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,1.1,1.1,0.3,1.4,0.43,0.11,0.54,0.43,0.54,Matches
123,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,24-054,1997,19,19,1656,18.4,3,0,3,0,0,5,1,0.16,0.00,0.16,0.16,0.16,1.9,1.9,0.7,2.6,0.10,0.04,0.14,0.10,0.14,Matches
124,Abdoulaye Doucouré\02b29014,fr FRA,MF,Everton,29-041,1993,16,16,1414,15.7,2,4,2,0,0,4,0,0.13,0.25,0.38,0.13,0.38,1.9,1.9,1.2,3.1,0.12,0.07,0.20,0.12,0.20,Matches
125,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,24-124,1997,9,4,342,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.7,0.04,0.15,0.19,0.04,0.19,Matches
126,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,20-065,2001,3,1,128,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
127,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,33-027,1989,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
128,Shane Duffy\7314bba4,ie IRL,DF,Brighton,30-041,1992,14,12,1165,12.9,1,0,1,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.8,0.8,0.1,0.9,0.06,0.01,0.07,0.06,0.07,Matches
129,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,30-138,1991,2,2,152,1.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
130,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,30-082,1991,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,Matches
131,Ederson\3bb7b8b4,br BRA,GK,Manchester City,28-178,1993,23,23,2070,23.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
132,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,24-026,1998,20,14,1173,13.0,6,3,5,1,1,1,0,0.46,0.23,0.69,0.38,0.61,6.3,5.6,1.7,7.3,0.49,0.13,0.62,0.43,0.56,Matches
133,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19-290,2002,6,3,256,2.8,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.0,1.0,0.1,1.1,0.34,0.05,0.39,0.34,0.39,Matches
134,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18-313,2003,5,3,282,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.22,0.10,0.32,0.22,0.32,Matches
135,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29-215,1992,7,1,176,2.0,0,1,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.0,0.0,0.2,0.2,0.01,0.08,0.09,0.01,0.09,Matches
136,Mohamed Elyounoussi\68dc0dac,no NOR,MF,Southampton,27-191,1994,16,11,1040,11.6,3,0,3,0,0,3,0,0.26,0.00,0.26,0.26,0.26,3.4,3.4,1.1,4.4,0.29,0.10,0.39,0.29,0.39,Matches
137,Emerson\df8b52a5,br BRA,DF,Tottenham,23-028,1999,16,15,1328,14.8,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,1.5,2.0,0.03,0.10,0.13,0.03,0.13,Matches
138,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,26-094,1995,6,4,371,4.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
139,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,34-039,1988,10,9,752,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,0.5,1.2,0.09,0.05,0.14,0.09,0.14,Matches
140,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23-227,1998,5,1,136,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.06,0.09,0.03,0.09,Matches
141,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,36-299,1985,23,23,2070,23.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
142,Fabinho\7f3b388c,br BRA,MF,Liverpool,28-111,1993,17,16,1432,15.9,3,1,2,1,1,4,0,0.19,0.06,0.25,0.13,0.19,1.7,0.9,0.7,1.6,0.11,0.04,0.15,0.06,0.10,Matches
143,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,31-009,1991,15,14,1128,12.5,0,3,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.0,0.0,1.1,1.1,0.00,0.09,0.09,0.00,0.09,Matches
144,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,21-128,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
145,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,27-156,1994,22,21,1858,20.6,7,5,7,0,1,6,0,0.34,0.24,0.58,0.34,0.58,4.8,4.1,6.5,10.5,0.23,0.31,0.55,0.20,0.51,Matches
146,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23-304,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,32-355,1989,7,5,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13,Matches
148,Fernandinho\101da2b5,br BRA,MF,Manchester City,36-283,1985,12,5,520,5.8,1,1,1,0,0,1,0,0.17,0.17,0.35,0.17,0.35,0.8,0.8,0.8,1.6,0.13,0.13,0.27,0.13,0.27,Matches
149,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,30-132,1991,14,7,665,7.4,4,3,4,0,0,2,0,0.54,0.41,0.95,0.54,0.95,4.5,4.5,2.0,6.4,0.60,0.27,0.87,0.60,0.87,Matches
150,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,25-173,1996,14,11,927,10.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.05,0.06,0.11,0.05,0.11,Matches
151,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,26-132,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.16,0.00,1.16,1.16,1.16,Matches
152,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21-259,2000,16,13,1168,13.0,5,3,5,0,0,0,0,0.39,0.23,0.62,0.39,0.62,5.4,5.4,4.3,9.7,0.41,0.33,0.75,0.41,0.75,Matches
153,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,25-354,1996,22,20,1693,18.8,5,2,5,0,0,3,0,0.27,0.11,0.37,0.27,0.37,3.2,3.2,2.8,6.0,0.17,0.15,0.32,0.17,0.32,Matches
154,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,30-126,1991,13,10,858,9.5,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.0,1.2,0.02,0.10,0.12,0.02,0.12,Matches
155,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22-238,1999,7,1,209,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Matches
156,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33-331,1988,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
157,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38-314,1983,11,11,990,11.0,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
158,Ryan Fraser\d56543a0,sct SCO,MFFW,Newcastle Utd,27-352,1994,17,10,845,9.4,1,1,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,1.3,1.3,1.2,2.5,0.14,0.12,0.26,0.14,0.26,Matches
159,Fred\b853e0ad,br BRA,MF,Manchester Utd,28-343,1993,18,17,1427,15.9,2,3,2,0,0,4,0,0.13,0.19,0.32,0.13,0.32,0.6,0.6,1.6,2.2,0.04,0.10,0.14,0.04,0.14,Matches
160,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,29-124,1992,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
161,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,18-169,2003,1,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches
162,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,22-005,2000,20,20,1750,19.4,7,3,7,0,0,6,0,0.36,0.15,0.51,0.36,0.51,4.4,4.4,3.1,7.5,0.23,0.16,0.39,0.23,0.39,Matches
163,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,31-117,1990,4,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.14,0.05,0.19,0.14,0.19,Matches
164,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,26-139,1995,3,1,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,31-096,1990,23,23,2070,23.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,Joe Gelhardt\01962d0d,eng ENG,FW,Leeds United,19-283,2002,8,2,318,3.5,1,1,1,0,0,2,0,0.28,0.28,0.57,0.28,0.57,1.1,1.1,0.2,1.3,0.31,0.06,0.37,0.31,0.37,Matches
167,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26-284,1995,9,4,386,4.3,1,1,0,1,1,2,0,0.23,0.23,0.47,0.00,0.23,1.1,0.3,0.4,0.7,0.25,0.09,0.33,0.07,0.16,Matches
168,Saman Ghoddos\f7b1d4e0,ir IRN,MFDF,Brentford,28-158,1993,13,3,418,4.6,1,1,1,0,0,2,0,0.22,0.22,0.43,0.22,0.43,0.6,0.6,1.2,1.9,0.13,0.26,0.40,0.13,0.40,Matches
169,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,26-117,1995,11,7,546,6.1,0,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,0.1,0.1,0.3,0.4,0.01,0.05,0.06,0.01,0.06,Matches
170,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,22-015,2000,2,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.22,0.00,1.22,1.22,1.22,Matches
171,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,29-027,1993,19,19,1684,18.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.2,0.06,0.00,0.06,0.06,0.06,Matches
172,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20-245,2001,13,12,1080,12.0,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.1,1.4,0.03,0.09,0.12,0.03,0.12,Matches
173,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,24-027,1998,17,17,1489,16.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.7,1.7,0.06,0.04,0.10,0.06,0.10,Matches
174,André Gomes\1961b2aa,pt POR,MF,Everton,28-196,1993,10,5,455,5.1,0,1,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,0.2,0.8,0.12,0.04,0.16,0.12,0.16,Matches
175,Toti Gomes\f0caab96,pt POR,DF,Wolves,23-026,1999,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
176,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24-264,1997,4,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
177,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,26-192,1995,6,4,450,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.03,0.07,0.10,0.03,0.10,Matches
178,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20-352,2001,18,10,1006,11.2,2,1,2,0,0,1,0,0.18,0.09,0.27,0.18,0.27,1.6,1.6,1.5,3.1,0.15,0.13,0.28,0.15,0.28,Matches
179,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,17-129,2004,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,4.48,0.00,4.48,4.48,4.48,Matches
180,Dan Gosling\7fec31a0,eng ENG,MF,Watford,32-010,1990,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
181,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25-228,1996,20,19,1530,17.0,5,2,5,0,0,3,0,0.29,0.12,0.41,0.29,0.41,2.9,2.9,2.6,5.5,0.17,0.15,0.32,0.17,0.32,Matches
182,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,26-154,1995,17,15,1266,14.1,2,2,2,0,0,1,0,0.14,0.14,0.28,0.14,0.28,4.0,4.0,3.3,7.3,0.28,0.24,0.52,0.28,0.52,Matches
183,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,20-133,2001,18,16,1271,14.1,5,1,5,0,0,1,0,0.35,0.07,0.42,0.35,0.42,4.6,4.6,1.6,6.1,0.32,0.11,0.43,0.32,0.43,Matches
184,Sam Greenwood\f3354c07,eng ENG,MF,Leeds United,20-016,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
185,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30-241,1991,15,13,1049,11.7,0,2,0,0,1,0,0,0.00,0.17,0.17,0.00,0.17,1.7,1.0,2.5,3.5,0.15,0.21,0.36,0.08,0.30,Matches
186,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,35-032,1987,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
187,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21-213,2000,22,22,1980,22.0,2,0,2,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.5,1.5,0.0,1.6,0.07,0.00,0.07,0.07,0.07,Matches
188,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,24-087,1997,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,25.86,25.86,0.00,25.86,Matches
189,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,31-110,1990,16,12,1083,12.0,4,3,4,0,0,1,0,0.33,0.25,0.58,0.33,0.58,5.2,5.2,2.4,7.7,0.43,0.20,0.64,0.43,0.64,Matches
190,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,26-020,1996,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
191,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,30-083,1991,19,19,1637,18.2,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.2,1.1,0.05,0.01,0.06,0.05,0.06,Matches
192,Jack Harrison\aa849a12,eng ENG,MFFW,Leeds United,25-083,1996,19,17,1436,16.0,4,1,4,0,0,2,0,0.25,0.06,0.31,0.25,0.31,2.2,2.2,1.6,3.8,0.14,0.10,0.24,0.14,0.24,Matches
193,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26-210,1995,7,4,397,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Matches
194,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22-245,1999,16,12,945,10.5,2,1,2,0,0,0,0,0.19,0.10,0.29,0.19,0.29,3.1,3.1,0.7,3.8,0.29,0.07,0.36,0.29,0.36,Matches
195,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26-326,1995,14,12,1002,11.1,1,0,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches
196,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,26-016,1996,14,11,979,10.9,4,0,4,0,0,1,0,0.37,0.00,0.37,0.37,0.37,2.2,2.2,1.0,3.2,0.20,0.09,0.29,0.20,0.29,Matches
197,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31-239,1990,20,18,1567,17.4,2,3,2,0,0,2,0,0.11,0.17,0.29,0.11,0.29,1.3,1.3,2.4,3.6,0.07,0.14,0.21,0.07,0.21,Matches
198,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,30-011,1992,3,0,72,0.8,1,0,1,0,0,0,0,1.25,0.00,1.25,1.25,1.25,0.0,0.0,0.0,0.1,0.04,0.06,0.10,0.04,0.10,Matches
199,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,35-018,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
200,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24-218,1997,20,19,1564,17.4,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.6,2.0,0.08,0.04,0.12,0.08,0.12,Matches
201,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29-218,1992,18,18,1573,17.5,9,3,9,0,0,0,0,0.51,0.17,0.69,0.51,0.69,7.4,7.4,3.5,10.9,0.42,0.20,0.63,0.42,0.63,Matches
202,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,20-024,2002,6,2,194,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
203,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,26-144,1995,7,4,430,4.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
204,Mason Holgate\d0042ab9,eng ENG,DF,Everton,25-112,1996,10,8,788,8.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches
205,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,21-096,2000,15,11,962,10.7,1,2,1,0,0,1,0,0.09,0.19,0.28,0.09,0.28,2.1,2.1,2.3,4.4,0.20,0.21,0.41,0.20,0.41,Matches
206,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26-300,1995,9,8,665,7.4,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.6,0.7,0.02,0.08,0.10,0.02,0.10,Matches
207,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,26-190,1995,20,20,1756,19.5,2,1,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,1.6,1.6,1.0,2.5,0.08,0.05,0.13,0.08,0.13,Matches
208,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20-337,2001,17,6,625,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,2.0,2.0,0.6,2.6,0.29,0.09,0.38,0.29,0.38,Matches
209,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,25-131,1996,15,6,623,6.9,2,4,2,0,0,0,0,0.29,0.58,0.87,0.29,0.87,2.1,2.1,2.2,4.3,0.31,0.31,0.62,0.31,0.62,Matches
210,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29-203,1992,16,13,1120,12.4,4,2,3,1,1,2,0,0.32,0.16,0.48,0.24,0.40,3.2,2.5,0.7,3.2,0.26,0.06,0.32,0.20,0.26,Matches
