,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
211,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,25-284,1996,13,7,714,7.9,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,1.0,1.0,1.1,2.2,0.13,0.14,0.27,0.13,0.27,Matches
212,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,24-093,1997,18,16,1335,14.8,4,1,4,0,0,3,0,0.27,0.07,0.34,0.27,0.34,3.7,3.7,1.4,5.1,0.25,0.09,0.34,0.25,0.34,Matches
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,24-093,1997,2,2,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,Matches
214,Reece James\1265a93a,eng ENG,DF,Chelsea,22-065,1999,16,14,1114,12.4,4,5,4,0,0,4,1,0.32,0.40,0.73,0.32,0.73,1.7,1.7,3.4,5.1,0.14,0.27,0.41,0.14,0.41,Matches
215,Vitaly Janelt\8449d35e,de GER,MF,Brentford,23-277,1998,18,16,1349,15.0,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.5,1.5,1.5,3.1,0.10,0.10,0.21,0.10,0.21,Matches
216,Pontus Jansson\172e52d8,se SWE,DF,Brentford,30-363,1991,24,24,2151,23.9,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,0.4,2.0,0.06,0.02,0.08,0.06,0.08,Matches
217,Mathias Jensen\0f134faf,dk DEN,MF,Brentford,26-041,1996,18,11,939,10.4,0,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,1.2,1.2,1.9,3.1,0.11,0.18,0.29,0.11,0.29,Matches
218,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24-314,1997,19,15,1324,14.7,2,7,2,0,0,0,0,0.14,0.48,0.61,0.14,0.61,5.3,5.3,3.4,8.7,0.36,0.23,0.59,0.36,0.59,Matches
219,Raúl Jiménez\b561db50,mx MEX,FW,Wolves,30-282,1991,20,19,1643,18.3,4,2,3,1,1,6,1,0.22,0.11,0.33,0.16,0.27,4.3,3.8,1.7,5.6,0.24,0.10,0.33,0.21,0.30,Matches
220,Joelinton\c17bfb65,br BRA,MFFW,Newcastle Utd,25-181,1996,21,16,1434,15.9,1,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,2.4,2.4,1.1,3.5,0.15,0.07,0.22,0.15,0.22,Matches
221,Ben Johnson\9319781b,eng ENG,DF,West Ham,22-018,2000,11,10,801,8.9,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
222,Curtis Jones\4fb9c88f,eng ENG,MF,Liverpool,21-012,2001,9,6,561,6.2,1,1,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,0.5,0.5,0.2,0.7,0.08,0.04,0.12,0.08,0.12,Matches
223,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,29-355,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches
224,Jorginho\45db685d,it ITA,MF,Chelsea,30-053,1991,20,17,1525,16.9,6,1,0,6,6,4,0,0.35,0.06,0.41,0.00,0.06,4.9,0.3,2.1,2.4,0.29,0.12,0.41,0.02,0.14,Matches
225,Diogo Jota\178ae8f8,pt POR,FW,Liverpool,25-069,1996,22,19,1633,18.1,12,1,12,0,0,1,0,0.66,0.06,0.72,0.66,0.72,12.7,12.7,4.0,16.7,0.70,0.22,0.92,0.70,0.92,Matches
226,James Justin\fb614c44,eng ENG,DF,Leicester City,23-353,1998,3,2,218,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.11,0.11,0.00,0.11,Matches
227,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,31-294,1990,7,5,428,4.8,1,0,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,Matches
228,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,21-323,2000,9,9,742,8.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.03,0.02,0.03,Matches
229,Christian Kabasele\914ab9a1,be BEL,DF,Watford,30-352,1991,4,3,293,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.07,0.01,0.08,0.07,0.08,Matches
230,Hassane Kamara\19a12bed,ci CIV,DF,Watford,27-145,1994,4,4,353,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.00,0.04,0.04,0.00,0.04,Matches
231,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,28-198,1993,20,19,1702,18.9,5,2,4,1,1,3,0,0.26,0.11,0.37,0.21,0.32,9.1,8.4,3.9,12.2,0.48,0.20,0.69,0.44,0.65,Matches
232,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,30-319,1991,15,11,959,10.7,2,2,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,0.9,0.9,0.9,1.8,0.08,0.08,0.17,0.08,0.17,Matches
233,Edo Kayembe\f99b71de,cd COD,MF,Watford,23-192,1998,4,4,325,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.02,0.11,0.13,0.02,0.13,Matches
234,Moise Kean\3d50bcdb,it ITA,FW,Everton,21-348,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
235,Michael Keane\c5b7c315,eng ENG,DF,Everton,29-031,1993,20,20,1800,20.0,1,2,1,0,0,1,0,0.05,0.10,0.15,0.05,0.15,0.8,0.8,0.6,1.4,0.04,0.03,0.07,0.04,0.07,Matches
236,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,27-001,1995,11,6,527,5.9,2,1,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,1.1,1.1,0.9,2.0,0.18,0.16,0.35,0.18,0.35,Matches
237,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,23-080,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
238,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,24-333,1997,4,3,266,3.0,0,1,0,0,0,1,0,0.00,0.34,0.34,0.00,0.34,0.0,0.0,0.2,0.2,0.01,0.06,0.07,0.01,0.07,Matches
239,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,24-264,1997,22,22,1979,22.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.0,0.8,0.04,0.00,0.04,0.04,0.04,Matches
240,Joshua King\43458538,no NOR,FW,Watford,30-027,1992,20,19,1626,18.1,5,3,4,1,1,4,0,0.28,0.17,0.44,0.22,0.39,7.1,6.4,2.7,9.0,0.39,0.15,0.54,0.35,0.50,Matches
241,Mateusz Klich\282679b4,pl POL,MF,Leeds United,31-243,1990,17,14,1199,13.3,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,1.9,1.9,1.8,3.7,0.14,0.14,0.28,0.14,0.28,Matches
242,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,25-209,1996,6,6,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches
243,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,28-236,1993,2,1,91,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
244,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,22-262,1999,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,Matches
245,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,24-111,1997,21,21,1798,20.0,2,0,2,0,0,5,2,0.10,0.00,0.10,0.10,0.10,1.4,1.4,0.2,1.6,0.07,0.01,0.08,0.07,0.08,Matches
246,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,32-052,1989,17,15,1320,14.7,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05,Matches
247,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,27-281,1994,16,12,1127,12.5,2,5,2,0,0,3,0,0.16,0.40,0.56,0.16,0.56,1.2,1.2,2.6,3.8,0.10,0.20,0.30,0.10,0.30,Matches
248,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,27-193,1994,7,6,542,6.0,0,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,0.1,0.1,0.6,0.7,0.02,0.09,0.12,0.02,0.12,Matches
249,Alex Král\e717705a,cz CZE,MF,West Ham,23-268,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
250,Tim Krul\f23f9d20,nl NED,GK,Norwich City,33-314,1988,19,19,1710,19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
251,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,34-350,1987,19,16,1440,16.0,1,0,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,1.6,1.6,0.7,2.3,0.10,0.04,0.14,0.10,0.14,Matches
252,Dejan Kulusevski\df3cda47,se SWE,FWMF,Tottenham,21-292,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.19,0.19,0.00,0.19,Matches
253,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,30-259,1991,17,12,1034,11.5,3,4,2,1,2,0,0,0.26,0.35,0.61,0.17,0.52,5.2,3.6,1.2,4.8,0.45,0.10,0.55,0.32,0.42,Matches
254,Adam Lallana\99813635,eng ENG,MF,Brighton,33-277,1988,18,16,1364,15.2,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,0.5,1.7,0.07,0.04,0.11,0.07,0.11,Matches
255,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,21-134,2000,15,8,815,9.1,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,1.2,1.6,0.05,0.13,0.18,0.05,0.18,Matches
256,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,28-361,1993,18,8,892,9.9,4,2,2,2,2,1,0,0.40,0.20,0.61,0.20,0.40,2.0,0.4,1.9,2.4,0.20,0.19,0.39,0.05,0.24,Matches
257,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,27-260,1994,20,20,1720,19.1,3,0,3,0,0,5,1,0.16,0.00,0.16,0.16,0.16,3.0,3.0,0.2,3.2,0.16,0.01,0.17,0.16,0.17,Matches
258,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,28-092,1993,18,18,1597,17.7,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.3,1.0,0.04,0.02,0.06,0.04,0.06,Matches
259,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,28-262,1993,18,15,1325,14.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.0,2.0,0.07,0.07,0.14,0.07,0.14,Matches
260,Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,34-301,1987,11,5,444,4.9,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches
261,Bernd Leno\2628fd2b,de GER,GK,Arsenal,29-344,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
262,Jamal Lewis\efb9215a,nir NIR,DF,Newcastle Utd,24-017,1998,5,4,262,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
263,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,27-209,1994,15,14,1267,14.1,0,2,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
264,Jesse Lingard\810e3c74,eng ENG,FW,Manchester Utd,29-058,1992,10,0,108,1.2,2,0,2,0,0,0,0,1.67,0.00,1.67,1.67,1.67,0.3,0.3,0.1,0.4,0.28,0.08,0.36,0.28,0.36,Matches
265,Valentino Livramento\afed6722,eng ENG,DF,Southampton,19-091,2002,18,18,1615,17.9,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,1.4,2.0,0.04,0.08,0.11,0.04,0.11,Matches
266,Diego Llorente\bba30585,es ESP,DF,Leeds United,28-179,1993,16,16,1356,15.1,2,0,2,0,0,6,0,0.13,0.00,0.13,0.13,0.13,0.8,0.8,0.1,0.9,0.05,0.00,0.06,0.05,0.06,Matches
267,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,35-047,1986,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02,Matches
268,Giovani Lo Celso\d7553721,ar ARG,MFFW,Tottenham,25-308,1996,9,2,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.4,0.28,0.24,0.52,0.28,0.52,Matches
269,Jürgen Locadia\6cc47ae1,nl NED,FW,Brighton,28-096,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.45,0.00,0.45,0.45,0.45,Matches
270,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Chelsea,26-019,1996,12,7,697,7.7,0,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.9,0.9,0.8,1.7,0.12,0.10,0.22,0.12,0.22,Matches
271,Shane Long\9f472354,ie IRL,FWMF,Southampton,35-020,1987,4,1,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.25,0.00,0.25,0.25,0.25,Matches
272,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,24-104,1997,15,10,985,10.9,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.1,1.1,0.4,1.5,0.10,0.04,0.14,0.10,0.14,Matches
273,Ademola Lookman\7c104bb7,eng ENG,FWMF,Leicester City,24-114,1997,15,11,956,10.6,3,0,3,0,0,1,0,0.28,0.00,0.28,0.28,0.28,2.9,2.9,1.4,4.3,0.27,0.13,0.40,0.27,0.40,Matches
274,Jonas Lössl\939bc634,dk DEN,GK,Brentford,33-010,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
275,Imran Louza\e1df6989,ma MAR,MF,Watford,22-286,1999,8,6,437,4.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.10,0.13,0.03,0.13,Matches
276,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,32-247,1989,17,17,1514,16.8,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,0.5,0.5,1.1,1.7,0.03,0.07,0.10,0.03,0.10,Matches
277,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,23-278,1998,18,17,1502,16.7,0,3,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.9,2.3,0.02,0.12,0.14,0.02,0.14,Matches
278,Romelu Lukaku\5eae500a,be BEL,FW,Chelsea,28-274,1993,16,11,1089,12.1,5,0,5,0,0,0,0,0.41,0.00,0.41,0.41,0.41,4.5,4.5,2.2,6.7,0.37,0.18,0.55,0.37,0.55,Matches
279,Lyanco\b5bf1770,br BRA,DF,Southampton,25-010,1997,11,5,551,6.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
280,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,23-049,1998,17,8,848,9.4,4,2,3,1,1,1,0,0.42,0.21,0.64,0.32,0.53,2.9,2.1,1.0,3.1,0.30,0.11,0.41,0.22,0.33,Matches
281,James Maddison\ee38d9c5,eng ENG,MFFW,Leicester City,25-080,1996,21,17,1431,15.9,6,3,6,0,0,2,0,0.38,0.19,0.57,0.38,0.57,5.1,5.1,2.6,7.7,0.32,0.16,0.48,0.32,0.48,Matches
282,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,28-343,1993,19,18,1594,17.7,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.0,0.9,0.05,0.00,0.05,0.05,0.05,Matches
283,Riyad Mahrez\892d5bb1,dz ALG,FW,Manchester City,30-355,1991,17,9,913,10.1,7,4,4,3,3,0,0,0.69,0.39,1.08,0.39,0.79,5.8,3.5,3.0,6.6,0.57,0.30,0.87,0.35,0.65,Matches
284,Ainsley Maitland-Niles\e3a5814e,eng ENG,MF,Arsenal,24-166,1997,8,2,268,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.12,0.13,0.01,0.13,Matches
285,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,29-307,1992,20,19,1711,19.0,8,1,8,0,0,2,0,0.42,0.05,0.47,0.42,0.47,10.3,10.3,2.9,13.2,0.54,0.15,0.70,0.54,0.70,Matches
286,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,27-282,1994,14,12,1064,11.8,1,2,1,0,0,5,0,0.08,0.17,0.25,0.08,0.25,0.5,0.5,0.3,0.8,0.04,0.03,0.07,0.04,0.07,Matches
287,Fernando Marçal\9ae9eaea,br BRA,DF,Wolves,32-357,1989,12,12,1016,11.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches
288,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,27-206,1994,18,8,901,10.0,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.9,0.9,1.4,2.3,0.09,0.14,0.23,0.09,0.23,Matches
289,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,28-164,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21,Matches
290,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,26-068,1995,8,2,212,2.4,1,0,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,0.5,0.5,0.1,0.6,0.20,0.06,0.26,0.20,0.26,Matches
291,Martinelli\48a5a5d6,br BRA,FWMF,Arsenal,20-238,2001,15,11,937,10.4,4,2,4,0,0,3,1,0.38,0.19,0.58,0.38,0.58,3.3,3.3,1.0,4.3,0.32,0.10,0.41,0.32,0.41,Matches
292,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,29-162,1992,21,21,1890,21.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
293,Adam Masina\de0f152c,ma MAR,DF,Watford,28-040,1994,11,11,866,9.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.05,0.08,0.02,0.08,Matches
294,Arthur Masuaku\57df7a11,cd COD,DFFW,West Ham,28-096,1993,11,4,505,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,0.1,0.1,0.9,1.0,0.02,0.16,0.17,0.02,0.17,Matches
295,Jean-Philippe Mateta\50e6dc35,fr FRA,FW,Crystal Palace,24-228,1997,8,4,380,4.2,1,1,1,0,0,1,0,0.24,0.24,0.47,0.24,0.47,0.8,0.8,0.9,1.7,0.18,0.22,0.40,0.18,0.40,Matches
296,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,33-194,1988,13,8,764,8.5,0,2,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.1,0.1,0.8,0.9,0.01,0.10,0.11,0.01,0.11,Matches
297,Joël Matip\b217ef29,cm CMR,DF,Liverpool,30-187,1991,18,18,1620,18.0,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,1.6,1.6,0.8,2.4,0.09,0.04,0.13,0.09,0.13,Matches
298,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,25-181,1996,20,17,1496,16.6,7,2,6,1,1,4,0,0.42,0.12,0.54,0.36,0.48,5.6,4.8,1.6,6.4,0.34,0.09,0.43,0.29,0.39,Matches
299,Bryan Mbeumo\6afaebf2,fr FRA,FW,Brentford,22-188,1999,21,20,1690,18.8,3,3,2,1,1,2,0,0.16,0.16,0.32,0.11,0.27,6.0,5.2,1.7,6.9,0.32,0.09,0.41,0.28,0.37,Matches
300,James McArthur\cee31595,sct SCO,MF,Crystal Palace,34-127,1987,11,11,950,10.6,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.8,1.0,0.02,0.07,0.10,0.02,0.10,Matches
301,James Mcatee\96593e89,eng ENG,FW,Manchester City,19-116,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.95,0.00,0.95,0.95,0.95,Matches
302,Kasey McAteer\b2c66859,eng ENG,FW,Leicester City,20-081,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
303,Liam McCarron\076bb352,sct SCO,FW,Leeds United,20-341,2001,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
304,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,32-070,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
305,John McGinn\90f91999,sct SCO,MF,Aston Villa,27-116,1994,19,19,1656,18.4,3,2,3,0,0,5,0,0.16,0.11,0.27,0.16,0.27,0.7,0.7,2.8,3.6,0.04,0.15,0.19,0.04,0.19,Matches
306,Stuart McKinstry\1000a059,sct SCO,MF,Leeds United,19-146,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
307,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,30-034,1992,21,19,1825,20.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,1.7,0.06,0.02,0.09,0.06,0.09,Matches
308,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,22-081,1999,20,20,1774,19.7,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.8,0.8,2.5,3.2,0.04,0.13,0.16,0.04,0.16,Matches
309,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,25-065,1996,20,18,1539,17.1,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,1.3,2.1,0.04,0.08,0.12,0.04,0.12,Matches
310,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,32-141,1989,16,16,1440,16.0,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.2,1.2,0.1,1.3,0.08,0.00,0.08,0.08,0.08,Matches
311,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,27-209,1994,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.30,0.30,0.00,0.30,Matches
312,Edouard Mendy\33887998,sn SEN,GK,Chelsea,29-347,1992,20,20,1800,20.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,21-346,2000,22,22,1980,22.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
314,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,30-310,1991,10,7,571,6.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.03,0.09,0.12,0.03,0.12,Matches
315,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,36-038,1986,15,7,614,6.8,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,1.4,1.5,0.03,0.20,0.23,0.03,0.23,Matches
316,Yerry Mina\6d5701f2,co COL,DF,Everton,27-141,1994,10,8,649,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
317,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,27-026,1995,9,0,95,1.1,2,0,2,0,0,1,0,1.89,0.00,1.89,1.89,1.89,1.5,1.5,0.4,1.9,1.42,0.42,1.84,1.42,1.84,Matches
318,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,28-335,1993,20,19,1749,19.4,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,1.1,1.1,0.7,1.8,0.06,0.03,0.09,0.06,0.09,Matches
319,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,22-163,1999,23,23,2060,22.9,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.9,1.0,0.01,0.04,0.04,0.01,0.04,Matches
320,Jakub Moder\f230bc30,pl POL,MFFW,Brighton,22-310,1999,21,14,1330,14.8,0,3,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,2.1,2.1,1.2,3.3,0.14,0.08,0.22,0.14,0.22,Matches
