,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,0.9,2,2.17,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22.0,15,0.68,14,0,0,1,0,0,2,0.09,2,0,0,0,0,0,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,19.8,13,0.66,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,13.7,29,2.12,21,0,3,3,1,1,3,0.22,2,0,0,1,0,0,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,12.3,20,1.63,11,0,3,3,3,0,3,0.24,2,0,0,1,0,0,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,10.4,47,4.53,35,8,4,0,0,0,6,0.58,3,3,0,0,0,0,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,13.0,32,2.46,29,0,0,2,0,1,5,0.38,4,0,0,1,0,0,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,16.9,77,4.54,47,16,5,2,3,4,13,0.77,9,3,0,1,0,0,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,2.5,7,2.79,5,1,1,0,0,0,1,0.40,1,0,0,0,0,0,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,4.7,8,1.71,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22.0,1,0.05,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,7.5,26,3.45,19,4,0,2,1,0,3,0.40,2,1,0,0,0,0,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,8.2,11,1.35,9,0,0,1,1,0,1,0.12,1,0,0,0,0,0,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,0.9,3,3.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,16.8,38,2.27,29,3,1,2,2,1,9,0.54,7,0,0,1,1,0,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,4.5,4,0.89,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,16.5,71,4.30,35,20,8,2,3,3,8,0.48,4,2,1,1,0,0,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,4.8,15,3.10,12,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,17.1,39,2.28,31,0,3,0,5,0,8,0.47,7,0,0,0,1,0,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,1.1,5,4.41,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,6.4,18,2.83,14,0,0,3,1,0,3,0.47,2,0,0,1,0,0,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,14.6,35,2.39,23,0,3,5,3,1,5,0.34,4,0,0,1,0,0,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,1.6,6,3.70,3,0,2,0,0,1,1,0.62,0,0,1,0,0,0,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,12.9,20,1.55,10,3,4,1,1,1,3,0.23,2,0,0,0,1,0,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,9.3,5,0.54,4,1,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,8.7,25,2.86,16,6,1,2,0,0,1,0.11,1,0,0,0,0,0,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,11.2,44,3.94,31,2,7,1,1,2,4,0.36,3,0,1,0,0,0,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,14.9,62,4.15,44,0,3,7,4,4,7,0.47,5,0,1,0,0,1,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,15.2,49,3.21,25,21,0,1,1,1,1,0.07,0,1,0,0,0,0,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,0.5,1,2.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,2.3,4,1.76,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,20.2,46,2.27,26,1,7,5,3,4,6,0.30,6,0,0,0,0,0,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,0.5,1,2.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,3.2,6,1.86,5,0,0,0,0,1,1,0.31,1,0,0,0,0,0,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,17.1,54,3.17,40,0,3,5,2,4,6,0.35,5,0,0,1,0,0,Matches
532,Sada Thioub\f4bc42b1,sn SEN,DFFW,Saint-Étienne,26-255,1995,2.1,7,3.39,5,0,1,0,0,1,1,0.48,1,0,0,0,0,0,Matches
533,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,26-255,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
534,Romain Thomas\275e2c51,fr FRA,DF,Angers,33-244,1988,18.3,10,0.55,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
535,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,28-063,1993,18.1,65,3.59,46,3,8,5,2,1,9,0.50,6,0,1,2,0,0,Matches
536,Thuler\db23d9fc,br BRA,DF,Montpellier,22-338,1999,6.1,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
537,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,20-322,2001,11.5,30,2.61,21,0,3,3,1,2,4,0.35,3,0,0,1,0,0,Matches
538,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,22-344,1999,1.7,6,3.60,6,0,0,0,0,0,1,0.60,1,0,0,0,0,0,Matches
539,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,22-043,1999,20.7,21,1.01,18,0,0,3,0,0,3,0.14,1,0,0,2,0,0,Matches
540,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,29-150,1992,13.6,41,3.00,29,0,7,4,1,0,5,0.37,2,0,1,2,0,0,Matches
541,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,35-075,1986,11.4,18,1.58,13,0,0,1,3,1,1,0.09,1,0,0,0,0,0,Matches
542,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,19-341,2002,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
543,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,20-175,2001,10.0,19,1.91,12,0,3,0,0,4,1,0.10,0,0,1,0,0,0,Matches
544,Charles Traore\de488e56,ml MLI,DF,Nantes,30-041,1992,6.5,8,1.23,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
545,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,30-015,1992,17.3,33,1.91,29,1,1,1,0,1,5,0.29,5,0,0,0,0,0,Matches
546,Ismaël Traoré\b666421b,ci CIV,DF,Angers,35-177,1986,21.7,9,0.41,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
547,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,29-170,1992,8.3,11,1.32,5,4,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
548,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,20-083,2001,9.3,23,2.48,19,0,2,1,0,1,3,0.32,3,0,0,0,0,0,Matches
549,Matthieu Udol\cc41f558,fr FRA,DF,Metz,25-328,1996,11.2,13,1.16,9,3,0,0,1,0,1,0.09,0,0,0,0,1,0,Matches
550,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,17-322,2004,4.1,4,0.99,3,0,0,1,0,0,1,0.25,1,0,0,0,0,0,Matches
551,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,29-167,1992,15.9,16,1.01,10,0,2,3,1,0,2,0.13,2,0,0,0,0,0,Matches
552,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,24-212,1997,15.3,60,3.92,38,10,1,5,4,2,3,0.20,2,0,0,0,1,0,Matches
553,Jere Uronen\d75f3980,fi FIN,DF,Brest,27-213,1994,4.9,3,0.61,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
554,Vanderson\ee45fd85,br BRA,FWMF,Monaco,20-235,2001,1.2,2,1.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
555,Jonathan Varane\4ade359f,fr FRA,MF,Lens,20-155,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
556,Marco Verratti\1467af0d,it ITA,MF,Paris S-G,29-098,1992,10.9,30,2.75,27,0,2,0,1,0,1,0.09,1,0,0,0,0,0,Matches
557,Kevin Volland\64f69877,de GER,FWMF,Monaco,29-196,1992,15.8,42,2.65,35,0,1,1,3,2,9,0.57,8,0,0,0,1,0,Matches
558,Timothy Weah\8eec784d,us USA,MFFW,Lille,21-354,2000,10.0,21,2.11,17,0,1,1,2,0,5,0.50,3,0,1,0,1,0,Matches
559,Georginio Wijnaldum\eb58eef0,nl NED,MF,Paris S-G,31-092,1990,10.9,16,1.47,14,0,0,1,0,1,5,0.46,4,0,0,1,0,0,Matches
560,Christopher Wooh\b003239d,fr FRA,DF,Lens,20-146,2001,5.7,11,1.94,6,1,2,1,0,1,1,0.18,1,0,0,0,0,0,Matches
561,Xeka\f3600c02,pt POR,MF,Lille,27-093,1994,10.6,21,1.98,8,8,0,2,1,2,3,0.28,0,1,0,1,1,0,Matches
562,Sekou Yansané\bce37ac0,gn GUI,FW,Paris S-G,18-289,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Yusuf Yazıcı\f5c8b425,tr TUR,MFFW,Lille,25-013,1997,5.7,17,3.00,6,8,1,1,0,1,1,0.18,0,1,0,0,0,0,Matches
564,Burak Yılmaz\165a2e40,tr TUR,FW,Lille,36-211,1985,17.1,36,2.11,25,1,1,5,4,0,5,0.29,2,1,0,1,1,0,Matches
565,Zaydou Youssouf\e2f9bb5f,fr FRA,MF,Saint-Étienne,22-215,1999,12.0,25,2.08,18,0,0,3,2,2,0,0.00,0,0,0,0,0,0,Matches
566,Akim Zedadka\0ff630d0,fr FRA,DF,Clermont Foot,26-257,1995,22.9,45,1.97,36,0,5,2,2,0,4,0.17,4,0,0,0,0,0,Matches
567,Mehdi Zerkane\53f6306f,dz ALG,MFDF,Bordeaux,22-211,1999,0.9,4,4.34,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
568,Edon Zhegrova\34a88e3e,xk KVX,MF,Lille,22-317,1999,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
569,Banhie Zoukrou\aefa3050,fr FRA,DF,Troyes,18-280,2003,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
