,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
325,Mariano\5c4dc0ff,do DOM,FW,Real Madrid,28-194,1993,1.3,6,4.50,4,0,2,0,0,0,1,0.75,1,0,0,0,0,0,Matches
326,Roger Martí\0ae4e09a,es ESP,FW,Levante,31-039,1991,14.8,16,1.08,14,0,0,2,0,0,3,0.20,2,0,0,1,0,0,Matches
327,Anthony Martial\8b788c01,fr FRA,FW,Sevilla,26-068,1995,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
328,Martín\cbec0059,es ESP,MF,Cádiz,22-347,1999,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
329,Andrés Martín\2ae30661,es ESP,FWMF,Rayo Vallecano,22-215,1999,2.1,1,0.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
330,Carlos Martín\64035864,es ESP,DF,Atlético Madrid,19-295,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
331,Iván Martín\ae48c5cb,es ESP,MF,Alavés,22-362,1999,1.8,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
332,Iñigo Martínez\3fc45c73,es ESP,DF,Athletic Club,30-270,1991,17.9,9,0.50,7,0,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
333,Javi Martínez\3672b352,es ESP,MFFW,Osasuna,22-051,1999,5.0,15,2.99,10,4,0,0,0,1,1,0.20,1,0,0,0,0,0,Matches
334,Pablo Martínez\ecc77652,es ESP,MF,Levante,23-354,1998,7.3,10,1.37,8,0,0,0,0,2,1,0.14,1,0,0,0,0,0,Matches
335,Omar Mascarell\11fd2b75,es ESP,MF,Elche,29-009,1993,16.8,11,0.66,8,1,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
336,Jaime Mata\02319ad7,es ESP,FW,Getafe,33-110,1988,7.2,12,1.66,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
337,Luís Maximiano\3318286e,pt POR,GK,Granada,23-037,1999,18.8,2,0.10,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
338,Borja Mayoral\64e8ed6d,es ESP,FW,Getafe,24-312,1997,1.4,6,4.22,6,0,0,0,0,0,2,1.41,2,0,0,0,0,0,Matches
339,Jordi Mboula\4887118d,es ESP,FW,Mallorca,22-332,1999,4.8,7,1.45,4,0,0,0,0,3,1,0.21,0,0,0,0,0,1,Matches
340,Óscar Melendo\379652be,es ESP,MFFW,Espanyol,24-172,1997,7.6,19,2.50,19,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
341,Gonzalo Melero\3902e91b,es ESP,MF,Levante,28-040,1994,10.1,18,1.79,16,0,0,2,0,0,4,0.40,4,0,0,0,0,0,Matches
342,Brais Méndez\c9e39d91,es ESP,MFFW,Celta Vigo,25-035,1997,19.4,43,2.22,35,0,1,2,3,2,8,0.41,6,0,1,0,0,1,Matches
343,Édgar Méndez\aed746df,es ESP,FWMF,Alavés,32-040,1990,8.9,13,1.47,10,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
344,Ferland Mendy\3cefcaef,fr FRA,DF,Real Madrid,26-248,1995,12.4,36,2.90,34,0,2,0,0,0,1,0.08,1,0,0,0,0,0,Matches
345,Fran Mérida\0e50f929,es ESP,MF,Espanyol,31-344,1990,1.6,4,2.47,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
346,Mikel Merino\d080ed5e,es ESP,MF,Real Sociedad,25-234,1996,17.6,41,2.33,31,0,1,2,5,2,6,0.34,4,0,0,1,1,0,Matches
347,Martín Merquelanz\ddd5348b,es ESP,FW,Rayo Vallecano,26-244,1995,1.9,7,3.64,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
348,Matt Miazga\9fc0f253,us USA,DF,Alavés,26-207,1995,8.3,4,0.48,1,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
349,Miguel\6763373d,es ESP,FWMF,Alavés,22-161,1999,6.2,13,2.11,7,0,1,1,3,1,3,0.49,1,0,0,0,1,1,Matches
350,Éder Militão\2784f898,br BRA,DF,Real Madrid,24-024,1998,22.0,22,1.00,15,1,0,2,2,2,4,0.18,2,0,0,1,0,1,Matches
351,Luis Milla\19c36442,es ESP,MF,Granada,27-127,1994,16.5,37,2.13,26,9,0,0,1,1,3,0.17,1,2,0,0,0,0,Matches
352,Pere Milla\335039a2,es ESP,MFFW,Elche,29-141,1992,8.4,8,0.95,5,0,1,1,0,1,2,0.24,1,0,1,0,0,0,Matches
353,Santi Mina\0b90bb97,es ESP,FW,Celta Vigo,26-066,1995,18.8,31,1.65,24,0,1,2,3,1,6,0.32,5,0,0,1,0,0,Matches
354,Óscar Mingueza\056269d7,es ESP,DF,Barcelona,22-274,1999,8.2,11,1.35,11,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
355,Rafa Mir\bbf5c11b,es ESP,FW,Sevilla,24-238,1997,14.9,23,1.55,14,0,2,4,3,0,3,0.20,2,0,0,1,0,0,Matches
356,Jorge Miramón\7f4c7c9f,es ESP,DF,Levante,32-254,1989,10.4,13,1.24,11,0,0,0,0,2,1,0.10,1,0,0,0,0,0,Matches
357,Juan Miranda\ead61f73,es ESP,DF,Betis,22-023,2000,5.8,8,1.38,8,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
358,Stefan Mitrović\e6777e6b,rs SRB,DF,Getafe,31-265,1990,17.2,5,0.29,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
359,Luka Modrić\6025fab1,hr CRO,MF,Real Madrid,36-155,1985,14.1,47,3.33,36,5,3,2,0,1,7,0.50,4,1,0,2,0,0,Matches
360,Johan Mojica\608f2092,co COL,DF,Elche,29-174,1992,21.0,35,1.67,30,1,3,0,1,0,6,0.29,6,0,0,0,0,0,Matches
361,Jorge Molina\43f71e77,es ESP,FW,Granada,39-295,1982,13.6,24,1.76,19,0,1,2,2,0,3,0.22,3,0,0,0,0,0,Matches
362,Jon Moncayola\9939e168,es ESP,MF,Osasuna,23-274,1998,19.6,33,1.68,25,6,0,2,0,0,3,0.15,2,1,0,0,0,0,Matches
363,Monchu\8ac501f5,es ESP,MF,Granada,22-151,1999,7.4,7,0.94,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Gonzalo Montiel\374d5158,ar ARG,DF,Sevilla,25-041,1997,9.9,19,1.93,17,0,0,1,1,0,3,0.30,3,0,0,0,0,0,Matches
365,Ángel Montoro\719384c1,es ESP,MF,Granada,33-231,1988,12.0,31,2.59,19,10,0,2,0,0,3,0.25,3,0,0,0,0,0,Matches
366,Martín Montoya\5cec2487,es ESP,DF,Betis,30-303,1991,5.8,4,0.69,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
367,Jon Morcillo\b7d7f3bf,es ESP,MF,Athletic Club,23-149,1998,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
368,Alberto Moreno\11b9265b,es ESP,MFDF,Villarreal,29-221,1992,11.7,35,2.99,26,4,0,3,2,0,4,0.34,1,2,0,1,0,0,Matches
369,Álex Moreno\16e9d0ea,es ESP,DF,Betis,28-248,1993,15.8,36,2.28,24,1,2,3,2,4,6,0.38,3,0,0,1,2,0,Matches
370,Gerard Moreno\81f0781e,es ESP,FW,Villarreal,29-310,1992,10.9,43,3.94,36,0,5,1,1,0,4,0.37,3,0,0,0,1,0,Matches
371,Tete Morente\004d185e,es ESP,MF,Elche,25-069,1996,9.3,21,2.26,18,1,1,0,1,0,4,0.43,2,1,1,0,0,0,Matches
372,Ilaix Moriba\f4c69aa6,gn GUI,MF,Valencia,19-023,2003,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
373,Manu Morlanes\a0255c67,es ESP,MF,Espanyol,23-030,1999,11.0,18,1.64,14,1,0,1,0,2,4,0.36,2,0,0,1,0,1,Matches
374,Loren Morón\3aa4a3be,es ESP,FWMF,Espanyol,28-043,1993,5.2,6,1.15,5,0,0,1,0,0,1,0.19,0,0,0,1,0,0,Matches
375,Loren Morón\3aa4a3be,es ESP,FW,Betis,28-043,1993,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
376,Cristhian Mosquera\dc1ce4f5,co COL,DF,Valencia,17-229,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
377,Toni Moya\9e098912,es ESP,MF,Alavés,23-328,1998,12.4,25,2.02,4,18,1,1,0,1,3,0.24,1,1,0,1,0,0,Matches
378,Iker Muniain\c05dfb74,es ESP,MF,Athletic Club,29-054,1992,17.5,95,5.42,51,28,6,1,8,1,11,0.63,6,2,1,0,1,1,Matches
379,Aihen Muñoz\228b0d9d,es ESP,DF,Real Sociedad,24-179,1997,12.8,14,1.10,7,4,1,1,1,0,1,0.08,0,0,0,1,0,0,Matches
380,Jeison Murillo\b233e8e4,co COL,DF,Celta Vigo,29-260,1992,10.6,4,0.38,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
381,Vedat Muriqi\0cadc46d,xk KVX,FW,Mallorca,27-293,1994,1.0,5,5.11,2,0,1,2,0,0,1,1.02,1,0,0,0,0,0,Matches
382,Yunus Musah\b51b1b9c,us USA,MFFW,Valencia,19-074,2002,8.0,15,1.88,10,1,2,0,1,1,1,0.13,1,0,0,0,0,0,Matches
383,Shkodran Mustafi\3f2d59fe,de GER,DF,Levante,29-300,1992,7.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
384,Nacho\2946f9a1,es ESP,DF,Real Madrid,32-024,1990,9.4,10,1.07,9,0,0,1,0,0,2,0.21,2,0,0,0,0,0,Matches
385,Roberto Navarro\c997b942,es ESP,MFFW,Real Sociedad,19-305,2002,2.2,7,3.17,3,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
386,Ximo Navarro\8db394aa,es ESP,DF,Alavés,32-019,1990,7.9,8,1.02,5,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
387,Jesús Navas\3f10bd22,es ESP,DF,Sevilla,36-082,1985,9.2,30,3.25,29,1,0,0,0,0,3,0.32,3,0,0,0,0,0,Matches
388,Loum Ndiaye\bcfc4473,sn SEN,MF,Alavés,25-043,1996,14.9,9,0.60,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
389,Álvaro Negredo\63b0ca6b,es ESP,FW,Cádiz,36-175,1985,12.0,14,1.17,9,0,3,2,0,0,1,0.08,1,0,0,0,0,0,Matches
390,Neto\a9dc785c,br BRA,GK,Barcelona,32-207,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
391,Carlos Neva\8d47bb39,es ESP,DF,Granada,25-244,1996,18.8,23,1.22,20,1,1,0,0,1,2,0.11,2,0,0,0,0,0,Matches
392,Saúl Ñíguez\c14bc029,es ESP,DFMF,Atlético Madrid,27-082,1994,2.2,3,1.34,2,0,0,0,1,0,1,0.45,1,0,0,0,0,0,Matches
393,Fernando Niño\81d5c497,es ESP,FW,Mallorca,21-110,2000,8.1,18,2.23,12,0,2,0,3,1,0,0.00,0,0,0,0,0,0,Matches
394,Peru Nolaskoain\857cb4f3,es ESP,MF,Athletic Club,23-109,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
395,Nolito\b2d0ec1b,es ESP,MF,Celta Vigo,35-119,1986,11.0,19,1.72,17,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
396,Randy Ntekja\a6103274,fr FRA,FW,Rayo Vallecano,24-067,1997,9.0,21,2.33,14,0,2,1,4,0,5,0.56,1,0,1,0,3,0,Matches
397,Unai Núñez\be170419,es ESP,DF,Athletic Club,25-012,1997,5.4,2,0.37,2,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
398,Allan Nyom\97572117,cm CMR,DF,Getafe,33-277,1988,2.7,3,1.11,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
399,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,29-035,1993,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
400,Lucas Ocampos\a08b974a,ar ARG,FW,Sevilla,27-215,1994,14.8,32,2.17,20,2,5,1,3,1,4,0.27,2,0,2,0,0,0,Matches
401,Brian Oliván\a3e4bf46,es ESP,DF,Mallorca,27-316,1994,13.5,17,1.26,10,5,0,1,1,0,1,0.07,0,0,0,0,1,0,Matches
402,Mathías Olivera\41c12f75,uy URU,DF,Getafe,24-103,1997,19.1,47,2.46,34,3,1,1,3,5,3,0.16,3,0,0,0,0,0,Matches
403,Javier Ontiveros\a83d8b0c,es ESP,MFFW,Osasuna,24-155,1997,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
404,Pedro Ortiz\f9358b61,es ESP,MF,Sevilla,21-176,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
405,Milutin Osmajić\375ed9d7,me MNE,FWMF,Cádiz,22-201,1999,2.9,1,0.35,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
406,Jesús Owono\d6e3d7fb,gq EQG,GK,Alavés,20-347,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
407,Mikel Oyarzabal\8c3c640c,es ESP,FWMF,Real Sociedad,24-296,1997,14.0,47,3.35,24,11,4,6,2,0,3,0.21,0,1,0,2,0,0,Matches
408,Fernando Pacheco\97852360,es ESP,GK,Alavés,29-269,1992,19.9,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
409,Jon Pacheco\44150beb,es ESP,DF,Real Sociedad,21-034,2001,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
410,Gavi Paez\19cae58d,es ESP,MFFW,Barcelona,17-190,2004,13.4,24,1.79,20,0,3,0,0,1,6,0.45,5,0,1,0,0,0,Matches
411,Helibelton Palacios\ac8b2421,co COL,DF,Elche,28-247,1993,15.8,8,0.50,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
412,Isaac Palazón Camacho\49dbab27,es ESP,FWMF,Rayo Vallecano,27-046,1994,16.8,45,2.68,31,2,3,1,6,2,3,0.18,2,0,1,0,0,0,Matches
413,Daniel Parejo\7460ca0d,es ESP,MF,Villarreal,32-301,1989,17.5,68,3.89,34,30,2,0,2,0,9,0.51,6,3,0,0,0,0,Matches
414,Raúl Parra\647d39d2,es ESP,DF,Cádiz,22-077,1999,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
415,Javier Pastore\881ef58c,ar ARG,MF,Elche,32-236,1989,4.3,10,2.33,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Gabriel Paulista\b7ca5c51,br BRA,DF,Valencia,31-077,1990,11.3,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
417,Alfonso Pedraza\63f04c6c,es ESP,DF,Villarreal,25-308,1996,10.0,25,2.49,21,0,2,2,0,0,4,0.40,4,0,0,0,0,0,Matches
418,Pedri\0d9b2d31,es ESP,MF,Barcelona,19-078,2002,3.4,12,3.54,3,6,0,0,3,0,1,0.30,0,0,0,0,1,0,Matches
419,Pedrosa\112521d1,es ESP,DF,Espanyol,23-274,1998,20.5,32,1.56,22,2,3,0,4,1,2,0.10,2,0,0,0,0,0,Matches
420,Facundo Pellistri\ac7e7b1c,uy URU,MFFW,Alavés,20-053,2001,6.6,12,1.81,9,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
421,Rubén Peña\1f079188,es ESP,MFFW,Villarreal,30-208,1991,1.4,8,5.81,5,0,1,1,1,0,1,0.73,0,0,0,1,0,0,Matches
422,Alberto Perea\5496cc91,es ESP,MF,Cádiz,31-054,1990,8.1,25,3.08,15,4,0,1,3,2,2,0.25,1,1,0,0,0,0,Matches
423,Victor Perea\b7de5bad,es ESP,DF,Espanyol,21-316,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
424,Iñigo Pérez\bc61cc65,es ESP,MF,Osasuna,34-024,1988,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
425,Juan Pérez\8f29e08b,es ESP,GK,Osasuna,25-211,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
426,Lucas Pérez\a300ac7e,es ESP,FW,Cádiz,33-154,1988,1.0,5,5.06,4,0,0,1,0,0,1,1.01,1,0,0,0,0,0,Matches
427,Lucas Pérez\a300ac7e,es ESP,FW,Elche,33-154,1988,14.1,25,1.78,15,4,3,0,3,0,3,0.21,0,1,1,0,1,0,Matches
428,Njegoš Petrović\0cb29e91,rs SRB,MF,Granada,22-208,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
429,Alex Petxa\97d08e60,es ESP,DFMF,Athletic Club,25-005,1997,1.0,2,2.09,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
430,Germán Pezzella\8c725b43,ar ARG,DF,Betis,30-229,1991,11.2,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
431,Pablo Piatti\48e89655,ar ARG,MFFW,Elche,32-317,1989,2.1,6,2.87,3,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
432,Cristiano Piccini\32c0491f,it ITA,DF,Valencia,29-138,1992,3.6,6,1.68,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
433,Tomás Pina Isla\e54bd0a2,es ESP,MF,Alavés,34-120,1987,10.3,7,0.68,4,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches
434,Yeremi Pino\540ec57b,es ESP,MFFW,Villarreal,19-114,2002,13.5,35,2.60,25,0,5,0,5,0,8,0.59,5,0,3,0,0,0,Matches
435,Gerard Piqué\adfc9123,es ESP,DF,Barcelona,35-009,1987,16.4,9,0.55,7,0,0,1,0,1,1,0.06,1,0,0,0,0,0,Matches
436,Pere Pons\29b61deb,es ESP,MF,Alavés,28-356,1993,10.4,16,1.53,12,0,0,0,2,2,0,0.00,0,0,0,0,0,0,Matches
437,Portu\1bda5842,es ESP,FWMF,Real Sociedad,29-266,1992,11.5,19,1.65,15,2,0,2,0,0,2,0.17,2,0,0,0,0,0,Matches
438,Sergio Postigo\474ecac8,es ESP,DF,Levante,33-099,1988,4.3,2,0.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
439,Darío Poveda\cbdf7d5c,es ESP,FWMF,Getafe,24-335,1997,4.2,11,2.61,9,0,1,0,0,1,1,0.24,1,0,0,0,0,0,Matches
440,José Pozo\fc8b614b,es ESP,MF,Rayo Vallecano,25-333,1996,0.8,8,10.00,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
441,Abdón Prats\d1b060e2,es ESP,FW,Mallorca,29-066,1992,4.4,12,2.72,8,0,0,0,3,1,0,0.00,0,0,0,0,0,0,Matches
442,Javi Puado\2683eda7,es ESP,MFFW,Espanyol,23-262,1998,11.9,23,1.93,18,0,1,3,1,0,1,0.08,1,0,0,0,0,0,Matches
443,Pubill\365113c0,es ESP,DF,Levante,18-236,2003,2.8,3,1.09,3,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches
444,Antonio Puertas\c77a8043,es ESP,MFFW,Granada,29-355,1992,14.4,29,2.01,19,1,3,0,5,1,5,0.35,3,0,1,0,0,1,Matches
445,Riqui Puig\f090a37a,es ESP,MF,Barcelona,22-182,1999,3.4,16,4.77,16,0,0,0,0,0,1,0.30,1,0,0,0,0,0,Matches
446,Yacine Qasmi\3b3cbebb,ma MAR,MF,Rayo Vallecano,31-039,1991,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
447,Quini\7a538238,es ESP,DF,Granada,32-140,1989,14.9,9,0.60,6,1,1,0,0,1,2,0.13,1,0,0,0,0,1,Matches
448,Dani Raba\ea6a7ab4,es ESP,MF,Granada,26-105,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
449,Dani Raba\ea6a7ab4,es ESP,MFFW,Villarreal,26-105,1995,1.0,6,6.07,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
450,Uroš Račić\faed84db,rs SRB,MF,Valencia,23-331,1998,6.3,10,1.58,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
451,Nemanja Radoja\b5dd3469,rs SRB,MF,Levante,29-005,1993,7.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
452,Rafinha\0c2ac3cb,br BRA,MF,Real Sociedad,28-364,1993,2.4,5,2.07,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
453,Antonio Raillo\b857bd29,es ESP,DF,Mallorca,30-126,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
454,Ivan Rakitić\89f951b5,hr CRO,MF,Sevilla,33-338,1988,13.5,45,3.33,25,14,0,4,1,1,5,0.37,2,2,0,1,0,0,Matches
455,Jonás Ramalho\be3a0121,es ESP,DF,Osasuna,28-246,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
456,Sandro Ramírez\833fb62e,es ESP,FW,Getafe,26-217,1995,11.0,38,3.45,20,2,3,6,6,1,2,0.18,2,0,0,0,0,0,Matches
457,Lluís Recasens\c31ea173,es ESP,DF,Espanyol,20-073,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
458,Manolo Reina\605eb473,es ESP,GK,Mallorca,36-316,1985,18.0,5,0.28,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
459,Karim Rekik\3376a776,nl NED,DF,Sevilla,27-071,1994,9.6,15,1.56,13,0,0,0,0,2,2,0.21,2,0,0,0,0,0,Matches
460,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,26-324,1995,19.0,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
461,Nico Ribaudo\ce8039aa,es ESP,MFFW,Espanyol,20-306,2001,8.6,25,2.91,16,2,2,1,3,1,0,0.00,0,0,0,0,0,0,Matches
462,Diego Rico\d9ba39fc,es ESP,DF,Real Sociedad,28-353,1993,7.5,9,1.20,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
463,Sergio Rico\5f0241b2,es ESP,GK,Mallorca,28-163,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
464,Luis Rioja\eb3dd471,es ESP,MFFW,Alavés,28-118,1993,21.5,62,2.89,35,6,11,7,3,0,3,0.14,1,0,1,1,0,0,Matches
465,Rober\c00097d2,es ESP,DF,Levante,26-360,1995,7.9,6,0.76,6,0,0,0,0,0,2,0.25,2,0,0,0,0,0,Matches
466,Sergi Roberto\335fa267,es ESP,MFDF,Barcelona,30-004,1992,4.4,9,2.03,9,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
467,Rubén Rochina\ecd8c01e,es ESP,MFFW,Granada,30-325,1991,7.6,20,2.62,15,3,1,0,0,1,3,0.39,1,2,0,0,0,0,Matches
468,Enzo Roco\37f827ec,cl CHI,DF,Elche,29-179,1992,15.6,3,0.19,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
469,Rodrigo\85bed4ee,es ESP,FW,Betis,21-271,2000,7.7,25,3.26,20,0,1,1,3,0,1,0.13,1,0,0,0,0,0,Matches
470,Kévin Rodrigues\f1bed920,pt POR,DFFW,Rayo Vallecano,27-343,1994,2.2,3,1.38,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
471,Óscar Rodríguez Arnaiz\19709006,es ESP,FWMF,Sevilla,23-228,1998,4.6,16,3.45,10,3,0,0,1,2,1,0.22,0,0,0,0,1,0,Matches
472,Óscar Rodríguez Arnaiz\19709006,es ESP,FWDF,Getafe,23-228,1998,1.3,4,3.08,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
473,Ángel Rodríguez\8cfc2f69,es ESP,FW,Mallorca,34-291,1987,9.3,18,1.93,11,0,2,2,3,0,5,0.54,2,0,1,0,2,0,Matches
474,Dani Rodríguez\70f8e0bd,es ESP,FWMF,Mallorca,33-250,1988,19.6,59,3.02,35,7,4,3,8,2,4,0.20,2,1,0,1,0,0,Matches
475,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,27-305,1994,15.9,27,1.70,25,0,0,1,1,0,3,0.19,3,0,0,0,0,0,Matches
476,Rodrygo\8f5e92a6,br BRA,FW,Real Madrid,21-033,2001,6.7,16,2.14,11,1,2,1,1,0,3,0.40,3,0,0,0,0,0,Matches
477,Leonardo Román\924ff27e,es ESP,GK,Mallorca,21-220,2000,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
478,Iván Romero\2fbe6af0,es ESP,FW,Sevilla,20-307,2001,1.9,3,1.59,1,0,0,0,1,1,1,0.53,1,0,0,0,0,0,Matches
479,Rubén\35d4f151,es ESP,DF,Espanyol,21-007,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
480,Aitor Ruibal\a55d8df5,es ESP,FWDF,Betis,25-326,1996,5.7,15,2.64,13,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
481,Isma Ruiz\6e36226f,es ESP,MF,Granada,20-362,2001,2.0,2,0.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
482,Víctor Ruiz\b3dc6eca,es ESP,DF,Betis,33-017,1989,11.1,5,0.45,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
483,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,29-267,1992,21.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
484,Franco Russo\b75ac54b,ar ARG,DF,Mallorca,27-109,1994,14.4,3,0.21,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
485,Mathew Ryan\4535e4bb,au AUS,GK,Real Sociedad,29-309,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
486,Youssouf Sabaly\fbbb9269,sn SEN,DF,Betis,28-343,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
487,Salvi\405f267a,es ESP,MFFW,Cádiz,30-318,1991,13.8,20,1.45,13,2,0,5,0,0,3,0.22,1,0,0,2,0,0,Matches
488,Fede San Emeterio\efecd633,es ESP,MF,Cádiz,24-332,1997,2.0,2,1.00,2,0,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
489,Oihan Sancet\bdb624a3,es ESP,FW,Athletic Club,21-292,2000,10.1,37,3.68,22,1,4,4,1,5,4,0.40,2,0,1,0,0,1,Matches
490,Antonio Sánchez\a254bbe0,es ESP,FWMF,Mallorca,25-041,1997,7.6,12,1.57,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
491,Germán Sánchez\ea9b2ef9,es ESP,DF,Granada,35-103,1986,15.4,7,0.43,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
