,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
158,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,27-320,1994,16.6,5,0.30,4,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
159,Adri Embarba\db8f0eba,es ESP,MFFW,Espanyol,29-280,1992,17.8,65,3.65,30,18,6,4,4,3,6,0.34,2,3,0,1,0,0,Matches
160,Emerson\df8b52a5,br BRA,DF,Barcelona,23-028,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
161,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,24-255,1997,6.1,7,1.15,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
162,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Alavés,28-321,1993,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Aarón Escandell\67669ce7,es ESP,GK,Granada,26-137,1995,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
164,Sergio Escudero\b0616e3d,es ESP,DFMF,Granada,32-162,1989,6.2,19,3.06,13,1,1,3,1,0,3,0.48,2,0,1,0,0,0,Matches
165,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,30-037,1992,23.0,43,1.87,28,8,2,0,1,4,1,0.04,1,0,0,0,0,0,Matches
166,Estanis\ace50e9f,es ESP,FW,Barcelona,18-171,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
167,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,24-021,1998,11.2,17,1.52,13,2,0,2,0,0,2,0.18,2,0,0,0,0,0,Matches
168,Abdessamad Ezzalzouli\bed68338,ma MAR,FWDF,Barcelona,20-056,2001,6.4,11,1.71,6,0,2,1,1,1,1,0.16,0,0,0,1,0,0,Matches
169,Radamel Falcao\66116290,co COL,FW,Rayo Vallecano,36-001,1986,6.1,10,1.63,4,0,2,3,1,0,3,0.49,0,0,0,2,1,0,Matches
170,Fali\72a84002,es ESP,DFMF,Cádiz,28-183,1993,13.7,8,0.58,6,1,0,1,0,0,2,0.15,1,1,0,0,0,0,Matches
171,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,19-103,2002,2.4,8,3.38,6,0,0,0,2,0,2,0.85,1,0,0,0,1,0,Matches
172,Aleix Febas\38126309,es ESP,MF,Mallorca,26-009,1996,1.3,2,1.54,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
173,Nabil Fekir\bece776f,fr FRA,MF,Betis,28-208,1993,19.5,103,5.29,52,29,5,4,9,4,14,0.72,8,4,1,0,1,0,Matches
174,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,32-271,1989,11.1,5,0.45,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
175,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,22-093,1999,7.5,25,3.32,17,1,3,2,2,0,5,0.66,4,0,1,0,0,0,Matches
176,Aitor Fernández\a01c3d54,es ESP,GK,Levante,30-284,1991,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,Álex Fernández\aa677a35,es ESP,MFFW,Cádiz,29-119,1992,16.3,26,1.59,17,6,0,1,0,2,1,0.06,1,0,0,0,0,0,Matches
178,Fernando\41f32541,br BRA,MFDF,Sevilla,34-201,1987,18.5,21,1.14,19,1,1,0,0,0,2,0.11,1,1,0,0,0,0,Matches
179,Fidel\eb82b6f1,es ESP,MF,Elche,32-107,1989,16.0,49,3.07,36,8,2,0,1,2,5,0.31,5,0,0,0,0,0,Matches
180,José Fontán\1827a42d,es ESP,DF,Celta Vigo,22-000,2000,2.0,1,0.51,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,28-325,1993,2.0,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,28-325,1993,15.2,17,1.12,12,2,1,0,2,0,3,0.20,1,1,0,0,1,0,Matches
183,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,24-030,1998,15.0,22,1.47,21,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Enric Franquesa\40883e3a,es ESP,DF,Levante,24-350,1997,6.0,5,0.84,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Jorge de Frutos\38ce1150,es ESP,MFFW,Levante,24-356,1997,14.7,37,2.52,22,4,6,2,2,1,6,0.41,4,0,0,1,0,1,Matches
186,Javi Galán\a4b00319,es ESP,DF,Celta Vigo,27-084,1994,22.6,31,1.37,23,2,3,0,1,2,2,0.09,2,0,0,0,0,0,Matches
187,Iñigo Ruiz de Galarreta\91f7631f,es ESP,MF,Mallorca,28-189,1993,13.8,27,1.95,21,1,1,1,2,1,1,0.07,1,0,0,0,0,0,Matches
188,Thiago Galhardo\766f48dd,br BRA,FWMF,Celta Vigo,32-206,1989,5.7,15,2.62,11,0,0,3,1,0,3,0.52,3,0,0,0,0,0,Matches
189,Álvaro García\90bbd822,es ESP,FWMF,Rayo Vallecano,29-107,1992,18.6,44,2.37,39,0,2,2,1,0,2,0.11,2,0,0,0,0,0,Matches
190,Dani García\240d3a0b,es ESP,MF,Athletic Club,31-263,1990,18.3,20,1.09,19,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
191,David García\3e42f707,es ESP,DF,Osasuna,27-362,1994,21.0,9,0.43,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Eric García\2bed3eab,es ESP,DF,Barcelona,21-033,2001,13.8,13,0.94,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
193,Francisco Garcia\7226539b,es ESP,DF,Rayo Vallecano,22-181,1999,21.0,36,1.71,27,6,1,2,0,0,1,0.05,1,0,0,0,0,0,Matches
194,Joan García\87b498b0,es ESP,GK,Espanyol,20-283,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
195,Manu García\6ed1a2a2,es ESP,MF,Alavés,24-040,1998,8.1,23,2.84,12,8,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
196,Raúl García\b418dbd4,es ESP,FW,Athletic Club,35-215,1986,13.2,27,2.05,17,0,2,4,3,1,2,0.15,2,0,0,0,0,0,Matches
197,Rubén García\5c96b017,es ESP,MFFW,Osasuna,28-212,1993,17.1,43,2.51,22,13,1,5,1,1,4,0.23,1,2,0,1,0,0,Matches
198,Saúl García\dafa5038,es ESP,FW,Alavés,27-094,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
199,Unai García\4a633cfe,es ESP,DF,Osasuna,30-008,1992,13.1,4,0.30,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
200,Mario Gaspar\fb5d47b3,es ESP,DF,Villarreal,31-079,1990,4.0,5,1.24,4,0,0,1,0,0,1,0.25,0,0,0,1,0,0,Matches
201,Óscar Gil\6652cf96,es ESP,DF,Espanyol,24-291,1997,11.6,13,1.12,11,2,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches
202,Dani Gómez\0e5ddc7c,es ESP,FW,Levante,23-196,1998,5.3,10,1.89,5,0,0,3,2,0,2,0.38,1,0,0,0,1,0,Matches
203,Maxi Gómez\4c2e9442,uy URU,FW,Valencia,25-181,1996,13.5,36,2.66,26,0,1,1,8,0,2,0.15,1,0,1,0,0,0,Matches
204,Moi Gómez\5a626448,es ESP,MFFW,Villarreal,27-233,1994,10.0,25,2.49,21,4,0,0,0,0,4,0.40,3,1,0,0,0,0,Matches
205,Papu Gómez\6e4df551,ar ARG,FWMF,Sevilla,33-361,1988,12.4,26,2.10,18,3,3,0,1,1,3,0.24,2,0,1,0,0,0,Matches
206,Sergi Gómez\bc6f5f06,es ESP,DF,Espanyol,29-320,1992,21.3,9,0.42,9,0,0,0,0,0,2,0.09,2,0,0,0,0,0,Matches
207,Maxime Gonalons\b8c1de25,fr FRA,MF,Granada,32-338,1989,13.0,18,1.28,15,0,1,1,1,0,1,0.07,1,0,0,0,0,0,Matches
208,Diego González\4ac7608e,es ESP,DF,Elche,27-014,1995,12.6,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
209,Édgar González\49d028db,es ESP,DF,Betis,24-316,1997,13.8,6,0.43,5,0,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches
210,Nicolás González\2c56a792,es ESP,MF,Barcelona,20-039,2002,10.6,32,3.01,26,0,2,1,1,2,3,0.28,2,0,1,0,0,0,Matches
211,Peter González\1ccd3dae,do DOM,DFFW,Real Madrid,19-201,2002,0.1,2,16.36,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
212,Roberto González\56545648,es ESP,FWMF,Betis,21-036,2001,1.5,1,0.67,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
213,Gori\f3451c66,es ESP,MF,Espanyol,19-272,2002,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
214,Andoni Gorosabel\6f5f82c0,es ESP,DF,Real Sociedad,25-191,1996,13.3,25,1.87,22,2,1,0,0,0,1,0.07,1,0,0,0,0,0,Matches
215,Jaume Grau\fc3d2006,es ESP,MF,Osasuna,24-282,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Dominik Greif\30061f53,sk SVK,GK,Mallorca,24-311,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
217,Antoine Griezmann\df69b544,fr FRA,FWMF,Atlético Madrid,30-327,1991,9.7,31,3.18,23,5,0,1,1,1,6,0.62,5,0,0,0,0,1,Matches
218,Antoine Griezmann\df69b544,fr FRA,FW,Barcelona,30-327,1991,2.9,5,1.71,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
219,Arnaut Groeneveld\f08490a6,nl NED,FWMF,Villarreal,25-011,1997,9.1,19,2.08,11,0,4,3,1,0,5,0.55,2,0,2,1,0,0,Matches
220,Andrés Guardado\ef322658,mx MEX,MF,Betis,35-136,1986,12.0,19,1.58,17,0,0,1,0,1,2,0.17,2,0,0,0,0,0,Matches
221,Sergi Guardiola\32974271,es ESP,FW,Rayo Vallecano,30-258,1991,8.0,13,1.63,10,0,0,0,2,1,5,0.63,3,0,0,0,1,1,Matches
222,Nemanja Gudelj\0076ab7f,rs SRB,MFDF,Sevilla,30-087,1991,4.8,4,0.84,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Gonçalo Guedes\e6bc67d7,pt POR,FWMF,Valencia,25-074,1996,19.3,70,3.63,43,9,8,4,6,0,12,0.62,7,1,2,1,1,0,Matches
224,Ander Guevara\8e48dc61,es ESP,MF,Real Sociedad,24-219,1997,9.0,9,1.00,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,John Guidetti\99bebd12,se SWE,FWMF,Alavés,29-302,1992,3.1,10,3.24,5,0,1,0,2,2,3,0.97,1,0,0,0,1,1,Matches
226,Hugo Guillamón\f7c12fbf,es ESP,MFDF,Valencia,22-011,2000,18.5,21,1.13,18,0,0,1,1,1,2,0.11,2,0,0,0,0,0,Matches
227,Gerard Gumbau\ac454a4f,es ESP,MF,Elche,27-055,1994,10.9,22,2.01,12,9,1,0,0,0,4,0.37,4,0,0,0,0,0,Matches
228,Jon Guridi\4c0a6a48,es ESP,MF,Real Sociedad,26-348,1995,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
229,Raúl Guti\0b2c8585,es ESP,MF,Elche,25-043,1996,11.6,13,1.12,9,0,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches
230,Marcos Mauro López Gutiérrez\b3b62f94,ar ARG,DF,Cádiz,31-033,1991,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Miguel Gutiérrez\7e98cff1,es ESP,DF,Real Madrid,20-199,2001,2.9,5,1.73,5,0,0,0,0,0,2,0.69,2,0,0,0,0,0,Matches
232,Munir El Haddadi\8696bc90,ma MAR,FW,Sevilla,26-163,1995,2.9,7,2.40,7,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
233,Varazdat Haroyan\be32269e,am ARM,DF,Cádiz,29-171,1992,16.0,5,0.31,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Eden Hazard\a39bb753,be BEL,FWMF,Real Madrid,31-035,1991,7.5,40,5.33,34,0,3,0,3,0,1,0.13,1,0,0,0,0,0,Matches
235,Kike Hermoso\dea912dc,es ESP,DF,Betis,22-185,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Mario Hermoso\555f3a0b,es ESP,DF,Atlético Madrid,26-238,1995,18.3,20,1.09,16,3,0,1,0,0,2,0.11,2,0,0,0,0,0,Matches
237,Aridane Hernández\132ac341,gq EQG,DF,Osasuna,32-325,1989,5.8,3,0.52,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Luis Hernández\02d2c436,es ESP,DFMF,Cádiz,32-303,1989,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Mario Hernández\90162357,es ESP,DF,Rayo Vallecano,23-017,1999,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
240,Héctor Herrera\a8542814,mx MEX,MF,Atlético Madrid,31-298,1990,3.6,8,2.21,7,0,1,0,0,0,1,0.28,1,0,0,0,0,0,Matches
241,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,28-251,1993,22.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
242,Yangel Herrera\e778654a,ve VEN,MF,Espanyol,24-035,1998,6.5,7,1.08,5,0,0,0,2,0,1,0.15,1,0,0,0,0,0,Matches
243,Matthew Hoppe\1bc432b7,us USA,FW,Mallorca,20-335,2001,1.2,4,3.40,4,0,0,0,0,0,1,0.85,1,0,0,0,0,0,Matches
244,Robert Ibáñez\c7429db3,es ESP,MF,Osasuna,28-326,1993,1.0,5,4.84,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
245,Vicente Iborra\ad1ffcfd,es ESP,MF,Villarreal,34-026,1988,4.9,6,1.22,6,0,0,0,0,0,2,0.41,2,0,0,0,0,0,Matches
246,Oussama Idrissi\34caa4b3,ma MAR,FW,Cádiz,25-350,1996,0.0,1,90.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Oussama Idrissi\34caa4b3,ma MAR,FWMF,Sevilla,25-350,1996,1.4,4,2.83,1,1,1,0,1,0,1,0.71,0,0,0,0,1,0,Matches
248,Iglesias\974322dc,es ESP,DF,Getafe,23-223,1998,3.8,7,1.82,4,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
249,Borja Iglesias\75645f0e,es ESP,FW,Betis,29-025,1993,8.2,20,2.44,15,1,0,1,2,1,2,0.24,0,0,0,0,1,1,Matches
250,Nikita Iosifov\4c2fa917,ru RUS,MF,Villarreal,20-306,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
251,Alexander Isak\8e92be30,se SWE,FW,Real Sociedad,22-143,1999,13.7,27,1.98,14,0,6,3,3,1,2,0.15,1,0,1,0,0,0,Matches
252,Isco\a0b4bb3e,es ESP,MFFW,Real Madrid,29-296,1992,2.2,14,4.77,10,1,0,1,2,0,1,0.34,1,0,0,0,0,0,Matches
253,Nicolas Jackson\9c36ed83,sn SEN,FW,Villarreal,20-236,2001,0.7,1,1.48,0,0,0,0,1,0,1,1.48,0,0,0,0,1,0,Matches
254,Jakub Jankto\1ea5f91c,cz CZE,MFDF,Getafe,26-023,1996,3.6,7,1.93,3,1,0,0,2,1,1,0.28,0,1,0,0,0,0,Matches
255,Adnan Januzaj\4737cebe,be BEL,FWMF,Real Sociedad,27-006,1995,12.3,41,3.32,19,12,4,4,2,0,4,0.32,0,0,1,2,1,0,Matches
256,Jason\9038c2a1,es ESP,MFDF,Valencia,27-220,1994,0.8,5,6.00,2,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
257,Jason\9038c2a1,es ESP,MFFW,Alavés,27-220,1994,2.7,5,1.82,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
258,Luis Javier Suárez\eeba07f8,co COL,FWMF,Granada,24-071,1997,20.0,45,2.17,31,0,6,4,2,2,4,0.19,3,0,0,0,0,1,Matches
259,Álvaro Jiménez\5f5501ed,es ESP,MFFW,Cádiz,26-268,1995,2.6,5,1.92,1,2,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
260,Joaquín\4c5b14d2,es ESP,FW,Betis,40-205,1981,1.3,9,6.92,7,1,1,0,0,0,1,0.77,1,0,0,0,0,0,Matches
261,Jofre\030ef8d6,es ESP,DFMF,Espanyol,20-239,2001,0.2,4,22.50,3,0,0,0,1,0,2,11.25,1,0,0,0,1,0,Matches
262,Frenkie de Jong\1bacc518,nl NED,MF,Barcelona,24-275,1997,16.5,39,2.37,33,2,1,1,2,0,4,0.24,4,0,0,0,0,0,Matches
263,Luuk de Jong\abb3bb95,nl NED,FW,Barcelona,31-168,1990,6.2,5,0.81,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
264,Joan Jordán\2a0c8ba4,es ESP,MF,Sevilla,27-220,1994,17.8,34,1.91,26,4,1,1,1,1,3,0.17,2,0,0,0,1,0,Matches
265,Josan\5b28b2f6,es ESP,DFMF,Elche,32-070,1989,6.9,10,1.45,9,0,1,0,0,0,1,0.15,1,0,0,0,0,0,Matches
266,Willian José\d87e2cae,br BRA,FW,Betis,30-080,1991,12.4,32,2.58,25,0,1,2,1,3,6,0.48,6,0,0,0,0,0,Matches
267,Joselu\6265208f,es ESP,FW,Alavés,31-321,1990,21.0,44,2.10,26,1,1,8,6,2,5,0.24,2,0,0,1,1,1,Matches
268,Josema\ed3f5f4c,es ESP,DF,Elche,25-250,1996,2.0,1,0.49,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Luka Jović\4d8cd038,rs SRB,FW,Real Madrid,24-050,1997,3.1,8,2.61,5,1,1,1,0,0,2,0.65,2,0,0,0,0,0,Matches
270,Miguel Juan Llambrich\d83f09ff,es ESP,DF,Espanyol,26-024,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
271,José Juan Macías\1f1c8a15,mx MEX,FWMF,Getafe,22-142,1999,2.2,2,0.90,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
272,Juanmi\84399660,es ESP,FW,Betis,28-267,1993,14.2,32,2.25,19,0,4,1,5,3,4,0.28,2,0,1,0,1,0,Matches
273,Lago Junior\360d70f8,ci CIV,FWMF,Mallorca,31-042,1990,2.0,3,1.53,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
274,Vinicius Júnior\7111d552,br BRA,FWMF,Real Madrid,21-214,2000,18.8,103,5.49,72,0,14,6,9,2,15,0.80,11,0,2,0,1,1,Matches
275,Jutglà\2a9f6b4d,es ESP,FW,Barcelona,23-010,1999,3.3,8,2.39,5,0,1,1,1,0,1,0.30,1,0,0,0,0,0,Matches
276,Jens Jønsson\53520a67,dk DEN,MF,Cádiz,29-032,1993,12.6,14,1.11,11,0,1,0,2,0,2,0.16,1,0,0,0,1,0,Matches
277,Lee Kangin\8455ad90,kr KOR,MFFW,Mallorca,20-357,2001,11.3,33,2.91,17,9,3,2,2,0,3,0.26,1,1,1,0,0,0,Matches
278,Kike\e897d8ba,es ESP,FW,Osasuna,32-078,1989,15.4,36,2.33,27,0,1,3,3,2,3,0.19,2,0,0,1,0,0,Matches
279,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,20-107,2001,1.9,3,1.62,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
280,Koke\55126f3b,es ESP,MF,Atlético Madrid,30-034,1992,16.9,33,1.96,27,3,0,1,1,1,4,0.24,4,0,0,0,0,0,Matches
281,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,28-361,1993,10.3,8,0.77,6,0,1,0,0,1,1,0.10,0,0,0,0,0,1,Matches
282,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,23-091,1998,16.6,24,1.45,21,0,1,0,2,0,2,0.12,2,0,0,0,0,0,Matches
283,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,32-038,1990,14.9,61,4.08,42,17,1,0,0,1,3,0.20,3,0,0,0,0,0,Matches
284,Takefusa Kubo\16aa3654,jp JPN,FWMF,Mallorca,20-252,2001,9.0,33,3.67,21,4,4,0,4,0,3,0.33,2,0,0,0,1,0,Matches
285,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,32-098,1989,20.9,3,0.14,0,2,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches
286,Diego Lainez\bf12926c,mx MEX,FWMF,Betis,21-247,2000,0.8,3,3.60,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
287,Érik Lamela\abe66106,ar ARG,FW,Sevilla,29-344,1992,6.7,20,2.98,18,1,0,0,0,1,2,0.30,2,0,0,0,0,0,Matches
288,Toni Lato\8e088e04,es ESP,DFMF,Valencia,24-082,1997,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
289,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,25-092,1996,22.0,5,0.23,3,0,0,2,0,0,2,0.09,2,0,0,0,0,0,Matches
290,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,28-363,1993,23.0,4,0.17,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
291,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,30-084,1991,3.5,7,1.99,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
292,Florian Lejeune\6eaed4eb,fr FRA,DF,Alavés,30-267,1991,15.0,4,0.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
293,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,28-283,1993,18.6,31,1.67,23,5,1,1,0,1,4,0.22,2,0,1,0,0,1,Matches
294,Thomas Lemar\4dbd0916,fr FRA,MF,Atlético Madrid,26-091,1995,11.8,51,4.31,38,6,3,2,2,0,9,0.76,6,1,1,1,0,0,Matches
295,Ruben Lendinez\755da865,es ESP,DF,Valencia,18-334,2003,0.5,2,3.83,1,0,0,1,0,0,1,1.91,1,0,0,0,0,0,Matches
296,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,26-239,1995,5.0,4,0.80,4,0,0,0,0,0,1,0.20,1,0,0,0,0,0,Matches
297,Javier Llabrés\38b0cf42,,FW,Mallorca,,,1.0,3,2.90,1,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
298,Marcos Llorente\02c15616,es ESP,DFMF,Atlético Madrid,27-012,1995,13.0,23,1.77,20,1,1,0,1,0,2,0.15,2,0,0,0,0,0,Matches
299,Giovani Lo Celso\d7553721,ar ARG,MF,Villarreal,25-308,1996,0.2,2,12.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
300,Julen Lobete\a952a529,es ESP,FWMF,Real Sociedad,21-146,2000,3.1,3,0.96,1,0,0,0,2,0,1,0.32,0,0,0,0,1,0,Matches
301,Renan Lodi\ed9f7cfe,br BRA,DF,Atlético Madrid,23-309,1998,7.1,10,1.42,10,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
302,David López\f03f284b,es ESP,MFDF,Espanyol,32-125,1989,5.8,9,1.56,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
303,Diego López\73683fa9,es ESP,GK,Espanyol,40-100,1981,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,Javi López\e9ada8cf,es ESP,DF,Alavés,20-041,2002,4.5,6,1.33,4,1,1,0,0,0,1,0.22,1,0,0,0,0,0,Matches
305,Unai López\88050721,es ESP,MF,Rayo Vallecano,26-104,1995,7.6,31,4.06,22,5,2,1,1,0,1,0.13,0,1,0,0,0,0,Matches
306,Anthony Lozano\38699c72,hn HON,FWMF,Cádiz,28-292,1993,12.1,26,2.14,16,0,2,2,5,1,6,0.49,2,0,1,0,2,1,Matches
307,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,26-262,1995,15.4,33,2.15,27,2,1,0,1,2,6,0.39,5,0,0,0,1,0,Matches
308,José Luis Morales\4a478107,es ESP,FWMF,Levante,34-203,1987,17.2,44,2.55,29,3,4,2,2,4,2,0.12,2,0,0,0,0,0,Matches
309,Florentino Luís\881cd6be,pt POR,MF,Getafe,22-176,1999,7.5,11,1.46,10,0,0,0,0,1,1,0.13,1,0,0,0,0,0,Matches
310,Luismi\acf5410c,es ESP,FW,Sevilla,20-264,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
311,Darwin Machís\ed6ea4d9,ve VEN,MFFW,Granada,29-004,1993,10.1,25,2.47,16,1,4,3,1,0,2,0.20,0,0,1,1,0,0,Matches
312,Pablo Maffeo\5db04597,es ESP,DF,Mallorca,24-214,1997,18.7,28,1.50,15,2,2,1,6,2,3,0.16,2,0,0,0,1,0,Matches
313,Nemanja Maksimović\00b28772,rs SRB,MF,Getafe,27-016,1995,22.1,37,1.67,30,1,1,1,2,2,1,0.05,1,0,0,0,0,0,Matches
314,Hugo Mallo\cb574619,es ESP,DF,Celta Vigo,30-234,1991,15.3,26,1.69,20,4,1,0,1,0,2,0.13,2,0,0,0,0,0,Matches
315,Mickael Malsa\bbc19252,mq MTQ,MF,Levante,26-122,1995,7.9,8,1.01,8,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
316,Giorgi Mamardashvili\d4b73232,ge GEO,GK,Valencia,21-135,2000,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Reinildo Mandava\c20bdcd7,mz MOZ,DF,Atlético Madrid,28-021,1994,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
318,Aïssa Mandi\fbd6378b,dz ALG,DF,Villarreal,30-112,1991,8.0,1,0.12,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
319,Maranhão\ae86d473,br BRA,FWMF,Valencia,25-114,1996,5.9,18,3.03,13,0,1,1,3,0,2,0.34,2,0,0,0,0,0,Matches
320,Nikola Maraš\b9d0446f,rs SRB,DF,Rayo Vallecano,26-054,1995,4.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,Marcelo\603116a7,br BRA,DF,Real Madrid,33-275,1988,1.5,5,2.06,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
322,Iván Marcone\b14f755d,ar ARG,MF,Elche,31-253,1990,6.5,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
323,Óscar de Marcos\9f323c71,es ESP,DF,Athletic Club,32-303,1989,8.7,15,1.73,12,3,0,0,0,0,3,0.35,3,0,0,0,0,0,Matches
324,José María Giménez\f0da930c,uy URU,DF,Atlético Madrid,27-022,1995,12.3,6,0.49,4,0,0,1,1,0,2,0.16,1,0,0,1,0,0,Matches
