,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
404,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,20-137,2001,1.1,25,32,78.1,386,82,11,12,91.7,11,12,91.7,2,6,33.3,0,0.0,0.0,0,2,1,0,2,Matches
405,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,20-308,2001,4.1,165,191,86.4,2999,644,75,82,91.5,67,77,87.0,22,29,75.9,0,0.1,-0.1,1,16,2,0,17,Matches
406,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,24-076,1997,12.2,542,591,91.7,12402,3925,161,172,93.6,245,257,95.3,133,153,86.9,0,0.1,-0.1,1,22,1,0,23,Matches
407,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,27-135,1994,17.0,288,478,60.3,4081,1023,170,248,68.5,97,169,57.4,10,26,38.5,1,0.8,+0.2,11,34,6,1,37,Matches
408,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,25-183,1996,10.0,356,421,84.6,6241,1339,170,191,89.0,139,157,88.5,37,50,74.0,1,0.2,+0.8,4,17,5,0,13,Matches
409,Marshall Munetsi\2acf0cd7,zw ZIM,MF,Reims,25-234,1996,9.2,207,250,82.8,3542,797,107,123,87.0,63,77,81.8,27,37,73.0,0,0.1,-0.1,2,19,0,0,14,Matches
410,Kévin N'Doram\e50623a0,fr FRA,MFDF,Metz,26-020,1996,7.4,199,242,82.2,4096,1034,70,89,78.7,92,103,89.3,34,43,79.1,0,0.1,-0.1,6,25,1,0,22,Matches
411,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,28-218,1993,20.7,983,1257,78.2,16609,8063,501,574,87.3,395,486,81.3,76,161,47.2,2,2.4,-0.4,19,61,25,12,104,Matches
412,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,22-344,1999,14.9,496,595,83.4,10469,3163,145,172,84.3,255,290,87.9,86,117,73.5,0,0.1,-0.1,4,32,1,0,32,Matches
413,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,27-269,1994,22.0,296,537,55.1,9649,6215,55,56,98.2,117,120,97.5,123,360,34.2,0,0.0,0.0,0,11,1,0,0,Matches
414,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,35-058,1986,12.7,314,346,90.8,7545,4315,87,87,100.0,138,141,97.9,89,118,75.4,0,0.0,0.0,0,0,0,0,0,Matches
415,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,22-037,2000,5.5,166,230,72.2,3058,812,68,81,84.0,72,95,75.8,19,41,46.3,0,0.7,-0.7,4,3,5,4,14,Matches
416,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,25-045,1996,0.5,45,48,93.8,725,234,25,27,92.6,15,15,100.0,4,4,100.0,0,0.0,0.0,1,7,0,0,6,Matches
417,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,21-109,2000,2.3,38,54,70.4,627,93,19,26,73.1,14,19,73.7,4,6,66.7,1,0.6,+0.4,2,1,1,1,2,Matches
418,Neymar\69384e5d,br BRA,FWMF,Paris S-G,30-006,1992,9.2,459,601,76.4,7372,2347,244,303,80.5,159,188,84.6,41,75,54.7,3,3.2,-0.2,24,56,24,1,74,Matches
419,Yvan Neyou\0ad37003,cm CMR,MF,Saint-Étienne,25-039,1997,9.9,403,473,85.2,7033,1402,182,211,86.3,170,193,88.1,39,53,73.6,0,0.2,-0.2,7,26,4,0,27,Matches
420,Opa Nguette\75a63397,sn SEN,FWMF,Metz,27-218,1994,9.0,139,186,74.7,1905,437,79,98,80.6,47,63,74.6,3,6,50.0,2,0.3,+1.7,10,10,2,0,12,Matches
421,Sikou Niakaté\8eef18aa,fr FRA,DF,Metz,22-216,1999,4.2,106,125,84.8,2321,742,27,31,87.1,57,64,89.1,21,24,87.5,0,0.1,-0.1,1,2,0,0,4,Matches
422,Ibrahima Niane\46faabfa,sn SEN,FW,Metz,22-337,1999,15.0,262,359,73.0,3626,599,153,190,80.5,86,119,72.3,8,20,40.0,1,1.3,-0.3,12,12,2,1,13,Matches
423,M'Baye Niang\2054d037,sn SEN,FW,Bordeaux,27-054,1994,2.7,39,53,73.6,558,67,23,27,85.2,12,15,80.0,2,5,40.0,0,0.4,-0.4,1,3,0,0,2,Matches
424,Cheikh Niasse\ff20acfe,sn SEN,MFFW,Lille,22-023,2000,0.5,20,25,80.0,256,55,11,14,78.6,8,9,88.9,0,0,,0,0.0,0.0,0,1,0,0,2,Matches
425,Casimir Ninga\91f2da4c,td CHA,FW,Angers,28-270,1993,3.2,41,53,77.4,565,151,25,32,78.1,7,10,70.0,4,4,100.0,0,0.0,0.0,1,2,1,0,4,Matches
426,Arnaud Nordin\7b9a9e25,fr FRA,MFFW,Saint-Étienne,23-239,1998,12.0,301,396,76.0,5017,1245,151,176,85.8,111,147,75.5,26,47,55.3,4,3.1,+0.9,18,14,13,5,27,Matches
427,Alexander Nübel\afb0c500,de GER,GK,Monaco,25-134,1996,23.0,516,689,74.9,14881,8886,96,96,100.0,234,234,100.0,184,356,51.7,0,0.0,0.0,0,2,0,0,0,Matches
428,Gerzino Nyamsi\6043997c,fr FRA,DF,Strasbourg,25-020,1997,18.2,682,791,86.2,16300,5446,147,161,91.3,363,390,93.1,169,233,72.5,1,0.2,+0.8,2,38,1,0,42,Matches
429,Florent Ogier\6993927b,fr FRA,DF,Clermont Foot,32-327,1989,18.3,856,1007,85.0,17866,7534,296,324,91.4,396,442,89.6,153,225,68.0,0,0.2,-0.2,2,53,1,0,39,Matches
430,Warmed Omari\4534a352,fr FRA,DF,Rennes,21-294,2000,16.1,896,973,92.1,21587,6133,173,186,93.0,475,501,94.8,242,268,90.3,0,0.1,-0.1,2,60,1,0,60,Matches
431,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,28-032,1994,17.8,540,698,77.4,15340,8596,99,103,96.1,253,260,97.3,186,332,56.0,0,0.0,0.0,0,3,0,0,0,Matches
432,Amadou Onana\828657ff,be BEL,MF,Lille,20-179,2001,7.8,298,356,83.7,5570,1198,133,149,89.3,119,141,84.4,42,59,71.2,0,0.3,-0.3,5,35,4,0,27,Matches
433,Jean Onana\b5bb8188,cm CMR,MF,Bordeaux,22-034,2000,9.7,471,565,83.4,9140,2174,201,232,86.6,184,210,87.6,79,109,72.5,1,0.9,+0.1,12,40,9,0,40,Matches
434,Otávio\243f4a0b,br BRA,MF,Bordeaux,27-283,1994,12.7,626,703,89.0,12465,2992,230,244,94.3,291,319,91.2,92,117,78.6,0,0.1,-0.1,6,37,5,0,41,Matches
435,Dango Ouattara\2f9e4435,bf BFA,FWMF,Lorient,20-000,2002,3.7,72,125,57.6,1147,164,38,62,61.3,26,44,59.1,6,14,42.9,0,0.1,-0.1,3,3,1,0,7,Matches
436,Remi Oudin\ea02beaf,fr FRA,MFFW,Bordeaux,25-085,1996,13.1,288,438,65.8,5689,1619,117,150,78.0,120,168,71.4,44,97,45.4,5,2.5,+2.5,17,17,16,4,31,Matches
437,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,33-207,1988,18.0,316,499,63.3,12223,8471,26,26,100.0,107,109,98.2,181,362,50.0,0,0.0,0.0,0,8,1,0,0,Matches
438,Azzedine Ounahi\83299cc0,ma MAR,MF,Angers,21-298,2000,10.6,514,589,87.3,8799,2276,238,270,88.1,212,226,93.8,48,64,75.0,0,0.9,-0.9,10,64,11,1,55,Matches
439,Ambroise Oyongo\e3e05edf,cm CMR,DF,Montpellier,30-234,1991,0.2,8,12,66.7,134,76,4,5,80.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
440,Vincent Pajot\f86ca403,fr FRA,MF,Metz,31-176,1990,16.6,590,679,86.9,11887,2590,210,227,92.5,273,294,92.9,94,132,71.2,0,0.1,-0.1,6,61,2,1,42,Matches
441,Nicolas Pallois\779847d6,fr FRA,DF,Nantes,34-145,1987,18.3,592,733,80.8,13480,4409,155,182,85.2,290,337,86.1,143,200,71.5,0,0.0,0.0,1,41,0,0,45,Matches
442,Erik Palmer-Brown\e5c1e0ca,us USA,DF,Troyes,24-293,1997,4.9,173,204,84.8,3526,1192,64,73,87.7,79,89,88.8,29,40,72.5,0,0.0,0.0,0,5,0,0,8,Matches
443,Emerson Palmieri\e0bc6fdc,it ITA,DF,Lyon,27-192,1994,16.3,940,1102,85.3,15061,4950,504,537,93.9,334,390,85.6,76,129,58.9,1,1.7,-0.7,19,42,10,6,39,Matches
444,Lucas Paquetá\9b6f7fd5,br BRA,FWMF,Lyon,24-168,1997,17.1,667,844,79.0,10003,2649,380,438,86.8,196,249,78.7,51,80,63.8,3,2.8,+0.2,23,59,15,2,67,Matches
445,Rubén Pardo\2306bfde,es ESP,MF,Bordeaux,29-112,1992,0.1,1,1,100.0,11,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
446,Leandro Paredes\dff153a4,ar ARG,MF,Paris S-G,27-227,1994,6.2,601,635,94.6,11097,2989,247,259,95.4,286,293,97.6,63,72,87.5,2,0.1,+1.9,3,58,2,0,28,Matches
447,Strahinja Pavlović\25146df0,rs SRB,DF,Monaco,20-263,2001,5.0,334,394,84.8,7161,2326,101,108,93.5,174,187,93.0,55,91,60.4,0,0.0,0.0,0,26,7,2,20,Matches
448,Dimitri Payet\58ae47b2,fr FRA,FWMF,Marseille,34-319,1987,19.3,822,1089,75.5,15847,4591,385,447,86.1,282,354,79.7,139,254,54.7,9,8.0,+1.0,76,80,38,12,105,Matches
449,Timothee Pembele\f8ce97ca,fr FRA,DF,Bordeaux,19-155,2002,13.6,398,542,73.4,5957,2141,233,276,84.4,137,192,71.4,18,32,56.3,1,2.0,-1.0,11,24,9,5,31,Matches
450,Mathias Pereira Lage\8846a40f,pt POR,DF,Angers,25-073,1996,4.4,145,210,69.0,2330,811,70,93,75.3,62,83,74.7,8,23,34.8,1,0.6,+0.4,4,11,2,0,13,Matches
451,Brayann Pereira\5c42e7ce,fr FRA,DF,Lens,18-266,2003,0.1,6,8,75.0,74,8,4,4,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches
452,Danilo Pereira\8fd9996f,pt POR,MF,Paris S-G,30-155,1991,11.8,836,886,94.4,15827,3532,306,323,94.7,418,435,96.1,99,110,90.0,0,0.0,0.0,1,58,1,0,27,Matches
453,Luan Peres Petroni\a5549ec1,br BRA,DF,Marseille,27-207,1994,20.7,1219,1369,89.0,21890,6003,541,573,94.4,538,598,90.0,124,173,71.7,1,1.1,-0.1,11,100,6,3,62,Matches
454,Lucas Perrin\49070d66,fr FRA,DF,Strasbourg,23-084,1998,16.1,743,856,86.8,16025,5936,227,240,94.6,385,416,92.5,127,185,68.6,0,0.6,-0.6,7,80,11,2,79,Matches
455,Danijel Petković\b98cea65,me MNE,GK,Angers,28-262,1993,10.0,231,308,75.0,6265,2882,25,25,100.0,131,132,99.2,74,150,49.3,0,0.0,0.0,0,1,0,0,0,Matches
456,Léo Pétrot\00638016,fr FRA,DF,Lorient,24-302,1997,8.4,358,422,84.8,7541,2514,107,115,93.0,187,204,91.7,61,97,62.9,0,0.0,0.0,0,14,0,0,17,Matches
457,Romain Philippoteaux\f98b15f0,fr FRA,MF,Brest,33-346,1988,0.3,5,7,71.4,67,11,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
458,Jérôme Phojo\ff44d058,fr FRA,DF,Clermont Foot,28-302,1993,0.1,2,2,100.0,28,19,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
459,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Brest,23-243,1998,20.4,886,1067,83.0,14818,6126,440,477,92.2,362,426,85.0,69,122,56.6,1,0.7,+0.3,14,74,17,5,89,Matches
460,Julian Pollersbeck\d6f6ce93,de GER,GK,Lyon,27-179,1994,1.2,28,34,82.4,709,460,10,10,100.0,11,11,100.0,7,13,53.8,0,0.0,0.0,0,1,0,0,0,Matches
461,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,23-029,1999,2.0,51,77,66.2,1482,908,6,6,100.0,29,29,100.0,16,42,38.1,0,0.0,0.0,0,0,0,0,0,Matches
462,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,28-083,1993,14.4,710,827,85.9,15059,3789,252,282,89.4,293,321,91.3,151,200,75.5,0,1.6,-1.6,16,83,19,0,86,Matches
463,Nicolas de Préville\b0547a87,fr FRA,FWMF,Metz,31-034,1991,11.9,211,325,64.9,3506,931,107,144,74.3,74,111,66.7,22,49,44.9,1,0.7,+0.3,7,17,7,4,19,Matches
464,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,25-361,1996,0.2,9,10,90.0,103,43,8,9,88.9,1,1,100.0,0,0,,0,0.2,-0.2,1,0,0,0,0,Matches
465,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,28-364,1993,2.4,168,185,90.8,2567,439,92,101,91.1,63,67,94.0,9,11,81.8,0,0.1,-0.1,2,15,0,0,10,Matches
466,Predrag Rajković\58ad9383,rs SRB,GK,Reims,26-103,1995,23.0,495,705,70.2,14840,8495,82,82,100.0,200,206,97.1,208,411,50.6,0,0.0,0.0,1,10,0,0,0,Matches
467,Adil Rami\8dbff17c,fr FRA,DF,Troyes,36-046,1985,8.9,280,338,82.8,6318,2300,90,102,88.2,125,139,89.9,62,89,69.7,0,0.0,0.0,1,14,1,0,16,Matches
468,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,35-318,1986,2.7,271,289,93.8,6401,1979,68,71,95.8,135,142,95.1,67,75,89.3,0,0.0,0.0,0,41,2,0,28,Matches
469,Elba Rashani\25749008,xk KVX,FW,Clermont Foot,28-278,1993,13.2,318,400,79.5,4728,1220,186,210,88.6,106,131,80.9,16,28,57.1,3,2.5,+0.5,9,22,11,6,25,Matches
470,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,19-334,2002,0.0,2,2,100.0,36,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
471,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,28-163,1993,0.3,7,8,87.5,204,116,1,1,100.0,3,3,100.0,3,4,75.0,0,0.0,0.0,0,0,0,0,0,Matches
472,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,28-334,1993,14.4,351,491,71.5,5879,1476,188,228,82.5,116,164,70.7,34,61,55.7,1,1.2,-0.2,11,25,13,5,38,Matches
473,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,26-103,1995,15.1,594,774,76.7,11197,4571,267,291,91.8,238,296,80.4,79,159,49.7,2,1.7,+0.3,12,43,12,10,54,Matches
474,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,19-257,2002,0.1,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
475,Patrick Roberts\59d93937,eng ENG,DF,Troyes,25-006,1997,0.2,5,6,83.3,72,13,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
476,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,26-270,1995,14.1,501,572,87.6,10029,3496,160,175,91.4,272,299,91.0,61,84,72.6,0,0.0,0.0,0,19,0,0,19,Matches
477,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,26-236,1995,9.4,166,221,75.1,2634,498,94,113,83.2,48,59,81.4,17,29,58.6,1,0.2,+0.8,6,17,8,1,14,Matches
478,Valentin Rongier\ed45c4a5,fr FRA,MFDF,Marseille,27-066,1994,14.0,1041,1147,90.8,18825,4757,451,483,93.4,465,505,92.1,111,132,84.1,1,0.7,+0.3,8,90,12,2,88,Matches
479,Pablo Rosario\1a6b7ea4,nl NED,MF,Nice,25-035,1997,17.6,886,1010,87.7,16431,3439,362,396,91.4,409,452,90.5,99,131,75.6,2,0.5,+1.5,12,76,10,1,69,Matches
480,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,25-063,1996,4.9,182,218,83.5,3009,829,92,108,85.2,68,76,89.5,16,20,80.0,0,0.5,-0.5,6,13,2,1,10,Matches
481,Mathys Saban\7d9f3d69,fr FRA,FWMF,Saint-Étienne,19-272,2002,0.8,13,18,72.2,191,56,8,11,72.7,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,2,0,2,Matches
482,Falaye Sacko\6388e356,ml MLI,DF,Saint-Étienne,26-286,1995,1.0,73,79,92.4,1652,581,16,19,84.2,41,41,100.0,16,19,84.2,0,0.0,0.0,0,14,0,0,10,Matches
483,Rafiki Said Ahamada\c2e5f306,fr FRA,MFFW,Brest,21-333,2000,0.7,27,36,75.0,398,114,15,19,78.9,9,10,90.0,2,5,40.0,0,0.0,0.0,0,1,3,0,8,Matches
484,Wesley Saïd\90fcf472,fr FRA,FWMF,Lens,26-298,1995,6.0,141,191,73.8,2470,561,69,79,87.3,53,69,76.8,15,29,51.7,0,0.6,-0.6,10,10,5,0,22,Matches
485,Mamadou Sakho\87935cf3,fr FRA,DF,Montpellier,31-363,1990,18.8,850,958,88.7,16530,6926,307,325,94.5,405,432,93.8,123,176,69.9,0,0.1,-0.1,1,40,1,0,50,Matches
486,Bakary Sako\381d7d54,ml MLI,FWMF,Saint-Étienne,33-291,1988,0.9,15,21,71.4,272,65,4,6,66.7,9,13,69.2,1,1,100.0,0,0.0,0.0,2,3,0,0,1,Matches
487,William Saliba\972aeb2a,fr FRA,DF,Marseille,20-324,2001,22.0,1719,1832,93.8,33620,10394,567,597,95.0,944,978,96.5,197,236,83.5,0,0.6,-0.6,4,118,7,1,112,Matches
488,Romain Salin\74733221,fr FRA,GK,Rennes,37-197,1984,1.0,29,32,90.6,849,494,7,7,100.0,12,12,100.0,10,13,76.9,0,0.0,0.0,0,1,0,0,0,Matches
489,Yoann Salmier\c3725db2,gf GUF,DF,Troyes,29-082,1992,19.8,790,907,87.1,15791,5656,300,319,94.0,355,392,90.6,117,165,70.9,0,0.3,-0.3,5,43,3,1,53,Matches
490,Mama Samba Baldé\fb14aa28,gw GNB,FWMF,Troyes,26-097,1995,13.7,219,309,70.9,3433,805,129,158,81.6,66,98,67.3,18,27,66.7,1,1.0,0.0,12,16,11,0,32,Matches
491,Junior Sambia\24eb7ed6,fr FRA,DFFW,Montpellier,25-157,1996,12.3,403,521,77.4,6947,3038,214,239,89.5,146,188,77.7,37,76,48.7,0,0.4,-0.4,7,33,11,6,41,Matches
492,Renato Sanches\032f894e,pt POR,MF,Lille,24-177,1997,10.4,530,671,79.0,11345,3690,195,222,87.8,211,254,83.1,112,166,67.5,3,2.2,+0.8,22,70,22,5,92,Matches
493,Philippe Sandler\60740e70,nl NED,DF,Troyes,25-001,1997,0.8,20,27,74.1,316,205,13,14,92.9,6,8,75.0,1,5,20.0,0,0.0,0.0,0,2,0,0,0,Matches
494,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Rennes,26-339,1995,13.0,548,656,83.5,10865,2234,207,243,85.2,248,274,90.5,81,109,74.3,1,0.7,+0.3,15,41,8,3,47,Matches
495,Pablo Sarabia\9744ff80,es ESP,FW,Paris S-G,29-276,1992,0.2,13,20,65.0,202,14,9,10,90.0,3,5,60.0,1,4,25.0,0,0.0,0.0,0,0,0,0,0,Matches
496,Martin Satriano\86383d0e,it ITA,FW,Brest,20-356,2001,0.4,2,5,40.0,39,0,1,2,50.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
497,Téji Savanier\6bde367b,fr FRA,MF,Montpellier,30-051,1991,16.9,695,1028,67.6,15298,5037,274,339,80.8,226,297,76.1,177,341,51.9,6,2.9,+3.1,34,98,29,8,96,Matches
498,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Nice,32-095,1989,2.5,149,170,87.6,2522,690,74,79,93.7,58,67,86.6,15,20,75.0,1,0.1,+0.9,2,13,0,0,13,Matches
499,Alidu Seidu\cea59f02,ci CIV,DFFW,Clermont Foot,21-252,2000,4.7,180,207,87.0,3197,823,86,99,86.9,75,79,94.9,17,26,65.4,0,0.1,-0.1,3,6,0,0,8,Matches
500,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,29-350,1992,22.0,409,570,71.8,12594,8270,75,75,100.0,165,165,100.0,164,325,50.5,0,0.0,0.0,0,3,0,0,1,Matches
501,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Lyon,30-124,1991,7.5,265,346,76.6,4762,1488,142,159,89.3,70,85,82.4,45,83,54.2,3,2.4,+0.6,16,23,18,2,39,Matches
502,Mahame Siby\6d075c67,ml MLI,MFDF,Strasbourg,25-219,1996,0.2,4,6,66.7,78,5,2,2,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
503,Aboubakar Sidibé\ae5b93a0,fr FRA,FW,Clermont Foot,25-284,1996,0.1,4,5,80.0,50,13,3,3,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches
504,Djibril Sidibé\4c5b714f,fr FRA,DF,Monaco,29-197,1992,8.2,470,582,80.8,8785,3076,213,234,91.0,200,232,86.2,54,102,52.9,0,0.9,-0.9,5,46,10,6,33,Matches
505,Kaj Sierhuis\9c2b1f11,nl NED,FW,Reims,23-290,1998,0.9,22,27,81.5,322,50,11,14,78.6,6,6,100.0,2,3,66.7,0,0.1,-0.1,1,1,1,0,1,Matches
506,Caio Henrique Oliveira Silva\30af8b93,br BRA,DF,Monaco,24-195,1997,16.8,813,1041,78.1,13943,4489,365,415,88.0,378,461,82.0,60,117,51.3,5,3.6,+1.4,20,33,23,6,81,Matches
507,Gabriel Silva\4914ed4a,br BRA,DF,Saint-Étienne,30-274,1991,4.5,141,198,71.2,2332,1082,63,74,85.1,62,77,80.5,10,31,32.3,0,0.0,0.0,2,11,1,0,13,Matches
508,Moses Simon\5f3eaaf5,ng NGA,FWMF,Nantes,26-214,1995,16.5,349,542,64.4,6107,2198,186,223,83.4,112,160,70.0,45,128,35.2,6,4.9,+1.1,44,12,26,13,36,Matches
509,Xavi Simons\da4d670f,nl NED,MFFW,Paris S-G,18-296,2003,0.4,9,13,69.2,139,20,6,7,85.7,1,3,33.3,1,1,100.0,0,0.1,-0.1,1,0,1,0,1,Matches
510,Issouf Sissokho\792a9d41,ml MLI,MF,Bordeaux,20-012,2002,4.8,185,213,86.9,3434,611,72,77,93.5,82,91,90.1,27,34,79.4,0,0.4,-0.4,7,9,7,1,10,Matches
511,Ibrahima Sissoko\0f8418aa,fr FRA,MFDF,Strasbourg,24-107,1997,17.1,628,757,83.0,12113,3805,241,273,88.3,292,320,91.3,83,129,64.3,5,3.8,+1.2,19,56,15,4,65,Matches
512,Nelson Sissoko\12bd0579,fr FRA,DF,Saint-Étienne,24-341,1997,0.5,7,9,77.8,135,77,2,3,66.7,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
513,Sambou Sissoko\e4bb1f08,fr FRA,MF,Reims,22-290,1999,1.1,33,49,67.3,553,127,13,18,72.2,17,21,81.0,3,6,50.0,0,0.1,-0.1,2,2,1,0,5,Matches
514,Islam Slimani\ffec9769,dz ALG,FW,Lyon,33-238,1988,6.4,151,193,78.2,2018,263,88,110,80.0,43,51,84.3,7,10,70.0,1,0.7,+0.3,7,2,10,0,12,Matches
515,Florian Sotoca\7a42d0df,fr FRA,FWMF,Lens,31-109,1990,14.6,439,598,73.4,8469,1750,202,268,75.4,157,209,75.1,69,96,71.9,4,1.9,+2.1,14,48,9,4,54,Matches
516,Sambou Soumano\7cc00776,sn SEN,FWMF,Lorient,21-039,2001,1.6,17,27,63.0,213,15,11,14,78.6,3,7,42.9,1,2,50.0,0,0.1,-0.1,3,1,0,0,0,Matches
517,Arnaud Souquet\4e0afc5d,fr FRA,DF,Montpellier,29-364,1992,12.9,424,582,72.9,7229,3279,211,240,87.9,168,220,76.4,36,86,41.9,2,0.4,+1.6,10,25,9,2,45,Matches
518,Saidou Sow\f6b94e8d,gn GUI,DF,Saint-Étienne,19-222,2002,9.3,424,497,85.3,8756,2691,137,153,89.5,216,238,90.8,66,95,69.5,1,0.6,+0.4,3,25,1,1,25,Matches
519,Calvin Stengs\8f7e6783,nl NED,MF,Nice,23-055,1998,8.7,223,309,72.2,3903,1408,112,143,78.3,73,97,75.3,32,54,59.3,0,1.6,-1.6,16,26,9,3,26,Matches
520,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,19-361,2002,11.2,284,357,79.6,5579,1297,126,148,85.1,106,122,86.9,46,66,69.7,2,1.4,+0.6,21,14,21,7,35,Matches
521,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,21-307,2000,0.7,22,34,64.7,485,78,5,6,83.3,11,15,73.3,6,12,50.0,0,0.0,0.0,0,1,0,0,0,Matches
522,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,19-341,2002,1.3,46,57,80.7,745,126,26,30,86.7,16,20,80.0,4,6,66.7,0,0.0,0.0,0,2,0,0,1,Matches
523,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,29-009,1993,14.9,710,820,86.6,13994,3031,291,333,87.4,276,314,87.9,131,147,89.1,3,2.7,+0.3,24,90,20,4,81,Matches
524,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,29-295,1992,15.2,900,1082,83.2,18814,5650,344,376,91.5,388,432,89.8,156,249,62.7,1,2.1,-1.1,27,89,12,3,94,Matches
525,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,19-267,2002,0.0,2,2,100.0,21,4,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
526,Loum Tchaouna\a3c8b4d3,fr FRA,MFFW,Rennes,18-156,2003,0.5,16,22,72.7,290,27,7,8,87.5,7,11,63.6,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
527,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,23-296,1998,2.3,86,98,87.8,1689,385,34,37,91.9,38,40,95.0,13,20,65.0,0,0.1,-0.1,2,9,2,1,6,Matches
528,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,22-015,2000,20.2,1177,1351,87.1,23321,5908,450,495,90.9,538,602,89.4,178,225,79.1,1,2.0,-1.0,13,122,19,1,120,Matches
529,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,16-290,2005,0.5,13,19,68.4,279,86,6,8,75.0,3,6,50.0,4,4,100.0,0,0.1,-0.1,1,1,0,0,1,Matches
530,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,24-246,1997,3.2,73,88,83.0,1085,180,44,47,93.6,22,28,78.6,5,6,83.3,1,1.0,0.0,3,3,2,0,4,Matches
531,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,24-344,1997,17.1,393,501,78.4,6595,1449,207,237,87.3,120,163,73.6,50,68,73.5,0,2.0,-2.0,21,28,23,6,51,Matches
532,Sada Thioub\f4bc42b1,sn SEN,DFFW,Saint-Étienne,26-255,1995,2.1,84,106,79.2,1330,471,42,47,89.4,36,43,83.7,4,13,30.8,0,0.2,-0.2,3,5,1,0,8,Matches
533,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,26-255,1995,0.0,2,4,50.0,15,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
