,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1,Yunis Abdelhamid\32c2d95f,ma MAR,DF,Reims,34-136,1987,22.0,849,1034,82.1,18340,6366,229,258,88.8,488,547,89.2,128,199,64.3,0,0.2,-0.2,6,50,4,0,53,Matches
2,Salis Abdul Samed\82464ce3,gh GHA,MF,Clermont Foot,21-322,2000,19.2,1152,1248,92.3,21718,3606,444,474,93.7,546,575,95.0,146,169,86.4,0,0.8,-0.8,8,49,5,0,45,Matches
3,Laurent Abergel\31626657,fr FRA,MF,Lorient,29-010,1993,20.3,836,1020,82.0,16239,4156,331,371,89.2,361,407,88.7,134,197,68.0,1,1.7,-0.7,14,78,13,6,79,Matches
4,Charles Abi\469d3d84,fr FRA,FW,Saint-Étienne,21-305,2000,0.5,2,6,33.3,24,0,1,2,50.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
5,Matthis Abline\0e46fa2f,fr FRA,FW,Rennes,18-320,2003,1.1,8,10,80.0,100,22,4,6,66.7,4,4,100.0,0,0,,0,0.0,0.0,1,1,1,0,1,Matches
6,Martin Adeline\7587446d,fr FRA,FWMF,Reims,18-071,2003,2.6,69,100,69.0,1201,311,27,33,81.8,29,38,76.3,7,14,50.0,0,0.3,-0.3,1,6,2,0,8,Matches
7,Yacine Adli\26777636,fr FRA,MFFW,Bordeaux,21-197,2000,17.7,657,876,75.0,13875,4381,258,300,86.0,255,306,83.3,135,241,56.0,6,4.0,+2.0,41,79,22,3,103,Matches
8,Lucien Agoume\8bc8829a,fr FRA,MF,Brest,20-002,2002,12.5,499,570,87.5,9350,2314,202,224,90.2,205,227,90.3,75,90,83.3,0,0.3,-0.3,8,29,9,0,42,Matches
9,Nayef Aguerd\288e1e13,ma MAR,DF,Rennes,25-318,1996,18.9,1256,1384,90.8,28209,9356,311,330,94.2,669,697,96.0,268,344,77.9,1,0.3,+0.7,1,69,2,0,54,Matches
10,Ruben Aguilar\3dd738a1,fr FRA,DF,Monaco,28-291,1993,14.8,977,1137,85.9,17364,6158,439,476,92.2,449,502,89.4,80,133,60.2,1,0.4,+0.6,7,83,19,5,86,Matches
11,Anel Ahmedhodzic\eab957a3,ba BIH,DF,Bordeaux,22-322,1999,1.0,72,75,96.0,1581,409,18,20,90.0,39,39,100.0,15,16,93.8,0,0.0,0.0,0,2,0,0,4,Matches
12,Jean-Eudes Aholou\48b28bfd,ci CIV,MF,Strasbourg,27-328,1994,6.5,217,262,82.8,3711,550,88,95,92.6,98,114,86.0,22,38,57.9,1,0.8,+0.2,4,10,4,1,14,Matches
13,Ludovic Ajorque\462475ed,re REU,FW,Strasbourg,27-351,1994,18.9,436,599,72.8,6552,984,246,309,79.6,125,173,72.3,35,58,60.3,7,3.2,+3.8,23,23,19,4,36,Matches
14,Maghnes Akliouche\b625b241,fr FRA,FWMF,Monaco,19-351,2002,0.2,9,9,100.0,96,1,8,8,100.0,1,1,100.0,0,0,,0,0.1,-0.1,1,0,1,0,1,Matches
15,Sofiane Alakouch\5314e067,ma MAR,DFMF,Metz,23-197,1998,1.8,85,103,82.5,1283,378,49,52,94.2,32,38,84.2,2,5,40.0,0,0.0,0.0,1,5,0,0,4,Matches
16,Josué Albert\3d738df0,gf GUF,DF,Clermont Foot,30-021,1992,0.2,4,4,100.0,41,13,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
17,Doğan Alemdar\9e17ccff,tr TUR,GK,Rennes,19-105,2002,4.0,74,100,74.0,2195,1437,14,14,100.0,33,34,97.1,26,51,51.0,0,0.0,0.0,0,0,0,0,0,Matches
18,Mohamed Ali Cho\f8405304,fr FRA,FW,Angers,18-023,2004,13.1,127,173,73.4,1708,332,81,98,82.7,33,46,71.7,4,12,33.3,0,1.1,-1.1,7,7,6,2,10,Matches
19,Jim Allevinah\1956b948,ga GAB,FW,Clermont Foot,26-349,1995,10.2,239,311,76.8,3804,738,137,162,84.6,76,99,76.8,19,34,55.9,2,1.7,+0.3,12,17,8,3,21,Matches
20,Ibrahim Amadou\9260926b,fr FRA,DF,Metz,28-311,1993,2.0,137,149,91.9,2901,642,39,40,97.5,79,82,96.3,19,26,73.1,0,0.0,0.0,0,3,0,0,3,Matches
21,Jordan Amavi\22721b88,fr FRA,DF,Nice,27-339,1994,1.8,101,114,88.6,1822,631,48,49,98.0,37,43,86.0,13,15,86.7,0,0.0,0.0,0,6,0,0,8,Matches
22,Jordan Amavi\22721b88,fr FRA,DF,Marseille,27-339,1994,1.4,76,88,86.4,1404,379,34,38,89.5,33,36,91.7,9,12,75.0,0,0.1,-0.1,1,6,2,1,7,Matches
23,Benjamin André\ef9c1c95,fr FRA,MF,Lille,31-192,1990,19.5,940,1156,81.3,17008,4557,428,495,86.5,353,427,82.7,122,173,70.5,1,1.0,0.0,8,88,12,1,94,Matches
24,Houssem Aouar\a5db0bec,fr FRA,MFFW,Lyon,23-226,1998,18.7,729,843,86.5,11315,2822,417,457,91.2,226,256,88.3,60,82,73.2,2,3.6,-1.6,22,77,20,1,70,Matches
25,Adil Aouchiche\b94b8be1,fr FRA,MFFW,Saint-Étienne,19-211,2002,7.8,312,412,75.7,5658,1292,162,189,85.7,86,105,81.9,49,87,56.3,4,0.6,+3.4,11,29,4,1,24,Matches
26,Dennis Appiah\feb5d3ab,fr FRA,DF,Nantes,29-247,1992,12.7,415,560,74.1,7660,3941,176,201,87.6,184,235,78.3,51,98,52.0,0,0.3,-0.3,4,30,11,6,46,Matches
27,Lorenz Assignon\b026bbf6,tg TOG,DF,Rennes,21-234,2000,6.1,284,355,80.0,5127,1304,125,145,86.2,121,139,87.1,30,50,60.0,0,0.5,-0.5,4,14,5,2,19,Matches
28,Youcef Atal\6a827d8e,dz ALG,DF,Nice,25-270,1996,11.0,484,630,76.8,7892,3002,264,290,91.0,172,213,80.8,43,99,43.4,0,1.3,-1.3,11,25,18,7,40,Matches
29,Jean-Kévin Augustin\97bfa797,fr FRA,FWMF,Nantes,24-240,1997,0.2,7,9,77.8,76,3,4,5,80.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
30,Karim Azamoum\eaf71a5e,fr FRA,DF,Troyes,32-025,1990,4.3,108,145,74.5,2155,843,38,43,88.4,53,65,81.5,16,34,47.1,0,0.0,0.0,0,2,0,0,3,Matches
31,Loïc Bade\114bbdee,fr FRA,DF,Rennes,21-306,2000,10.9,652,708,92.1,15371,4119,149,159,93.7,341,363,93.9,160,184,87.0,1,0.1,+0.9,1,40,2,1,32,Matches
32,Benoît Badiashile\06df8256,fr FRA,DF,Monaco,20-322,2001,8.6,648,725,89.4,13783,4206,162,171,94.7,383,409,93.6,100,139,71.9,0,0.0,0.0,0,53,1,0,54,Matches
33,Youssouph Badji\6a2b9aee,sn SEN,FW,Brest,20-053,2001,1.5,27,39,69.2,283,52,20,25,80.0,4,9,44.4,0,0,,0,0.2,-0.2,2,3,0,0,0,Matches
34,Stéphane Bahoken\5046b7d4,cm CMR,FW,Angers,29-259,1992,6.1,54,75,72.0,706,79,33,42,78.6,12,16,75.0,4,6,66.7,0,0.1,-0.1,2,1,1,1,0,Matches
35,Dénys Bain\5065d67d,fr FRA,DF,Brest,28-224,1993,1.0,25,26,96.2,560,205,3,4,75.0,18,18,100.0,4,4,100.0,0,0.0,0.0,0,0,0,0,1,Matches
36,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,20-050,2001,5.7,130,185,70.3,3777,2595,35,36,97.2,47,47,100.0,47,101,46.5,0,0.0,0.0,0,1,0,0,0,Matches
37,Cédric Bakambu\0af4dcf0,cd COD,FWMF,Marseille,30-306,1991,0.9,10,11,90.9,143,40,7,8,87.5,2,2,100.0,1,1,100.0,0,0.1,-0.1,1,0,0,0,1,Matches
38,Abdoulaye Bakayoko\ee95585f,fr FRA,DF,Saint-Étienne,19-058,2002,2.0,61,81,75.3,1031,387,24,26,92.3,28,31,90.3,6,19,31.6,0,0.0,0.0,0,2,0,0,1,Matches
39,Dilane Bakwa\2b5a35e5,fr FRA,FW,Bordeaux,19-169,2002,0.1,3,5,60.0,64,14,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Matches
40,Ibrahima Baldé\a30cb0d4,fr FRA,FWMF,Lens,19-025,2003,0.6,6,8,75.0,65,0,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
41,Leonardo Balerdi\7c3ed041,ar ARG,DF,Marseille,23-016,1999,9.7,692,749,92.4,14401,3738,222,231,96.1,360,376,95.7,107,134,79.9,0,0.0,0.0,1,35,0,0,27,Matches
42,Jonathan Bamba\b2bd0f6c,fr FRA,MF,Lille,25-322,1996,14.8,490,636,77.0,7835,2498,286,340,84.1,136,160,85.0,49,87,56.3,1,1.4,-0.4,19,38,22,7,57,Matches
43,Simon Banza\be47b750,fr FRA,FW,Lens,25-182,1996,1.4,20,29,69.0,369,77,11,16,68.8,6,7,85.7,2,4,50.0,1,0.6,+0.4,2,2,0,0,1,Matches
44,Bradley Barcola\a0d55a09,fr FRA,MF,Lyon,19-162,2002,0.1,4,4,100.0,28,9,3,3,100.0,0,0,,0,0,,0,0.2,-0.2,1,0,0,0,0,Matches
45,Melvin Bard\1ddbc7ca,fr FRA,DF,Nice,21-097,2000,16.8,961,1160,82.8,17307,6581,421,460,91.5,434,515,84.3,95,159,59.7,1,1.5,-0.5,10,80,13,4,89,Matches
46,Toma Bašić\80556f08,hr CRO,MF,Bordeaux,25-078,1996,2.3,74,101,73.3,1460,379,29,32,90.6,33,38,86.8,11,28,39.3,1,0.6,+0.4,5,9,1,1,5,Matches
47,Amine Bassi\ced1d98f,fr FRA,MF,Metz,24-076,1997,2.0,84,117,71.8,1551,533,38,49,77.6,35,40,87.5,10,23,43.5,0,0.4,-0.4,6,10,0,0,10,Matches
48,Mohamed Bayo\01870104,gn GUI,FW,Clermont Foot,23-252,1998,15.5,246,326,75.5,3840,713,131,170,77.1,91,113,80.5,18,21,85.7,2,2.4,-0.4,20,23,10,0,28,Matches
49,Haris Belkebla\2b1bed19,dz ALG,MF,Brest,28-014,1994,14.0,429,527,81.4,7959,1890,178,205,86.8,185,218,84.9,55,77,71.4,0,0.1,-0.1,4,30,3,3,27,Matches
50,Jean-Ricner Bellegarde\10f0fdd3,fr FRA,MF,Strasbourg,23-229,1998,14.5,491,602,81.6,8926,1626,214,237,90.3,215,253,85.0,56,90,62.2,2,0.7,+1.3,10,36,11,3,36,Matches
51,Hatem Ben Arfa\74dc806c,fr FRA,FW,Lille,34-341,1987,0.9,39,44,88.6,645,115,20,21,95.2,15,18,83.3,3,3,100.0,1,0.3,+0.7,2,1,1,0,3,Matches
52,Wissam Ben Yedder\942b4f90,fr FRA,FW,Monaco,31-183,1990,15.2,307,413,74.3,4499,701,171,211,81.0,105,139,75.5,20,36,55.6,4,3.1,+0.9,20,16,17,0,28,Matches
53,Darío Benedetto\bef0a7ac,ar ARG,FWMF,Marseille,31-270,1990,0.6,10,11,90.9,160,35,6,7,85.7,3,3,100.0,1,1,100.0,0,0.0,0.0,1,0,0,0,1,Matches
54,Walter Benítez\8a2248b4,ar ARG,GK,Nice,28-329,1993,22.0,425,586,72.5,12253,8321,100,100,100.0,176,178,98.9,147,306,48.0,0,0.0,0.0,0,1,0,0,0,Matches
55,Loris Benito\f5b6fb78,ch SUI,DF,Bordeaux,30-035,1992,0.7,42,53,79.2,836,259,14,18,77.8,20,21,95.2,7,12,58.3,0,0.0,0.0,0,0,0,0,4,Matches
56,Nabil Bentaleb\3189f61a,dz ALG,MF,Angers,27-079,1994,2.4,125,155,80.6,2181,514,57,66,86.4,50,62,80.6,13,18,72.2,0,0.0,0.0,0,6,0,0,13,Matches
57,Patrick Berg\e4114f5d,no NOR,MF,Lens,24-079,1997,1.2,84,97,86.6,1398,270,47,50,94.0,27,33,81.8,9,12,75.0,0,0.0,0.0,1,5,0,0,6,Matches
58,Mitchell van Bergen\0b2c9aec,nl NED,FWMF,Reims,22-168,1999,5.8,99,143,69.2,1557,423,54,65,83.1,26,33,78.8,16,35,45.7,0,0.3,-0.3,9,0,6,1,7,Matches
59,Valon Berisha\d5575935,xk KVX,MFFW,Reims,29-004,1993,3.8,103,150,68.7,2075,670,51,65,78.5,28,39,71.8,20,40,50.0,1,0.4,+0.6,5,11,2,1,12,Matches
60,Paul Bernardoni\28dabd43,fr FRA,GK,Angers,24-299,1997,13.0,263,337,78.0,7909,4249,46,46,100.0,109,113,96.5,107,177,60.5,0,0.0,0.0,0,0,0,0,0,Matches
61,Paul Bernardoni\28dabd43,fr FRA,GK,Saint-Étienne,24-299,1997,4.0,63,121,52.1,2030,1324,5,5,100.0,29,29,100.0,29,87,33.3,0,0.0,0.0,0,1,0,0,0,Matches
62,Juan Bernat\433dc9a2,es ESP,DF,Paris S-G,28-347,1993,5.1,278,300,92.7,3793,946,176,187,94.1,89,95,93.7,6,9,66.7,0,0.4,-0.4,2,15,2,0,12,Matches
63,Dimitry Bertaud\380a15e2,fr FRA,GK,Montpellier,23-250,1998,5.2,125,181,69.1,4078,2846,27,27,100.0,47,47,100.0,51,107,47.7,0,0.0,0.0,0,1,1,0,0,Matches
64,Jason Berthomier\03e91055,fr FRA,MF,Clermont Foot,32-036,1990,14.9,920,1119,82.2,16247,4316,470,514,91.4,326,373,87.4,111,196,56.6,3,3.5,-0.5,39,79,17,7,85,Matches
65,Giulian Biancone\de40e38c,fr FRA,DF,Troyes,21-317,2000,16.0,618,856,72.2,11166,4629,273,330,82.7,263,354,74.3,70,138,50.7,2,0.9,+1.1,13,35,17,12,57,Matches
66,El Bilal Touré\47c609d5,ml MLI,FW,Reims,20-131,2001,9.3,171,235,72.8,2235,306,111,139,79.9,49,68,72.1,2,9,22.2,2,0.7,+1.3,8,10,4,1,7,Matches
67,Jean-Claude Billong\a3e1d20d,cm CMR,DF,Clermont Foot,28-045,1993,4.7,197,226,87.2,3847,1134,70,77,90.9,102,113,90.3,23,31,74.2,0,0.0,0.0,0,8,0,0,6,Matches
68,Nathan Bitu Mazala\0f697e02,fr FRA,DF,Paris S-G,19-063,2002,0.1,10,10,100.0,129,28,7,7,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
69,Marco Bizot\3d214e5f,nl NED,GK,Brest,30-338,1991,22.0,489,700,69.9,17926,12201,50,50,100.0,200,201,99.5,238,448,53.1,1,0.3,+0.7,3,9,0,0,0,Matches
70,Ludovic Blas\6191093d,fr FRA,FWMF,Nantes,24-042,1997,20.2,467,598,78.1,9501,2088,171,207,82.6,212,256,82.8,75,98,76.5,1,1.7,-0.7,19,57,18,4,53,Matches
71,Myron Boadu\5b479568,nl NED,FW,Monaco,21-028,2001,7.6,90,116,77.6,1299,173,51,63,81.0,33,37,89.2,3,7,42.9,1,0.2,+0.8,3,1,1,0,4,Matches
72,Jérôme Boateng\2db2fd7b,de GER,DF,Lyon,33-161,1988,14.9,842,956,88.1,19991,6081,168,181,92.8,480,504,95.2,192,265,72.5,1,1.1,-0.1,5,69,5,1,66,Matches
73,Antonin Bobichon\7d937aa1,fr FRA,MFFW,Angers,26-150,1995,0.4,20,24,83.3,314,101,11,12,91.7,7,8,87.5,2,3,66.7,0,0.0,0.0,0,5,1,0,2,Matches
74,Quentin Boisgard\f6496133,fr FRA,MF,Lorient,24-331,1997,6.5,193,260,74.2,3405,952,98,118,83.1,66,80,82.5,24,47,51.1,0,1.8,-1.8,9,21,5,2,14,Matches
75,Charles Boli\bbdd999a,fr FRA,MF,Lens,23-165,1998,0.4,17,21,81.0,285,70,11,13,84.6,4,4,100.0,2,4,50.0,0,0.0,0.0,1,2,0,0,1,Matches
76,Sven Botman\ccce7025,nl NED,DF,Lille,22-030,2000,16.0,846,956,88.5,18018,5921,284,308,92.2,395,424,93.2,161,206,78.2,1,0.3,+0.7,7,51,1,0,50,Matches
77,Denis Bouanga\0b0cbe5b,ga GAB,FWMF,Saint-Étienne,27-092,1994,13.4,274,411,66.7,4553,1377,155,190,81.6,79,128,61.7,27,62,43.5,0,0.8,-0.8,12,16,11,4,38,Matches
78,Hicham Boudaoui\f9d5908e,dz ALG,MF,Nice,22-141,1999,12.3,331,432,76.6,4784,1035,195,230,84.8,104,135,77.0,18,38,47.4,1,2.1,-1.1,8,23,6,2,26,Matches
79,Ryad Boudebouz\1001ae82,dz ALG,MFFW,Saint-Étienne,31-357,1990,13.5,723,918,78.8,14893,3835,275,316,87.0,275,324,84.9,154,234,65.8,1,2.3,-1.3,30,70,15,1,77,Matches
80,Sofiane Boufal\b0c71810,ma MAR,FWMF,Angers,28-147,1993,17.0,505,666,75.8,8852,2692,252,299,84.3,167,202,82.7,66,122,54.1,3,4.3,-1.3,37,39,24,4,59,Matches
81,Farid Boulaya\a0791826,dz ALG,FWMF,Metz,28-351,1993,9.7,266,410,64.9,5532,1595,117,147,79.6,89,123,72.4,57,119,47.9,1,1.6,-0.6,20,26,7,2,29,Matches
82,Ismaëlben Boura\62e02107,fr FRA,DF,Lens,21-181,2000,1.1,60,72,83.3,1029,382,27,29,93.1,23,26,88.5,7,14,50.0,0,0.0,0.0,0,2,1,0,2,Matches
83,Benjamin Bourigeaud\20e73fac,fr FRA,MFFW,Rennes,28-028,1994,21.3,787,1118,70.4,16594,5966,292,353,82.7,319,397,80.4,167,317,52.7,5,7.6,-2.6,73,75,49,19,115,Matches
84,Redwan Bourles\5c7895a0,fr FRA,MFFW,Lorient,19-040,2003,0.2,3,5,60.0,27,9,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
85,Domagoj Bradarić\8bbe2df5,hr CRO,DFMF,Lille,22-063,1999,1.8,73,95,76.8,1260,414,33,38,86.8,33,40,82.5,6,15,40.0,0,0.2,-0.2,2,6,1,1,7,Matches
86,Bilal Brahimi\02bcaf8e,fr FRA,FWDF,Angers,21-334,2000,3.8,72,99,72.7,1142,327,34,41,82.9,32,40,80.0,4,10,40.0,1,0.7,+0.3,7,2,4,3,4,Matches
87,Bilal Brahimi\02bcaf8e,fr FRA,MF,Nice,21-334,2000,0.2,4,10,40.0,50,4,3,5,60.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
88,Lilian Brassier\5b146df3,fr FRA,DF,Brest,22-101,1999,13.1,544,632,86.1,13489,4485,120,131,91.6,258,280,92.1,161,210,76.7,0,0.2,-0.2,3,45,6,1,44,Matches
89,Jimmy Briand\f83c8d6c,fr FRA,FWMF,Bordeaux,36-193,1985,2.0,57,64,89.1,744,135,37,39,94.9,15,18,83.3,2,3,66.7,1,0.6,+0.4,8,2,3,0,5,Matches
90,Dylan Bronn\edd81e2a,tn TUN,DF,Metz,26-237,1995,17.0,588,705,83.4,13377,4823,153,173,88.4,312,336,92.9,117,181,64.6,1,0.1,+0.9,2,42,2,1,42,Matches
91,Osman Bukari\eab85789,gh GHA,FWMF,Nantes,23-060,1998,6.4,132,178,74.2,1804,374,84,99,84.8,41,56,73.2,2,10,20.0,1,0.7,+0.3,9,4,4,1,13,Matches
92,Maxime Busi\7b082ec2,be BEL,DF,Reims,22-120,1999,2.5,99,117,84.6,1747,656,43,49,87.8,46,49,93.9,10,18,55.6,0,0.2,-0.2,3,4,4,2,10,Matches
93,Oriol Busquets\49712367,es ESP,MF,Clermont Foot,23-022,1999,0.9,55,61,90.2,1081,212,23,25,92.0,19,22,86.4,13,14,92.9,0,0.1,-0.1,1,2,0,0,0,Matches
94,Marcin Bułka\db87a2c4,pl POL,GK,Nice,22-130,1999,1.0,21,23,91.3,444,269,8,9,88.9,10,10,100.0,3,4,75.0,0,0.0,0.0,0,0,0,0,0,Matches
95,Jimmy Cabot\46359159,fr FRA,DF,Angers,27-299,1994,20.6,1034,1305,79.2,19967,5748,424,480,88.3,478,564,84.8,124,223,55.6,5,2.3,+2.7,19,54,25,9,76,Matches
96,Anthony Caci\0118c54c,fr FRA,DF,Strasbourg,24-225,1997,17.0,844,1066,79.2,17244,6670,312,353,88.4,370,452,81.9,149,228,65.4,3,2.2,+0.8,13,75,23,9,116,Matches
97,Mathieu Cafaro\2a657da0,fr FRA,FWMF,Reims,24-323,1997,2.1,41,79,51.9,777,299,16,26,61.5,19,31,61.3,6,22,27.3,0,0.3,-0.3,3,0,5,2,5,Matches
98,Yannick Cahuzac\677ee102,fr FRA,MF,Lens,37-024,1985,6.7,215,246,87.4,3611,741,99,110,90.0,91,99,91.9,19,25,76.0,0,0.1,-0.1,1,17,3,0,18,Matches
99,Marc-Aurèle Caillard\5ee6e943,fr FRA,GK,Metz,27-275,1994,5.0,70,120,58.3,3059,2222,4,4,100.0,25,25,100.0,41,91,45.1,0,0.0,0.0,0,3,0,0,0,Matches
100,Jens Cajuste\928a4a61,se SWE,MF,Reims,22-185,1999,1.2,32,38,84.2,572,91,14,15,93.3,12,14,85.7,4,6,66.7,0,0.0,0.0,0,0,0,0,1,Matches
101,Duje Ćaleta-Car\94f8d10c,hr CRO,DF,Marseille,25-147,1996,11.2,799,872,91.6,17597,4847,216,220,98.2,436,457,95.4,140,181,77.3,0,0.0,0.0,0,43,3,0,38,Matches
102,Lucas Calodat\7a72e960,fr FRA,DF,Saint-Étienne,20-005,2002,0.0,2,2,100.0,30,7,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
103,Mahdi Camara\8577e60a,fr FRA,MFDF,Saint-Étienne,23-226,1998,20.4,842,995,84.6,13392,3918,432,474,91.1,318,367,86.6,58,95,61.1,0,1.4,-1.4,22,63,5,4,52,Matches
104,Mamadou Camara\316e70c7,fr FRA,FW,Troyes,21-004,2001,0.4,8,10,80.0,147,2,2,3,66.7,4,5,80.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
105,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,19-093,2002,1.6,68,75,90.7,1471,238,20,26,76.9,33,34,97.1,14,14,100.0,0,0.0,0.0,1,5,1,0,3,Matches
106,Fali Candé\3cc4bb19,gw GNB,DF,Metz,24-018,1998,1.0,34,50,68.0,648,110,12,14,85.7,18,23,78.3,4,10,40.0,0,0.0,0.0,0,0,0,0,2,Matches
107,Pierrick Capelle\79b2399c,fr FRA,MFDF,Angers,34-302,1987,7.8,308,372,82.8,5895,1682,113,132,85.6,150,171,87.7,40,53,75.5,1,0.6,+0.4,6,22,3,2,23,Matches
108,Maxence Caqueret\f81ef10d,fr FRA,MF,Lyon,21-361,2000,18.9,940,1087,86.5,16024,4542,465,527,88.2,354,388,91.2,95,121,78.5,0,1.3,-1.3,19,105,10,1,99,Matches
109,Irvin Cardona\5e080f73,fr FRA,FW,Brest,24-187,1997,10.0,138,203,68.0,2041,485,80,104,76.9,43,60,71.7,10,26,38.5,1,0.9,+0.1,9,7,2,0,11,Matches
110,Igor Carioca\e3e32fbb,br BRA,DF,Lorient,25-174,1996,14.8,486,641,75.8,8565,2969,223,267,83.5,211,268,78.7,44,73,60.3,0,1.1,-1.1,11,26,11,8,40,Matches
111,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,23-360,1998,8.6,343,419,81.9,7061,1644,129,148,87.2,147,160,91.9,62,94,66.0,0,0.7,-0.7,9,35,7,0,37,Matches
112,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Nantes,27-016,1995,15.9,539,622,86.7,11103,3923,181,193,93.8,269,294,91.5,83,124,66.9,0,0.1,-0.1,4,43,2,0,39,Matches
113,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,24-359,1997,17.2,792,1001,79.1,14167,5590,374,417,89.7,322,389,82.8,84,157,53.5,0,0.9,-0.9,8,73,18,5,79,Matches
114,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,26-026,1996,17.0,593,743,79.8,9675,4247,299,339,88.2,246,295,83.4,38,79,48.1,1,0.6,+0.4,10,29,13,6,40,Matches
115,Leonardo César Jardim\f5dfc256,br BRA,GK,Lille,26-328,1995,2.0,44,52,84.6,1109,607,10,10,100.0,21,21,100.0,13,21,61.9,0,0.0,0.0,0,1,0,0,0,Matches
116,Nassim Chadli\5c61496e,fr FRA,MFDF,Troyes,20-198,2001,1.1,30,44,68.2,481,129,16,19,84.2,11,17,64.7,3,7,42.9,0,0.0,0.0,1,2,0,0,2,Matches
117,Mehdi Chahiri\1787195f,ma MAR,MF,Strasbourg,25-201,1996,0.2,3,7,42.9,53,22,2,3,66.7,1,4,25.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
118,Dylan Chambost\dbde4959,fr FRA,MFFW,Troyes,24-176,1997,7.2,329,401,82.0,6160,1663,140,154,90.9,141,164,86.0,43,68,63.2,1,0.6,+0.4,7,27,7,3,32,Matches
119,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,27-051,1994,19.0,699,828,84.4,17843,6999,138,152,90.8,349,370,94.3,202,289,69.9,0,0.3,-0.3,7,77,2,0,46,Matches
120,Xavier Chavalerin\279ddf6a,fr FRA,MFDF,Reims,30-341,1991,2.4,80,98,81.6,1484,483,37,41,90.2,29,35,82.9,10,15,66.7,0,0.1,-0.1,3,2,3,1,6,Matches
121,Xavier Chavalerin\279ddf6a,fr FRA,MF,Troyes,30-341,1991,17.0,481,611,78.7,8983,2935,219,256,85.5,178,207,86.0,70,118,59.3,1,1.3,-0.3,13,42,15,3,47,Matches
122,Rayan Cherki\b34c63a5,fr FRA,FWMF,Lyon,18-178,2003,4.9,196,257,76.3,3174,899,112,131,85.5,58,67,86.6,18,42,42.9,1,0.7,+0.3,12,16,6,1,20,Matches
123,Pedro Chirivella\68a26d51,es ESP,MF,Nantes,24-264,1997,20.4,934,1110,84.1,19417,4349,338,362,93.4,397,445,89.2,173,254,68.1,1,0.6,+0.4,13,121,10,3,94,Matches
124,Joris Chotard\7909ffa4,fr FRA,MF,Montpellier,20-140,2001,20.5,664,784,84.7,13120,3496,264,297,88.9,269,310,86.8,117,152,77.0,0,0.3,-0.3,6,40,11,3,50,Matches
125,Alexis Claude-Maurice\741418c3,fr FRA,MF,Nice,23-250,1998,2.1,79,92,85.9,1258,264,47,51,92.2,23,27,85.2,6,9,66.7,2,0.8,+1.2,8,3,3,1,5,Matches
126,Jonathan Clauss\5219ab4a,fr FRA,DF,Lens,29-139,1992,20.5,769,1125,68.4,14837,6594,326,394,82.7,311,418,74.4,118,274,43.1,9,5.6,+3.4,49,40,31,11,99,Matches
127,Marcus Coco\3010aefb,fr FRA,FWMF,Nantes,25-232,1996,5.5,106,155,68.4,1535,424,59,77,76.6,39,53,73.6,5,13,38.5,0,0.5,-0.5,4,7,6,4,7,Matches
128,Abdu Conté\cfa49cc1,pt POR,DFMF,Troyes,23-324,1998,3.0,101,137,73.7,1678,803,51,63,81.0,43,51,84.3,7,13,53.8,0,0.6,-0.6,2,6,1,0,12,Matches
129,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Nantes,31-102,1990,8.2,207,317,65.3,3716,2019,93,111,83.8,89,129,69.0,22,58,37.9,3,0.3,+2.7,7,20,4,2,28,Matches
130,Maxwel Cornet\beb391dd,ci CIV,DFMF,Lyon,25-137,1996,0.7,33,40,82.5,527,167,17,19,89.5,14,15,93.3,1,5,20.0,0,0.1,-0.1,1,1,1,1,0,Matches
