,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
138,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,26-094,1995,4.1,180,14,64,110,18,0,171,4,5,80.0,4,0,139,627,284,10,2,0,1,2,110,105,95.5,2,Matches
139,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,34-039,1988,8.4,565,106,349,222,16,9,543,0,1,0.0,0,0,319,1480,687,9,3,0,1,0,348,338,97.1,0,Matches
140,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23-227,1998,1.5,89,0,9,48,36,0,85,1,2,50.0,1,0,58,253,129,9,2,0,4,4,85,64,75.3,17,Matches
141,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,36-299,1985,23.0,637,585,636,1,0,0,418,0,0,,0,0,250,1202,598,0,0,0,0,0,241,239,99.2,0,Matches
142,Fabinho\7f3b388c,br BRA,MF,Liverpool,28-111,1993,15.9,1096,39,230,703,204,11,1079,3,4,75.0,3,0,682,2914,1400,72,12,2,15,12,753,726,96.4,24,Matches
143,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,31-009,1991,12.5,763,63,252,316,234,8,605,6,9,66.7,6,1,361,1862,889,39,15,2,9,6,390,347,89.0,10,Matches
144,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,21-128,2000,0.1,5,0,4,1,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0,Matches
145,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,27-156,1994,20.6,1426,43,222,667,619,64,1321,12,26,46.2,15,2,932,4433,2507,130,45,10,17,36,1249,1037,83.0,123,Matches
146,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23-304,1998,12.0,533,440,528,7,0,0,416,0,0,,0,0,268,1204,730,0,0,0,0,0,273,273,100.0,0,Matches
147,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,32-355,1989,5.8,267,59,176,93,12,10,260,0,0,,0,0,170,845,506,0,0,0,0,1,178,174,97.8,2,Matches
148,Fernandinho\101da2b5,br BRA,MF,Manchester City,36-283,1985,5.8,475,15,70,327,104,9,472,4,5,80.0,4,0,360,1596,790,36,8,0,5,8,383,371,96.9,14,Matches
149,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,30-132,1991,7.4,430,2,37,202,218,51,419,11,24,45.8,13,1,293,1193,587,43,16,3,17,19,458,323,70.5,94,Matches
150,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,25-173,1996,10.3,654,30,197,325,180,25,566,7,13,53.8,7,1,385,1876,1117,53,18,2,8,5,405,370,91.4,21,Matches
151,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,26-132,1995,0.3,15,1,3,6,7,1,15,0,1,0.0,0,0,7,29,15,1,0,0,0,0,29,8,27.6,1,Matches
152,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21-259,2000,13.0,822,5,38,301,528,84,755,17,27,63.0,18,2,617,2733,1354,78,27,27,14,35,809,643,79.5,104,Matches
153,Pablo Fornals\82927de4,es ESP,MFFW,West Ham,25-354,1996,18.8,978,18,139,477,421,44,937,15,33,45.5,15,5,664,3431,1805,93,31,6,20,21,870,686,78.9,95,Matches
154,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,30-126,1991,9.5,507,15,151,288,103,5,497,3,9,33.3,3,0,326,1544,617,23,7,0,3,12,379,327,86.3,17,Matches
155,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22-238,1999,2.3,69,0,3,36,33,10,66,2,4,50.0,2,0,27,95,47,3,0,0,6,1,89,41,46.1,17,Matches
156,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33-331,1988,6.0,220,181,219,1,0,0,147,0,0,,0,0,91,446,276,0,0,0,0,0,78,78,100.0,0,Matches
157,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38-314,1983,11.0,396,315,390,7,0,0,259,0,0,,0,0,161,994,631,0,0,0,0,0,149,148,99.3,0,Matches
158,Ryan Fraser\d56543a0,sct SCO,MFFW,Newcastle Utd,27-352,1994,9.4,311,11,70,109,154,23,291,4,8,50.0,4,0,210,1016,611,39,12,6,6,6,288,210,72.9,23,Matches
159,Fred\b853e0ad,br BRA,MF,Manchester Utd,28-343,1993,15.9,1112,55,281,670,203,9,1093,7,17,41.2,8,0,686,2571,1243,46,9,1,22,22,790,740,93.7,22,Matches
160,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,29-124,1992,0.3,11,1,3,7,2,0,10,0,0,,0,0,2,30,23,1,1,0,0,0,5,4,80.0,0,Matches
161,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,18-169,2003,0.8,55,5,26,21,9,1,42,0,0,,0,0,23,78,47,2,0,0,1,0,31,29,93.5,1,Matches
162,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,22-005,2000,19.4,1026,36,201,490,400,67,943,32,45,71.1,32,0,677,3210,1344,71,20,11,35,38,730,614,84.1,74,Matches
163,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,31-117,1990,0.3,13,0,0,8,6,1,13,0,0,,0,0,9,16,7,1,0,0,1,0,19,10,52.6,2,Matches
164,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,26-139,1995,0.7,28,1,8,22,1,0,28,1,2,50.0,2,0,19,113,69,2,0,0,1,2,20,18,90.0,1,Matches
165,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,31-096,1990,23.0,611,571,611,0,0,0,393,0,0,,0,0,216,975,518,0,0,0,1,0,215,213,99.1,0,Matches
166,Joe Gelhardt\01962d0d,eng ENG,FW,Leeds United,19-283,2002,3.5,113,1,9,59,56,23,102,11,22,50.0,13,0,95,487,295,16,4,4,6,7,134,69,51.5,21,Matches
167,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26-284,1995,4.3,183,3,16,64,117,17,180,3,12,25.0,5,2,119,626,416,27,6,4,21,10,203,136,67.0,29,Matches
168,Saman Ghoddos\f7b1d4e0,ir IRN,MFDF,Brentford,28-158,1993,4.6,234,8,46,109,94,17,213,4,5,80.0,4,1,131,694,413,22,7,2,5,3,189,132,69.8,25,Matches
169,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,26-117,1995,6.1,419,36,166,192,92,7,360,16,28,57.1,19,1,274,1424,797,28,5,3,12,5,251,228,90.8,20,Matches
170,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,22-015,2000,0.1,13,0,3,3,8,3,12,0,0,,0,0,7,18,12,1,1,0,0,0,9,8,88.9,3,Matches
171,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,29-027,1993,18.7,1157,232,714,460,48,20,1120,1,3,33.3,1,0,679,3576,2253,53,12,0,3,3,782,773,98.8,1,Matches
172,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20-245,2001,12.0,860,30,218,496,203,5,785,6,13,46.2,11,1,506,2847,1237,52,21,0,6,7,628,581,92.5,15,Matches
173,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,24-027,1998,16.5,777,96,344,338,140,24,692,4,7,57.1,4,0,377,2123,1057,35,18,1,7,6,411,371,90.3,14,Matches
174,André Gomes\1961b2aa,pt POR,MF,Everton,28-196,1993,5.1,280,9,55,162,84,8,272,10,13,76.9,11,1,192,827,435,11,1,1,9,11,208,175,84.1,9,Matches
175,Toti Gomes\f0caab96,pt POR,DF,Wolves,23-026,1999,2.0,111,17,63,51,3,0,110,1,2,50.0,1,0,51,289,109,3,1,0,0,0,59,56,94.9,0,Matches
176,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24-264,1997,0.2,19,3,6,10,3,0,17,0,0,,0,0,7,6,1,0,0,0,0,0,7,7,100.0,0,Matches
177,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,26-192,1995,5.0,337,20,122,163,74,11,262,5,7,71.4,5,0,163,1003,497,14,7,0,1,1,171,164,95.9,7,Matches
178,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20-352,2001,11.2,519,11,85,210,268,38,494,15,29,51.7,17,4,350,2336,1276,59,18,8,24,20,450,338,75.1,45,Matches
179,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,17-129,2004,0.1,8,0,0,4,4,1,8,0,1,0.0,0,1,7,32,9,1,0,0,0,1,11,7,63.6,3,Matches
180,Dan Gosling\7fec31a0,eng ENG,MF,Watford,32-010,1990,0.2,9,2,6,3,1,0,9,0,0,,0,0,3,5,5,0,0,0,1,0,4,4,100.0,0,Matches
181,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25-228,1996,17.0,722,8,65,290,442,65,676,28,57,49.1,29,3,545,3719,2139,118,43,24,39,31,693,500,72.2,107,Matches
182,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,26-154,1995,14.1,819,8,48,316,532,128,802,20,36,55.6,22,0,719,5336,3296,206,47,60,16,28,844,688,81.5,130,Matches
183,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,20-133,2001,14.1,665,6,80,296,339,60,648,29,50,58.0,31,3,534,3452,2034,107,28,27,19,20,702,526,74.9,92,Matches
184,Sam Greenwood\f3354c07,eng ENG,MF,Leeds United,20-016,2002,0.1,8,0,1,5,3,0,8,0,0,,0,0,7,44,8,1,1,0,1,0,7,7,100.0,4,Matches
185,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30-241,1991,11.7,840,27,161,358,356,31,738,3,7,42.9,4,1,497,2316,1013,58,17,3,12,14,639,557,87.2,53,Matches
186,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,35-032,1987,20.0,677,617,676,1,0,0,522,0,0,,0,0,346,1378,674,0,0,0,0,0,322,322,100.0,0,Matches
187,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21-213,2000,22.0,1606,261,940,718,53,13,1571,9,11,81.8,9,0,1101,6109,3412,69,18,1,5,3,1154,1150,99.7,0,Matches
188,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,24-087,1997,0.0,5,0,0,2,3,0,5,0,0,,0,0,3,26,16,1,0,0,0,1,1,1,100.0,0,Matches
189,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,31-110,1990,12.0,845,14,87,431,384,59,777,13,18,72.2,13,1,585,2894,1342,74,28,6,10,13,745,654,87.8,72,Matches
190,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,26-020,1996,4.0,140,112,140,0,0,0,89,0,0,,0,0,49,166,99,0,0,0,0,0,48,48,100.0,0,Matches
191,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,30-083,1991,18.2,978,196,634,358,23,16,947,4,6,66.7,4,0,520,2164,950,15,1,0,4,1,572,560,97.9,1,Matches
192,Jack Harrison\aa849a12,eng ENG,MFFW,Leeds United,25-083,1996,16.0,794,19,150,314,397,58,776,25,54,46.3,27,4,608,3799,2452,130,37,21,37,37,728,571,78.4,76,Matches
193,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26-210,1995,4.4,249,35,143,112,10,6,244,2,4,50.0,2,0,151,957,510,3,0,0,1,2,151,144,95.4,2,Matches
194,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22-245,1999,10.5,492,22,56,235,231,61,481,10,24,41.7,11,1,339,1890,958,57,12,15,32,20,587,369,62.9,93,Matches
195,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26-326,1995,11.1,460,46,181,218,76,10,445,8,13,61.5,8,0,247,847,361,12,7,1,9,10,284,242,85.2,10,Matches
196,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,26-016,1996,10.9,443,8,67,241,176,39,438,16,36,44.4,18,6,333,1999,1043,52,18,11,23,21,472,337,71.4,68,Matches
197,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31-239,1990,17.4,1472,26,174,917,470,33,1428,9,16,56.3,9,3,975,4361,1969,82,43,4,13,10,1243,1141,91.8,81,Matches
198,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,30-011,1992,0.8,32,1,4,20,9,1,32,1,1,100.0,1,1,25,75,26,1,0,0,0,1,26,23,88.5,1,Matches
199,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,35-018,1987,2.0,87,69,83,4,0,0,51,0,0,,0,0,26,156,131,0,0,0,0,0,23,23,100.0,0,Matches
200,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24-218,1997,17.4,817,52,254,353,260,17,789,14,33,42.4,14,1,517,2381,1163,52,16,3,12,31,548,462,84.3,34,Matches
201,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29-218,1992,17.5,876,3,68,352,516,95,752,31,54,57.4,35,1,605,3409,1760,99,35,22,31,41,853,606,71.0,151,Matches
202,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,20-024,2002,2.2,131,8,44,55,37,3,107,1,2,50.0,1,0,68,402,265,8,2,3,1,2,81,65,80.2,3,Matches
203,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,26-144,1995,4.8,300,54,175,126,14,5,293,1,2,50.0,1,0,174,813,403,4,2,0,1,3,189,184,97.4,0,Matches
204,Mason Holgate\d0042ab9,eng ENG,DF,Everton,25-112,1996,8.8,430,57,222,208,19,2,396,1,1,100.0,1,0,182,930,449,7,1,0,1,5,190,184,96.8,0,Matches
205,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,21-096,2000,10.7,505,7,40,194,315,62,491,19,29,65.5,19,0,420,2972,1869,106,25,34,16,24,506,395,78.1,73,Matches
206,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26-300,1995,7.4,396,20,109,223,84,5,367,5,10,50.0,6,0,242,1056,530,22,7,0,5,9,253,232,91.7,5,Matches
207,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,26-190,1995,19.5,1537,50,347,995,284,19,1490,23,37,62.2,24,2,1062,4743,2475,88,26,1,15,14,1151,1087,94.4,36,Matches
208,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20-337,2001,6.9,234,13,25,93,128,33,229,12,16,75.0,12,0,171,932,340,19,3,2,25,17,353,163,46.2,52,Matches
209,Kelechi Iheanacho\c92e1a31,ng NGA,FWMF,Leicester City,25-131,1996,6.9,300,5,26,148,142,33,292,9,21,42.9,10,2,223,969,582,33,9,6,26,14,397,221,55.7,55,Matches
210,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29-203,1992,12.4,347,10,36,147,175,68,329,9,20,45.0,10,1,187,774,397,19,6,3,30,7,461,213,46.2,64,Matches
211,Alex Iwobi\6ca5ec4b,ng NGA,MFFW,Everton,25-284,1996,7.9,332,9,60,126,174,37,327,14,26,53.8,16,3,262,1481,861,40,11,11,14,13,332,238,71.7,46,Matches
212,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,24-093,1997,14.8,467,12,52,157,292,82,451,9,28,32.1,10,0,322,2184,1346,83,15,26,25,19,560,320,57.1,94,Matches
213,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,24-093,1997,1.4,53,1,2,22,33,9,53,0,3,0.0,1,0,33,232,158,10,3,1,5,3,50,34,68.0,15,Matches
214,Reece James\1265a93a,eng ENG,DF,Chelsea,22-065,1999,12.4,1038,22,190,436,480,45,880,18,25,72.0,19,0,705,3119,1582,87,31,9,10,14,763,700,91.7,64,Matches
215,Vitaly Janelt\8449d35e,de GER,MF,Brentford,23-277,1998,15.0,766,48,238,387,179,20,716,8,10,80.0,9,1,416,2071,1013,37,10,3,13,9,540,442,81.9,24,Matches
216,Pontus Jansson\172e52d8,se SWE,DF,Brentford,30-363,1991,23.9,1218,271,790,444,37,27,1178,1,2,50.0,2,0,612,3081,1418,20,0,1,6,2,719,682,94.9,3,Matches
217,Mathias Jensen\0f134faf,dk DEN,MF,Brentford,26-041,1996,10.4,587,19,117,305,200,17,514,3,8,37.5,5,1,333,1477,724,35,10,0,12,11,421,337,80.0,31,Matches
218,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,24-314,1997,14.7,767,10,67,296,449,108,754,26,43,60.5,30,2,621,2995,1504,114,18,23,46,32,797,603,75.7,106,Matches
